location,time,ppi_dom_con,date
DEU,1998-02,81.80739,Feb 1998
DEU,1998-03,81.72027,Mar 1998
DEU,1998-04,81.72027,Apr 1998
DEU,1998-05,81.80739,May 1998
DEU,1998-06,81.80739,Jun 1998
DEU,1998-07,81.80739,Jul 1998
DEU,1998-08,81.72027,Aug 1998
DEU,1998-09,81.54602,Sep 1998
DEU,1998-10,81.37178,Oct 1998
DEU,1998-11,81.19753,Nov 1998
DEU,1998-12,81.19753,Dec 1998
DEU,1999-01,81.02329,Jan 1999
DEU,1999-02,81.02329,Feb 1999
DEU,1999-03,80.93617,Mar 1999
DEU,1999-04,80.93617,Apr 1999
DEU,1999-05,80.84904,May 1999
DEU,1999-06,80.93617,Jun 1999
DEU,1999-07,81.02329,Jul 1999
DEU,1999-08,81.02329,Aug 1999
DEU,1999-09,80.93617,Sep 1999
DEU,1999-10,81.02329,Oct 1999
DEU,1999-11,80.93617,Nov 1999
DEU,1999-12,80.93617,Dec 1999
DEU,2000-01,80.93617,Jan 2000
DEU,2000-02,81.02329,Feb 2000
DEU,2000-03,81.02329,Mar 2000
DEU,2000-04,81.19753,Apr 2000
DEU,2000-05,81.54602,May 2000
DEU,2000-06,81.63315,Jun 2000
DEU,2000-07,81.89451,Jul 2000
DEU,2000-08,82.06876,Aug 2000
DEU,2000-09,82.15588,Sep 2000
DEU,2000-10,82.15588,Oct 2000
DEU,2000-11,82.33012,Nov 2000
DEU,2000-12,82.59148,Dec 2000
DEU,2001-01,83.02709,Jan 2001
DEU,2001-02,83.20134,Feb 2001
DEU,2001-03,83.89832,Mar 2001
DEU,2001-04,84.07256,Apr 2001
DEU,2001-05,84.50816,May 2001
DEU,2001-06,84.59528,Jun 2001
DEU,2001-07,84.50816,Jul 2001
DEU,2001-08,84.50816,Aug 2001
DEU,2001-09,84.50816,Sep 2001
DEU,2001-10,84.59528,Oct 2001
DEU,2001-11,84.42104,Nov 2001
DEU,2001-12,84.33392,Dec 2001
DEU,2002-01,84.94377,Jan 2002
DEU,2002-02,84.76953,Feb 2002
DEU,2002-03,84.68241,Mar 2002
DEU,2002-04,84.85665,Apr 2002
DEU,2002-05,84.85665,May 2002
DEU,2002-06,84.68241,Jun 2002
DEU,2002-07,84.59528,Jul 2002
DEU,2002-08,84.68241,Aug 2002
DEU,2002-09,84.59528,Sep 2002
DEU,2002-10,84.68241,Oct 2002
DEU,2002-11,84.68241,Nov 2002
DEU,2002-12,84.68241,Dec 2002
DEU,2003-01,85.0309,Jan 2003
DEU,2003-02,85.11802,Feb 2003
DEU,2003-03,84.94377,Mar 2003
DEU,2003-04,85.0309,Apr 2003
DEU,2003-05,85.0309,May 2003
DEU,2003-06,85.0309,Jun 2003
DEU,2003-07,85.11802,Jul 2003
DEU,2003-08,85.0309,Aug 2003
DEU,2003-09,85.29226,Sep 2003
DEU,2003-10,85.29226,Oct 2003
DEU,2003-11,85.29226,Nov 2003
DEU,2003-12,85.0309,Dec 2003
DEU,2004-01,85.11802,Jan 2004
DEU,2004-02,85.20514,Feb 2004
DEU,2004-03,85.98923,Mar 2004
DEU,2004-04,85.98923,Apr 2004
DEU,2004-05,85.81499,May 2004
DEU,2004-06,86.07635,Jun 2004
DEU,2004-07,86.16348,Jul 2004
DEU,2004-08,86.07635,Aug 2004
DEU,2004-09,86.16348,Sep 2004
DEU,2004-10,86.16348,Oct 2004
DEU,2004-11,86.16348,Nov 2004
DEU,2004-12,87.0347,Dec 2004
DEU,2005-01,86.94758,Jan 2005
DEU,2005-02,86.94758,Feb 2005
DEU,2005-03,87.0347,Mar 2005
DEU,2005-04,86.86045,Apr 2005
DEU,2005-05,86.86045,May 2005
DEU,2005-06,86.94758,Jun 2005
DEU,2005-07,86.86045,Jul 2005
DEU,2005-08,86.86045,Aug 2005
DEU,2005-09,87.38319,Sep 2005
DEU,2005-10,87.47031,Oct 2005
DEU,2005-11,87.55743,Nov 2005
DEU,2005-12,87.64455,Dec 2005
DEU,2006-01,87.55743,Jan 2006
DEU,2006-02,87.64455,Feb 2006
DEU,2006-03,87.81879,Mar 2006
DEU,2006-04,87.90591,Apr 2006
DEU,2006-05,87.90591,May 2006
DEU,2006-06,88.16728,Jun 2006
DEU,2006-07,88.16728,Jul 2006
DEU,2006-08,88.34152,Aug 2006
DEU,2006-09,88.34152,Sep 2006
DEU,2006-10,88.69001,Oct 2006
DEU,2006-11,88.51577,Nov 2006
DEU,2006-12,88.69001,Dec 2006
DEU,2007-01,88.51577,Jan 2007
DEU,2007-02,88.51577,Feb 2007
DEU,2007-03,88.60289,Mar 2007
DEU,2007-04,88.69001,Apr 2007
DEU,2007-05,88.77713,May 2007
DEU,2007-06,89.21275,Jun 2007
DEU,2007-07,89.47411,Jul 2007
DEU,2007-08,89.99684,Aug 2007
DEU,2007-09,90.43245,Sep 2007
DEU,2007-10,91.30367,Oct 2007
DEU,2007-11,91.56503,Nov 2007
DEU,2007-12,91.73927,Dec 2007
DEU,2008-01,92.17489,Jan 2008
DEU,2008-02,92.6105,Feb 2008
DEU,2008-03,92.95898,Mar 2008
DEU,2008-04,92.87186,Apr 2008
DEU,2008-05,92.95898,May 2008
DEU,2008-06,93.22034,Jun 2008
DEU,2008-07,93.65595,Jul 2008
DEU,2008-08,93.8302,Aug 2008
DEU,2008-09,93.8302,Sep 2008
DEU,2008-10,93.8302,Oct 2008
DEU,2008-11,93.0461,Nov 2008
DEU,2008-12,92.6105,Dec 2008
DEU,2009-01,92.26201,Jan 2009
DEU,2009-02,92.17489,Feb 2009
DEU,2009-03,92.00064,Mar 2009
DEU,2009-04,92.08776,Apr 2009
DEU,2009-05,92.00064,May 2009
DEU,2009-06,92.08776,Jun 2009
DEU,2009-07,92.08776,Jul 2009
DEU,2009-08,92.08776,Aug 2009
DEU,2009-09,91.91352,Sep 2009
DEU,2009-10,91.65215,Oct 2009
DEU,2009-11,91.73927,Nov 2009
DEU,2009-12,91.73927,Dec 2009
DEU,2010-01,91.73927,Jan 2010
DEU,2010-02,91.73927,Feb 2010
DEU,2010-03,91.55432,Mar 2010
DEU,2010-04,91.55432,Apr 2010
DEU,2010-05,92.01672,May 2010
DEU,2010-06,92.57159,Jun 2010
DEU,2010-07,92.66407,Jul 2010
DEU,2010-08,92.84902,Aug 2010
DEU,2010-09,92.84902,Sep 2010
DEU,2010-10,93.03398,Oct 2010
DEU,2010-11,93.4039,Nov 2010
DEU,2010-12,93.86629,Dec 2010
DEU,2011-01,93.95877,Jan 2011
DEU,2011-02,94.42117,Feb 2011
DEU,2011-03,94.69861,Mar 2011
DEU,2011-04,95.161,Apr 2011
DEU,2011-05,95.6234,May 2011
DEU,2011-06,95.80836,Jun 2011
DEU,2011-07,96.08579,Jul 2011
DEU,2011-08,96.08579,Aug 2011
DEU,2011-09,96.27075,Sep 2011
DEU,2011-10,96.64067,Oct 2011
DEU,2011-11,97.01058,Nov 2011
DEU,2011-12,97.01058,Dec 2011
DEU,2012-01,97.28802,Jan 2012
DEU,2012-02,97.75042,Feb 2012
DEU,2012-03,97.93538,Mar 2012
DEU,2012-04,98.21281,Apr 2012
DEU,2012-05,97.93538,May 2012
DEU,2012-06,98.02785,Jun 2012
DEU,2012-07,97.93538,Jul 2012
DEU,2012-08,98.21281,Aug 2012
DEU,2012-09,98.76768,Sep 2012
DEU,2012-10,99.1376,Oct 2012
DEU,2012-11,99.32256,Nov 2012
DEU,2012-12,99.41504,Dec 2012
DEU,2013-01,99.6,Jan 2013
DEU,2013-02,99.69248,Feb 2013
DEU,2013-03,99.69248,Mar 2013
DEU,2013-04,99.78496,Apr 2013
DEU,2013-05,99.96992,May 2013
DEU,2013-06,100.2474,Jun 2013
DEU,2013-07,100.5248,Jul 2013
DEU,2013-08,100.6173,Aug 2013
DEU,2013-09,100.8022,Sep 2013
DEU,2013-10,100.8022,Oct 2013
DEU,2013-11,100.8022,Nov 2013
DEU,2013-12,100.8022,Dec 2013
DEU,2014-01,100.8947,Jan 2014
DEU,2014-02,100.9872,Feb 2014
DEU,2014-03,100.9872,Mar 2014
DEU,2014-04,101.1721,Apr 2014
DEU,2014-05,101.0797,May 2014
DEU,2014-06,101.1721,Jun 2014
DEU,2014-07,101.2646,Jul 2014
DEU,2014-08,101.1721,Aug 2014
DEU,2014-09,100.8947,Sep 2014
DEU,2014-10,100.3398,Oct 2014
DEU,2014-11,99.96992,Nov 2014
DEU,2014-12,99.69248,Dec 2014
DEU,2015-01,99.6,Jan 2015
DEU,2015-02,99.9,Feb 2015
DEU,2015-03,100.2,Mar 2015
DEU,2015-04,100.3,Apr 2015
DEU,2015-05,100.1,May 2015
DEU,2015-06,100.2,Jun 2015
DEU,2015-07,100,Jul 2015
DEU,2015-08,99.9,Aug 2015
DEU,2015-09,100.1,Sep 2015
DEU,2015-10,100.1,Oct 2015
DEU,2015-11,99.9,Nov 2015
DEU,2015-12,99.8,Dec 2015
DEU,2016-01,100,Jan 2016
DEU,2016-02,99.9,Feb 2016
DEU,2016-03,99.8,Mar 2016
DEU,2016-04,99.7,Apr 2016
DEU,2016-05,99.9,May 2016
DEU,2016-06,100.1,Jun 2016
DEU,2016-07,100.6,Jul 2016
DEU,2016-08,100.9,Aug 2016
DEU,2016-09,101.3,Sep 2016
DEU,2016-10,101.5,Oct 2016
DEU,2016-11,101.7,Nov 2016
DEU,2016-12,102.2,Dec 2016
DEU,2017-01,102.4,Jan 2017
DEU,2017-02,102.5,Feb 2017
DEU,2017-03,102.7,Mar 2017
DEU,2017-04,103.1,Apr 2017
DEU,2017-05,103.6,May 2017
DEU,2017-06,104.1,Jun 2017
DEU,2017-07,104.3,Jul 2017
DEU,2017-08,104.4,Aug 2017
DEU,2017-09,104.6,Sep 2017
DEU,2017-10,104.2,Oct 2017
DEU,2017-11,103.9,Nov 2017
DEU,2017-12,103.7,Dec 2017
DEU,2018-01,103.8,Jan 2018
DEU,2018-02,103.7,Feb 2018
DEU,2018-03,104.1,Mar 2018
DEU,2018-04,104.1,Apr 2018
DEU,2018-05,104.3,May 2018
DEU,2018-06,104.5,Jun 2018
DEU,2018-07,104.6,Jul 2018
DEU,2018-08,104.7,Aug 2018
DEU,2018-09,104.8,Sep 2018
DEU,2018-10,104.6,Oct 2018
DEU,2018-11,104.5,Nov 2018
DEU,2018-12,104.4,Dec 2018
DEU,2019-01,104.5,Jan 2019
DEU,2019-02,104.6,Feb 2019
DEU,2019-03,104.7,Mar 2019
DEU,2019-04,105.8,Apr 2019
DEU,2019-05,106.1,May 2019
DEU,2019-06,106.5,Jun 2019
DEU,2019-07,106.4,Jul 2019
DEU,2019-08,106.4,Aug 2019
DEU,2019-09,106.7,Sep 2019
DEU,2019-10,106.8,Oct 2019
DEU,2019-11,107,Nov 2019
DEU,2019-12,107.8,Dec 2019
DEU,2020-01,108.1,Jan 2020
DEU,2020-02,108.4,Feb 2020
DEU,2020-03,108.7,Mar 2020
DEU,2020-04,108.5,Apr 2020
DEU,2020-05,107.5,May 2020
DEU,2020-06,107.3,Jun 2020
DEU,2020-07,107,Jul 2020
DEU,2020-08,106.9,Aug 2020
DEU,2020-09,106.8,Sep 2020
DEU,2020-10,106.6,Oct 2020
DEU,2020-11,106.6,Nov 2020
DEU,2020-12,106.4,Dec 2020
DEU,2021-01,106.6,Jan 2021
DEU,2021-02,106.7,Feb 2021
DEU,2021-03,107.6,Mar 2021
DEU,2021-04,108.1,Apr 2021
DEU,2021-05,108.2,May 2021
DEU,2021-06,108.9,Jun 2021
DEU,2021-07,109,Jul 2021
DEU,2021-08,109.2,Aug 2021
DEU,2021-09,109.3,Sep 2021
DEU,2021-10,109.8,Oct 2021
DEU,2021-11,110.5,Nov 2021
DEU,2021-12,111.3,Dec 2021
DEU,2022-01,113.7,Jan 2022
DEU,2022-02,114.6,Feb 2022
DEU,2022-03,117.6,Mar 2022
DEU,2022-04,121.8,Apr 2022
DEU,2022-05,123.3,May 2022
DEU,2022-06,124.3,Jun 2022
DEU,2022-07,125.8,Jul 2022
DEU,2022-08,126.8,Aug 2022
DEU,2022-09,128.2,Sep 2022
DEU,2022-10,129.5,Oct 2022
DEU,2022-11,129.8,Nov 2022
DEU,2022-12,130.5,Dec 2022
GRC,1995-01,56.77288,Jan 1995
GRC,1995-02,57.05904,Feb 1995
GRC,1995-03,57.56199,Mar 1995
GRC,1995-04,57.84816,Apr 1995
GRC,1995-05,58.20369,May 1995
GRC,1995-06,58.27306,Jun 1995
GRC,1995-07,58.48985,Jul 1995
GRC,1995-08,58.70664,Aug 1995
GRC,1995-09,59.34834,Sep 1995
GRC,1995-10,59.71255,Oct 1995
GRC,1995-11,59.85129,Nov 1995
GRC,1995-12,59.99871,Dec 1995
GRC,1996-01,61.81974,Jan 1996
GRC,1996-02,61.93247,Feb 1996
GRC,1996-03,62.52214,Mar 1996
GRC,1996-04,63.10314,Apr 1996
GRC,1996-05,63.10314,May 1996
GRC,1996-06,63.45,Jun 1996
GRC,1996-07,63.74483,Jul 1996
GRC,1996-08,63.91827,Aug 1996
GRC,1996-09,64.1524,Sep 1996
GRC,1996-10,64.50793,Oct 1996
GRC,1996-11,64.50793,Nov 1996
GRC,1996-12,64.50793,Dec 1996
GRC,1997-01,65.44447,Jan 1997
GRC,1997-02,65.51384,Feb 1997
GRC,1997-03,65.37509,Mar 1997
GRC,1997-04,65.87804,Apr 1997
GRC,1997-05,65.8,May 1997
GRC,1997-06,66.08616,Jun 1997
GRC,1997-07,66.23358,Jul 1997
GRC,1997-08,66.51974,Aug 1997
GRC,1997-09,66.45037,Sep 1997
GRC,1997-10,66.37232,Oct 1997
GRC,1997-11,66.23358,Nov 1997
GRC,1997-12,66.45037,Dec 1997
GRC,1998-01,66.51974,Jan 1998
GRC,1998-02,66.66716,Feb 1998
GRC,1998-03,67.16144,Mar 1998
GRC,1998-04,68.02859,Apr 1998
GRC,1998-05,68.6703,May 1998
GRC,1998-06,68.81771,Jun 1998
GRC,1998-07,68.95646,Jul 1998
GRC,1998-08,69.10387,Aug 1998
GRC,1998-09,69.31199,Sep 1998
GRC,1998-10,69.02583,Oct 1998
GRC,1998-11,68.81771,Nov 1998
GRC,1998-12,69.10387,Dec 1998
GRC,1999-01,69.10387,Jan 1999
GRC,1999-02,69.52879,Feb 1999
GRC,1999-03,69.6762,Mar 1999
GRC,1999-04,70.1011,Apr 1999
GRC,1999-05,70.03173,May 1999
GRC,1999-06,70.1011,Jun 1999
GRC,1999-07,70.67343,Jul 1999
GRC,1999-08,70.67343,Aug 1999
GRC,1999-09,70.53468,Sep 1999
GRC,1999-10,70.31789,Oct 1999
GRC,1999-11,70.46532,Nov 1999
GRC,1999-12,70.53468,Dec 1999
GRC,2000-01,70.5,Jan 2000
GRC,2000-02,70.8,Feb 2000
GRC,2000-03,70.9,Mar 2000
GRC,2000-04,71.3,Apr 2000
GRC,2000-05,71.5,May 2000
GRC,2000-06,71.4,Jun 2000
GRC,2000-07,71.5,Jul 2000
GRC,2000-08,71.7,Aug 2000
GRC,2000-09,72.2,Sep 2000
GRC,2000-10,72.4,Oct 2000
GRC,2000-11,72.6,Nov 2000
GRC,2000-12,73.7,Dec 2000
GRC,2001-01,73.8,Jan 2001
GRC,2001-02,74.2,Feb 2001
GRC,2001-03,74.5,Mar 2001
GRC,2001-04,75.1,Apr 2001
GRC,2001-05,75.2,May 2001
GRC,2001-06,75.2,Jun 2001
GRC,2001-07,75.3,Jul 2001
GRC,2001-08,75.5,Aug 2001
GRC,2001-09,75.9,Sep 2001
GRC,2001-10,76.1,Oct 2001
GRC,2001-11,76.3,Nov 2001
GRC,2001-12,76.6,Dec 2001
GRC,2002-01,76.9,Jan 2002
GRC,2002-02,76.9,Feb 2002
GRC,2002-03,77.7,Mar 2002
GRC,2002-04,77.8,Apr 2002
GRC,2002-05,77.9,May 2002
GRC,2002-06,77.5,Jun 2002
GRC,2002-07,77.7,Jul 2002
GRC,2002-08,77.8,Aug 2002
GRC,2002-09,77.9,Sep 2002
GRC,2002-10,78.1,Oct 2002
GRC,2002-11,78.2,Nov 2002
GRC,2002-12,78.2,Dec 2002
GRC,2003-01,78.8,Jan 2003
GRC,2003-02,79,Feb 2003
GRC,2003-03,79.3,Mar 2003
GRC,2003-04,79.5,Apr 2003
GRC,2003-05,79.5,May 2003
GRC,2003-06,79.3,Jun 2003
GRC,2003-07,79.5,Jul 2003
GRC,2003-08,80.1,Aug 2003
GRC,2003-09,80.4,Sep 2003
GRC,2003-10,80.6,Oct 2003
GRC,2003-11,81,Nov 2003
GRC,2003-12,81,Dec 2003
GRC,2004-01,83.8,Jan 2004
GRC,2004-02,84.1,Feb 2004
GRC,2004-03,84.4,Mar 2004
GRC,2004-04,85,Apr 2004
GRC,2004-05,84.9,May 2004
GRC,2004-06,84.8,Jun 2004
GRC,2004-07,84.8,Jul 2004
GRC,2004-08,84.9,Aug 2004
GRC,2004-09,84.9,Sep 2004
GRC,2004-10,84.8,Oct 2004
GRC,2004-11,84.7,Nov 2004
GRC,2004-12,84.1,Dec 2004
GRC,2005-01,84.4,Jan 2005
GRC,2005-02,84.8,Feb 2005
GRC,2005-03,85.2,Mar 2005
GRC,2005-04,85.9,Apr 2005
GRC,2005-05,86,May 2005
GRC,2005-06,86.4,Jun 2005
GRC,2005-07,86.4,Jul 2005
GRC,2005-08,86.7,Aug 2005
GRC,2005-09,87.3,Sep 2005
GRC,2005-10,89,Oct 2005
GRC,2005-11,89,Nov 2005
GRC,2005-12,89.9,Dec 2005
GRC,2006-01,92.1,Jan 2006
GRC,2006-02,92.3,Feb 2006
GRC,2006-03,92.5,Mar 2006
GRC,2006-04,93.1,Apr 2006
GRC,2006-05,92.6,May 2006
GRC,2006-06,92.2,Jun 2006
GRC,2006-07,92.4,Jul 2006
GRC,2006-08,92.6,Aug 2006
GRC,2006-09,92.4,Sep 2006
GRC,2006-10,91.6,Oct 2006
GRC,2006-11,90.8,Nov 2006
GRC,2006-12,90.9,Dec 2006
GRC,2007-01,90.7,Jan 2007
GRC,2007-02,90.5,Feb 2007
GRC,2007-03,91,Mar 2007
GRC,2007-04,91.3,Apr 2007
GRC,2007-05,91.2,May 2007
GRC,2007-06,91.2,Jun 2007
GRC,2007-07,91.2,Jul 2007
GRC,2007-08,91.5,Aug 2007
GRC,2007-09,92.7,Sep 2007
GRC,2007-10,93.2,Oct 2007
GRC,2007-11,93.9,Nov 2007
GRC,2007-12,94.2,Dec 2007
GRC,2008-01,94.5,Jan 2008
GRC,2008-02,95.2,Feb 2008
GRC,2008-03,95.7,Mar 2008
GRC,2008-04,96.1,Apr 2008
GRC,2008-05,96,May 2008
GRC,2008-06,96,Jun 2008
GRC,2008-07,96.2,Jul 2008
GRC,2008-08,96.2,Aug 2008
GRC,2008-09,96.5,Sep 2008
GRC,2008-10,96.6,Oct 2008
GRC,2008-11,96.6,Nov 2008
GRC,2008-12,96.5,Dec 2008
GRC,2009-01,96.5,Jan 2009
GRC,2009-02,96.6,Feb 2009
GRC,2009-03,96.6,Mar 2009
GRC,2009-04,96.5,Apr 2009
GRC,2009-05,96.5,May 2009
GRC,2009-06,96.5,Jun 2009
GRC,2009-07,96.9,Jul 2009
GRC,2009-08,97.1,Aug 2009
GRC,2009-09,97.4,Sep 2009
GRC,2009-10,97.3,Oct 2009
GRC,2009-11,97.2,Nov 2009
GRC,2009-12,97.4,Dec 2009
GRC,2010-01,97.3,Jan 2010
GRC,2010-02,97.5,Feb 2010
GRC,2010-03,97.2,Mar 2010
GRC,2010-04,97.2,Apr 2010
GRC,2010-05,96.3,May 2010
GRC,2010-06,96.2,Jun 2010
GRC,2010-07,96.2,Jul 2010
GRC,2010-08,96.3,Aug 2010
GRC,2010-09,96.2,Sep 2010
GRC,2010-10,96.3,Oct 2010
GRC,2010-11,96.4,Nov 2010
GRC,2010-12,96.6,Dec 2010
GRC,2011-01,96.7,Jan 2011
GRC,2011-02,97.1,Feb 2011
GRC,2011-03,97.3,Mar 2011
GRC,2011-04,97.7,Apr 2011
GRC,2011-05,97.5,May 2011
GRC,2011-06,97.4,Jun 2011
GRC,2011-07,97.4,Jul 2011
GRC,2011-08,97.7,Aug 2011
GRC,2011-09,98.2,Sep 2011
GRC,2011-10,98.2,Oct 2011
GRC,2011-11,98.2,Nov 2011
GRC,2011-12,98.4,Dec 2011
GRC,2012-01,98.5,Jan 2012
GRC,2012-02,98.5,Feb 2012
GRC,2012-03,98.6,Mar 2012
GRC,2012-04,98.5,Apr 2012
GRC,2012-05,98.5,May 2012
GRC,2012-06,98.5,Jun 2012
GRC,2012-07,98.7,Jul 2012
GRC,2012-08,98.7,Aug 2012
GRC,2012-09,98.9,Sep 2012
GRC,2012-10,98.9,Oct 2012
GRC,2012-11,98.9,Nov 2012
GRC,2012-12,99,Dec 2012
GRC,2013-01,99.2,Jan 2013
GRC,2013-02,99.1,Feb 2013
GRC,2013-03,99.2,Mar 2013
GRC,2013-04,99.6,Apr 2013
GRC,2013-05,99.8,May 2013
GRC,2013-06,100,Jun 2013
GRC,2013-07,100.1,Jul 2013
GRC,2013-08,100.1,Aug 2013
GRC,2013-09,100,Sep 2013
GRC,2013-10,100,Oct 2013
GRC,2013-11,100.1,Nov 2013
GRC,2013-12,99.8,Dec 2013
GRC,2014-01,99.7,Jan 2014
GRC,2014-02,99.7,Feb 2014
GRC,2014-03,99.7,Mar 2014
GRC,2014-04,100,Apr 2014
GRC,2014-05,99.9,May 2014
GRC,2014-06,100,Jun 2014
GRC,2014-07,99.9,Jul 2014
GRC,2014-08,100.1,Aug 2014
GRC,2014-09,100.2,Sep 2014
GRC,2014-10,100.2,Oct 2014
GRC,2014-11,100.3,Nov 2014
GRC,2014-12,100.2,Dec 2014
GRC,2015-01,99.3,Jan 2015
GRC,2015-02,99.3,Feb 2015
GRC,2015-03,99.6,Mar 2015
GRC,2015-04,99.8,Apr 2015
GRC,2015-05,100,May 2015
GRC,2015-06,100,Jun 2015
GRC,2015-07,100,Jul 2015
GRC,2015-08,100.3,Aug 2015
GRC,2015-09,100.6,Sep 2015
GRC,2015-10,100.5,Oct 2015
GRC,2015-11,100.6,Nov 2015
GRC,2015-12,100.1,Dec 2015
GRC,2016-01,99.9,Jan 2016
GRC,2016-02,99.9,Feb 2016
GRC,2016-03,99.8,Mar 2016
GRC,2016-04,99.9,Apr 2016
GRC,2016-05,100,May 2016
GRC,2016-06,100.2,Jun 2016
GRC,2016-07,100.3,Jul 2016
GRC,2016-08,100.4,Aug 2016
GRC,2016-09,100.4,Sep 2016
GRC,2016-10,100.5,Oct 2016
GRC,2016-11,100.4,Nov 2016
GRC,2016-12,100,Dec 2016
GRC,2017-01,100.1,Jan 2017
GRC,2017-02,100.2,Feb 2017
GRC,2017-03,100.6,Mar 2017
GRC,2017-04,100.5,Apr 2017
GRC,2017-05,100.1,May 2017
GRC,2017-06,100.1,Jun 2017
GRC,2017-07,100,Jul 2017
GRC,2017-08,100.2,Aug 2017
GRC,2017-09,100.2,Sep 2017
GRC,2017-10,100.2,Oct 2017
GRC,2017-11,100.1,Nov 2017
GRC,2017-12,100.3,Dec 2017
GRC,2018-01,100,Jan 2018
GRC,2018-02,99.6,Feb 2018
GRC,2018-03,99.6,Mar 2018
GRC,2018-04,99.5,Apr 2018
GRC,2018-05,99.4,May 2018
GRC,2018-06,99.2,Jun 2018
GRC,2018-07,99.3,Jul 2018
GRC,2018-08,99.4,Aug 2018
GRC,2018-09,99.4,Sep 2018
GRC,2018-10,99.3,Oct 2018
GRC,2018-11,99.3,Nov 2018
GRC,2018-12,99.3,Dec 2018
GRC,2019-01,99,Jan 2019
GRC,2019-02,99,Feb 2019
GRC,2019-03,98.9,Mar 2019
GRC,2019-04,99,Apr 2019
GRC,2019-05,98.9,May 2019
GRC,2019-06,99,Jun 2019
GRC,2019-07,99.1,Jul 2019
GRC,2019-08,99.2,Aug 2019
GRC,2019-09,99.3,Sep 2019
GRC,2019-10,99.2,Oct 2019
GRC,2019-11,99.3,Nov 2019
GRC,2019-12,99.6,Dec 2019
GRC,2020-01,99.3,Jan 2020
GRC,2020-02,99.3,Feb 2020
GRC,2020-03,99.2,Mar 2020
GRC,2020-04,99.4,Apr 2020
GRC,2020-05,99.4,May 2020
GRC,2020-06,99.3,Jun 2020
GRC,2020-07,99.3,Jul 2020
GRC,2020-08,99.3,Aug 2020
GRC,2020-09,99.3,Sep 2020
GRC,2020-10,99.4,Oct 2020
GRC,2020-11,99.4,Nov 2020
GRC,2020-12,99.7,Dec 2020
GRC,2021-01,99.5,Jan 2021
GRC,2021-02,99.5,Feb 2021
GRC,2021-03,99.5,Mar 2021
GRC,2021-04,100.1,Apr 2021
GRC,2021-05,100.1,May 2021
GRC,2021-06,100,Jun 2021
GRC,2021-07,99.9,Jul 2021
GRC,2021-08,100.1,Aug 2021
GRC,2021-09,100.4,Sep 2021
GRC,2021-10,100.6,Oct 2021
GRC,2021-11,100.7,Nov 2021
GRC,2021-12,101,Dec 2021
GRC,2022-01,101,Jan 2022
GRC,2022-02,101.2,Feb 2022
GRC,2022-03,102.4,Mar 2022
GRC,2022-04,103.6,Apr 2022
GRC,2022-05,104,May 2022
GRC,2022-06,104.3,Jun 2022
GRC,2022-07,104.6,Jul 2022
GRC,2022-08,105.1,Aug 2022
GRC,2022-09,106.1,Sep 2022
GRC,2022-10,107.7,Oct 2022
GRC,2022-11,108.5,Nov 2022
GRC,2022-12,108.8,Dec 2022
HUN,1998-01,49.13176,Jan 1998
HUN,1998-02,49.8404,Feb 1998
HUN,1998-03,50.48997,Mar 1998
HUN,1998-04,50.60808,Apr 1998
HUN,1998-05,50.90334,May 1998
HUN,1998-06,50.54903,Jun 1998
HUN,1998-07,50.96239,Jul 1998
HUN,1998-08,51.0805,Aug 1998
HUN,1998-09,51.37576,Sep 1998
HUN,1998-10,51.90724,Oct 1998
HUN,1998-11,51.96629,Nov 1998
HUN,1998-12,51.78913,Dec 1998
HUN,1999-01,52.49776,Jan 1999
HUN,1999-02,52.85208,Feb 1999
HUN,1999-03,53.02924,Mar 1999
HUN,1999-04,52.97018,Apr 1999
HUN,1999-05,52.97018,May 1999
HUN,1999-06,53.26545,Jun 1999
HUN,1999-07,53.73787,Jul 1999
HUN,1999-08,54.03313,Aug 1999
HUN,1999-09,54.32839,Sep 1999
HUN,1999-10,54.97797,Oct 1999
HUN,1999-11,55.50945,Nov 1999
HUN,1999-12,55.6866,Dec 1999
HUN,2000-01,56.74955,Jan 2000
HUN,2000-02,56.82613,Feb 2000
HUN,2000-03,57.05589,Mar 2000
HUN,2000-04,57.20906,Apr 2000
HUN,2000-05,57.36223,May 2000
HUN,2000-06,57.74516,Jun 2000
HUN,2000-07,58.74076,Jul 2000
HUN,2000-08,59.96613,Aug 2000
HUN,2000-09,61.1149,Sep 2000
HUN,2000-10,61.72758,Oct 2000
HUN,2000-11,62.11051,Nov 2000
HUN,2000-12,62.34026,Dec 2000
HUN,2001-01,63.71879,Jan 2001
HUN,2001-02,64.79099,Feb 2001
HUN,2001-03,65.55683,Mar 2001
HUN,2001-04,65.93976,Apr 2001
HUN,2001-05,66.2461,May 2001
HUN,2001-06,66.47585,Jun 2001
HUN,2001-07,67.08854,Jul 2001
HUN,2001-08,67.08854,Aug 2001
HUN,2001-09,67.31829,Sep 2001
HUN,2001-10,67.54805,Oct 2001
HUN,2001-11,67.62463,Nov 2001
HUN,2001-12,67.31829,Dec 2001
HUN,2002-01,68.46707,Jan 2002
HUN,2002-02,68.84999,Feb 2002
HUN,2002-03,69.00317,Mar 2002
HUN,2002-04,68.92658,Apr 2002
HUN,2002-05,68.69682,May 2002
HUN,2002-06,68.46707,Jun 2002
HUN,2002-07,68.62024,Jul 2002
HUN,2002-08,69.00317,Aug 2002
HUN,2002-09,69.46268,Sep 2002
