location,time,ppi_tot_manufact,date
GRC,1997-04,63.84791,Apr 1997
GRC,1997-05,63.99188,May 1997
GRC,1997-06,64.13586,Jun 1997
GRC,1997-07,64.35605,Jul 1997
GRC,1997-08,64.94041,Aug 1997
GRC,1997-09,64.86419,Sep 1997
GRC,1997-10,65.00816,Oct 1997
GRC,1997-11,64.644,Nov 1997
GRC,1997-12,64.43227,Dec 1997
GRC,1998-01,64.35605,Jan 1998
GRC,1998-02,64.21207,Feb 1998
GRC,1998-03,65.52477,Mar 1998
GRC,1998-04,66.90523,Apr 1998
GRC,1998-05,66.98145,May 1998
GRC,1998-06,66.68503,Jun 1998
GRC,1998-07,66.4733,Jul 1998
GRC,1998-08,66.4733,Aug 1998
GRC,1998-09,66.61728,Sep 1998
GRC,1998-10,66.17689,Oct 1998
GRC,1998-11,65.7365,Nov 1998
GRC,1998-12,65.22836,Dec 1998
GRC,1999-01,65.30458,Jan 1999
GRC,1999-02,65.30458,Feb 1999
GRC,1999-03,65.7365,Mar 1999
GRC,1999-04,66.61728,Apr 1999
GRC,1999-05,66.68503,May 1999
GRC,1999-06,66.90523,Jun 1999
GRC,1999-07,67.70978,Jul 1999
GRC,1999-08,68.1417,Aug 1999
GRC,1999-09,68.36189,Sep 1999
GRC,1999-10,68.51434,Oct 1999
GRC,1999-11,68.8785,Nov 1999
GRC,1999-12,69.53062,Dec 1999
GRC,2000-01,69.7,Jan 2000
GRC,2000-02,70.8,Feb 2000
GRC,2000-03,71.6,Mar 2000
GRC,2000-04,71.3,Apr 2000
GRC,2000-05,72.2,May 2000
GRC,2000-06,72.6,Jun 2000
GRC,2000-07,72.7,Jul 2000
GRC,2000-08,73,Aug 2000
GRC,2000-09,74.8,Sep 2000
GRC,2000-10,75.9,Oct 2000
GRC,2000-11,75.6,Nov 2000
GRC,2000-12,74.5,Dec 2000
GRC,2001-01,73.7,Jan 2001
GRC,2001-02,74.4,Feb 2001
GRC,2001-03,74.4,Mar 2001
GRC,2001-04,75,Apr 2001
GRC,2001-05,75.5,May 2001
GRC,2001-06,75.5,Jun 2001
GRC,2001-07,75,Jul 2001
GRC,2001-08,74.9,Aug 2001
GRC,2001-09,75.3,Sep 2001
GRC,2001-10,74.6,Oct 2001
GRC,2001-11,74.3,Nov 2001
GRC,2001-12,74.5,Dec 2001
GRC,2002-01,75,Jan 2002
GRC,2002-02,75,Feb 2002
GRC,2002-03,75.9,Mar 2002
GRC,2002-04,76.4,Apr 2002
GRC,2002-05,76.2,May 2002
GRC,2002-06,75.8,Jun 2002
GRC,2002-07,75.8,Jul 2002
GRC,2002-08,76.1,Aug 2002
GRC,2002-09,76.8,Sep 2002
GRC,2002-10,76.8,Oct 2002
GRC,2002-11,76.1,Nov 2002
GRC,2002-12,76.6,Dec 2002
GRC,2003-01,77,Jan 2003
GRC,2003-02,77.6,Feb 2003
GRC,2003-03,77.4,Mar 2003
GRC,2003-04,76.2,Apr 2003
GRC,2003-05,75.9,May 2003
GRC,2003-06,76.2,Jun 2003
GRC,2003-07,76.9,Jul 2003
GRC,2003-08,77.3,Aug 2003
GRC,2003-09,77.2,Sep 2003
GRC,2003-10,77.7,Oct 2003
GRC,2003-11,77.9,Nov 2003
GRC,2003-12,77.7,Dec 2003
GRC,2004-01,78,Jan 2004
GRC,2004-02,78,Feb 2004
GRC,2004-03,79,Mar 2004
GRC,2004-04,80,Apr 2004
GRC,2004-05,81,May 2004
GRC,2004-06,80.2,Jun 2004
GRC,2004-07,80.7,Jul 2004
GRC,2004-08,81.2,Aug 2004
GRC,2004-09,81.5,Sep 2004
GRC,2004-10,82.3,Oct 2004
GRC,2004-11,81.2,Nov 2004
GRC,2004-12,80,Dec 2004
GRC,2005-01,80.6,Jan 2005
GRC,2005-02,81.4,Feb 2005
GRC,2005-03,82.8,Mar 2005
GRC,2005-04,83.7,Apr 2005
GRC,2005-05,83.3,May 2005
GRC,2005-06,84.5,Jun 2005
GRC,2005-07,85.1,Jul 2005
GRC,2005-08,86,Aug 2005
GRC,2005-09,87.2,Sep 2005
GRC,2005-10,87.7,Oct 2005
GRC,2005-11,86.9,Nov 2005
GRC,2005-12,87.2,Dec 2005
GRC,2006-01,88.9,Jan 2006
GRC,2006-02,89.4,Feb 2006
GRC,2006-03,90,Mar 2006
GRC,2006-04,91.2,Apr 2006
GRC,2006-05,91.3,May 2006
GRC,2006-06,91.4,Jun 2006
GRC,2006-07,92.2,Jul 2006
GRC,2006-08,92.4,Aug 2006
GRC,2006-09,90.8,Sep 2006
GRC,2006-10,90.1,Oct 2006
GRC,2006-11,89.8,Nov 2006
GRC,2006-12,89.7,Dec 2006
GRC,2007-01,89.1,Jan 2007
GRC,2007-02,90,Feb 2007
GRC,2007-03,91,Mar 2007
GRC,2007-04,92.8,Apr 2007
GRC,2007-05,93,May 2007
GRC,2007-06,93.3,Jun 2007
GRC,2007-07,94,Jul 2007
GRC,2007-08,94,Aug 2007
GRC,2007-09,95.2,Sep 2007
GRC,2007-10,96.5,Oct 2007
GRC,2007-11,98.4,Nov 2007
GRC,2007-12,98.1,Dec 2007
GRC,2008-01,98.5,Jan 2008
GRC,2008-02,100,Feb 2008
GRC,2008-03,101.6,Mar 2008
GRC,2008-04,102.9,Apr 2008
GRC,2008-05,106.2,May 2008
GRC,2008-06,108.4,Jun 2008
GRC,2008-07,108.8,Jul 2008
GRC,2008-08,106.4,Aug 2008
GRC,2008-09,105,Sep 2008
GRC,2008-10,100.1,Oct 2008
GRC,2008-11,95.2,Nov 2008
GRC,2008-12,91.2,Dec 2008
GRC,2009-01,92.2,Jan 2009
GRC,2009-02,91.7,Feb 2009
GRC,2009-03,91.3,Mar 2009
GRC,2009-04,92.6,Apr 2009
GRC,2009-05,93.9,May 2009
GRC,2009-06,96.4,Jun 2009
GRC,2009-07,95.5,Jul 2009
GRC,2009-08,97.5,Aug 2009
GRC,2009-09,96.5,Sep 2009
GRC,2009-10,97.3,Oct 2009
GRC,2009-11,97.8,Nov 2009
GRC,2009-12,98,Dec 2009
GRC,2010-01,99.1,Jan 2010
GRC,2010-02,99.4,Feb 2010
GRC,2010-03,101.1,Mar 2010
GRC,2010-04,102.7,Apr 2010
GRC,2010-05,102.1,May 2010
GRC,2010-06,102.9,Jun 2010
GRC,2010-07,101.6,Jul 2010
GRC,2010-08,102,Aug 2010
GRC,2010-09,102.2,Sep 2010
GRC,2010-10,102.5,Oct 2010
GRC,2010-11,103.7,Nov 2010
GRC,2010-12,106.1,Dec 2010
GRC,2011-01,107.3,Jan 2011
GRC,2011-02,109,Feb 2011
GRC,2011-03,111.2,Mar 2011
GRC,2011-04,112.2,Apr 2011
GRC,2011-05,110.5,May 2011
GRC,2011-06,110.6,Jun 2011
GRC,2011-07,112,Jul 2011
GRC,2011-08,110.7,Aug 2011
GRC,2011-09,111.6,Sep 2011
GRC,2011-10,111.5,Oct 2011
GRC,2011-11,112.2,Nov 2011
GRC,2011-12,112.2,Dec 2011
GRC,2012-01,114.6,Jan 2012
GRC,2012-02,115.7,Feb 2012
GRC,2012-03,117.2,Mar 2012
GRC,2012-04,116.8,Apr 2012
GRC,2012-05,114.7,May 2012
GRC,2012-06,112,Jun 2012
GRC,2012-07,114.7,Jul 2012
GRC,2012-08,117.2,Aug 2012
GRC,2012-09,116.6,Sep 2012
GRC,2012-10,115.2,Oct 2012
GRC,2012-11,113.9,Nov 2012
GRC,2012-12,113.7,Dec 2012
GRC,2013-01,114.3,Jan 2013
GRC,2013-02,115.4,Feb 2013
GRC,2013-03,113.8,Mar 2013
GRC,2013-04,111.9,Apr 2013
GRC,2013-05,112.2,May 2013
GRC,2013-06,112.2,Jun 2013
GRC,2013-07,113.1,Jul 2013
GRC,2013-08,113.3,Aug 2013
GRC,2013-09,112.9,Sep 2013
GRC,2013-10,111.8,Oct 2013
GRC,2013-11,111.6,Nov 2013
GRC,2013-12,111.8,Dec 2013
GRC,2014-01,111.1,Jan 2014
GRC,2014-02,110.9,Feb 2014
GRC,2014-03,110.9,Mar 2014
GRC,2014-04,111,Apr 2014
GRC,2014-05,111.2,May 2014
GRC,2014-06,111.9,Jun 2014
GRC,2014-07,111.4,Jul 2014
GRC,2014-08,110.8,Aug 2014
GRC,2014-09,110.8,Sep 2014
GRC,2014-10,108.5,Oct 2014
GRC,2014-11,106.8,Nov 2014
GRC,2014-12,101.9,Dec 2014
GRC,2015-01,96.8,Jan 2015
GRC,2015-02,102,Feb 2015
GRC,2015-03,103,Mar 2015
GRC,2015-04,104.3,Apr 2015
GRC,2015-05,105.3,May 2015
GRC,2015-06,104.4,Jun 2015
GRC,2015-07,102.3,Jul 2015
GRC,2015-08,98.2,Aug 2015
GRC,2015-09,97.6,Sep 2015
GRC,2015-10,96.8,Oct 2015
GRC,2015-11,96.5,Nov 2015
GRC,2015-12,92.8,Dec 2015
GRC,2016-01,89.9,Jan 2016
GRC,2016-02,89.5,Feb 2016
GRC,2016-03,91.9,Mar 2016
GRC,2016-04,92.7,Apr 2016
GRC,2016-05,94.9,May 2016
