iso,date,Storm
FJI,Apr 2007,1
FJI,Dec 2007,1
FJI,Jan 2008,1
FJI,Dec 2009,1
FJI,Mar 2010,1
FJI,Dec 2012,1
FJI,Feb 2016,1
FJI,Apr 2016,1
FJI,Apr 2018,1
FJI,Dec 2019,1
FJI,Jan 2020,1
FJI,Apr 2020,1
FJI,Dec 2020,1
FJI,Jan 2021,1
FJI,Jan 2022,1
FRA,Jun 1967,1
FRA,Jul 1969,1
FRA,Jan 1976,1
FRA,Jan 1982,1
FRA,Nov 1982,1
FRA,Feb 1983,1
FRA,Jul 1983,1
FRA,Jul 1984,1
FRA,Oct 1984,1
FRA,Nov 1984,1
FRA,Aug 1985,1
FRA,Oct 1987,1
FRA,Feb 1989,1
FRA,Jan 1990,1
FRA,Feb 1990,1
FRA,Dec 1990,1
FRA,Jan 1992,1
FRA,Sep 1992,1
FRA,Jul 1993,1
FRA,Sep 1993,1
FRA,Jan 1995,1
FRA,Oct 1996,1
FRA,Jan 1998,1
FRA,May 1999,1
FRA,Dec 1999,1
FRA,Sep 2000,1
FRA,Jul 2001,1
FRA,Oct 2001,1
FRA,Oct 2002,1
FRA,Nov 2002,1
FRA,Jan 2003,1
FRA,Jul 2003,1
FRA,Aug 2004,1
FRA,Mar 2006,1
FRA,Oct 2006,1
FRA,Jan 2007,1
FRA,May 2007,1
FRA,Mar 2008,1
FRA,Jun 2008,1
FRA,Aug 2008,1
FRA,Jan 2009,1
FRA,Feb 2010,1
FRA,Dec 2010,1
FRA,Dec 2011,1
FRA,Oct 2013,1
FRA,Dec 2013,1
FRA,Jan 2014,1
FRA,Feb 2014,1
FRA,Jun 2014,1
FRA,Sep 2014,1
FRA,Sep 2015,1
FRA,Mar 2017,1
FRA,Jan 2018,1
FRA,Oct 2018,1
FRA,Aug 2019,1
FRA,Oct 2019,1
FRA,Nov 2019,1
FRA,Dec 2019,1
FRA,Jan 2020,1
FRA,Feb 2020,1
FRA,Oct 2020,1
FRA,Jul 2021,1
FRA,Oct 2021,1
FRA,Feb 2022,1
FRA,Jun 2022,1
FRA,Aug 2022,1
FRA,Oct 2022,1
FSM,Nov 1987,1
FSM,Mar 2002,1
FSM,Jul 2002,1
FSM,Nov 2003,1
FSM,Apr 2004,1
FSM,Mar 2015,1
FSM,Feb 2019,1
GAB,Apr 2009,1
GAB,Apr 2010,1
GAB,Dec 2010,1
GAB,May 2023,1
GBR,Jan 1968,1
GBR,Nov 1972,1
GBR,Jan 1976,1
GBR,Sep 1981,1
GBR,Feb 1983,1
GBR,Jan 1984,1
GBR,Oct 1986,1
GBR,Oct 1987,1
GBR,Feb 1989,1
GBR,Jan 1990,1
GBR,Feb 1990,1
GBR,Dec 1990,1
GBR,Jan 1991,1
GBR,Dec 1995,1
GBR,Oct 1996,1
GBR,Jan 1998,1
GBR,Oct 1998,1
GBR,Dec 1998,1
GBR,Dec 1999,1
GBR,Oct 2000,1
GBR,Dec 2000,1
GBR,Jan 2002,1
GBR,Oct 2002,1
GBR,Jan 2005,1
GBR,Jan 2007,1
GBR,Mar 2008,1
GBR,Nov 2009,1
GBR,Feb 2010,1
GBR,Oct 2013,1
GBR,Dec 2013,1
GBR,Feb 2014,1
GBR,Dec 2015,1
GBR,Jan 2018,1
GBR,Feb 2020,1
GBR,Oct 2021,1
GBR,Jan 2022,1
GBR,Feb 2022,1
GEO,Feb 2001,1
GEO,Jul 2012,1
GEO,Mar 2013,1
GHA,Mar 2017,1
GIN,Jun 2000,1
GLP,Sep 1928,1
GLP,Aug 1956,1
GLP,Aug 1964,1
GLP,Sep 1966,1
GLP,Aug 1970,1
GLP,Aug 1979,1
GLP,Sep 1989,1
GLP,Aug 1990,1
GLP,Sep 1995,1
GLP,Sep 1998,1
GLP,Nov 1999,1
GLP,Aug 2007,1
GLP,Sep 2017,1
GLP,Sep 2022,1
GMB,Aug 2003,1
GMB,May 2004,1
GMB,Jun 2008,1
GMB,Jul 2009,1
GMB,Jun 2019,1
GMB,Jul 2021,1
GNB,Jul 1987,1
GNB,Sep 1993,1
GNB,Jun 2018,1
GRC,Jun 1930,1
GRC,Nov 1961,1
GRC,Mar 1987,1
GRC,Feb 1990,1
GRC,Jan 2002,1
GRC,Jan 2004,1
GRC,Feb 2004,1
GRC,Oct 2006,1
GRC,Jul 2019,1
GRC,Sep 2023,1
GRD,Sep 1963,1
GRD,Aug 1980,1
GRD,Jul 1990,1
GRD,Nov 1999,1
GRD,Sep 2002,1
GRD,Sep 2004,1
GTM,Sep 1969,1
GTM,Jul 1996,1
GTM,Oct 1998,1
GTM,Oct 2001,1
GTM,Sep 2002,1
GTM,Oct 2005,1
GTM,Sep 2007,1
GTM,Jul 2008,1
GTM,May 2010,1
GTM,Jun 2010,1
GTM,Sep 2010,1
GTM,Jul 2011,1
GTM,May 2014,1
GTM,Aug 2016,1
GTM,Oct 2017,1
GTM,Aug 2019,1
GTM,Oct 2019,1
GTM,May 2020,1
GTM,Nov 2020,1
GTM,Oct 2022,1
GUM,Nov 1962,1
GUM,May 1976,1
GUM,Oct 1987,1
GUM,Aug 1992,1
GUM,Dec 1997,1
GUM,Jul 2002,1
GUM,Dec 2002,1
GUM,Jun 2004,1
GUM,Aug 2004,1
GUM,May 2023,1
HKG,Sep 1906,1
HKG,Aug 1923,1
HKG,Sep 1937,1
HKG,Oct 1947,1
HKG,Sep 1957,1
HKG,Jun 1959,1
HKG,Jun 1960,1
HKG,Sep 1961,1
HKG,Aug 1962,1
HKG,Sep 1964,1
HKG,Oct 1964,1
HKG,Sep 1965,1
HKG,Apr 1966,1
HKG,Aug 1967,1
HKG,Aug 1968,1
HKG,Jul 1969,1
HKG,Aug 1971,1
HKG,Jul 1973,1
HKG,Oct 1974,1
HKG,Oct 1975,1
HKG,Jun 1976,1
HKG,Jul 1976,1
HKG,Aug 1976,1
HKG,Sep 1977,1
HKG,Jul 1978,1
HKG,Aug 1978,1
HKG,Sep 1978,1
HKG,Jul 1979,1
HKG,Sep 1979,1
HKG,Jul 1980,1
HKG,Aug 1980,1
HKG,Aug 1982,1
HKG,Sep 1983,1
HKG,Sep 1985,1
HKG,Jul 1986,1
HKG,Aug 1986,1
HKG,Oct 1988,1
HKG,May 1989,1
HKG,Jul 1989,1
HKG,Aug 1991,1
HKG,Jul 1992,1
HKG,Jun 1993,1
HKG,Jul 1993,1
HKG,Aug 1993,1
HKG,Sep 1993,1
HKG,Oct 1993,1
HKG,Aug 1997,1
HKG,Sep 1999,1
HKG,Jul 2003,1
HKG,Sep 2003,1
HKG,Aug 2008,1
HKG,Sep 2008,1
HKG,Sep 2009,1
HKG,Jul 2010,1
HKG,Aug 2017,1
HKG,Sep 2018,1
HKG,Oct 2021,1
HND,Sep 1931,1
HND,Oct 1961,1
HND,Sep 1969,1
HND,Sep 1971,1
HND,Sep 1974,1
HND,Sep 1978,1
HND,May 1982,1
HND,Oct 1988,1
HND,Jun 1995,1
HND,Jul 1996,1
HND,Nov 1996,1
HND,Oct 1998,1
HND,Oct 2001,1
HND,Sep 2005,1
HND,Oct 2005,1
HND,Nov 2005,1
HND,Sep 2007,1
HND,May 2008,1
HND,May 2010,1
HND,Sep 2010,1
HND,Aug 2016,1
HND,Oct 2017,1
HND,May 2020,1
HND,Nov 2020,1
HND,Oct 2022,1
HRV,Feb 2005,1
HRV,Sep 2017,1
HRV,Jul 2023,1
HTI,Nov 1909,1
HTI,Aug 1915,1
HTI,Oct 1935,1
HTI,Oct 1954,1
HTI,Oct 1963,1
HTI,Aug 1964,1
HTI,Sep 1966,1
HTI,Aug 1979,1
HTI,Aug 1980,1
HTI,Sep 1988,1
HTI,Jul 1990,1
HTI,Nov 1994,1
HTI,Oct 1996,1
HTI,Nov 1996,1
HTI,Sep 1998,1
HTI,Oct 2001,1
HTI,Sep 2002,1
HTI,Oct 2003,1
HTI,Sep 2004,1
HTI,Jul 2005,1
HTI,Oct 2005,1
HTI,Aug 2006,1
HTI,Aug 2007,1
HTI,Oct 2007,1
HTI,Dec 2007,1
HTI,Aug 2008,1
HTI,Sep 2008,1
HTI,Sep 2010,1
HTI,Nov 2010,1
HTI,Aug 2011,1
HTI,Aug 2012,1
HTI,Oct 2012,1
HTI,Aug 2015,1
HTI,Sep 2016,1
HTI,Apr 2017,1
HTI,Sep 2017,1
HTI,Aug 2020,1
HTI,Jul 2021,1
HTI,Aug 2021,1
HUN,Feb 1984,1
HUN,Feb 1999,1
HUN,Feb 2003,1
HUN,Jan 2005,1
HUN,Aug 2006,1
HUN,Mar 2013,1
HUN,Jun 2017,1
HUN,Jun 2019,1
IDN,Dec 1956,1
IDN,Jun 1973,1
IDN,Jan 1974,1
IDN,Dec 1976,1
IDN,Jul 1977,1
IDN,Feb 1980,1
IDN,Jan 1982,1
IDN,Feb 1985,1
IDN,Feb 2004,1
IDN,Mar 2004,1
IDN,Jan 2012,1
IDN,Feb 2012,1
IDN,Nov 2017,1
IDN,Apr 2021,1
IDN,Mar 2023,1
IDN,Jun 2023,1
IMN,May 2021,1
IND,Nov 1916,1
IND,Sep 1924,1
IND,May 1925,1
IND,Jul 1927,1
IND,Nov 1927,1
IND,Nov 1935,1
IND,Oct 1936,1
IND,Oct 1942,1
IND,Jul 1943,1
IND,Oct 1943,1
IND,Jun 1944,1
IND,Sep 1945,1
IND,Oct 1949,1
IND,Sep 1950,1
IND,Sep 1952,1
IND,Nov 1952,1
IND,Sep 1955,1
IND,Nov 1955,1
IND,Dec 1955,1
IND,May 1956,1
IND,Oct 1958,1
IND,Sep 1962,1
IND,Apr 1963,1
IND,Sep 1963,1
IND,Dec 1964,1
IND,Nov 1966,1
IND,Oct 1967,1
IND,Dec 1968,1
IND,May 1969,1
IND,Jul 1969,1
IND,Oct 1969,1
IND,Nov 1969,1
IND,Nov 1970,1
IND,Sep 1971,1
IND,Oct 1971,1
IND,Sep 1972,1
IND,Oct 1972,1
IND,Dec 1972,1
IND,May 1974,1
IND,Aug 1974,1
IND,Aug 1975,1
IND,Sep 1975,1
IND,Oct 1975,1
IND,Nov 1975,1
IND,May 1976,1
IND,Sep 1976,1
IND,Nov 1976,1
IND,Oct 1977,1
IND,Nov 1977,1
IND,Mar 1978,1
IND,Apr 1978,1
IND,Nov 1978,1
IND,May 1979,1
IND,May 1980,1
IND,Oct 1980,1
IND,Apr 1981,1
IND,Aug 1981,1
IND,Nov 1981,1
IND,Dec 1981,1
IND,Jun 1982,1
IND,Nov 1982,1
IND,Apr 1983,1
IND,May 1983,1
IND,Jun 1983,1
IND,Oct 1983,1
IND,Nov 1984,1
IND,Oct 1985,1
IND,May 1986,1
IND,Jul 1986,1
IND,Sep 1986,1
IND,Nov 1986,1
IND,May 1987,1
IND,Oct 1987,1
IND,Nov 1987,1
IND,Nov 1988,1
IND,May 1989,1
IND,Nov 1989,1
IND,Apr 1990,1
IND,May 1990,1
IND,Aug 1990,1
IND,Nov 1990,1
IND,Nov 1991,1
IND,Apr 1992,1
IND,Jun 1992,1
IND,Apr 1993,1
IND,Dec 1993,1
IND,Jun 1994,1
IND,Oct 1994,1
IND,Oct 1995,1
IND,Nov 1995,1
IND,Jun 1996,1
IND,Jul 1996,1
IND,Nov 1996,1
IND,Dec 1996,1
IND,Aug 1997,1
IND,Mar 1998,1
IND,Jun 1998,1
IND,Oct 1998,1
IND,Nov 1998,1
IND,May 1999,1
IND,Oct 1999,1
IND,Oct 2000,1
IND,Nov 2000,1
IND,May 2001,1
IND,Oct 2001,1
IND,Apr 2002,1
IND,Nov 2002,1
IND,Feb 2003,1
IND,Mar 2003,1
IND,Apr 2003,1
IND,Dec 2003,1
IND,Mar 2005,1
IND,May 2005,1
IND,Sep 2005,1
IND,May 2006,1
IND,Sep 2006,1
IND,Nov 2007,1
IND,May 2008,1
IND,Mar 2009,1
IND,May 2009,1
IND,Jun 2009,1
IND,Nov 2009,1
IND,Apr 2010,1
IND,May 2010,1
IND,Aug 2010,1
IND,Oct 2010,1
IND,Apr 2011,1
IND,May 2011,1
IND,Dec 2011,1
IND,Nov 2012,1
IND,Mar 2013,1
IND,May 2013,1
IND,Oct 2013,1
IND,Nov 2013,1
IND,Mar 2014,1
IND,Apr 2014,1
IND,May 2014,1
IND,Oct 2014,1
IND,Mar 2015,1
IND,Apr 2015,1
IND,May 2015,1
IND,Sep 2015,1
IND,Oct 2015,1
IND,Jun 2016,1
IND,Dec 2016,1
IND,Mar 2017,1
IND,May 2017,1
IND,Jul 2017,1
IND,Dec 2017,1
IND,Apr 2018,1
IND,May 2018,1
IND,Jun 2018,1
IND,Oct 2018,1
IND,Nov 2018,1
IND,Dec 2018,1
IND,Apr 2019,1
IND,May 2019,1
IND,Jun 2019,1
IND,Nov 2019,1
IND,Jan 2020,1
IND,May 2020,1
IND,Jun 2020,1
IND,Nov 2020,1
IND,May 2021,1
IND,Sep 2021,1
IND,Oct 2021,1
IND,Dec 2021,1
IND,Apr 2022,1
IND,Dec 2022,1
IND,Mar 2023,1
IND,May 2023,1
IND,Jun 2023,1
IND,Sep 2023,1
IRL,Jan 1983,1
IRL,Aug 1986,1
IRL,Jan 1990,1
IRL,Feb 1990,1
IRL,Jan 1991,1
IRL,Oct 1996,1
IRL,Dec 1998,1
IRL,Dec 1999,1
IRL,Nov 2000,1
IRL,Oct 2004,1
IRL,Jan 2005,1
IRL,Feb 2014,1
IRL,Dec 2015,1
IRL,Jan 2018,1
IRL,May 2021,1
IRL,Feb 2022,1
IRN,Feb 1972,1
IRN,Apr 1975,1
IRN,Oct 1981,1
IRN,Dec 1991,1
IRN,Dec 1992,1
IRN,May 1993,1
IRN,Jan 1996,1
IRN,Jan 2000,1
IRN,Feb 2004,1
IRN,Feb 2005,1
IRN,Jun 2007,1
IRN,Jan 2008,1
IRN,Sep 2016,1
IRN,Jul 2021,1
IRN,Oct 2021,1
IRN,Jun 2023,1
IRQ,May 2022,1
ISR,Dec 1991,1
ISR,Jan 2000,1
ISR,Dec 2013,1
ISR,Sep 2015,1
ITA,Sep 1948,1
ITA,Jul 1965,1
ITA,Sep 1970,1
ITA,Jan 1973,1
ITA,Jul 1973,1
ITA,Oct 1973,1
ITA,Jun 1978,1
ITA,Mar 1987,1
ITA,Jul 1987,1
ITA,Aug 1987,1
ITA,Feb 1990,1
ITA,Sep 1993,1
ITA,Aug 1994,1
ITA,Nov 1997,1
ITA,Jul 2001,1
ITA,Nov 2004,1
ITA,Mar 2006,1
ITA,Jan 2009,1
ITA,Oct 2010,1
ITA,Nov 2014,1
ITA,Mar 2015,1
ITA,Aug 2017,1
ITA,Sep 2017,1
ITA,Oct 2018,1
ITA,Nov 2019,1
ITA,Feb 2020,1
ITA,Aug 2020,1
ITA,Oct 2020,1
ITA,Aug 2022,1
ITA,Jul 2023,1
JAM,Aug 1903,1
JAM,Nov 1912,1
JAM,Sep 1917,1
JAM,Sep 1923,1
JAM,Oct 1933,1
JAM,Oct 1935,1
JAM,Aug 1944,1
JAM,Aug 1951,1
JAM,Oct 1963,1
JAM,Oct 1973,1
JAM,Jul 1980,1
JAM,Nov 1985,1
JAM,Sep 1988,1
JAM,Nov 1994,1
JAM,Nov 1996,1
JAM,Nov 2001,1
JAM,Sep 2002,1
JAM,Aug 2004,1
JAM,Sep 2004,1
JAM,Jul 2005,1
JAM,Oct 2005,1
JAM,Aug 2007,1
JAM,Oct 2007,1
JAM,Aug 2008,1
JAM,Sep 2010,1
JAM,Oct 2012,1
JAM,Sep 2016,1
JAM,Apr 2017,1
JOR,Dec 1991,1
JOR,Jan 2000,1
JOR,Dec 2002,1
JPN,Sep 1912,1
JPN,Sep 1917,1
JPN,Sep 1923,1
JPN,Sep 1934,1
JPN,Sep 1945,1
JPN,Oct 1945,1
JPN,Sep 1947,1
JPN,Sep 1948,1
JPN,Jun 1949,1
JPN,Jul 1949,1
JPN,Sep 1949,1
JPN,Sep 1950,1
JPN,Oct 1951,1
JPN,Jul 1952,1
JPN,Jun 1953,1
JPN,Sep 1953,1
JPN,May 1954,1
JPN,Aug 1954,1
JPN,Sep 1954,1
JPN,Feb 1955,1
JPN,Oct 1955,1
JPN,Aug 1956,1
JPN,Oct 1956,1
JPN,Sep 1957,1
JPN,Jul 1958,1
JPN,Aug 1958,1
JPN,Sep 1958,1
JPN,Aug 1959,1
JPN,Sep 1959,1
JPN,Oct 1959,1
JPN,Aug 1960,1
JPN,Sep 1961,1
JPN,Oct 1961,1
JPN,Feb 1963,1
JPN,Jul 1963,1
JPN,Sep 1963,1
JPN,Sep 1964,1
JPN,Jun 1965,1
JPN,Aug 1965,1
JPN,Sep 1965,1
JPN,Jun 1966,1
JPN,Sep 1966,1
JPN,Jul 1967,1
JPN,Oct 1967,1
JPN,Jul 1968,1
JPN,Aug 1968,1
JPN,Sep 1968,1
JPN,Jul 1969,1
JPN,Aug 1971,1
JPN,Sep 1972,1
JPN,Nov 1973,1
JPN,May 1974,1
JPN,Jul 1974,1
JPN,Aug 1975,1
JPN,Sep 1976,1
JPN,Jul 1977,1
JPN,Sep 1977,1
JPN,Sep 1978,1
JPN,Oct 1979,1
JPN,Sep 1980,1
JPN,Jan 1981,1
JPN,Feb 1981,1
JPN,Aug 1981,1
JPN,Jul 1982,1
JPN,Aug 1982,1
JPN,Sep 1982,1
JPN,Sep 1983,1
JPN,Dec 1983,1
JPN,Jun 1985,1
JPN,Sep 1985,1
JPN,Apr 1986,1
JPN,Aug 1986,1
JPN,Oct 1987,1
JPN,Aug 1989,1
JPN,Sep 1989,1
JPN,Sep 1990,1
JPN,Dec 1990,1
JPN,Jul 1991,1
JPN,Aug 1991,1
JPN,Sep 1991,1
JPN,Jan 1992,1
JPN,Sep 1992,1
JPN,May 1993,1
JPN,Aug 1993,1
JPN,Sep 1993,1
JPN,Feb 1994,1
JPN,Aug 1994,1
JPN,Sep 1994,1
JPN,Sep 1995,1
JPN,Aug 1996,1
JPN,Aug 1997,1
JPN,Sep 1997,1
JPN,Jan 1998,1
JPN,Aug 1998,1
JPN,Sep 1998,1
JPN,Oct 1998,1
JPN,Sep 1999,1
JPN,May 2000,1
JPN,Jul 2000,1
JPN,Sep 2000,1
JPN,Jan 2001,1
JPN,Jun 2001,1
JPN,Aug 2001,1
JPN,Sep 2001,1
JPN,Jul 2002,1
JPN,Sep 2002,1
JPN,Dec 2002,1
JPN,Aug 2003,1
JPN,Sep 2003,1
JPN,Jun 2004,1
JPN,Aug 2004,1
JPN,Sep 2004,1
JPN,Oct 2004,1
JPN,Aug 2005,1
JPN,Sep 2005,1
JPN,Dec 2005,1
JPN,Jan 2006,1
JPN,Sep 2006,1
JPN,Nov 2006,1
JPN,Jul 2007,1
JPN,Aug 2007,1
JPN,Sep 2007,1
JPN,Aug 2009,1
JPN,Oct 2009,1
JPN,Jul 2011,1
JPN,Sep 2011,1
JPN,Jan 2012,1
JPN,Apr 2012,1
JPN,May 2012,1
JPN,Aug 2012,1
JPN,Sep 2012,1
JPN,Jan 2013,1
JPN,Feb 2013,1
JPN,Sep 2013,1
JPN,Oct 2013,1
JPN,Feb 2014,1
JPN,Jul 2014,1
JPN,Aug 2014,1
JPN,Oct 2014,1
JPN,Dec 2014,1
JPN,May 2015,1
JPN,Jul 2015,1
JPN,Aug 2015,1
JPN,Sep 2015,1
JPN,Aug 2016,1
JPN,Sep 2016,1
JPN,Oct 2016,1
JPN,Aug 2017,1
JPN,Sep 2017,1
JPN,Oct 2017,1
JPN,Sep 2018,1
JPN,Oct 2018,1
JPN,Sep 2019,1
JPN,Oct 2019,1
JPN,Sep 2020,1
JPN,Dec 2020,1
JPN,Jan 2021,1
JPN,Jul 2022,1
JPN,Sep 2022,1
JPN,Dec 2022,1
JPN,Jun 2023,1
JPN,Aug 2023,1
JPN,Sep 2023,1
KAZ,Dec 1995,1
KEN,Apr 1988,1
KGZ,Jan 2006,1
KGZ,Feb 2014,1
KHM,Nov 1997,1
KHM,Sep 2009,1
KHM,Nov 2009,1
KHM,Sep 2015,1
KHM,Sep 2020,1
KHM,Oct 2020,1
KHM,Apr 2021,1
KHM,Sep 2022,1
KHM,Apr 2023,1
KIR,Oct 1972,1
KIR,Mar 2015,1
KNA,Sep 1928,1
KNA,Jan 1955,1
KNA,Nov 1984,1
KNA,Sep 1989,1
KNA,Aug 1990,1
KNA,Sep 1995,1
KNA,Sep 1998,1
KNA,Nov 1999,1
KNA,Oct 2008,1
KNA,Sep 2017,1
KOR,Aug 1936,1
KOR,Jul 1957,1
KOR,Sep 1959,1
KOR,Sep 1964,1
KOR,Oct 1968,1
KOR,Aug 1969,1
KOR,Jul 1970,1
KOR,Jul 1971,1
KOR,Aug 1978,1
KOR,Aug 1979,1
KOR,Jul 1980,1
KOR,Sep 1980,1
KOR,Aug 1981,1
KOR,Aug 1982,1
KOR,Oct 1985,1
KOR,Aug 1986,1
KOR,Jul 1987,1
KOR,Jul 1989,1
KOR,Feb 1990,1
KOR,Aug 1991,1
KOR,Sep 1992,1
KOR,Jun 1993,1
KOR,Aug 1994,1
KOR,Jul 1995,1
KOR,Aug 1995,1
KOR,Jan 1998,1
KOR,Mar 1998,1
KOR,Sep 1998,1
KOR,Sep 1999,1
KOR,Aug 2000,1
KOR,Sep 2000,1
KOR,Jan 2001,1
KOR,Jul 2002,1
KOR,Aug 2002,1
KOR,Sep 2003,1
KOR,Mar 2004,1
KOR,Jun 2004,1
KOR,Aug 2004,1
KOR,Sep 2004,1
KOR,Aug 2005,1
KOR,Sep 2005,1
KOR,Dec 2005,1
KOR,Sep 2007,1
KOR,Sep 2010,1
KOR,Aug 2012,1
KOR,Sep 2012,1
KOR,Feb 2014,1
KOR,Aug 2014,1
KOR,Oct 2016,1
KOR,Sep 2019,1
KOR,Oct 2019,1
KOR,Aug 2020,1
KOR,Sep 2020,1
KOR,Aug 2021,1
KOR,Sep 2022,1
KOR,Aug 2023,1
LAO,Jul 1992,1
LAO,Jul 1993,1
LAO,Aug 1995,1
LAO,Sep 2009,1
LAO,Jul 2017,1
LAO,Jul 2018,1
LAO,Aug 2018,1
LAO,Aug 2020,1
LAO,Oct 2020,1
LAO,Jun 2021,1
LBN,Feb 1992,1
LBN,Dec 2002,1
LBN,Jan 2015,1
LBN,Feb 2015,1
LBN,Sep 2015,1
LBN,Jan 2018,1
LBN,Jan 2019,1
LBR,Aug 1995,1
LBR,Mar 2007,1
LCA,Jul 1960,1
LCA,Sep 1963,1
LCA,Sep 1967,1
LCA,Jul 1980,1
LCA,Sep 1983,1
LCA,Sep 1986,1
LCA,Sep 1987,1
LCA,Sep 1988,1
LCA,Sep 1994,1
LCA,Nov 1999,1
LCA,Sep 2004,1
LCA,Aug 2007,1
LCA,Oct 2010,1
LCA,Sep 2016,1
LCA,Jul 2021,1
LKA,Dec 1957,1
LKA,Dec 1964,1
LKA,Nov 1978,1
LKA,Nov 1985,1
LKA,Dec 2000,1
LKA,Apr 2008,1
LKA,Nov 2011,1
LKA,Oct 2012,1
LKA,May 2013,1
LKA,Nov 2017,1
LKA,May 2020,1
LKA,May 2021,1
LKA,May 2022,1
LKA,Dec 2022,1
LKA,Apr 2023,1
LKA,Jul 2023,1
LSO,May 1989,1
LSO,Nov 1996,1
LSO,Dec 2001,1
LSO,Jan 2008,1
LSO,Oct 2014,1
LSO,Aug 2021,1
LTU,Jan 1993,1
LTU,Dec 1999,1
LTU,Jan 2005,1
LUX,Jan 1990,1
LUX,Feb 1990,1
LUX,Jan 1995,1
LUX,Feb 2010,1
LUX,Aug 2019,1
LVA,Dec 1999,1
LVA,Jan 2005,1
MAC,Jun 1993,1
MAC,Aug 1993,1
MAC,Sep 1993,1
MAC,Aug 2017,1
MAF,Sep 2017,1
MAR,Jun 1996,1
MAR,Nov 2005,1
MAR,Jan 2014,1
MAR,Nov 2014,1
MDA,Nov 1994,1
MDA,Nov 2000,1
MDG,Jan 1968,1
MDG,Feb 1969,1
MDG,Feb 1970,1
MDG,Feb 1972,1
MDG,Jan 1975,1
MDG,Jan 1976,1
MDG,Feb 1977,1
MDG,Dec 1978,1
MDG,Dec 1981,1
MDG,Jan 1982,1
MDG,Dec 1983,1
MDG,Apr 1984,1
MDG,Mar 1986,1
MDG,Dec 1989,1
MDG,Feb 1991,1
MDG,Jan 1994,1
MDG,Mar 1994,1
MDG,Jan 1996,1
MDG,Jan 1997,1
MDG,Feb 1997,1
MDG,Feb 2000,1
MDG,Apr 2000,1
MDG,Jan 2002,1
MDG,Mar 2002,1
MDG,May 2002,1
MDG,Jan 2003,1
MDG,May 2003,1
MDG,Dec 2003,1
MDG,Jan 2004,1
MDG,Mar 2004,1
MDG,Jan 2005,1
MDG,Feb 2006,1
MDG,Dec 2006,1
MDG,Jan 2007,1
MDG,Mar 2007,1
MDG,Apr 2007,1
MDG,Jan 2008,1
MDG,Feb 2008,1
MDG,Mar 2008,1
MDG,Jan 2009,1
MDG,Mar 2009,1
MDG,Apr 2009,1
MDG,Mar 2010,1
MDG,Feb 2011,1
MDG,Jan 2012,1
MDG,Feb 2012,1
MDG,Jan 2013,1
MDG,Feb 2013,1
MDG,Mar 2014,1
MDG,Jan 2015,1
MDG,Feb 2015,1
MDG,Mar 2017,1
MDG,Jan 2018,1
MDG,Mar 2018,1
MDG,Mar 2019,1
MDG,Dec 2019,1
MDG,Mar 2020,1
MDG,Jan 2021,1
MDG,Jan 2022,1
MDG,Feb 2022,1
MDG,Mar 2022,1
MDG,Apr 2022,1
MDG,Jan 2023,1
MDG,Feb 2023,1
MDV,May 1991,1
MDV,May 2021,1
MEX,Aug 1951,1
MEX,Sep 1955,1
MEX,Oct 1959,1
MEX,Nov 1961,1
MEX,Oct 1966,1
MEX,Jan 1967,1
MEX,Aug 1967,1
MEX,Aug 1969,1
MEX,Jun 1971,1
MEX,Jun 1974,1
MEX,Oct 1975,1
MEX,Jul 1976,1
MEX,Oct 1976,1
MEX,Sep 1977,1
MEX,Oct 1981,1
MEX,Sep 1982,1
MEX,Oct 1983,1
MEX,Dec 1983,1
MEX,Sep 1984,1
MEX,Jan 1988,1
MEX,Sep 1988,1
MEX,Aug 1990,1
MEX,Sep 1991,1
MEX,Aug 1992,1
MEX,Mar 1993,1
MEX,Jun 1993,1
MEX,Jul 1993,1
MEX,Aug 1993,1
MEX,Sep 1993,1
MEX,Aug 1995,1
MEX,Sep 1995,1
MEX,Oct 1995,1
MEX,Jun 1996,1
MEX,Jul 1996,1
MEX,Aug 1996,1
MEX,Sep 1996,1
MEX,Sep 1997,1
MEX,Oct 1997,1
MEX,Nov 1997,1
MEX,Feb 1998,1
MEX,Sep 1998,1
MEX,Oct 1998,1
MEX,Sep 1999,1
MEX,Sep 2000,1
MEX,Jul 2001,1
MEX,Aug 2001,1
MEX,Sep 2001,1
MEX,Oct 2001,1
MEX,Sep 2002,1
MEX,Oct 2002,1
MEX,Aug 2003,1
MEX,Sep 2003,1
MEX,Jun 2005,1
MEX,Jul 2005,1
MEX,Oct 2005,1
MEX,Sep 2006,1
MEX,Oct 2006,1
MEX,Aug 2007,1
MEX,Sep 2007,1
MEX,Jul 2008,1
MEX,Sep 2009,1
MEX,Nov 2009,1
MEX,Jun 2010,1
MEX,Aug 2010,1
MEX,Sep 2010,1
MEX,Jun 2011,1
MEX,Jul 2011,1
MEX,Sep 2011,1
MEX,Oct 2011,1
MEX,Jun 2012,1
MEX,Aug 2012,1
MEX,May 2013,1
MEX,Aug 2013,1
MEX,Sep 2013,1
MEX,May 2014,1
MEX,Aug 2014,1
MEX,Sep 2014,1
MEX,Oct 2014,1
MEX,Mar 2015,1
MEX,May 2015,1
MEX,Oct 2015,1
MEX,Aug 2016,1
MEX,Sep 2016,1
MEX,Jun 2017,1
MEX,Aug 2017,1
MEX,Sep 2017,1
MEX,Oct 2018,1
MEX,Sep 2019,1
MEX,Jun 2020,1
MEX,Jul 2020,1
