location,time,ppi_tot_int,date
POL,2002-02,73.4,Feb 2002
POL,2002-03,73.4,Mar 2002
POL,2002-04,73.4,Apr 2002
POL,2002-05,73.7,May 2002
POL,2002-06,74.2,Jun 2002
POL,2002-07,74.7,Jul 2002
POL,2002-08,74.8,Aug 2002
POL,2002-09,74.6,Sep 2002
POL,2002-10,74.5,Oct 2002
POL,2002-11,74.1,Nov 2002
POL,2002-12,73.9,Dec 2002
POL,2003-01,74.4,Jan 2003
POL,2003-02,74.8,Feb 2003
POL,2003-03,75.8,Mar 2003
POL,2003-04,76.2,Apr 2003
POL,2003-05,76.2,May 2003
POL,2003-06,76.3,Jun 2003
POL,2003-07,76.2,Jul 2003
POL,2003-08,76.1,Aug 2003
POL,2003-09,76.6,Sep 2003
POL,2003-10,77.4,Oct 2003
POL,2003-11,77.9,Nov 2003
POL,2003-12,78.3,Dec 2003
POL,2004-01,79.1,Jan 2004
POL,2004-02,80.4,Feb 2004
POL,2004-03,82.5,Mar 2004
POL,2004-04,84.1,Apr 2004
POL,2004-05,84.9,May 2004
POL,2004-06,84.4,Jun 2004
POL,2004-07,84.2,Jul 2004
POL,2004-08,84.2,Aug 2004
POL,2004-09,84.1,Sep 2004
POL,2004-10,84.3,Oct 2004
POL,2004-11,84,Nov 2004
POL,2004-12,82.8,Dec 2004
POL,2005-01,82.3,Jan 2005
POL,2005-02,81.4,Feb 2005
POL,2005-03,81.6,Mar 2005
POL,2005-04,82.4,Apr 2005
POL,2005-05,82.3,May 2005
POL,2005-06,81.6,Jun 2005
POL,2005-07,81.3,Jul 2005
POL,2005-08,81.3,Aug 2005
POL,2005-09,81,Sep 2005
POL,2005-10,81.3,Oct 2005
POL,2005-11,82,Nov 2005
POL,2005-12,81.6,Dec 2005
POL,2006-01,81.8,Jan 2006
POL,2006-02,82.4,Feb 2006
POL,2006-03,83.6,Mar 2006
POL,2006-04,85.5,Apr 2006
POL,2006-05,87.2,May 2006
POL,2006-06,88.3,Jun 2006
POL,2006-07,88.8,Jul 2006
POL,2006-08,89,Aug 2006
POL,2006-09,90.2,Sep 2006
POL,2006-10,90.1,Oct 2006
POL,2006-11,89.3,Nov 2006
POL,2006-12,88.8,Dec 2006
POL,2007-01,89.3,Jan 2007
POL,2007-02,89.3,Feb 2007
POL,2007-03,90,Mar 2007
POL,2007-04,91.3,Apr 2007
POL,2007-05,91.9,May 2007
POL,2007-06,92.1,Jun 2007
POL,2007-07,92.1,Jul 2007
POL,2007-08,92.3,Aug 2007
POL,2007-09,92,Sep 2007
POL,2007-10,91.1,Oct 2007
POL,2007-11,89.6,Nov 2007
POL,2007-12,88.6,Dec 2007
POL,2008-01,89.8,Jan 2008
POL,2008-02,90.8,Feb 2008
POL,2008-03,91.2,Mar 2008
POL,2008-04,91.1,Apr 2008
POL,2008-05,91.3,May 2008
POL,2008-06,91.3,Jun 2008
POL,2008-07,91.4,Jul 2008
POL,2008-08,92.1,Aug 2008
POL,2008-09,92.3,Sep 2008
POL,2008-10,92.5,Oct 2008
POL,2008-11,91.7,Nov 2008
POL,2008-12,90.7,Dec 2008
POL,2009-01,91.2,Jan 2009
POL,2009-02,93.3,Feb 2009
POL,2009-03,93.7,Mar 2009
POL,2009-04,92.4,Apr 2009
POL,2009-05,91.3,May 2009
POL,2009-06,91.5,Jun 2009
POL,2009-07,90.2,Jul 2009
POL,2009-08,89.7,Aug 2009
POL,2009-09,89.9,Sep 2009
POL,2009-10,90.3,Oct 2009
POL,2009-11,89.8,Nov 2009
POL,2009-12,89.9,Dec 2009
POL,2010-01,90.2,Jan 2010
POL,2010-02,90.3,Feb 2010
POL,2010-03,90.3,Mar 2010
POL,2010-04,91.4,Apr 2010
POL,2010-05,93.9,May 2010
POL,2010-06,94.7,Jun 2010
POL,2010-07,94.8,Jul 2010
POL,2010-08,94.6,Aug 2010
POL,2010-09,95.3,Sep 2010
POL,2010-10,95.8,Oct 2010
POL,2010-11,96.2,Nov 2010
POL,2010-12,97.5,Dec 2010
POL,2011-01,98.4,Jan 2011
POL,2011-02,100.1,Feb 2011
POL,2011-03,101.4,Mar 2011
POL,2011-04,102.3,Apr 2011
POL,2011-05,101.9,May 2011
POL,2011-06,102.1,Jun 2011
POL,2011-07,102.5,Jul 2011
POL,2011-08,103.3,Aug 2011
POL,2011-09,104.8,Sep 2011
POL,2011-10,104,Oct 2011
POL,2011-11,104.6,Nov 2011
POL,2011-12,104.8,Dec 2011
POL,2012-01,104.7,Jan 2012
POL,2012-02,103.9,Feb 2012
POL,2012-03,103.7,Mar 2012
POL,2012-04,104.7,Apr 2012
POL,2012-05,105.7,May 2012
POL,2012-06,105.2,Jun 2012
POL,2012-07,104.1,Jul 2012
POL,2012-08,103.5,Aug 2012
POL,2012-09,104.3,Sep 2012
POL,2012-10,103.9,Oct 2012
POL,2012-11,103.8,Nov 2012
POL,2012-12,103.1,Dec 2012
POL,2013-01,103.6,Jan 2013
POL,2013-02,103.7,Feb 2013
POL,2013-03,103.4,Mar 2013
POL,2013-04,102.5,Apr 2013
POL,2013-05,102.4,May 2013
POL,2013-06,102.9,Jun 2013
POL,2013-07,102.3,Jul 2013
POL,2013-08,102,Aug 2013
POL,2013-09,102.2,Sep 2013
POL,2013-10,101.7,Oct 2013
POL,2013-11,101.4,Nov 2013
POL,2013-12,100.9,Dec 2013
POL,2014-01,101.2,Jan 2014
POL,2014-02,101.1,Feb 2014
POL,2014-03,100.8,Mar 2014
POL,2014-04,100.5,Apr 2014
POL,2014-05,100.5,May 2014
POL,2014-06,100.1,Jun 2014
POL,2014-07,99.9,Jul 2014
POL,2014-08,100.3,Aug 2014
POL,2014-09,100.5,Sep 2014
POL,2014-10,100.6,Oct 2014
POL,2014-11,100.5,Nov 2014
POL,2014-12,100,Dec 2014
POL,2015-01,100.2,Jan 2015
POL,2015-02,99.7,Feb 2015
POL,2015-03,100,Mar 2015
POL,2015-04,99.8,Apr 2015
POL,2015-05,100.3,May 2015
POL,2015-06,100.5,Jun 2015
POL,2015-07,100.2,Jul 2015
POL,2015-08,100,Aug 2015
POL,2015-09,100.1,Sep 2015
POL,2015-10,100.1,Oct 2015
POL,2015-11,99.6,Nov 2015
POL,2015-12,99.5,Dec 2015
POL,2016-01,99.5,Jan 2016
POL,2016-02,99.2,Feb 2016
POL,2016-03,98.6,Mar 2016
POL,2016-04,98.8,Apr 2016
POL,2016-05,99.7,May 2016
POL,2016-06,99.9,Jun 2016
POL,2016-07,100.2,Jul 2016
POL,2016-08,99.6,Aug 2016
POL,2016-09,99.7,Sep 2016
POL,2016-10,99.6,Oct 2016
POL,2016-11,101.2,Nov 2016
POL,2016-12,101.9,Dec 2016
POL,2017-01,102.7,Jan 2017
POL,2017-02,103,Feb 2017
POL,2017-03,103.1,Mar 2017
POL,2017-04,102.9,Apr 2017
POL,2017-05,102.3,May 2017
POL,2017-06,101.9,Jun 2017
POL,2017-07,102.1,Jul 2017
POL,2017-08,102.7,Aug 2017
POL,2017-09,103.1,Sep 2017
POL,2017-10,103.7,Oct 2017
POL,2017-11,103.6,Nov 2017
POL,2017-12,103.2,Dec 2017
POL,2018-01,103.6,Jan 2018
POL,2018-02,103.9,Feb 2018
POL,2018-03,104.3,Mar 2018
POL,2018-04,104.3,Apr 2018
POL,2018-05,105.2,May 2018
POL,2018-06,105.5,Jun 2018
POL,2018-07,105.6,Jul 2018
POL,2018-08,105.4,Aug 2018
POL,2018-09,105.7,Sep 2018
POL,2018-10,106.2,Oct 2018
POL,2018-11,106.4,Nov 2018
POL,2018-12,106,Dec 2018
POL,2019-01,106.1,Jan 2019
POL,2019-02,106.5,Feb 2019
POL,2019-03,106.4,Mar 2019
POL,2019-04,106.2,Apr 2019
POL,2019-05,106,May 2019
POL,2019-06,105.5,Jun 2019
POL,2019-07,105.2,Jul 2019
POL,2019-08,105.5,Aug 2019
POL,2019-09,105.7,Sep 2019
POL,2019-10,105.1,Oct 2019
POL,2019-11,104.5,Nov 2019
POL,2019-12,104.1,Dec 2019
POL,2020-01,104,Jan 2020
POL,2020-02,104.1,Feb 2020
POL,2020-03,104.6,Mar 2020
POL,2020-04,105.2,Apr 2020
POL,2020-05,104.8,May 2020
POL,2020-06,104.4,Jun 2020
POL,2020-07,104.4,Jul 2020
POL,2020-08,104.1,Aug 2020
POL,2020-09,104.6,Sep 2020
POL,2020-10,105,Oct 2020
POL,2020-11,105.3,Nov 2020
POL,2020-12,105.7,Dec 2020
POL,2021-01,106.9,Jan 2021
POL,2021-02,108.2,Feb 2021
POL,2021-03,110.4,Mar 2021
POL,2021-04,112.1,Apr 2021
POL,2021-05,113.6,May 2021
POL,2021-06,114.7,Jun 2021
POL,2021-07,116.8,Jul 2021
POL,2021-08,118.6,Aug 2021
POL,2021-09,119.5,Sep 2021
POL,2021-10,121.3,Oct 2021
POL,2021-11,123.5,Nov 2021
POL,2021-12,124.4,Dec 2021
POL,2022-01,126.5,Jan 2022
POL,2022-02,127.8,Feb 2022
POL,2022-03,132.7,Mar 2022
POL,2022-04,137.3,Apr 2022
POL,2022-05,139.1,May 2022
POL,2022-06,139.1,Jun 2022
POL,2022-07,140.1,Jul 2022
POL,2022-08,140.4,Aug 2022
POL,2022-09,141.1,Sep 2022
POL,2022-10,141.5,Oct 2022
POL,2022-11,140.7,Nov 2022
POL,2022-12,140.3,Dec 2022
SVK,2003-01,97.10139,Jan 2003
SVK,2003-02,98.04514,Feb 2003
SVK,2003-03,98.25486,Mar 2003
SVK,2003-04,98.56944,Apr 2003
SVK,2003-05,98.04514,May 2003
SVK,2003-06,97.94028,Jun 2003
SVK,2003-07,97.52084,Jul 2003
SVK,2003-08,97.20625,Aug 2003
SVK,2003-09,97.10139,Sep 2003
SVK,2003-10,96.47222,Oct 2003
SVK,2003-11,96.7868,Nov 2003
SVK,2003-12,96.7868,Dec 2003
SVK,2004-01,96.89167,Jan 2004
SVK,2004-02,96.99653,Feb 2004
SVK,2004-03,96.89167,Mar 2004
SVK,2004-04,97.62569,Apr 2004
SVK,2004-05,98.67431,May 2004
SVK,2004-06,100.0375,Jun 2004
SVK,2004-07,100.8764,Jul 2004
SVK,2004-08,103.1833,Aug 2004
SVK,2004-09,104.0222,Sep 2004
SVK,2004-10,104.2319,Oct 2004
SVK,2004-11,104.8611,Nov 2004
SVK,2004-12,104.8611,Dec 2004
SVK,2005-01,105.7,Jan 2005
SVK,2005-02,105.9097,Feb 2005
SVK,2005-03,105.7,Mar 2005
SVK,2005-04,106.1194,Apr 2005
SVK,2005-05,106.6438,May 2005
SVK,2005-06,105.3854,Jun 2005
SVK,2005-07,104.3368,Jul 2005
SVK,2005-08,103.8125,Aug 2005
SVK,2005-09,103.6028,Sep 2005
SVK,2005-10,104.966,Oct 2005
SVK,2005-11,105.2806,Nov 2005
SVK,2005-12,104.8611,Dec 2005
SVK,2006-01,103.9174,Jan 2006
SVK,2006-02,104.4417,Feb 2006
SVK,2006-03,104.2319,Mar 2006
SVK,2006-04,104.4417,Apr 2006
SVK,2006-05,104.8611,May 2006
SVK,2006-06,105.8049,Jun 2006
SVK,2006-07,106.9583,Jul 2006
SVK,2006-08,107.6924,Aug 2006
SVK,2006-09,108.0069,Sep 2006
SVK,2006-10,108.2167,Oct 2006
SVK,2006-11,108.1118,Nov 2006
SVK,2006-12,106.7486,Dec 2006
SVK,2007-01,106.2243,Jan 2007
SVK,2007-02,106.8535,Feb 2007
SVK,2007-03,106.2243,Mar 2007
SVK,2007-04,105.8049,Apr 2007
SVK,2007-05,105.8049,May 2007
SVK,2007-06,105.9097,Jun 2007
SVK,2007-07,106.2243,Jul 2007
SVK,2007-08,106.2243,Aug 2007
SVK,2007-09,106.7486,Sep 2007
SVK,2007-10,106.5389,Oct 2007
SVK,2007-11,105.5951,Nov 2007
SVK,2007-12,105.0708,Dec 2007
SVK,2008-01,105.7,Jan 2008
SVK,2008-02,106.4,Feb 2008
SVK,2008-03,106.4,Mar 2008
SVK,2008-04,106.8,Apr 2008
SVK,2008-05,108,May 2008
SVK,2008-06,106.7,Jun 2008
SVK,2008-07,106.7,Jul 2008
SVK,2008-08,108.1,Aug 2008
SVK,2008-09,107.6,Sep 2008
SVK,2008-10,107.8,Oct 2008
SVK,2008-11,105.1,Nov 2008
SVK,2008-12,103.8,Dec 2008
SVK,2009-01,101.6,Jan 2009
SVK,2009-02,100.6,Feb 2009
SVK,2009-03,98.9,Mar 2009
SVK,2009-04,98.1,Apr 2009
SVK,2009-05,97.1,May 2009
SVK,2009-06,96,Jun 2009
SVK,2009-07,95.5,Jul 2009
SVK,2009-08,95.2,Aug 2009
SVK,2009-09,95.5,Sep 2009
SVK,2009-10,95.3,Oct 2009
SVK,2009-11,95.4,Nov 2009
SVK,2009-12,95.1,Dec 2009
SVK,2010-01,95.1,Jan 2010
