location,time,ppi_dom_manufact,date
AUT,2000-01,80.33244,Jan 2000
AUT,2000-02,80.71407,Feb 2000
AUT,2000-03,81.00029,Mar 2000
AUT,2000-04,80.80947,Apr 2000
AUT,2000-05,81.28651,May 2000
AUT,2000-06,81.66814,Jun 2000
AUT,2000-07,81.66814,Jul 2000
AUT,2000-08,81.95435,Aug 2000
AUT,2000-09,83.38545,Sep 2000
AUT,2000-10,83.29005,Oct 2000
AUT,2000-11,83.19464,Nov 2000
AUT,2000-12,82.71761,Dec 2000
AUT,2001-01,82.24058,Jan 2001
AUT,2001-02,82.24058,Feb 2001
AUT,2001-03,82.14516,Mar 2001
AUT,2001-04,82.24058,Apr 2001
AUT,2001-05,82.24058,May 2001
AUT,2001-06,82.43139,Jun 2001
AUT,2001-07,82.24058,Jul 2001
AUT,2001-08,81.85895,Aug 2001
AUT,2001-09,81.95435,Sep 2001
AUT,2001-10,81.38191,Oct 2001
AUT,2001-11,81.00029,Nov 2001
AUT,2001-12,80.52325,Dec 2001
AUT,2002-01,80.52325,Jan 2002
AUT,2002-02,80.04622,Feb 2002
AUT,2002-03,80.61866,Mar 2002
AUT,2002-04,80.90488,Apr 2002
AUT,2002-05,81.0957,May 2002
AUT,2002-06,80.61866,Jun 2002
AUT,2002-07,80.61866,Jul 2002
AUT,2002-08,80.71407,Aug 2002
AUT,2002-09,81.0957,Sep 2002
AUT,2002-10,81.0957,Oct 2002
AUT,2002-11,80.61866,Nov 2002
AUT,2002-12,80.71407,Dec 2002
AUT,2003-01,81.38191,Jan 2003
AUT,2003-02,81.85895,Feb 2003
AUT,2003-03,81.95435,Mar 2003
AUT,2003-04,80.80947,Apr 2003
AUT,2003-05,80.71407,May 2003
AUT,2003-06,80.80947,Jun 2003
AUT,2003-07,80.52325,Jul 2003
AUT,2003-08,80.52325,Aug 2003
AUT,2003-09,80.61866,Sep 2003
AUT,2003-10,80.61866,Oct 2003
AUT,2003-11,80.80947,Nov 2003
AUT,2003-12,80.80947,Dec 2003
AUT,2004-01,81.47732,Jan 2004
AUT,2004-02,81.38191,Feb 2004
AUT,2004-03,81.66814,Mar 2004
AUT,2004-04,81.76354,Apr 2004
AUT,2004-05,82.43139,May 2004
AUT,2004-06,82.43139,Jun 2004
AUT,2004-07,82.90842,Jul 2004
AUT,2004-08,83.38545,Aug 2004
AUT,2004-09,83.67168,Sep 2004
AUT,2004-10,84.53033,Oct 2004
AUT,2004-11,83.86249,Nov 2004
AUT,2004-12,83.48086,Dec 2004
AUT,2005-01,85.48441,Jan 2005
AUT,2005-02,85.77062,Feb 2005
AUT,2005-03,85.67522,Mar 2005
AUT,2005-04,85.86603,Apr 2005
AUT,2005-05,86.15225,May 2005
AUT,2005-06,85.961429999999993,Jun 2005
AUT,2005-07,85.86603,Jul 2005
AUT,2005-08,85.67522,Aug 2005
AUT,2005-09,85.77062,Sep 2005
AUT,2005-10,85.77062,Oct 2005
AUT,2005-11,85.961429999999993,Nov 2005
AUT,2005-12,85.57981,Dec 2005
AUT,2006-01,86.15225,Jan 2006
AUT,2006-02,86.24766,Feb 2006
AUT,2006-03,86.72469,Mar 2006
AUT,2006-04,87.20172,Apr 2006
AUT,2006-05,87.58335,May 2006
AUT,2006-06,87.39253,Jun 2006
AUT,2006-07,87.86957,Jul 2006
AUT,2006-08,87.86957,Aug 2006
AUT,2006-09,87.58335,Sep 2006
AUT,2006-10,87.58335,Oct 2006
AUT,2006-11,87.58335,Nov 2006
AUT,2006-12,87.77416,Dec 2006
AUT,2007-01,88.3466,Jan 2007
AUT,2007-02,88.91904,Feb 2007
AUT,2007-03,89.6823,Mar 2007
AUT,2007-04,89.7777,Apr 2007
AUT,2007-05,89.96851,May 2007
AUT,2007-06,90.25474,Jun 2007
AUT,2007-07,90.63636,Jul 2007
AUT,2007-08,90.73177,Aug 2007
AUT,2007-09,90.82718,Sep 2007
AUT,2007-10,91.2088,Oct 2007
AUT,2007-11,91.59043,Nov 2007
AUT,2007-12,91.68584,Dec 2007
AUT,2008-01,92.06747,Jan 2008
AUT,2008-02,91.87665,Feb 2008
AUT,2008-03,92.83072,Mar 2008
AUT,2008-04,93.30775,Apr 2008
AUT,2008-05,93.78478,May 2008
AUT,2008-06,94.45263,Jun 2008
AUT,2008-07,95.12048,Jul 2008
AUT,2008-08,94.54803,Aug 2008
AUT,2008-09,94.64345,Sep 2008
AUT,2008-10,93.9756,Oct 2008
AUT,2008-11,92.54449,Nov 2008
AUT,2008-12,91.49503,Dec 2008
AUT,2009-01,91.1134,Jan 2009
AUT,2009-02,91.30421,Feb 2009
AUT,2009-03,90.73177,Mar 2009
AUT,2009-04,90.35014,Apr 2009
AUT,2009-05,90.63636,May 2009
AUT,2009-06,91.1134,Jun 2009
AUT,2009-07,90.73177,Jul 2009
AUT,2009-08,91.78124,Aug 2009
AUT,2009-09,92.16287,Sep 2009
AUT,2009-10,92.16287,Oct 2009
AUT,2009-11,92.25828,Nov 2009
AUT,2009-12,92.06747,Dec 2009
AUT,2010-01,92.44909,Jan 2010
AUT,2010-02,92.92612,Feb 2010
AUT,2010-03,93.40316,Mar 2010
AUT,2010-04,94.73885,Apr 2010
AUT,2010-05,95.50211,May 2010
AUT,2010-06,95.88374,Jun 2010
AUT,2010-07,96.07455,Jul 2010
AUT,2010-08,96.07455,Aug 2010
AUT,2010-09,96.55158,Sep 2010
AUT,2010-10,96.45617,Oct 2010
AUT,2010-11,96.8378,Nov 2010
AUT,2010-12,97.41024,Dec 2010
AUT,2011-01,98.65053,Jan 2011
AUT,2011-02,99.12756,Feb 2011
AUT,2011-03,99.98622,Mar 2011
AUT,2011-04,100.3678,Apr 2011
AUT,2011-05,100.3678,May 2011
AUT,2011-06,100.4633,Jun 2011
AUT,2011-07,100.4633,Jul 2011
AUT,2011-08,100.3678,Aug 2011
AUT,2011-09,100.4633,Sep 2011
AUT,2011-10,100.5587,Oct 2011
AUT,2011-11,100.5587,Nov 2011
AUT,2011-12,100.6541,Dec 2011
AUT,2012-01,100.8449,Jan 2012
AUT,2012-02,101.0357,Feb 2012
AUT,2012-03,101.6081,Mar 2012
AUT,2012-04,101.9898,Apr 2012
AUT,2012-05,101.8944,May 2012
AUT,2012-06,101.5127,Jun 2012
AUT,2012-07,101.3219,Jul 2012
AUT,2012-08,101.8944,Aug 2012
AUT,2012-09,102.276,Sep 2012
AUT,2012-10,102.3714,Oct 2012
AUT,2012-11,101.9898,Nov 2012
AUT,2012-12,101.7035,Dec 2012
AUT,2013-01,101.799,Jan 2013
AUT,2013-02,101.9898,Feb 2013
AUT,2013-03,101.9898,Mar 2013
AUT,2013-04,101.9898,Apr 2013
AUT,2013-05,101.8944,May 2013
AUT,2013-06,101.799,Jun 2013
AUT,2013-07,101.7035,Jul 2013
AUT,2013-08,101.799,Aug 2013
AUT,2013-09,101.8944,Sep 2013
AUT,2013-10,101.7035,Oct 2013
AUT,2013-11,101.5127,Nov 2013
AUT,2013-12,101.6081,Dec 2013
AUT,2014-01,101.7035,Jan 2014
AUT,2014-02,101.6081,Feb 2014
AUT,2014-03,101.4173,Mar 2014
AUT,2014-04,101.6081,Apr 2014
AUT,2014-05,101.5127,May 2014
AUT,2014-06,101.7035,Jun 2014
AUT,2014-07,101.6081,Jul 2014
AUT,2014-08,101.5127,Aug 2014
AUT,2014-09,101.4173,Sep 2014
AUT,2014-10,101.2265,Oct 2014
AUT,2014-11,100.9403,Nov 2014
AUT,2014-12,100.3678,Dec 2014
AUT,2015-01,99.7,Jan 2015
AUT,2015-02,100.2,Feb 2015
AUT,2015-03,100.5,Mar 2015
AUT,2015-04,100.6,Apr 2015
AUT,2015-05,100.8,May 2015
AUT,2015-06,100.8,Jun 2015
AUT,2015-07,100.3,Jul 2015
AUT,2015-08,100,Aug 2015
AUT,2015-09,99.8,Sep 2015
AUT,2015-10,99.3,Oct 2015
AUT,2015-11,99.2,Nov 2015
AUT,2015-12,98.8,Dec 2015
AUT,2016-01,98.2,Jan 2016
AUT,2016-02,97.5,Feb 2016
AUT,2016-03,97.8,Mar 2016
AUT,2016-04,98.2,Apr 2016
AUT,2016-05,98.5,May 2016
AUT,2016-06,98.9,Jun 2016
AUT,2016-07,98.8,Jul 2016
AUT,2016-08,98.9,Aug 2016
AUT,2016-09,99,Sep 2016
AUT,2016-10,99.4,Oct 2016
AUT,2016-11,99.5,Nov 2016
AUT,2016-12,100.1,Dec 2016
AUT,2017-01,100.9,Jan 2017
AUT,2017-02,101.2,Feb 2017
AUT,2017-03,101.4,Mar 2017
AUT,2017-04,101.9,Apr 2017
AUT,2017-05,101.5,May 2017
AUT,2017-06,101.6,Jun 2017
AUT,2017-07,101.1,Jul 2017
AUT,2017-08,101.5,Aug 2017
AUT,2017-09,101.7,Sep 2017
AUT,2017-10,102.2,Oct 2017
AUT,2017-11,102.7,Nov 2017
AUT,2017-12,102.6,Dec 2017
AUT,2018-01,103.3,Jan 2018
AUT,2018-02,103.1,Feb 2018
AUT,2018-03,103.3,Mar 2018
AUT,2018-04,103.9,Apr 2018
AUT,2018-05,104.6,May 2018
AUT,2018-06,104.8,Jun 2018
AUT,2018-07,105,Jul 2018
AUT,2018-08,105.2,Aug 2018
AUT,2018-09,105.4,Sep 2018
AUT,2018-10,106,Oct 2018
AUT,2018-11,105.6,Nov 2018
AUT,2018-12,104.3,Dec 2018
AUT,2019-01,104.6,Jan 2019
AUT,2019-02,104.8,Feb 2019
AUT,2019-03,105,Mar 2019
AUT,2019-04,105.3,Apr 2019
AUT,2019-05,105.1,May 2019
AUT,2019-06,104.9,Jun 2019
AUT,2019-07,105.1,Jul 2019
AUT,2019-08,104.9,Aug 2019
AUT,2019-09,104.8,Sep 2019
AUT,2019-10,104.8,Oct 2019
AUT,2019-11,104.7,Nov 2019
AUT,2019-12,104.8,Dec 2019
AUT,2020-01,104.9,Jan 2020
AUT,2020-02,104.5,Feb 2020
AUT,2020-03,103.7,Mar 2020
AUT,2020-04,102.9,Apr 2020
AUT,2020-05,102.5,May 2020
AUT,2020-06,103,Jun 2020
AUT,2020-07,103.2,Jul 2020
AUT,2020-08,103.3,Aug 2020
AUT,2020-09,103,Sep 2020
AUT,2020-10,103.3,Oct 2020
AUT,2020-11,103.4,Nov 2020
AUT,2020-12,103.8,Dec 2020
AUT,2021-01,104.9,Jan 2021
AUT,2021-02,105.8,Feb 2021
AUT,2021-03,106.9,Mar 2021
AUT,2021-04,107.6,Apr 2021
AUT,2021-05,108.6,May 2021
AUT,2021-06,109.6,Jun 2021
AUT,2021-07,111.8,Jul 2021
AUT,2021-08,112.3,Aug 2021
AUT,2021-09,112.8,Sep 2021
AUT,2021-10,114.7,Oct 2021
AUT,2021-11,115.7,Nov 2021
AUT,2021-12,115.9,Dec 2021
AUT,2022-01,118.5096,Jan 2022
AUT,2022-02,120.1678,Feb 2022
AUT,2022-03,123.9266,Mar 2022
AUT,2022-04,125.3637,Apr 2022
AUT,2022-05,126.6903,May 2022
AUT,2022-06,128.1275,Jun 2022
AUT,2022-07,128.0169,Jul 2022
AUT,2022-08,127.243,Aug 2022
AUT,2022-09,128.7908,Sep 2022
AUT,2022-10,127.9063,Oct 2022
AUT,2022-11,126.4692,Nov 2022
AUT,2022-12,127.1325,Dec 2022
BEL,1980-01,49.1074,Jan 1980
BEL,1980-02,49.75549,Feb 1980
BEL,1980-03,50.11645,Mar 1980
BEL,1980-04,50.19028,Apr 1980
BEL,1980-05,50.11645,May 1980
BEL,1980-06,49.97699,Jun 1980
BEL,1980-07,49.97699,Jul 1980
BEL,1980-08,49.75549,Aug 1980
BEL,1980-09,50.19028,Sep 1980
BEL,1980-10,51.12551,Oct 1980
BEL,1980-11,52.56115,Nov 1980
BEL,1980-12,52.48732,Dec 1980
BEL,1981-01,52.77445,Jan 1981
BEL,1981-02,53.64404,Feb 1981
BEL,1981-03,53.93118,Mar 1981
BEL,1981-04,54.07064,Apr 1981
BEL,1981-05,54.6449,May 1981
BEL,1981-06,55.07969,Jun 1981
BEL,1981-07,56.72864,Jul 1981
BEL,1981-08,57.0896,Aug 1981
BEL,1981-09,57.0896,Sep 1981
BEL,1981-10,57.23727,Oct 1981
BEL,1981-11,57.88536,Nov 1981
BEL,1981-12,57.95099,Dec 1981
BEL,1982-01,58.82058,Jan 1982
BEL,1982-02,59.10771,Feb 1982
BEL,1982-03,60.46953,Mar 1982
BEL,1982-04,61.11762,Apr 1982
BEL,1982-05,62.20051,May 1982
BEL,1982-06,62.98807,Jun 1982
BEL,1982-07,63.34903,Jul 1982
BEL,1982-08,63.71,Aug 1982
BEL,1982-09,64.71085,Sep 1982
BEL,1982-10,65.21947,Oct 1982
BEL,1982-11,64.71085,Nov 1982
BEL,1982-12,64.21042,Dec 1982
BEL,1983-01,64.06275,Jan 1983
BEL,1983-02,64.42371,Feb 1983
BEL,1983-03,63.99712,Mar 1983
BEL,1983-04,64.06275,Apr 1983
BEL,1983-05,64.35809,May 1983
BEL,1983-06,65.21947,Jun 1983
BEL,1983-07,65.7199,Jul 1983
BEL,1983-08,66.86842,Aug 1983
BEL,1983-09,67.08992,Sep 1983
BEL,1983-10,67.08992,Oct 1983
BEL,1983-11,67.37705,Nov 1983
BEL,1983-12,67.59035,Dec 1983
BEL,1984-01,68.1646,Jan 1984
BEL,1984-02,68.23844,Feb 1984
BEL,1984-03,68.31227,Mar 1984
BEL,1984-04,68.88654,Apr 1984
BEL,1984-05,69.60026,May 1984
BEL,1984-06,69.46079,Jun 1984
BEL,1984-07,69.53463,Jul 1984
BEL,1984-08,69.88738,Aug 1984
BEL,1984-09,70.75698,Sep 1984
BEL,1984-10,71.33124,Oct 1984
BEL,1984-11,71.18357,Nov 1984
BEL,1984-12,71.25741,Dec 1984
BEL,1985-01,72.04496,Jan 1985
BEL,1985-02,73.20168,Feb 1985
BEL,1985-03,73.12785,Mar 1985
BEL,1985-04,72.55359,Apr 1985
BEL,1985-05,72.33209,May 1985
BEL,1985-06,71.83167,Jun 1985
BEL,1985-07,71.61837,Jul 1985
BEL,1985-08,71.39687,Aug 1985
BEL,1985-09,71.61837,Sep 1985
BEL,1985-10,71.18357,Oct 1985
BEL,1985-11,71.33124,Nov 1985
BEL,1985-12,70.17451,Dec 1985
BEL,1986-01,69.2475,Jan 1986
BEL,1986-02,67.66418,Feb 1986
BEL,1986-03,66.58129,Mar 1986
BEL,1986-04,65.7199,Apr 1986
BEL,1986-05,65.43277,May 1986
BEL,1986-06,65.21947,Jun 1986
BEL,1986-07,63.34903,Jul 1986
BEL,1986-08,63.84946,Aug 1986
BEL,1986-09,64.06275,Sep 1986
BEL,1986-10,63.34903,Oct 1986
BEL,1986-11,63.2752,Nov 1986
BEL,1986-12,63.2752,Dec 1986
BEL,1987-01,63.63616,Jan 1987
BEL,1987-02,62.8404,Feb 1987
BEL,1987-03,62.98807,Mar 1987
BEL,1987-04,63.2752,Apr 1987
BEL,1987-05,63.13573,May 1987
BEL,1987-06,63.2752,Jun 1987
BEL,1987-07,63.48849,Jul 1987
BEL,1987-08,63.48849,Aug 1987
BEL,1987-09,63.13573,Sep 1987
BEL,1987-10,63.34903,Oct 1987
BEL,1987-11,62.8404,Nov 1987
BEL,1987-12,62.62711,Dec 1987
BEL,1988-01,62.62711,Jan 1988
BEL,1988-02,62.8404,Feb 1988
BEL,1988-03,62.8404,Mar 1988
BEL,1988-04,63.13573,Apr 1988
BEL,1988-05,63.42286,May 1988
BEL,1988-06,63.92329,Jun 1988
BEL,1988-07,64.28426,Jul 1988
BEL,1988-08,64.99798,Aug 1988
BEL,1988-09,65.14565,Sep 1988
BEL,1988-10,65.43277,Oct 1988
BEL,1988-11,65.64607,Nov 1988
BEL,1988-12,65.86757,Dec 1988
BEL,1989-01,66.72896,Jan 1989
BEL,1989-02,67.30322,Feb 1989
BEL,1989-03,67.72981,Mar 1989
BEL,1989-04,68.5994,Apr 1989
BEL,1989-05,68.73887,May 1989
BEL,1989-06,68.52557,Jun 1989
BEL,1989-07,68.37791,Jul 1989
BEL,1989-08,68.88654,Aug 1989
BEL,1989-09,69.46079,Sep 1989
BEL,1989-10,69.31313,Oct 1989
BEL,1989-11,68.88654,Nov 1989
BEL,1989-12,68.95216,Dec 1989
BEL,1990-01,67.95131,Jan 1990
BEL,1990-02,67.87748,Feb 1990
BEL,1990-03,68.09077,Mar 1990
BEL,1990-04,67.87748,Apr 1990
BEL,1990-05,67.72981,May 1990
BEL,1990-06,67.59035,Jun 1990
BEL,1990-07,67.59035,Jul 1990
BEL,1990-08,69.2475,Aug 1990
BEL,1990-09,70.17451,Sep 1990
BEL,1990-10,69.96122,Oct 1990
BEL,1990-11,69.09983,Nov 1990
BEL,1990-12,68.37791,Dec 1990
BEL,1991-01,68.31227,Jan 1991
BEL,1991-02,67.44268,Feb 1991
BEL,1991-03,67.08992,Mar 1991
BEL,1991-04,67.59035,Apr 1991
BEL,1991-05,67.80364,May 1991
BEL,1991-06,67.95131,Jun 1991
BEL,1991-07,67.72981,Jul 1991
BEL,1991-08,67.80364,Aug 1991
BEL,1991-09,68.09077,Sep 1991
BEL,1991-10,68.23844,Oct 1991
BEL,1991-11,68.23844,Nov 1991
BEL,1991-12,67.37705,Dec 1991
BEL,1992-01,67.39346,Jan 1992
BEL,1992-02,67.697,Feb 1992
BEL,1992-03,67.85287,Mar 1992
BEL,1992-04,68.00053,Apr 1992
BEL,1992-05,68.35329,May 1992
BEL,1992-06,68.55839,Jun 1992
BEL,1992-07,68.25484,Jul 1992
BEL,1992-08,67.39346,Aug 1992
BEL,1992-09,67.80364,Sep 1992
BEL,1992-10,67.697,Oct 1992
BEL,1992-11,67.54933,Nov 1992
BEL,1992-12,66.84381,Dec 1992
BEL,1993-01,66.44183,Jan 1993
BEL,1993-02,66.3844,Feb 1993
BEL,1993-03,66.63872,Mar 1993
BEL,1993-04,66.94225,Apr 1993
BEL,1993-05,66.73716,May 1993
BEL,1993-06,66.58949,Jun 1993
BEL,1993-07,66.89304,Jul 1993
BEL,1993-08,66.79459,Aug 1993
BEL,1993-09,66.68794,Sep 1993
BEL,1993-10,66.89304,Oct 1993
BEL,1993-11,67.0407,Nov 1993
BEL,1993-12,66.63872,Dec 1993
BEL,1994-01,66.79459,Jan 1994
BEL,1994-02,67.09812,Feb 1994
BEL,1994-03,66.99148,Mar 1994
BEL,1994-04,67.54933,Apr 1994
BEL,1994-05,67.85287,May 1994
BEL,1994-06,68.1564,Jun 1994
BEL,1994-07,68.30407,Jul 1994
BEL,1994-08,68.20563,Aug 1994
BEL,1994-09,68.00053,Sep 1994
BEL,1994-10,68.25484,Oct 1994
BEL,1994-11,68.50916,Nov 1994
BEL,1994-12,68.30407,Dec 1994
BEL,1995-01,68.65683,Jan 1995
BEL,1995-02,69.10803,Feb 1995
BEL,1995-03,68.86192,Mar 1995
BEL,1995-04,69.36235,Apr 1995
BEL,1995-05,69.61666,May 1995
BEL,1995-06,69.36235,Jun 1995
BEL,1995-07,69.31313,Jul 1995
BEL,1995-08,69.56744,Aug 1995
BEL,1995-09,69.96942,Sep 1995
BEL,1995-10,69.71511,Oct 1995
BEL,1995-11,69.61666,Nov 1995
BEL,1995-12,69.9202,Dec 1995
BEL,1996-01,69.61666,Jan 1996
BEL,1996-02,69.76433,Feb 1996
BEL,1996-03,70.17451,Mar 1996
BEL,1996-04,70.27296,Apr 1996
BEL,1996-05,70.01865,May 1996
BEL,1996-06,69.61666,Jun 1996
BEL,1996-07,69.36235,Jul 1996
BEL,1996-08,69.51822,Aug 1996
BEL,1996-09,70.22374,Sep 1996
BEL,1996-10,70.47805,Oct 1996
BEL,1996-11,69.96942,Nov 1996
BEL,1996-12,70.17451,Dec 1996
BEL,1997-01,70.37141,Jan 1997
BEL,1997-02,70.51907,Feb 1997
BEL,1997-03,70.37141,Mar 1997
BEL,1997-04,70.6011,Apr 1997
BEL,1997-05,71.21638,May 1997
BEL,1997-06,70.90465,Jun 1997
BEL,1997-07,71.44609,Jul 1997
BEL,1997-08,72.21724,Aug 1997
BEL,1997-09,72.06137,Sep 1997
BEL,1997-10,71.98753,Oct 1997
BEL,1997-11,71.83167,Nov 1997
BEL,1997-12,71.29022,Dec 1997
BEL,1998-01,70.90465,Jan 1998
BEL,1998-02,70.98668,Feb 1998
BEL,1998-03,70.75698,Mar 1998
BEL,1998-04,71.21638,Apr 1998
BEL,1998-05,71.14256,May 1998
BEL,1998-06,70.6011,Jun 1998
BEL,1998-07,70.51907,Jul 1998
BEL,1998-08,69.985830000000007,Aug 1998
BEL,1998-09,69.60026,Sep 1998
BEL,1998-10,69.28851,Oct 1998
BEL,1998-11,68.82911,Nov 1998
BEL,1998-12,68.3615,Dec 1998
BEL,1999-01,68.13179,Jan 1999
BEL,1999-02,67.90209,Feb 1999
BEL,1999-03,68.3615,Mar 1999
BEL,1999-04,69.13264,Apr 1999
BEL,1999-05,69.51822,May 1999
BEL,1999-06,69.67409,Jun 1999
BEL,1999-07,70.44524,Jul 1999
BEL,1999-08,70.90465,Aug 1999
BEL,1999-09,71.37225,Sep 1999
BEL,1999-10,71.52813,Oct 1999
BEL,1999-11,72.37311,Nov 1999
BEL,1999-12,73.21809,Dec 1999
BEL,2000-01,73.06222,Jan 2000
BEL,2000-02,74.21894,Feb 2000
BEL,2000-03,75.228,Mar 2000
BEL,2000-04,75.14597,Apr 2000
BEL,2000-05,76.30269,May 2000
BEL,2000-06,76.53239,Jun 2000
BEL,2000-07,77.38557,Jul 2000
BEL,2000-08,77.91882,Aug 2000
BEL,2000-09,79.54315,Sep 2000
BEL,2000-10,80.61784,Oct 2000
BEL,2000-11,80.23226,Nov 2000
BEL,2000-12,78.772,Dec 2000
BEL,2001-01,77,Jan 2001
BEL,2001-02,76.8,Feb 2001
BEL,2001-03,76.7,Mar 2001
BEL,2001-04,76.6,Apr 2001
BEL,2001-05,77,May 2001
BEL,2001-06,76.9,Jun 2001
BEL,2001-07,75.8,Jul 2001
BEL,2001-08,75.4,Aug 2001
BEL,2001-09,75.7,Sep 2001
BEL,2001-10,74.5,Oct 2001
BEL,2001-11,73.6,Nov 2001
BEL,2001-12,72.9,Dec 2001
BEL,2002-01,73.5,Jan 2002
BEL,2002-02,73.4,Feb 2002
BEL,2002-03,74.2,Mar 2002
BEL,2002-04,75.4,Apr 2002
BEL,2002-05,75.6,May 2002
BEL,2002-06,75.3,Jun 2002
BEL,2002-07,75.4,Jul 2002
BEL,2002-08,75.9,Aug 2002
BEL,2002-09,77.5,Sep 2002
BEL,2002-10,78.3,Oct 2002
BEL,2002-11,77.2,Nov 2002
BEL,2002-12,78.1,Dec 2002
BEL,2003-01,76,Jan 2003
BEL,2003-02,77,Feb 2003
BEL,2003-03,77.3,Mar 2003
BEL,2003-04,76.3,Apr 2003
BEL,2003-05,75.2,May 2003
BEL,2003-06,75.3,Jun 2003
BEL,2003-07,75.5,Jul 2003
BEL,2003-08,75.6,Aug 2003
BEL,2003-09,75.9,Sep 2003
BEL,2003-10,76,Oct 2003
BEL,2003-11,76,Nov 2003
BEL,2003-12,75.8,Dec 2003
BEL,2004-01,76.1,Jan 2004
BEL,2004-02,76.2,Feb 2004
BEL,2004-03,77.4,Mar 2004
BEL,2004-04,78.5,Apr 2004
BEL,2004-05,80,May 2004
BEL,2004-06,80.4,Jun 2004
BEL,2004-07,81,Jul 2004
BEL,2004-08,82.6,Aug 2004
BEL,2004-09,83.4,Sep 2004
BEL,2004-10,85.4,Oct 2004
BEL,2004-11,84.8,Nov 2004
BEL,2004-12,84.7,Dec 2004
BEL,2005-01,83.1,Jan 2005
BEL,2005-02,83.4,Feb 2005
BEL,2005-03,85.1,Mar 2005
BEL,2005-04,85.5,Apr 2005
BEL,2005-05,84.6,May 2005
BEL,2005-06,85.2,Jun 2005
BEL,2005-07,85.9,Jul 2005
BEL,2005-08,86.3,Aug 2005
BEL,2005-09,87.9,Sep 2005
BEL,2005-10,88.5,Oct 2005
BEL,2005-11,87.4,Nov 2005
BEL,2005-12,87.8,Dec 2005
BEL,2006-01,89.1,Jan 2006
BEL,2006-02,89.2,Feb 2006
BEL,2006-03,89.8,Mar 2006
BEL,2006-04,90.8,Apr 2006
BEL,2006-05,91,May 2006
BEL,2006-06,91.1,Jun 2006
BEL,2006-07,91.9,Jul 2006
BEL,2006-08,92,Aug 2006
BEL,2006-09,91.1,Sep 2006
BEL,2006-10,90.4,Oct 2006
BEL,2006-11,90.5,Nov 2006
BEL,2006-12,90.6,Dec 2006
BEL,2007-01,91,Jan 2007
BEL,2007-02,91.3,Feb 2007
BEL,2007-03,92.3,Mar 2007
BEL,2007-04,93.1,Apr 2007
BEL,2007-05,93.5,May 2007
BEL,2007-06,94,Jun 2007
BEL,2007-07,94.3,Jul 2007
BEL,2007-08,94.4,Aug 2007
BEL,2007-09,94.6,Sep 2007
BEL,2007-10,95.2,Oct 2007
BEL,2007-11,96.5,Nov 2007
BEL,2007-12,96.4,Dec 2007
BEL,2008-01,97.1,Jan 2008
BEL,2008-02,97.6,Feb 2008
BEL,2008-03,98.8,Mar 2008
BEL,2008-04,99.2,Apr 2008
BEL,2008-05,101.1,May 2008
BEL,2008-06,102,Jun 2008
BEL,2008-07,102.6,Jul 2008
BEL,2008-08,101.3,Aug 2008
BEL,2008-09,101.1,Sep 2008
BEL,2008-10,99.8,Oct 2008
BEL,2008-11,97.1,Nov 2008
BEL,2008-12,92.7,Dec 2008
BEL,2009-01,92.7,Jan 2009
BEL,2009-02,92.7,Feb 2009
BEL,2009-03,92.1,Mar 2009
BEL,2009-04,92.9,Apr 2009
BEL,2009-05,93.4,May 2009
BEL,2009-06,95.1,Jun 2009
BEL,2009-07,94.8,Jul 2009
BEL,2009-08,95.7,Aug 2009
BEL,2009-09,95.2,Sep 2009
BEL,2009-10,95.3,Oct 2009
BEL,2009-11,96.4,Nov 2009
BEL,2009-12,96.3,Dec 2009
BEL,2010-01,96.8,Jan 2010
BEL,2010-02,97.2,Feb 2010
BEL,2010-03,98.2,Mar 2010
BEL,2010-04,99.3,Apr 2010
BEL,2010-05,100.2,May 2010
BEL,2010-06,100.9,Jun 2010
BEL,2010-07,100.9,Jul 2010
BEL,2010-08,101.3,Aug 2010
BEL,2010-09,101.4,Sep 2010
BEL,2010-10,101.9,Oct 2010
BEL,2010-11,102.4,Nov 2010
BEL,2010-12,103.3,Dec 2010
BEL,2011-01,105.1,Jan 2011
BEL,2011-02,106.2,Feb 2011
BEL,2011-03,107.1,Mar 2011
BEL,2011-04,107.9,Apr 2011
BEL,2011-05,107.7,May 2011
BEL,2011-06,107.6,Jun 2011
BEL,2011-07,107.6,Jul 2011
BEL,2011-08,107.3,Aug 2011
BEL,2011-09,107.5,Sep 2011
BEL,2011-10,107.4,Oct 2011
BEL,2011-11,107.4,Nov 2011
BEL,2011-12,107.2,Dec 2011
BEL,2012-01,108.4,Jan 2012
BEL,2012-02,109.3,Feb 2012
BEL,2012-03,110,Mar 2012
BEL,2012-04,110.5,Apr 2012
BEL,2012-05,110.3,May 2012
BEL,2012-06,109.6,Jun 2012
BEL,2012-07,109.6,Jul 2012
BEL,2012-08,110.6,Aug 2012
BEL,2012-09,111.2,Sep 2012
BEL,2012-10,111.3,Oct 2012
BEL,2012-11,110.9,Nov 2012
BEL,2012-12,110.6,Dec 2012
BEL,2013-01,110.8,Jan 2013
BEL,2013-02,111.5,Feb 2013
BEL,2013-03,111.3,Mar 2013
BEL,2013-04,109.8,Apr 2013
BEL,2013-05,108.9,May 2013
BEL,2013-06,108.8,Jun 2013
BEL,2013-07,109.8,Jul 2013
BEL,2013-08,109.9,Aug 2013
BEL,2013-09,110.7,Sep 2013
BEL,2013-10,109.4,Oct 2013
BEL,2013-11,109.3,Nov 2013
BEL,2013-12,109.8,Dec 2013
