location,time,ppi_tot_int_stage,date
USA,1977-10,36.34454,Oct 1977
USA,1977-11,36.5021,Nov 1977
USA,1977-12,36.60714,Dec 1977
USA,1978-01,36.92227,Jan 1978
USA,1978-02,37.28992,Feb 1978
USA,1978-03,37.60504,Mar 1978
USA,1978-04,37.97269,Apr 1978
USA,1978-05,38.23529,May 1978
USA,1978-06,38.44538,Jun 1978
USA,1978-07,38.60294,Jul 1978
USA,1978-08,38.91807,Aug 1978
USA,1978-09,39.18067,Sep 1978
USA,1978-10,39.60084,Oct 1978
USA,1978-11,39.86345,Nov 1978
USA,1978-12,40.02101,Dec 1978
USA,1979-01,40.54622,Jan 1979
USA,1979-02,41.01891,Feb 1979
USA,1979-03,41.4916,Mar 1979
USA,1979-04,42.17437,Apr 1979
USA,1979-05,42.43697,May 1979
USA,1979-06,42.59454,Jun 1979
USA,1979-07,43.22479,Jul 1979
USA,1979-08,43.4874,Aug 1979
USA,1979-09,43.90756,Sep 1979
USA,1979-10,44.48529,Oct 1979
USA,1979-11,44.64286,Nov 1979
USA,1979-12,45.01051,Dec 1979
USA,1980-01,46.06092,Jan 1980
USA,1980-02,46.84874,Feb 1980
USA,1980-03,47.0063,Mar 1980
USA,1980-04,47.16386,Apr 1980
USA,1980-05,47.37395,May 1980
USA,1980-06,47.63655,Jun 1980
USA,1980-07,48.0042,Jul 1980
USA,1980-08,48.52941,Aug 1980
USA,1980-09,48.68697,Sep 1980
USA,1980-10,49.21218,Oct 1980
USA,1980-11,49.42227,Nov 1980
USA,1980-12,49.7374,Dec 1980
USA,1981-01,50.31512,Jan 1981
USA,1981-02,50.47269,Feb 1981
USA,1981-03,50.73529,Mar 1981
USA,1981-04,51.31303,Apr 1981
USA,1981-05,51.47059,May 1981
USA,1981-06,51.62815,Jun 1981
USA,1981-07,51.94328,Jul 1981
USA,1981-08,52.20588,Aug 1981
USA,1981-09,52.20588,Sep 1981
USA,1981-10,52.2584,Oct 1981
USA,1981-11,52.15336,Nov 1981
USA,1981-12,52.20588,Dec 1981
USA,1982-01,52.41597,Jan 1982
USA,1982-02,52.57353,Feb 1982
USA,1982-03,52.52101,Mar 1982
USA,1982-04,52.62605,Apr 1982
USA,1982-05,52.73109,May 1982
USA,1982-06,52.57353,Jun 1982
USA,1982-07,52.52101,Jul 1982
USA,1982-08,52.41597,Aug 1982
USA,1982-09,52.52101,Sep 1982
USA,1982-10,52.46849,Oct 1982
USA,1982-11,52.41597,Nov 1982
USA,1982-12,52.41597,Dec 1982
USA,1983-01,52.52101,Jan 1983
USA,1983-02,52.88866,Feb 1983
USA,1983-03,52.83614,Mar 1983
USA,1983-04,53.04622,Apr 1983
USA,1983-05,53.15126,May 1983
USA,1983-06,53.2563,Jun 1983
USA,1983-07,53.46638,Jul 1983
USA,1983-08,53.62395,Aug 1983
USA,1983-09,53.88655,Sep 1983
USA,1983-10,53.93908,Oct 1983
USA,1983-11,53.9916,Nov 1983
USA,1983-12,54.14916,Dec 1983
USA,1984-01,54.35925,Jan 1984
USA,1984-02,54.51681,Feb 1984
USA,1984-03,54.83193,Mar 1984
USA,1984-04,55.04202,Apr 1984
USA,1984-05,55.09454,May 1984
USA,1984-06,55.09454,Jun 1984
USA,1984-07,55.09454,Jul 1984
USA,1984-08,55.09454,Aug 1984
USA,1984-09,55.04202,Sep 1984
USA,1984-10,54.98949,Oct 1984
USA,1984-11,55.04202,Nov 1984
USA,1984-12,54.98949,Dec 1984
USA,1985-01,54.98949,Jan 1985
USA,1985-02,54.98949,Feb 1985
USA,1985-03,54.98949,Mar 1985
USA,1985-04,55.04202,Apr 1985
USA,1985-05,55.09454,May 1985
USA,1985-06,55.09454,Jun 1985
USA,1985-07,55.04202,Jul 1985
USA,1985-08,54.93697,Aug 1985
USA,1985-09,54.88445,Sep 1985
USA,1985-10,54.88445,Oct 1985
USA,1985-11,54.83193,Nov 1985
USA,1985-12,54.88445,Dec 1985
USA,1986-01,54.88445,Jan 1986
USA,1986-02,54.83193,Feb 1986
USA,1986-03,54.83193,Mar 1986
USA,1986-04,54.83193,Apr 1986
USA,1986-05,54.83193,May 1986
USA,1986-06,54.77941,Jun 1986
USA,1986-07,54.83193,Jul 1986
USA,1986-08,54.88445,Aug 1986
USA,1986-09,54.98949,Sep 1986
USA,1986-10,54.98949,Oct 1986
USA,1986-11,54.98949,Nov 1986
USA,1986-12,54.98949,Dec 1986
USA,1987-01,55.19958,Jan 1987
USA,1987-02,55.35714,Feb 1987
USA,1987-03,55.46218,Mar 1987
USA,1987-04,55.72479,Apr 1987
USA,1987-05,56.03992,May 1987
USA,1987-06,56.25,Jun 1987
USA,1987-07,56.40756,Jul 1987
USA,1987-08,56.56512,Aug 1987
USA,1987-09,56.88025,Sep 1987
USA,1987-10,57.30042,Oct 1987
USA,1987-11,57.51051,Nov 1987
USA,1987-12,57.82563,Dec 1987
USA,1988-01,58.40336,Jan 1988
USA,1988-02,58.5084,Feb 1988
USA,1988-03,58.87605,Mar 1988
USA,1988-04,59.34874,Apr 1988
USA,1988-05,59.66386,May 1988
USA,1988-06,60.08403,Jun 1988
USA,1988-07,60.66177,Jul 1988
USA,1988-08,60.76681,Aug 1988
USA,1988-09,61.08193,Sep 1988
USA,1988-10,61.34454,Oct 1988
USA,1988-11,61.60714,Nov 1988
USA,1988-12,61.86975,Dec 1988
USA,1989-01,62.44748,Jan 1989
USA,1989-02,62.55252,Feb 1989
USA,1989-03,62.81512,Mar 1989
USA,1989-04,62.97269,Apr 1989
USA,1989-05,63.02521,May 1989
USA,1989-06,62.86765,Jun 1989
USA,1989-07,62.81512,Jul 1989
USA,1989-08,62.65756,Aug 1989
USA,1989-09,62.7626,Sep 1989
USA,1989-10,62.81512,Oct 1989
USA,1989-11,62.7626,Nov 1989
USA,1989-12,62.60504,Dec 1989
USA,1990-01,62.7626,Jan 1990
USA,1990-02,62.71008,Feb 1990
USA,1990-03,62.86765,Mar 1990
USA,1990-04,63.07773,Apr 1990
USA,1990-05,63.23529,May 1990
USA,1990-06,63.13025,Jun 1990
USA,1990-07,63.18277,Jul 1990
USA,1990-08,63.23529,Aug 1990
USA,1990-09,63.4979,Sep 1990
USA,1990-10,63.76051,Oct 1990
USA,1990-11,63.81303,Nov 1990
USA,1990-12,63.76051,Dec 1990
USA,1991-01,63.86555,Jan 1991
USA,1991-02,63.81303,Feb 1991
USA,1991-03,63.65546,Mar 1991
USA,1991-04,63.55042,Apr 1991
USA,1991-05,63.44538,May 1991
USA,1991-06,63.39286,Jun 1991
USA,1991-07,63.28782,Jul 1991
USA,1991-08,63.18277,Aug 1991
USA,1991-09,63.23529,Sep 1991
USA,1991-10,63.23529,Oct 1991
USA,1991-11,63.23529,Nov 1991
USA,1991-12,63.23529,Dec 1991
USA,1992-01,63.23529,Jan 1992
USA,1992-02,63.39286,Feb 1992
USA,1992-03,63.55042,Mar 1992
USA,1992-04,63.60294,Apr 1992
USA,1992-05,63.70798,May 1992
USA,1992-06,63.76051,Jun 1992
USA,1992-07,63.76051,Jul 1992
USA,1992-08,63.81303,Aug 1992
USA,1992-09,63.91807,Sep 1992
USA,1992-10,63.81303,Oct 1992
USA,1992-11,63.81303,Nov 1992
USA,1992-12,63.91807,Dec 1992
USA,1993-01,64.18067,Jan 1993
USA,1993-02,64.44328,Feb 1993
USA,1993-03,64.60084,Mar 1993
USA,1993-04,64.7584,Apr 1993
USA,1993-05,64.60084,May 1993
USA,1993-06,64.54832,Jun 1993
USA,1993-07,64.65336,Jul 1993
USA,1993-08,64.70588,Aug 1993
USA,1993-09,64.7584,Sep 1993
USA,1993-10,64.81092,Oct 1993
USA,1993-11,64.91597,Nov 1993
USA,1993-12,65.07353,Dec 1993
USA,1994-01,65.28362,Jan 1994
USA,1994-02,65.33614,Feb 1994
USA,1994-03,65.4937,Mar 1994
USA,1994-04,65.59874,Apr 1994
USA,1994-05,65.7563,May 1994
USA,1994-06,65.96638,Jun 1994
USA,1994-07,66.12395,Jul 1994
USA,1994-08,66.43908,Aug 1994
USA,1994-09,66.96429,Sep 1994
USA,1994-10,67.33193,Oct 1994
USA,1994-11,67.80462,Nov 1994
USA,1994-12,68.11975,Dec 1994
USA,1995-01,69.0126,Jan 1995
USA,1995-02,69.59034,Feb 1995
USA,1995-03,69.90546,Mar 1995
USA,1995-04,70.27311,Apr 1995
USA,1995-05,70.43067,May 1995
USA,1995-06,70.53571,Jun 1995
USA,1995-07,70.7458,Jul 1995
USA,1995-08,70.85084,Aug 1995
USA,1995-09,70.85084,Sep 1995
USA,1995-10,70.79832,Oct 1995
USA,1995-11,70.69328,Nov 1995
USA,1995-12,70.58823,Dec 1995
USA,1996-01,70.43067,Jan 1996
USA,1996-02,70.22059,Feb 1996
USA,1996-03,70.11555,Mar 1996
USA,1996-04,70.01051,Apr 1996
USA,1996-05,70.27311,May 1996
USA,1996-06,70.27311,Jun 1996
USA,1996-07,70.11555,Jul 1996
USA,1996-08,70.16807,Aug 1996
USA,1996-09,70.32563,Sep 1996
USA,1996-10,70.11555,Oct 1996
USA,1996-11,69.95798,Nov 1996
USA,1996-12,70.06303,Dec 1996
USA,1997-01,70.11555,Jan 1997
USA,1997-02,70.16807,Feb 1997
USA,1997-03,70.27311,Mar 1997
USA,1997-04,70.27311,Apr 1997
USA,1997-05,70.32563,May 1997
USA,1997-06,70.22059,Jun 1997
USA,1997-07,70.22059,Jul 1997
USA,1997-08,70.22059,Aug 1997
USA,1997-09,70.27311,Sep 1997
USA,1997-10,70.11555,Oct 1997
USA,1997-11,70.27311,Nov 1997
USA,1997-12,70.22059,Dec 1997
USA,1998-01,70.01051,Jan 1998
USA,1998-02,69.95798,Feb 1998
USA,1998-03,69.90546,Mar 1998
USA,1998-04,69.85294,Apr 1998
USA,1998-05,69.80042,May 1998
USA,1998-06,69.59034,Jun 1998
USA,1998-07,69.59034,Jul 1998
USA,1998-08,69.53782,Aug 1998
USA,1998-09,69.32773,Sep 1998
USA,1998-10,69.06512,Oct 1998
USA,1998-11,69.0126,Nov 1998
USA,1998-12,68.85504,Dec 1998
USA,1999-01,68.75,Jan 1999
USA,1999-02,68.59244,Feb 1999
USA,1999-03,68.59244,Mar 1999
USA,1999-04,68.64496,Apr 1999
USA,1999-05,68.85504,May 1999
USA,1999-06,69.06512,Jun 1999
USA,1999-07,69.27521,Jul 1999
USA,1999-08,69.48529,Aug 1999
USA,1999-09,69.59034,Sep 1999
USA,1999-10,69.80042,Oct 1999
USA,1999-11,69.85294,Nov 1999
USA,1999-12,69.85294,Dec 1999
USA,2000-01,70.11555,Jan 2000
USA,2000-02,70.32563,Feb 2000
USA,2000-03,70.64075,Mar 2000
USA,2000-04,70.95588,Apr 2000
USA,2000-05,71.06092,May 2000
USA,2000-06,71.16597,Jun 2000
USA,2000-07,71.27101,Jul 2000
USA,2000-08,71.06092,Aug 2000
USA,2000-09,71.11345,Sep 2000
USA,2000-10,71.11345,Oct 2000
USA,2000-11,71.0084,Nov 2000
USA,2000-12,71.11345,Dec 2000
USA,2001-01,71.27101,Jan 2001
USA,2001-02,71.37605,Feb 2001
USA,2001-03,71.42857,Mar 2001
USA,2001-04,71.37605,Apr 2001
USA,2001-05,71.42857,May 2001
USA,2001-06,71.37605,Jun 2001
USA,2001-07,71.06092,Jul 2001
USA,2001-08,70.85084,Aug 2001
USA,2001-09,70.79832,Sep 2001
USA,2001-10,70.48319,Oct 2001
USA,2001-11,70.27311,Nov 2001
USA,2001-12,70.06303,Dec 2001
USA,2002-01,70.01051,Jan 2002
USA,2002-02,70.01051,Feb 2002
USA,2002-03,70.27311,Mar 2002
USA,2002-04,70.37815,Apr 2002
USA,2002-05,70.37815,May 2002
USA,2002-06,70.58823,Jun 2002
USA,2002-07,70.79832,Jul 2002
USA,2002-08,70.90336,Aug 2002
USA,2002-09,71.06092,Sep 2002
USA,2002-10,71.11345,Oct 2002
USA,2002-11,71.16597,Nov 2002
USA,2002-12,71.16597,Dec 2002
USA,2003-01,71.48109,Jan 2003
USA,2003-02,72.0063,Feb 2003
USA,2003-03,72.26891,Mar 2003
USA,2003-04,72.11134,Apr 2003
USA,2003-05,72.21638,May 2003
USA,2003-06,72.26891,Jun 2003
USA,2003-07,72.16386,Jul 2003
USA,2003-08,72.21638,Aug 2003
USA,2003-09,72.47899,Sep 2003
USA,2003-10,72.7416,Oct 2003
USA,2003-11,72.89916,Nov 2003
USA,2003-12,73.0042,Dec 2003
USA,2004-01,73.42437,Jan 2004
USA,2004-02,74.10714,Feb 2004
USA,2004-03,74.78992,Mar 2004
USA,2004-04,75.84034,Apr 2004
USA,2004-05,76.52311,May 2004
USA,2004-06,76.68067,Jun 2004
USA,2004-07,76.89075,Jul 2004
USA,2004-08,77.46849,Aug 2004
USA,2004-09,77.9937,Sep 2004
USA,2004-10,78.2563,Oct 2004
USA,2004-11,78.46638,Nov 2004
USA,2004-12,78.72899,Dec 2004
USA,2005-01,79.35925,Jan 2005
USA,2005-02,79.72689,Feb 2005
USA,2005-03,80.09454,Mar 2005
USA,2005-04,80.14706,Apr 2005
USA,2005-05,80.04202,May 2005
USA,2005-06,79.93697,Jun 2005
USA,2005-07,79.98949,Jul 2005
USA,2005-08,79.93697,Aug 2005
USA,2005-09,80.67227,Sep 2005
USA,2005-10,81.77521,Oct 2005
USA,2005-11,82.09034,Nov 2005
USA,2005-12,82.35294,Dec 2005
USA,2006-01,83.14075,Jan 2006
USA,2006-02,83.35084,Feb 2006
USA,2006-03,83.71849,Mar 2006
USA,2006-04,84.19118,Apr 2006
USA,2006-05,85.08403,May 2006
USA,2006-06,85.55672,Jun 2006
USA,2006-07,86.02941,Jul 2006
USA,2006-08,86.34454,Aug 2006
USA,2006-09,86.29202,Sep 2006
USA,2006-10,86.23949,Oct 2006
USA,2006-11,85.97689,Nov 2006
USA,2006-12,86.08193,Dec 2006
USA,2007-01,86.18697,Jan 2007
USA,2007-02,86.34454,Feb 2007
USA,2007-03,86.76471,Mar 2007
USA,2007-04,87.55252,Apr 2007
USA,2007-05,88.02521,May 2007
USA,2007-06,88.28782,Jun 2007
USA,2007-07,88.65546,Jul 2007
USA,2007-08,88.28782,Aug 2007
USA,2007-09,88.34034,Sep 2007
USA,2007-10,88.70798,Oct 2007
USA,2007-11,89.39075,Nov 2007
USA,2007-12,89.4958,Dec 2007
USA,2008-01,90.4937,Jan 2008
USA,2008-02,91.22899,Feb 2008
USA,2008-03,92.43697,Mar 2008
USA,2008-04,93.69748,Apr 2008
USA,2008-05,95.27311,May 2008
USA,2008-06,96.58614,Jun 2008
USA,2008-07,98.68697,Jul 2008
USA,2008-08,99.21218,Aug 2008
USA,2008-09,99.15966,Sep 2008
USA,2008-10,96.90126,Oct 2008
USA,2008-11,94.43277,Nov 2008
USA,2008-12,92.06933,Dec 2008
USA,2009-01,91.38655,Jan 2009
USA,2009-02,90.70378,Feb 2009
USA,2009-03,90.28362,Mar 2009
USA,2009-04,89.91597,Apr 2009
USA,2009-05,89.96849,May 2009
USA,2009-06,90.23109,Jun 2009
USA,2009-07,90.28362,Jul 2009
USA,2009-08,90.70378,Aug 2009
USA,2009-09,91.12395,Sep 2009
USA,2009-10,91.17647,Oct 2009
USA,2009-11,91.38655,Nov 2009
USA,2009-12,91.91177,Dec 2009
USA,2010-01,92.54202,Jan 2010
USA,2010-02,93.22479,Feb 2010
USA,2010-03,93.75,Mar 2010
USA,2010-04,94.69538,Apr 2010
USA,2010-05,95.06303,May 2010
USA,2010-06,94.53782,Jun 2010
USA,2010-07,94.22269,Jul 2010
USA,2010-08,94.38025,Aug 2010
USA,2010-09,94.69538,Sep 2010
USA,2010-10,95.27311,Oct 2010
USA,2010-11,95.90336,Nov 2010
USA,2010-12,96.37605,Dec 2010
USA,2011-01,97.63655,Jan 2011
USA,2011-02,99.0021,Feb 2011
USA,2011-03,99.89496,Mar 2011
USA,2011-04,101.208,Apr 2011
USA,2011-05,101.7857,May 2011
USA,2011-06,101.9433,Jun 2011
USA,2011-07,102.2059,Jul 2011
USA,2011-08,102.2584,Aug 2011
USA,2011-09,102.3109,Sep 2011
USA,2011-10,101.4706,Oct 2011
USA,2011-11,101.0504,Nov 2011
USA,2011-12,100.4727,Dec 2011
USA,2012-01,100.8929,Jan 2012
USA,2012-02,101.5756,Feb 2012
USA,2012-03,102.3109,Mar 2012
USA,2012-04,102.521,Apr 2012
USA,2012-05,102.3634,May 2012
USA,2012-06,101.4181,Jun 2012
USA,2012-07,101.1555,Jul 2012
USA,2012-08,101.3655,Aug 2012
USA,2012-09,101.7857,Sep 2012
USA,2012-10,101.7857,Oct 2012
USA,2012-11,101.6807,Nov 2012
USA,2012-12,101.7332,Dec 2012
USA,2013-01,102.2584,Jan 2013
USA,2013-02,102.8361,Feb 2013
USA,2013-03,102.7836,Mar 2013
USA,2013-04,102.521,Apr 2013
USA,2013-05,102.5735,May 2013
USA,2013-06,102.521,Jun 2013
USA,2013-07,102.521,Jul 2013
USA,2013-08,102.3634,Aug 2013
USA,2013-09,102.3634,Sep 2013
USA,2013-10,102.1534,Oct 2013
USA,2013-11,101.9433,Nov 2013
USA,2013-12,102.1008,Dec 2013
USA,2014-01,102.6261,Jan 2014
USA,2014-02,103.0987,Feb 2014
USA,2014-03,103.1513,Mar 2014
USA,2014-04,103.729,Apr 2014
USA,2014-05,103.6765,May 2014
USA,2014-06,103.7815,Jun 2014
USA,2014-07,103.9916,Jul 2014
USA,2014-08,104.1492,Aug 2014
USA,2014-09,104.0966,Sep 2014
USA,2014-10,103.5714,Oct 2014
USA,2014-11,103.0462,Nov 2014
USA,2014-12,102.3634,Dec 2014
USA,2015-01,101.2605,Jan 2015
USA,2015-02,100.8403,Feb 2015
USA,2015-03,100.5777,Mar 2015
USA,2015-04,100.4202,Apr 2015
USA,2015-05,100.5252,May 2015
USA,2015-06,100.7353,Jun 2015
USA,2015-07,100.5777,Jul 2015
USA,2015-08,100.105,Aug 2015
USA,2015-09,99.36975,Sep 2015
USA,2015-10,99.0021,Oct 2015
USA,2015-11,98.58193,Nov 2015
USA,2015-12,98.0042,Dec 2015
USA,2016-01,97.58403,Jan 2016
USA,2016-02,97.42647,Feb 2016
USA,2016-03,97.47899,Mar 2016
USA,2016-04,97.84664,Apr 2016
USA,2016-05,98.26681,May 2016
USA,2016-06,98.58193,Jun 2016
USA,2016-07,98.63445,Jul 2016
USA,2016-08,98.73949,Aug 2016
USA,2016-09,98.73949,Sep 2016
USA,2016-10,98.73949,Oct 2016
USA,2016-11,98.94958,Nov 2016
USA,2016-12,99.31723,Dec 2016
USA,2017-01,99.68488,Jan 2017
USA,2017-02,100.4202,Feb 2017
USA,2017-03,100.9454,Mar 2017
USA,2017-04,101.3655,Apr 2017
USA,2017-05,101.4706,May 2017
USA,2017-06,101.6807,Jun 2017
USA,2017-07,101.4706,Jul 2017
USA,2017-08,101.7332,Aug 2017
USA,2017-09,101.8908,Sep 2017
USA,2017-10,102.2584,Oct 2017
USA,2017-11,102.5735,Nov 2017
USA,2017-12,102.6786,Dec 2017
USA,2018-01,103.2038,Jan 2018
USA,2018-02,103.8866,Feb 2018
USA,2018-03,104.5693,Mar 2018
USA,2018-04,104.937,Apr 2018
USA,2018-05,105.7773,May 2018
USA,2018-06,106.0924,Jun 2018
USA,2018-07,106.1975,Jul 2018
USA,2018-08,106.4601,Aug 2018
USA,2018-09,106.6702,Sep 2018
USA,2018-10,106.7752,Oct 2018
USA,2018-11,106.4076,Nov 2018
USA,2018-12,105.8824,Dec 2018
USA,2019-01,105.9874,Jan 2019
USA,2019-02,105.8824,Feb 2019
USA,2019-03,105.8824,Mar 2019
USA,2019-04,105.9349,Apr 2019
USA,2019-05,105.7248,May 2019
USA,2019-06,105.4097,Jun 2019
USA,2019-07,105.1471,Jul 2019
USA,2019-08,104.8319,Aug 2019
USA,2019-09,104.6218,Sep 2019
USA,2019-10,104.8845,Oct 2019
USA,2019-11,104.7794,Nov 2019
USA,2019-12,104.5168,Dec 2019
USA,2020-01,104.6218,Jan 2020
USA,2020-02,104.4643,Feb 2020
USA,2020-03,104.4118,Mar 2020
USA,2020-04,103.0987,Apr 2020
USA,2020-05,103.3613,May 2020
USA,2020-06,103.0987,Jun 2020
USA,2020-07,103.5714,Jul 2020
USA,2020-08,104.1492,Aug 2020
USA,2020-09,104.8845,Sep 2020
USA,2020-10,105.3046,Oct 2020
USA,2020-11,105.7248,Nov 2020
USA,2020-12,106.8802,Dec 2020
USA,2021-01,108.8235,Jan 2021
USA,2021-02,111.0294,Feb 2021
USA,2021-03,114.0231,Mar 2021
USA,2021-04,117.437,Apr 2021
USA,2021-05,120.7458,May 2021
USA,2021-06,123.1092,Jun 2021
USA,2021-07,124.4034,Jul 2021
USA,2021-08,125.8624,Aug 2021
USA,2021-09,126.9097,Sep 2021
USA,2021-10,128.6166,Oct 2021
USA,2021-11,130.1513,Nov 2021
USA,2021-12,130.8073,Dec 2021
USA,2022-01,133.0105,Jan 2022
USA,2022-02,133.8319,Feb 2022
USA,2022-03,135.3876,Mar 2022
USA,2022-04,137.3708,Apr 2022
USA,2022-05,139.8256,May 2022
USA,2022-06,139.9506,Jun 2022
USA,2022-07,139.3151,Jul 2022
USA,2022-08,138.4617,Aug 2022
USA,2022-09,137.2894,Sep 2022
USA,2022-10,136.2637,Oct 2022
USA,2022-11,136.1035,Nov 2022
USA,2022-12,135.2826,Dec 2022
