location,time,ppi_tot_manufact_food,date
DNK,1986-12,77.53499,Dec 1986
DNK,1987-01,78.42345,Jan 1987
DNK,1987-02,78.32792,Feb 1987
DNK,1987-03,78.95844,Mar 1987
DNK,1987-04,78.32792,Apr 1987
DNK,1987-05,79.13039,May 1987
DNK,1987-06,79.57941,Jun 1987
DNK,1987-07,79.39789,Jul 1987
DNK,1987-08,79.8469,Aug 1987
DNK,1987-09,80.28635,Sep 1987
DNK,1987-10,79.57941,Oct 1987
DNK,1987-11,78.95844,Nov 1987
DNK,1987-12,79.04442,Dec 1987
DNK,1988-01,81.00285,Jan 1988
DNK,1988-02,81.45186,Feb 1988
DNK,1988-03,82.24479,Mar 1988
DNK,1988-04,81.80534,Apr 1988
DNK,1988-05,82.34032,May 1988
DNK,1988-06,83.22878,Jun 1988
DNK,1988-07,82.96129,Jul 1988
DNK,1988-08,82.77978,Aug 1988
DNK,1988-09,83.14281,Sep 1988
DNK,1988-10,82.69379,Oct 1988
DNK,1988-11,82.24479,Nov 1988
DNK,1988-12,82.24479,Dec 1988
DNK,1989-01,82.51228,Jan 1989
DNK,1989-02,83.31477,Feb 1989
DNK,1989-03,83.76377,Mar 1989
DNK,1989-04,83.93573,Apr 1989
DNK,1989-05,84.83375,May 1989
DNK,1989-06,85.45471,Jun 1989
DNK,1989-07,85.9897,Jul 1989
DNK,1989-08,87.76662,Aug 1989
DNK,1989-09,88.30161,Sep 1989
DNK,1989-10,88.75062,Oct 1989
DNK,1989-11,87.31762,Nov 1989
DNK,1989-12,86.79218,Dec 1989
DNK,1990-01,85.10124,Jan 1990
DNK,1990-02,84.56625,Feb 1990
DNK,1990-03,84.65224,Mar 1990
DNK,1990-04,84.83375,Apr 1990
DNK,1990-05,84.91972,May 1990
DNK,1990-06,85.45471,Jun 1990
DNK,1990-07,85.35918,Jul 1990
DNK,1990-08,84.56625,Aug 1990
DNK,1990-09,83.58226,Sep 1990
DNK,1990-10,82.77978,Oct 1990
DNK,1990-11,82.4263,Nov 1990
DNK,1990-12,81.97729,Dec 1990
DNK,1991-01,79.57941,Jan 1991
DNK,1991-02,80.38189,Feb 1991
DNK,1991-03,81.18436,Mar 1991
DNK,1991-04,81.62383,Apr 1991
DNK,1991-05,83.14281,May 1991
DNK,1991-06,83.31477,Jun 1991
DNK,1991-07,82.87531,Jul 1991
DNK,1991-08,83.40074,Aug 1991
DNK,1991-09,83.14281,Sep 1991
DNK,1991-10,83.14281,Oct 1991
DNK,1991-11,83.93573,Nov 1991
DNK,1991-12,84.11725,Dec 1991
DNK,1992-01,81.89131,Jan 1992
DNK,1992-02,82.60782,Feb 1992
DNK,1992-03,82.96129,Mar 1992
DNK,1992-04,83.76377,Apr 1992
DNK,1992-05,84.03127,May 1992
DNK,1992-06,84.20322,Jun 1992
DNK,1992-07,82.34032,Jul 1992
DNK,1992-08,80.82134,Aug 1992
DNK,1992-09,80.20037,Sep 1992
DNK,1992-10,80.55385,Oct 1992
DNK,1992-11,80.82134,Nov 1992
DNK,1992-12,79.93288,Dec 1992
DNK,1993-01,78.42345,Jan 1993
DNK,1993-02,77.43945,Feb 1993
DNK,1993-03,77.70695,Mar 1993
DNK,1993-04,77.79293,Apr 1993
DNK,1993-05,77.97444,May 1993
DNK,1993-06,78.50943,Jun 1993
DNK,1993-07,78.69094,Jul 1993
DNK,1993-08,78.42345,Aug 1993
DNK,1993-09,78.24194,Sep 1993
DNK,1993-10,77.97444,Oct 1993
DNK,1993-11,78.42345,Nov 1993
DNK,1993-12,78.50943,Dec 1993
DNK,1994-01,78.32792,Jan 1994
DNK,1994-02,78.15595,Feb 1994
DNK,1994-03,78.69094,Mar 1994
DNK,1994-04,79.31191,Apr 1994
DNK,1994-05,80.55385,May 1994
DNK,1994-06,80.55385,Jun 1994
DNK,1994-07,80.1144,Jul 1994
DNK,1994-08,80.28635,Aug 1994
DNK,1994-09,80.55385,Sep 1994
DNK,1994-10,80.73536,Oct 1994
DNK,1994-11,81.18436,Nov 1994
DNK,1994-12,81.35633,Dec 1994
DNK,1995-01,81.7098,Jan 1995
DNK,1995-02,82.34032,Feb 1995
DNK,1995-03,82.77978,Mar 1995
DNK,1995-04,83.22878,Apr 1995
DNK,1995-05,83.14281,May 1995
DNK,1995-06,83.22878,Jun 1995
DNK,1995-07,82.87531,Jul 1995
DNK,1995-08,83.22878,Aug 1995
DNK,1995-09,83.40074,Sep 1995
DNK,1995-10,82.60782,Oct 1995
DNK,1995-11,82.77978,Nov 1995
DNK,1995-12,82.96129,Dec 1995
DNK,1996-01,84.03127,Jan 1996
DNK,1996-02,84.03127,Feb 1996
DNK,1996-03,84.20322,Mar 1996
DNK,1996-04,85.5407,Apr 1996
DNK,1996-05,86.69665,May 1996
DNK,1996-06,86.34318,Jun 1996
DNK,1996-07,85.89417,Jul 1996
DNK,1996-08,86.16166,Aug 1996
DNK,1996-09,86.07568,Sep 1996
DNK,1996-10,85.89417,Oct 1996
DNK,1996-11,85.80819,Nov 1996
DNK,1996-12,85.35918,Dec 1996
DNK,1997-01,84.65224,Jan 1997
DNK,1997-02,85.62668,Feb 1997
DNK,1997-03,85.80819,Mar 1997
DNK,1997-04,88.48312,Apr 1997
DNK,1997-05,90.52754,May 1997
DNK,1997-06,89.54355,Jun 1997
DNK,1997-07,89.19007,Jul 1997
DNK,1997-08,89.54355,Aug 1997
DNK,1997-09,89.90658,Sep 1997
DNK,1997-10,89.27605,Oct 1997
DNK,1997-11,87.94814,Nov 1997
DNK,1997-12,86.52469,Dec 1997
DNK,1998-01,86.16166,Jan 1998
DNK,1998-02,86.52469,Feb 1998
DNK,1998-03,86.79218,Mar 1998
DNK,1998-04,87.14566,Apr 1998
DNK,1998-05,87.05968,May 1998
DNK,1998-06,86.79218,Jun 1998
DNK,1998-07,86.16166,Jul 1998
DNK,1998-08,85.72221,Aug 1998
DNK,1998-09,85.2732,Sep 1998
DNK,1998-10,84.38474,Oct 1998
DNK,1998-11,83.40074,Nov 1998
DNK,1998-12,83.76377,Dec 1998
DNK,1999-01,84.29876,Jan 1999
DNK,1999-02,83.49628,Feb 1999
DNK,1999-03,83.14281,Mar 1999
DNK,1999-04,83.58226,Apr 1999
DNK,1999-05,83.66824,May 1999
DNK,1999-06,84.56625,Jun 1999
DNK,1999-07,85.10124,Jul 1999
DNK,1999-08,84.83375,Aug 1999
DNK,1999-09,85.5407,Sep 1999
DNK,1999-10,85.35918,Oct 1999
DNK,1999-11,85.2732,Nov 1999
DNK,1999-12,85.9897,Dec 1999
DNK,2000-01,77,Jan 2000
DNK,2000-02,77.1,Feb 2000
DNK,2000-03,77.4,Mar 2000
DNK,2000-04,78.2,Apr 2000
DNK,2000-05,78.8,May 2000
DNK,2000-06,79,Jun 2000
DNK,2000-07,79.7,Jul 2000
DNK,2000-08,79.4,Aug 2000
DNK,2000-09,79.7,Sep 2000
DNK,2000-10,79.5,Oct 2000
DNK,2000-11,79.3,Nov 2000
DNK,2000-12,79.8,Dec 2000
DNK,2001-01,80.2,Jan 2001
DNK,2001-02,81.2,Feb 2001
DNK,2001-03,83.3,Mar 2001
DNK,2001-04,83.3,Apr 2001
DNK,2001-05,83.5,May 2001
DNK,2001-06,84.4,Jun 2001
DNK,2001-07,83.5,Jul 2001
DNK,2001-08,83.4,Aug 2001
DNK,2001-09,82.7,Sep 2001
DNK,2001-10,83,Oct 2001
DNK,2001-11,83.6,Nov 2001
DNK,2001-12,83.9,Dec 2001
DNK,2002-01,82.8,Jan 2002
DNK,2002-02,82.7,Feb 2002
DNK,2002-03,83.5,Mar 2002
DNK,2002-04,83.4,Apr 2002
DNK,2002-05,82.9,May 2002
DNK,2002-06,83.4,Jun 2002
DNK,2002-07,82.5,Jul 2002
DNK,2002-08,83.1,Aug 2002
DNK,2002-09,83,Sep 2002
DNK,2002-10,83.4,Oct 2002
DNK,2002-11,83.4,Nov 2002
DNK,2002-12,82.9,Dec 2002
DNK,2003-01,82.7,Jan 2003
DNK,2003-02,82.6,Feb 2003
DNK,2003-03,82.2,Mar 2003
DNK,2003-04,80.7,Apr 2003
DNK,2003-05,81.2,May 2003
DNK,2003-06,80.2,Jun 2003
DNK,2003-07,81,Jul 2003
DNK,2003-08,81.3,Aug 2003
DNK,2003-09,81.1,Sep 2003
DNK,2003-10,82.5,Oct 2003
DNK,2003-11,82.5,Nov 2003
DNK,2003-12,81.5,Dec 2003
DNK,2004-01,81.4,Jan 2004
DNK,2004-02,81.4,Feb 2004
DNK,2004-03,82.2,Mar 2004
DNK,2004-04,82.1,Apr 2004
DNK,2004-05,81.6,May 2004
DNK,2004-06,83.1,Jun 2004
DNK,2004-07,83.3,Jul 2004
DNK,2004-08,84,Aug 2004
DNK,2004-09,84.2,Sep 2004
DNK,2004-10,83.5,Oct 2004
DNK,2004-11,84,Nov 2004
DNK,2004-12,83.9,Dec 2004
DNK,2005-01,84.3,Jan 2005
DNK,2005-02,84,Feb 2005
DNK,2005-03,83.7,Mar 2005
DNK,2005-04,83.5,Apr 2005
DNK,2005-05,83.7,May 2005
DNK,2005-06,85,Jun 2005
DNK,2005-07,85,Jul 2005
DNK,2005-08,84.7,Aug 2005
DNK,2005-09,85.2,Sep 2005
DNK,2005-10,85.1,Oct 2005
DNK,2005-11,85.2,Nov 2005
DNK,2005-12,85.1,Dec 2005
DNK,2006-01,84.7,Jan 2006
DNK,2006-02,84.9,Feb 2006
DNK,2006-03,85.2,Mar 2006
DNK,2006-04,85.7,Apr 2006
DNK,2006-05,86.3,May 2006
DNK,2006-06,86.9,Jun 2006
DNK,2006-07,87.6,Jul 2006
DNK,2006-08,88.4,Aug 2006
DNK,2006-09,88.7,Sep 2006
DNK,2006-10,88.4,Oct 2006
DNK,2006-11,88.5,Nov 2006
DNK,2006-12,88.5,Dec 2006
DNK,2007-01,88.5,Jan 2007
DNK,2007-02,88.3,Feb 2007
DNK,2007-03,88.4,Mar 2007
DNK,2007-04,89.3,Apr 2007
DNK,2007-05,88.9,May 2007
DNK,2007-06,89.5,Jun 2007
DNK,2007-07,89.8,Jul 2007
DNK,2007-08,90.7,Aug 2007
DNK,2007-09,92,Sep 2007
DNK,2007-10,92.8,Oct 2007
DNK,2007-11,93.2,Nov 2007
DNK,2007-12,92.7,Dec 2007
DNK,2008-01,93.5,Jan 2008
DNK,2008-02,93.3,Feb 2008
DNK,2008-03,94.4,Mar 2008
DNK,2008-04,94.8,Apr 2008
DNK,2008-05,95,May 2008
DNK,2008-06,95.7,Jun 2008
DNK,2008-07,96.6,Jul 2008
DNK,2008-08,96.8,Aug 2008
DNK,2008-09,96.6,Sep 2008
DNK,2008-10,96.1,Oct 2008
DNK,2008-11,94.9,Nov 2008
DNK,2008-12,94.8,Dec 2008
DNK,2009-01,93.8,Jan 2009
DNK,2009-02,93.2,Feb 2009
DNK,2009-03,93.3,Mar 2009
DNK,2009-04,93.6,Apr 2009
DNK,2009-05,93.6,May 2009
DNK,2009-06,93.5,Jun 2009
DNK,2009-07,93.3,Jul 2009
DNK,2009-08,92.6,Aug 2009
DNK,2009-09,93.7,Sep 2009
DNK,2009-10,91.4,Oct 2009
DNK,2009-11,90.6,Nov 2009
DNK,2009-12,92.6,Dec 2009
DNK,2010-01,92.8,Jan 2010
DNK,2010-02,91.9,Feb 2010
DNK,2010-03,93.1,Mar 2010
DNK,2010-04,93.4,Apr 2010
DNK,2010-05,95.4,May 2010
DNK,2010-06,96.7,Jun 2010
DNK,2010-07,95.6,Jul 2010
DNK,2010-08,96.3,Aug 2010
DNK,2010-09,96.9,Sep 2010
DNK,2010-10,96.7,Oct 2010
DNK,2010-11,96.7,Nov 2010
DNK,2010-12,97.1,Dec 2010
DNK,2011-01,97.1,Jan 2011
DNK,2011-02,96.5,Feb 2011
DNK,2011-03,98.1,Mar 2011
DNK,2011-04,98.1,Apr 2011
DNK,2011-05,99.2,May 2011
DNK,2011-06,98.9,Jun 2011
DNK,2011-07,98.8,Jul 2011
