location,time,ppi_tot_con,date
DEU,2012-02,97.64365,Feb 2012
DEU,2012-03,97.73647,Mar 2012
DEU,2012-04,98.01492,Apr 2012
DEU,2012-05,97.82929,May 2012
DEU,2012-06,97.82929,Jun 2012
DEU,2012-07,98.01492,Jul 2012
DEU,2012-08,98.47901,Aug 2012
DEU,2012-09,98.75746,Sep 2012
DEU,2012-10,98.9431,Oct 2012
DEU,2012-11,99.12873,Nov 2012
DEU,2012-12,99.12873,Dec 2012
DEU,2013-01,99.12873,Jan 2013
DEU,2013-02,99.12873,Feb 2013
DEU,2013-03,99.22155,Mar 2013
DEU,2013-04,99.31437,Apr 2013
DEU,2013-05,99.5,May 2013
DEU,2013-06,99.59282,Jun 2013
DEU,2013-07,99.87127,Jul 2013
DEU,2013-08,99.96409,Aug 2013
DEU,2013-09,100.0569,Sep 2013
DEU,2013-10,99.96409,Oct 2013
DEU,2013-11,99.87127,Nov 2013
DEU,2013-12,99.87127,Dec 2013
DEU,2014-01,100.1497,Jan 2014
DEU,2014-02,100.2425,Feb 2014
DEU,2014-03,100.2425,Mar 2014
DEU,2014-04,100.4282,Apr 2014
DEU,2014-05,100.3354,May 2014
DEU,2014-06,100.521,Jun 2014
DEU,2014-07,100.6138,Jul 2014
DEU,2014-08,100.521,Aug 2014
DEU,2014-09,100.2425,Sep 2014
DEU,2014-10,99.87127,Oct 2014
DEU,2014-11,99.59282,Nov 2014
DEU,2014-12,99.31437,Dec 2014
DEU,2015-01,99.5,Jan 2015
DEU,2015-02,99.8,Feb 2015
DEU,2015-03,100.3,Mar 2015
DEU,2015-04,100.4,Apr 2015
DEU,2015-05,100.2,May 2015
DEU,2015-06,100.2,Jun 2015
DEU,2015-07,100.1,Jul 2015
DEU,2015-08,99.9,Aug 2015
DEU,2015-09,100,Sep 2015
DEU,2015-10,99.9,Oct 2015
DEU,2015-11,100,Nov 2015
DEU,2015-12,99.8,Dec 2015
DEU,2016-01,99.8,Jan 2016
DEU,2016-02,99.7,Feb 2016
DEU,2016-03,99.6,Mar 2016
DEU,2016-04,99.6,Apr 2016
DEU,2016-05,99.8,May 2016
DEU,2016-06,100,Jun 2016
DEU,2016-07,100.3,Jul 2016
DEU,2016-08,100.5,Aug 2016
DEU,2016-09,100.7,Sep 2016
DEU,2016-10,101,Oct 2016
DEU,2016-11,101.2,Nov 2016
DEU,2016-12,101.7,Dec 2016
DEU,2017-01,101.8,Jan 2017
DEU,2017-02,101.9,Feb 2017
DEU,2017-03,101.9,Mar 2017
DEU,2017-04,102.3,Apr 2017
DEU,2017-05,102.5,May 2017
DEU,2017-06,102.7,Jun 2017
DEU,2017-07,102.9,Jul 2017
DEU,2017-08,102.9,Aug 2017
DEU,2017-09,102.9,Sep 2017
DEU,2017-10,102.7,Oct 2017
DEU,2017-11,102.4,Nov 2017
DEU,2017-12,102.3,Dec 2017
DEU,2018-01,102.1,Jan 2018
DEU,2018-02,101.9,Feb 2018
DEU,2018-03,102.2,Mar 2018
DEU,2018-04,102.2,Apr 2018
DEU,2018-05,102.4,May 2018
DEU,2018-06,102.6,Jun 2018
DEU,2018-07,102.5,Jul 2018
DEU,2018-08,102.6,Aug 2018
DEU,2018-09,102.7,Sep 2018
DEU,2018-10,102.6,Oct 2018
DEU,2018-11,102.5,Nov 2018
DEU,2018-12,102.5,Dec 2018
DEU,2019-01,102.6,Jan 2019
DEU,2019-02,102.7,Feb 2019
DEU,2019-03,102.8,Mar 2019
DEU,2019-04,103.5,Apr 2019
DEU,2019-05,103.7,May 2019
DEU,2019-06,103.9,Jun 2019
DEU,2019-07,104,Jul 2019
DEU,2019-08,104,Aug 2019
DEU,2019-09,104.3,Sep 2019
DEU,2019-10,104.3,Oct 2019
DEU,2019-11,104.6,Nov 2019
DEU,2019-12,105,Dec 2019
DEU,2020-01,105.3,Jan 2020
DEU,2020-02,105.5,Feb 2020
DEU,2020-03,105.5,Mar 2020
DEU,2020-04,105.3,Apr 2020
DEU,2020-05,104.6,May 2020
DEU,2020-06,104.4,Jun 2020
DEU,2020-07,104.4,Jul 2020
DEU,2020-08,104.3,Aug 2020
DEU,2020-09,104.2,Sep 2020
DEU,2020-10,104.2,Oct 2020
DEU,2020-11,104.2,Nov 2020
DEU,2020-12,104,Dec 2020
DEU,2021-01,104.1,Jan 2021
DEU,2021-02,104.3,Feb 2021
DEU,2021-03,105,Mar 2021
DEU,2021-04,105.4,Apr 2021
DEU,2021-05,105.6,May 2021
DEU,2021-06,106.1,Jun 2021
DEU,2021-07,106.4,Jul 2021
DEU,2021-08,106.6,Aug 2021
DEU,2021-09,106.8,Sep 2021
DEU,2021-10,107.5,Oct 2021
DEU,2021-11,108.2,Nov 2021
DEU,2021-12,108.8,Dec 2021
DEU,2022-01,111.2,Jan 2022
DEU,2022-02,112.1,Feb 2022
DEU,2022-03,114.7,Mar 2022
DEU,2022-04,117.6,Apr 2022
DEU,2022-05,118.5,May 2022
DEU,2022-06,119.3,Jun 2022
DEU,2022-07,120.7,Jul 2022
DEU,2022-08,121.6,Aug 2022
DEU,2022-09,122.6,Sep 2022
DEU,2022-10,123.5,Oct 2022
DEU,2022-11,123.6,Nov 2022
DEU,2022-12,123.7,Dec 2022
GRC,1995-01,60.04153,Jan 1995
GRC,1995-02,60.12043,Feb 1995
GRC,1995-03,61.01461,Mar 1995
GRC,1995-04,61.3828,Apr 1995
GRC,1995-05,61.97892,May 1995
GRC,1995-06,61.61073,Jun 1995
GRC,1995-07,61.75976,Jul 1995
GRC,1995-08,61.97892,Aug 1995
GRC,1995-09,63.02213,Sep 1995
GRC,1995-10,63.46922,Oct 1995
GRC,1995-11,63.92508,Nov 1995
GRC,1995-12,64.14424,Dec 1995
GRC,1996-01,66.19559,Jan 1996
GRC,1996-02,66.56378,Feb 1996
GRC,1996-03,66.68652,Mar 1996
GRC,1996-04,67.30894,Apr 1996
GRC,1996-05,67.12484,May 1996
GRC,1996-06,67.3703,Jun 1996
GRC,1996-07,67.43166,Jul 1996
GRC,1996-08,67.61576,Aug 1996
GRC,1996-09,67.80862,Sep 1996
GRC,1996-10,68.05408,Oct 1996
GRC,1996-11,67.67712,Nov 1996
GRC,1996-12,67.67712,Dec 1996
GRC,1997-01,67.79986,Jan 1997
GRC,1997-02,67.94888,Feb 1997
GRC,1997-03,67.94888,Mar 1997
GRC,1997-04,68.39597,Apr 1997
GRC,1997-05,68.39597,May 1997
GRC,1997-06,68.6239,Jun 1997
GRC,1997-07,68.69404,Jul 1997
GRC,1997-08,69.07099,Aug 1997
GRC,1997-09,68.9921,Sep 1997
GRC,1997-10,68.9921,Oct 1997
GRC,1997-11,68.54501,Nov 1997
GRC,1997-12,68.84306,Dec 1997
GRC,1998-01,68.92197,Jan 1998
GRC,1998-02,68.9921,Feb 1998
GRC,1998-03,70.33337,Mar 1998
GRC,1998-04,71.75353,Apr 1998
GRC,1998-05,72.12173,May 1998
GRC,1998-06,72.05159,Jun 1998
GRC,1998-07,72.12173,Jul 1998
GRC,1998-08,72.34966,Aug 1998
GRC,1998-09,72.72661,Sep 1998
