location,time,cpi,date
DNK,1967-01,10.87259,Jan 1967
DNK,1967-02,10.91937,Feb 1967
DNK,1967-03,10.94744,Mar 1967
DNK,1967-04,11.00358,Apr 1967
DNK,1967-05,11.04101,May 1967
DNK,1967-06,11.12522,Jun 1967
DNK,1967-07,11.76148,Jul 1967
DNK,1967-08,11.79891,Aug 1967
DNK,1967-09,11.82698,Sep 1967
DNK,1967-10,11.87376,Oct 1967
DNK,1967-11,11.95798,Nov 1967
DNK,1967-12,11.97669,Dec 1967
DNK,1968-01,12.00476,Jan 1968
DNK,1968-02,12.03283,Feb 1968
DNK,1968-03,12.09833,Mar 1968
DNK,1968-04,12.32289,Apr 1968
DNK,1968-05,12.41646,May 1968
DNK,1968-06,12.45389,Jun 1968
DNK,1968-07,12.44453,Jul 1968
DNK,1968-08,12.42582,Aug 1968
DNK,1968-09,12.44453,Sep 1968
DNK,1968-10,12.45389,Oct 1968
DNK,1968-11,12.49131,Nov 1968
DNK,1968-12,12.49131,Dec 1968
DNK,1969-01,12.51938,Jan 1969
DNK,1969-02,12.54745,Feb 1969
DNK,1969-03,12.56617,Mar 1969
DNK,1969-04,12.60359,Apr 1969
DNK,1969-05,12.68781,May 1969
DNK,1969-06,12.76266,Jun 1969
DNK,1969-07,12.76266,Jul 1969
DNK,1969-08,12.82816,Aug 1969
DNK,1969-09,12.87494,Sep 1969
DNK,1969-10,12.94044,Oct 1969
DNK,1969-11,13.05272,Nov 1969
DNK,1969-12,13.0995,Dec 1969
DNK,1970-01,13.12757,Jan 1970
DNK,1970-02,13.22114,Feb 1970
DNK,1970-03,13.296,Mar 1970
DNK,1970-04,13.33342,Apr 1970
DNK,1970-05,13.45506,May 1970
DNK,1970-06,13.46442,Jun 1970
DNK,1970-07,13.73577,Jul 1970
DNK,1970-08,13.76384,Aug 1970
DNK,1970-09,13.88548,Sep 1970
DNK,1970-10,13.9229,Oct 1970
DNK,1970-11,14.01647,Nov 1970
DNK,1970-12,14.00711,Dec 1970
DNK,1971-01,14.00711,Jan 1971
DNK,1971-02,14.00711,Feb 1971
DNK,1971-03,14.01647,Mar 1971
DNK,1971-04,14.15682,Apr 1971
DNK,1971-05,14.38138,May 1971
DNK,1971-06,14.42817,Jun 1971
DNK,1971-07,14.44688,Jul 1971
DNK,1971-08,14.50302,Aug 1971
DNK,1971-09,14.60595,Sep 1971
DNK,1971-10,14.67144,Oct 1971
DNK,1971-11,14.77437,Nov 1971
DNK,1971-12,14.8118,Dec 1971
DNK,1972-01,14.83051,Jan 1972
DNK,1972-02,14.89601,Feb 1972
DNK,1972-03,14.99893,Mar 1972
DNK,1972-04,15.10186,Apr 1972
DNK,1972-05,15.25157,May 1972
DNK,1972-06,15.35449,Jun 1972
DNK,1972-07,15.38256,Jul 1972
DNK,1972-08,15.4387,Aug 1972
DNK,1972-09,15.56034,Sep 1972
DNK,1972-10,15.67262,Oct 1972
DNK,1972-11,15.80362,Nov 1972
DNK,1972-12,15.85976,Dec 1972
DNK,1973-01,15.88783,Jan 1973
DNK,1973-02,16.05625,Feb 1973
DNK,1973-03,16.14982,Mar 1973
DNK,1973-04,16.36502,Apr 1973
DNK,1973-05,16.57087,May 1973
DNK,1973-06,16.70187,Jun 1973
DNK,1973-07,16.81415,Jul 1973
DNK,1973-08,16.91707,Aug 1973
DNK,1973-09,17.09485,Sep 1973
DNK,1973-10,17.29135,Oct 1973
DNK,1973-11,17.58141,Nov 1973
DNK,1973-12,17.85275,Dec 1973
DNK,1974-01,18.17089,Jan 1974
DNK,1974-02,18.22703,Feb 1974
DNK,1974-03,18.38609,Mar 1974
DNK,1974-04,18.69486,Apr 1974
DNK,1974-05,18.93814,May 1974
DNK,1974-06,19.26563,Jun 1974
DNK,1974-07,19.49955,Jul 1974
DNK,1974-08,19.61183,Aug 1974
DNK,1974-09,19.93932,Sep 1974
DNK,1974-10,20.20131,Oct 1974
DNK,1974-11,20.48201,Nov 1974
DNK,1974-12,20.61301,Dec 1974
DNK,1975-01,20.63172,Jan 1975
DNK,1975-02,20.68786,Feb 1975
DNK,1975-03,20.84693,Mar 1975
DNK,1975-04,20.91242,Apr 1975
DNK,1975-05,21.19313,May 1975
DNK,1975-06,21.31477,Jun 1975
DNK,1975-07,21.42705,Jul 1975
DNK,1975-08,21.49254,Aug 1975
DNK,1975-09,21.68904,Sep 1975
DNK,1975-10,21.13699,Oct 1975
DNK,1975-11,21.48319,Nov 1975
DNK,1975-12,21.5019,Dec 1975
DNK,1976-01,21.62354,Jan 1976
DNK,1976-02,21.77325,Feb 1976
DNK,1976-03,22.71828,Mar 1976
DNK,1976-04,22.78378,Apr 1976
DNK,1976-05,23.0177,May 1976
DNK,1976-06,22.96156,Jun 1976
DNK,1976-07,22.98027,Jul 1976
DNK,1976-08,23.13934,Aug 1976
DNK,1976-09,23.7101,Sep 1976
DNK,1976-10,23.97209,Oct 1976
DNK,1976-11,24.24344,Nov 1976
DNK,1976-12,24.30894,Dec 1976
DNK,1977-01,24.30852,Jan 1977
DNK,1977-02,24.32971,Feb 1977
DNK,1977-03,24.68999,Mar 1977
DNK,1977-04,24.94431,Apr 1977
DNK,1977-05,25.30459,May 1977
DNK,1977-06,25.43175,Jun 1977
DNK,1977-07,25.6013,Jul 1977
DNK,1977-08,25.83442,Aug 1977
DNK,1977-09,26.10993,Sep 1977
DNK,1977-10,26.42783,Oct 1977
DNK,1977-11,27.25436,Nov 1977
DNK,1977-12,27.27555,Dec 1977
DNK,1978-01,27.38152,Jan 1978
DNK,1978-02,27.50868,Feb 1978
DNK,1978-03,27.69942,Mar 1978
DNK,1978-04,27.80538,Apr 1978
DNK,1978-05,28.03851,May 1978
DNK,1978-06,28.10209,Jun 1978
DNK,1978-07,28.16567,Jul 1978
DNK,1978-08,28.29283,Aug 1978
DNK,1978-09,28.48356,Sep 1978
DNK,1978-10,29.01339,Oct 1978
DNK,1978-11,29.20413,Nov 1978
DNK,1978-12,29.22532,Dec 1978
DNK,1979-01,29.22532,Jan 1979
DNK,1979-02,29.39487,Feb 1979
DNK,1979-03,29.64919,Mar 1979
DNK,1979-04,29.75515,Apr 1979
DNK,1979-05,30.24259,May 1979
DNK,1979-06,30.5181,Jun 1979
DNK,1979-07,31.21748,Jul 1979
DNK,1979-08,31.7685,Aug 1979
DNK,1979-09,32.12878,Sep 1979
DNK,1979-10,32.29832,Oct 1979
DNK,1979-11,32.61622,Nov 1979
DNK,1979-12,32.6798,Dec 1979
DNK,1980-01,32.95531,Jan 1980
DNK,1980-02,33.2944,Feb 1980
DNK,1980-03,33.76065,Mar 1980
DNK,1980-04,34.01497,Apr 1980
DNK,1980-05,34.48122,May 1980
DNK,1980-06,34.56599,Jun 1980
DNK,1980-07,35.20179,Jul 1980
DNK,1980-08,35.32894,Aug 1980
DNK,1980-09,35.51968,Sep 1980
DNK,1980-10,35.7528,Oct 1980
DNK,1980-11,36.0919,Nov 1980
DNK,1980-12,36.24025,Dec 1980
DNK,1981-01,36.48204,Jan 1981
DNK,1981-02,36.8646,Feb 1981
DNK,1981-03,37.59493,Mar 1981
DNK,1981-04,38.01227,Apr 1981
DNK,1981-05,38.63827,May 1981
DNK,1981-06,39.02083,Jun 1981
DNK,1981-07,39.29905,Jul 1981
DNK,1981-08,39.43816,Aug 1981
DNK,1981-09,39.78594,Sep 1981
DNK,1981-10,39.99461,Oct 1981
DNK,1981-11,40.4815,Nov 1981
DNK,1981-12,40.69017,Dec 1981
DNK,1982-01,40.96839,Jan 1982
DNK,1982-02,41.21184,Feb 1982
DNK,1982-03,41.55962,Mar 1982
DNK,1982-04,41.80306,Apr 1982
DNK,1982-05,42.28995,May 1982
DNK,1982-06,42.60295,Jun 1982
DNK,1982-07,42.95073,Jul 1982
DNK,1982-08,43.22896,Aug 1982
DNK,1982-09,43.71585,Sep 1982
DNK,1982-10,44.23752,Oct 1982
DNK,1982-11,44.5853,Nov 1982
DNK,1982-12,44.34185,Dec 1982
DNK,1983-01,44.72441,Jan 1983
DNK,1983-02,44.82874,Feb 1983
DNK,1983-03,44.72441,Mar 1983
DNK,1983-04,45.03741,Apr 1983
DNK,1983-05,45.5243,May 1983
DNK,1983-06,45.62863,Jun 1983
DNK,1983-07,45.66341,Jul 1983
DNK,1983-08,45.87208,Aug 1983
DNK,1983-09,46.32419,Sep 1983
DNK,1983-10,46.60242,Oct 1983
DNK,1983-11,47.01975,Nov 1983
DNK,1983-12,47.01975,Dec 1983
DNK,1984-01,47.15886,Jan 1984
DNK,1984-02,47.68053,Feb 1984
DNK,1984-03,47.85442,Mar 1984
DNK,1984-04,47.99353,Apr 1984
DNK,1984-05,48.48042,May 1984
DNK,1984-06,48.75865,Jun 1984
DNK,1984-07,48.65431,Jul 1984
DNK,1984-08,48.86298,Aug 1984
DNK,1984-09,49.21076,Sep 1984
DNK,1984-10,49.41943,Oct 1984
DNK,1984-11,49.7672,Nov 1984
DNK,1984-12,49.66287,Dec 1984
DNK,1985-01,49.90632,Jan 1985
DNK,1985-02,50.21932,Feb 1985
DNK,1985-03,50.60188,Mar 1985
DNK,1985-04,50.77576,Apr 1985
DNK,1985-05,51.12355,May 1985
DNK,1985-06,51.12355,Jun 1985
DNK,1985-07,50.91488,Jul 1985
DNK,1985-08,50.84532,Aug 1985
DNK,1985-09,51.12355,Sep 1985
DNK,1985-10,51.26266,Oct 1985
DNK,1985-11,51.47132,Nov 1985
DNK,1985-12,51.43655,Dec 1985
DNK,1986-01,51.29744,Jan 1986
DNK,1986-02,51.26266,Feb 1986
DNK,1986-03,51.47132,Mar 1986
DNK,1986-04,52.79288,Apr 1986
DNK,1986-05,53.17544,May 1986
DNK,1986-06,53.10589,Jun 1986
DNK,1986-07,52.75811,Jul 1986
DNK,1986-08,53.03633,Aug 1986
DNK,1986-09,53.45367,Sep 1986
DNK,1986-10,53.558,Oct 1986
DNK,1986-11,53.69711,Nov 1986
DNK,1986-12,53.66233,Dec 1986
DNK,1987-01,53.76667,Jan 1987
DNK,1987-02,53.73189,Feb 1987
DNK,1987-03,54.21878,Mar 1987
DNK,1987-04,54.42745,Apr 1987
DNK,1987-05,54.94912,May 1987
DNK,1987-06,54.91434,Jun 1987
DNK,1987-07,54.91434,Jul 1987
DNK,1987-08,55.08823,Aug 1987
DNK,1987-09,55.40123,Sep 1987
DNK,1987-10,55.64468,Oct 1987
DNK,1987-11,55.81857,Nov 1987
DNK,1987-12,55.85334,Dec 1987
DNK,1988-01,56.09679,Jan 1988
DNK,1988-02,56.5489,Feb 1988
DNK,1988-03,56.75757,Mar 1988
DNK,1988-04,56.96624,Apr 1988
DNK,1988-05,57.45313,May 1988
DNK,1988-06,57.41835,Jun 1988
DNK,1988-07,57.1749,Jul 1988
DNK,1988-08,57.55746,Aug 1988
DNK,1988-09,57.87046,Sep 1988
DNK,1988-10,57.9748,Oct 1988
DNK,1988-11,58.39213,Nov 1988
DNK,1988-12,58.39213,Dec 1988
DNK,1989-01,58.67035,Jan 1989
DNK,1989-02,59.05291,Feb 1989
DNK,1989-03,59.40069,Mar 1989
DNK,1989-04,59.78325,Apr 1989
DNK,1989-05,60.20058,May 1989
DNK,1989-06,60.02669,Jun 1989
DNK,1989-07,60.02669,Jul 1989
DNK,1989-08,60.37447,Aug 1989
DNK,1989-09,60.58314,Sep 1989
DNK,1989-10,60.93092,Oct 1989
DNK,1989-11,61.20914,Nov 1989
DNK,1989-12,61.20914,Dec 1989
DNK,1990-01,60.82658,Jan 1990
DNK,1990-02,60.9657,Feb 1990
DNK,1990-03,61.17437,Mar 1990
DNK,1990-04,61.20914,Apr 1990
DNK,1990-05,61.66125,May 1990
DNK,1990-06,61.52214,Jun 1990
DNK,1990-07,61.31348,Jul 1990
DNK,1990-08,61.93948,Aug 1990
DNK,1990-09,62.46115,Sep 1990
DNK,1990-10,62.56548,Oct 1990
DNK,1990-11,62.5307,Nov 1990
DNK,1990-12,62.35682,Dec 1990
DNK,1991-01,62.35682,Jan 1991
DNK,1991-02,62.5307,Feb 1991
DNK,1991-03,62.63504,Mar 1991
DNK,1991-04,62.77415,Apr 1991
DNK,1991-05,63.19148,May 1991
DNK,1991-06,63.3306,Jun 1991
DNK,1991-07,63.12193,Jul 1991
DNK,1991-08,63.22626,Aug 1991
DNK,1991-09,63.57404,Sep 1991
DNK,1991-10,63.71315,Oct 1991
DNK,1991-11,63.99137,Nov 1991
DNK,1991-12,63.81749,Dec 1991
DNK,1992-01,63.67838,Jan 1992
DNK,1992-02,63.99137,Feb 1992
DNK,1992-03,64.23483,Mar 1992
DNK,1992-04,64.33916,Apr 1992
DNK,1992-05,64.79127,May 1992
DNK,1992-06,64.79127,Jun 1992
DNK,1992-07,64.51305,Jul 1992
DNK,1992-08,64.5826,Aug 1992
DNK,1992-09,64.82605,Sep 1992
DNK,1992-10,64.75649,Oct 1992
DNK,1992-11,64.8956,Nov 1992
DNK,1992-12,64.75649,Dec 1992
DNK,1993-01,64.65215,Jan 1993
DNK,1993-02,64.82605,Feb 1993
DNK,1993-03,64.96516,Mar 1993
DNK,1993-04,65.03471,Apr 1993
DNK,1993-05,65.41727,May 1993
DNK,1993-06,65.38249,Jun 1993
DNK,1993-07,65.27816,Jul 1993
DNK,1993-08,65.38249,Aug 1993
DNK,1993-09,65.59116,Sep 1993
DNK,1993-10,65.76505,Oct 1993
DNK,1993-11,65.86938,Nov 1993
DNK,1993-12,65.73027,Dec 1993
DNK,1994-01,65.79983,Jan 1994
DNK,1994-02,66.0085,Feb 1994
DNK,1994-03,66.07805,Mar 1994
DNK,1994-04,66.35628,Apr 1994
DNK,1994-05,66.66927,May 1994
DNK,1994-06,66.73883,Jun 1994
DNK,1994-07,66.59972,Jul 1994
DNK,1994-08,66.84316,Aug 1994
DNK,1994-09,66.91272,Sep 1994
DNK,1994-10,67.05183,Oct 1994
DNK,1994-11,67.22572,Nov 1994
DNK,1994-12,67.22572,Dec 1994
DNK,1995-01,67.2605,Jan 1995
DNK,1995-02,67.53873,Feb 1995
DNK,1995-03,67.74739,Mar 1995
DNK,1995-04,67.95606,Apr 1995
DNK,1995-05,68.23428,May 1995
DNK,1995-06,68.12995,Jun 1995
DNK,1995-07,67.81695,Jul 1995
DNK,1995-08,67.92128,Aug 1995
DNK,1995-09,68.30384,Sep 1995
DNK,1995-10,68.33862,Oct 1995
DNK,1995-11,68.47773,Nov 1995
DNK,1995-12,68.44295,Dec 1995
DNK,1996-01,68.3734,Jan 1996
DNK,1996-02,68.75595,Feb 1996
DNK,1996-03,69.13851,Mar 1996
DNK,1996-04,69.3124,Apr 1996
DNK,1996-05,69.55585,May 1996
DNK,1996-06,69.48629,Jun 1996
DNK,1996-07,69.38195,Jul 1996
DNK,1996-08,69.52106,Aug 1996
DNK,1996-09,69.86884,Sep 1996
DNK,1996-10,69.97318,Oct 1996
DNK,1996-11,70.11229,Nov 1996
DNK,1996-12,70.04273,Dec 1996
DNK,1997-01,70.21662,Jan 1997
DNK,1997-02,70.2514,Feb 1997
DNK,1997-03,70.28618,Mar 1997
DNK,1997-04,70.49485,Apr 1997
DNK,1997-05,70.98174,May 1997
DNK,1997-06,71.15562,Jun 1997
DNK,1997-07,70.98174,Jul 1997
DNK,1997-08,71.25996,Aug 1997
DNK,1997-09,71.46863,Sep 1997
DNK,1997-10,71.50341,Oct 1997
DNK,1997-11,71.60774,Nov 1997
DNK,1997-12,71.50341,Dec 1997
DNK,1998-01,71.43385,Jan 1998
DNK,1998-02,71.74685,Feb 1998
DNK,1998-03,71.88596,Mar 1998
DNK,1998-04,72.05985,Apr 1998
DNK,1998-05,72.40763,May 1998
DNK,1998-06,72.37286,Jun 1998
DNK,1998-07,72.26852,Jul 1998
DNK,1998-08,72.37286,Aug 1998
DNK,1998-09,72.65108,Sep 1998
DNK,1998-10,72.68586,Oct 1998
DNK,1998-11,72.82497,Nov 1998
DNK,1998-12,72.72063,Dec 1998
DNK,1999-01,72.65108,Jan 1999
DNK,1999-02,73.20753,Feb 1999
DNK,1999-03,73.55531,Mar 1999
DNK,1999-04,73.76397,Apr 1999
DNK,1999-05,73.90308,May 1999
DNK,1999-06,74.11175,Jun 1999
DNK,1999-07,73.97264,Jul 1999
DNK,1999-08,74.35519,Aug 1999
DNK,1999-09,74.70297,Sep 1999
DNK,1999-10,74.84209,Oct 1999
DNK,1999-11,74.9812,Nov 1999
DNK,1999-12,75.05076,Dec 1999
DNK,2000-01,74.94642,Jan 2000
DNK,2000-02,75.40388,Feb 2000
DNK,2000-03,75.93758,Mar 2000
DNK,2000-04,76.01382,Apr 2000
DNK,2000-05,76.31879,May 2000
DNK,2000-06,76.54752,Jun 2000
DNK,2000-07,76.24255,Jul 2000
DNK,2000-08,76.16631,Aug 2000
DNK,2000-09,76.7,Sep 2000
DNK,2000-10,76.85249,Oct 2000
DNK,2000-11,76.92873,Nov 2000
DNK,2000-12,76.85249,Dec 2000
DNK,2001-01,76.7,Jan 2001
DNK,2001-02,77.3,Feb 2001
DNK,2001-03,77.7,Mar 2001
DNK,2001-04,78,Apr 2001
DNK,2001-05,78.4,May 2001
DNK,2001-06,78.3,Jun 2001
DNK,2001-07,78.1,Jul 2001
DNK,2001-08,78.1,Aug 2001
DNK,2001-09,78.4,Sep 2001
DNK,2001-10,78.5,Oct 2001
DNK,2001-11,78.3,Nov 2001
DNK,2001-12,78.5,Dec 2001
DNK,2002-01,78.6,Jan 2002
DNK,2002-02,79.2,Feb 2002
DNK,2002-03,79.7,Mar 2002
DNK,2002-04,80,Apr 2002
DNK,2002-05,80,May 2002
DNK,2002-06,80,Jun 2002
DNK,2002-07,79.8,Jul 2002
DNK,2002-08,79.9,Aug 2002
DNK,2002-09,80.3,Sep 2002
DNK,2002-10,80.5,Oct 2002
DNK,2002-11,80.5,Nov 2002
DNK,2002-12,80.5,Dec 2002
DNK,2003-01,80.6,Jan 2003
DNK,2003-02,81.4,Feb 2003
DNK,2003-03,82,Mar 2003
DNK,2003-04,81.9,Apr 2003
DNK,2003-05,81.8,May 2003
DNK,2003-06,81.8,Jun 2003
DNK,2003-07,81.3,Jul 2003
DNK,2003-08,81.3,Aug 2003
DNK,2003-09,81.8,Sep 2003
DNK,2003-10,81.6,Oct 2003
DNK,2003-11,81.8,Nov 2003
DNK,2003-12,81.6,Dec 2003
DNK,2004-01,81.6,Jan 2004
DNK,2004-02,82.2,Feb 2004
DNK,2004-03,82.5,Mar 2004
DNK,2004-04,82.6,Apr 2004
DNK,2004-05,82.9,May 2004
DNK,2004-06,82.7,Jun 2004
DNK,2004-07,82.4,Jul 2004
DNK,2004-08,82.2,Aug 2004
DNK,2004-09,82.7,Sep 2004
DNK,2004-10,83,Oct 2004
DNK,2004-11,82.8,Nov 2004
DNK,2004-12,82.6,Dec 2004
DNK,2005-01,82.4,Jan 2005
DNK,2005-02,83.2,Feb 2005
DNK,2005-03,83.7,Mar 2005
DNK,2005-04,84.1,Apr 2005
DNK,2005-05,84.1,May 2005
DNK,2005-06,84.2,Jun 2005
DNK,2005-07,84.1,Jul 2005
DNK,2005-08,84.1,Aug 2005
DNK,2005-09,84.7,Sep 2005
DNK,2005-10,84.7,Oct 2005
DNK,2005-11,84.4,Nov 2005
DNK,2005-12,84.5,Dec 2005
DNK,2006-01,84.2,Jan 2006
DNK,2006-02,85,Feb 2006
DNK,2006-03,85.3,Mar 2006
DNK,2006-04,85.7,Apr 2006
DNK,2006-05,85.8,May 2006
DNK,2006-06,86,Jun 2006
DNK,2006-07,85.8,Jul 2006
DNK,2006-08,85.8,Aug 2006
DNK,2006-09,86.1,Sep 2006
DNK,2006-10,86,Oct 2006
DNK,2006-11,85.9,Nov 2006
DNK,2006-12,86,Dec 2006
DNK,2007-01,85.7,Jan 2007
DNK,2007-02,86.6,Feb 2007
DNK,2007-03,87,Mar 2007
DNK,2007-04,87.1,Apr 2007
DNK,2007-05,87.3,May 2007
DNK,2007-06,87.2,Jun 2007
DNK,2007-07,86.8,Jul 2007
DNK,2007-08,86.6,Aug 2007
DNK,2007-09,87.2,Sep 2007
DNK,2007-10,87.5,Oct 2007
DNK,2007-11,88,Nov 2007
DNK,2007-12,88,Dec 2007
DNK,2008-01,88.2,Jan 2008
DNK,2008-02,89.3,Feb 2008
DNK,2008-03,89.7,Mar 2008
DNK,2008-04,90,Apr 2008
DNK,2008-05,90.3,May 2008
DNK,2008-06,90.5,Jun 2008
DNK,2008-07,90.3,Jul 2008
DNK,2008-08,90.4,Aug 2008
DNK,2008-09,90.8,Sep 2008
DNK,2008-10,90.7,Oct 2008
DNK,2008-11,90.4,Nov 2008
DNK,2008-12,90.1,Dec 2008
DNK,2009-01,89.8,Jan 2009
DNK,2009-02,90.9,Feb 2009
DNK,2009-03,91.2,Mar 2009
DNK,2009-04,91.1,Apr 2009
DNK,2009-05,91.4,May 2009
DNK,2009-06,91.6,Jun 2009
DNK,2009-07,91.2,Jul 2009
DNK,2009-08,91.4,Aug 2009
DNK,2009-09,91.6,Sep 2009
DNK,2009-10,91.6,Oct 2009
DNK,2009-11,91.6,Nov 2009
DNK,2009-12,91.4,Dec 2009
DNK,2010-01,91.6,Jan 2010
DNK,2010-02,92.7,Feb 2010
DNK,2010-03,93.3,Mar 2010
DNK,2010-04,93.4,Apr 2010
DNK,2010-05,93.4,May 2010
DNK,2010-06,93.3,Jun 2010
DNK,2010-07,93.2,Jul 2010
DNK,2010-08,93.6,Aug 2010
DNK,2010-09,93.9,Sep 2010
DNK,2010-10,93.8,Oct 2010
DNK,2010-11,93.9,Nov 2010
DNK,2010-12,94,Dec 2010
DNK,2011-01,94.1,Jan 2011
DNK,2011-02,95.2,Feb 2011
DNK,2011-03,95.8,Mar 2011
DNK,2011-04,96.2,Apr 2011
DNK,2011-05,96.3,May 2011
DNK,2011-06,96.1,Jun 2011
DNK,2011-07,96,Jul 2011
DNK,2011-08,96,Aug 2011
DNK,2011-09,96.3,Sep 2011
DNK,2011-10,96.4,Oct 2011
DNK,2011-11,96.3,Nov 2011
DNK,2011-12,96.3,Dec 2011
DNK,2012-01,96.7,Jan 2012
DNK,2012-02,97.8,Feb 2012
DNK,2012-03,98.3,Mar 2012
DNK,2012-04,98.3,Apr 2012
DNK,2012-05,98.4,May 2012
DNK,2012-06,98.2,Jun 2012
DNK,2012-07,98.2,Jul 2012
DNK,2012-08,98.5,Aug 2012
DNK,2012-09,98.7,Sep 2012
DNK,2012-10,98.7,Oct 2012
DNK,2012-11,98.5,Nov 2012
DNK,2012-12,98.3,Dec 2012
DNK,2013-01,97.9,Jan 2013
DNK,2013-02,99,Feb 2013
DNK,2013-03,99.3,Mar 2013
DNK,2013-04,99.1,Apr 2013
DNK,2013-05,99.2,May 2013
DNK,2013-06,99.1,Jun 2013
DNK,2013-07,98.8,Jul 2013
DNK,2013-08,98.9,Aug 2013
DNK,2013-09,99.2,Sep 2013
DNK,2013-10,99.3,Oct 2013
DNK,2013-11,99.1,Nov 2013
DNK,2013-12,99,Dec 2013
DNK,2014-01,98.9,Jan 2014
DNK,2014-02,99.5,Feb 2014
DNK,2014-03,99.6,Mar 2014
DNK,2014-04,99.8,Apr 2014
DNK,2014-05,99.7,May 2014
DNK,2014-06,99.7,Jun 2014
DNK,2014-07,99.5,Jul 2014
DNK,2014-08,99.4,Aug 2014
DNK,2014-09,99.7,Sep 2014
DNK,2014-10,99.8,Oct 2014
DNK,2014-11,99.6,Nov 2014
DNK,2014-12,99.4,Dec 2014
DNK,2015-01,98.8,Jan 2015
DNK,2015-02,99.8,Feb 2015
DNK,2015-03,100.2,Mar 2015
DNK,2015-04,100.3,Apr 2015
DNK,2015-05,100.4,May 2015
DNK,2015-06,100.3,Jun 2015
DNK,2015-07,100.2,Jul 2015
DNK,2015-08,100,Aug 2015
DNK,2015-09,100.2,Sep 2015
DNK,2015-10,100.1,Oct 2015
DNK,2015-11,99.9,Nov 2015
DNK,2015-12,99.8,Dec 2015
DNK,2016-01,99.4,Jan 2016
DNK,2016-02,100.1,Feb 2016
DNK,2016-03,100.2,Mar 2016
DNK,2016-04,100.3,Apr 2016
DNK,2016-05,100.5,May 2016
DNK,2016-06,100.6,Jun 2016
DNK,2016-07,100.5,Jul 2016
DNK,2016-08,100.2,Aug 2016
DNK,2016-09,100.2,Sep 2016
DNK,2016-10,100.4,Oct 2016
DNK,2016-11,100.3,Nov 2016
DNK,2016-12,100.3,Dec 2016
DNK,2017-01,100.3,Jan 2017
DNK,2017-02,101.1,Feb 2017
DNK,2017-03,101.2,Mar 2017
DNK,2017-04,101.4,Apr 2017
DNK,2017-05,101.3,May 2017
DNK,2017-06,101.2,Jun 2017
DNK,2017-07,102,Jul 2017
DNK,2017-08,101.7,Aug 2017
DNK,2017-09,101.8,Sep 2017
DNK,2017-10,101.9,Oct 2017
DNK,2017-11,101.6,Nov 2017
DNK,2017-12,101.3,Dec 2017
DNK,2018-01,101,Jan 2018
DNK,2018-02,101.7,Feb 2018
DNK,2018-03,101.7,Mar 2018
DNK,2018-04,102.2,Apr 2018
DNK,2018-05,102.4,May 2018
DNK,2018-06,102.3,Jun 2018
DNK,2018-07,103.1,Jul 2018
DNK,2018-08,102.7,Aug 2018
DNK,2018-09,102.4,Sep 2018
DNK,2018-10,102.7,Oct 2018
DNK,2018-11,102.4,Nov 2018
DNK,2018-12,102.1,Dec 2018
DNK,2019-01,102.3,Jan 2019
DNK,2019-02,102.8,Feb 2019
DNK,2019-03,102.9,Mar 2019
DNK,2019-04,103.2,Apr 2019
DNK,2019-05,103.1,May 2019
DNK,2019-06,102.9,Jun 2019
DNK,2019-07,103.5,Jul 2019
DNK,2019-08,103.1,Aug 2019
DNK,2019-09,102.9,Sep 2019
DNK,2019-10,103.3,Oct 2019
DNK,2019-11,103.1,Nov 2019
DNK,2019-12,102.9,Dec 2019
DNK,2020-01,103,Jan 2020
DNK,2020-02,103.6,Feb 2020
DNK,2020-03,103.3,Mar 2020
DNK,2020-04,103.2,Apr 2020
DNK,2020-05,103.1,May 2020
DNK,2020-06,103.2,Jun 2020
DNK,2020-07,104,Jul 2020
DNK,2020-08,103.6,Aug 2020
DNK,2020-09,103.5,Sep 2020
DNK,2020-10,103.7,Oct 2020
DNK,2020-11,103.6,Nov 2020
DNK,2020-12,103.4,Dec 2020
DNK,2021-01,103.6,Jan 2021
DNK,2021-02,104.2,Feb 2021
DNK,2021-03,104.3,Mar 2021
DNK,2021-04,104.7,Apr 2021
DNK,2021-05,104.9,May 2021
DNK,2021-06,105,Jun 2021
DNK,2021-07,105.7,Jul 2021
DNK,2021-08,105.5,Aug 2021
DNK,2021-09,105.8,Sep 2021
DNK,2021-10,106.8,Oct 2021
DNK,2021-11,107.1,Nov 2021
DNK,2021-12,106.6,Dec 2021
DNK,2022-01,108.1,Jan 2022
DNK,2022-02,109.2,Feb 2022
DNK,2022-03,109.9,Mar 2022
DNK,2022-04,111.7,Apr 2022
DNK,2022-05,112.7,May 2022
DNK,2022-06,113.6,Jun 2022
DNK,2022-07,114.9,Jul 2022
DNK,2022-08,114.9,Aug 2022
DNK,2022-09,116.4,Sep 2022
DNK,2022-10,117.6,Oct 2022
DNK,2022-11,116.6,Nov 2022
DNK,2022-12,115.9,Dec 2022
DNK,2023-01,116.4,Jan 2023
DNK,2023-02,117.5,Feb 2023
DNK,2023-03,117.3,Mar 2023
DNK,2023-04,117.6,Apr 2023
DNK,2023-05,116,May 2023
DNK,2023-06,116.4,Jun 2023
DNK,2023-07,118.5,Jul 2023
DNK,2023-08,117.7,Aug 2023
DNK,2023-09,117.4,Sep 2023
DNK,2023-10,117.7,Oct 2023
GRC,1955-01,0.964898,Jan 1955
GRC,1955-02,0.9581504,Feb 1955
GRC,1955-03,0.9798926,Mar 1955
GRC,1955-04,0.9768936,Apr 1955
GRC,1955-05,0.9911384,May 1955
