location,time,ppi_tot_fin_stage,date
USA,1953-10,15.73246,Oct 1953
USA,1953-11,15.68088,Nov 1953
USA,1953-12,15.6293,Dec 1953
USA,1954-01,15.73246,Jan 1954
USA,1954-02,15.68088,Feb 1954
USA,1954-03,15.6293,Mar 1954
USA,1954-04,15.73246,Apr 1954
USA,1954-05,15.73246,May 1954
USA,1954-06,15.6293,Jun 1954
USA,1954-07,15.73246,Jul 1954
USA,1954-08,15.73246,Aug 1954
USA,1954-09,15.68088,Sep 1954
USA,1954-10,15.6293,Oct 1954
USA,1954-11,15.68088,Nov 1954
USA,1954-12,15.6293,Dec 1954
USA,1955-01,15.68088,Jan 1955
USA,1955-02,15.73246,Feb 1955
USA,1955-03,15.6293,Mar 1955
USA,1955-04,15.68088,Apr 1955
USA,1955-05,15.6293,May 1955
USA,1955-06,15.68088,Jun 1955
USA,1955-07,15.68088,Jul 1955
USA,1955-08,15.73246,Aug 1955
USA,1955-09,15.78404,Sep 1955
USA,1955-10,15.78404,Oct 1955
USA,1955-11,15.78404,Nov 1955
USA,1955-12,15.78404,Dec 1955
USA,1956-01,15.83563,Jan 1956
USA,1956-02,15.88721,Feb 1956
USA,1956-03,15.93879,Mar 1956
USA,1956-04,15.99037,Apr 1956
USA,1956-05,16.09353,May 1956
USA,1956-06,16.14512,Jun 1956
USA,1956-07,16.14512,Jul 1956
USA,1956-08,16.1967,Aug 1956
USA,1956-09,16.35144,Sep 1956
USA,1956-10,16.40303,Oct 1956
USA,1956-11,16.45461,Nov 1956
USA,1956-12,16.45461,Dec 1956
USA,1957-01,16.55777,Jan 1957
USA,1957-02,16.60935,Feb 1957
USA,1957-03,16.55777,Mar 1957
USA,1957-04,16.66093,Apr 1957
USA,1957-05,16.66093,May 1957
USA,1957-06,16.71252,Jun 1957
USA,1957-07,16.81568,Jul 1957
USA,1957-08,16.81568,Aug 1957
USA,1957-09,16.86726,Sep 1957
USA,1957-10,16.86726,Oct 1957
USA,1957-11,16.97043,Nov 1957
USA,1957-12,17.02201,Dec 1957
USA,1958-01,17.12517,Jan 1958
USA,1958-02,17.12517,Feb 1958
USA,1958-03,17.22834,Mar 1958
USA,1958-04,17.12517,Apr 1958
USA,1958-05,17.12517,May 1958
USA,1958-06,17.12517,Jun 1958
USA,1958-07,17.12517,Jul 1958
USA,1958-08,17.12517,Aug 1958
USA,1958-09,17.12517,Sep 1958
USA,1958-10,17.12517,Oct 1958
USA,1958-11,17.12517,Nov 1958
USA,1958-12,17.07359,Dec 1958
USA,1959-01,17.12517,Jan 1959
USA,1959-02,17.12517,Feb 1959
USA,1959-03,17.12517,Mar 1959
USA,1959-04,17.12517,Apr 1959
USA,1959-05,17.12517,May 1959
USA,1959-06,17.07359,Jun 1959
USA,1959-07,17.07359,Jul 1959
USA,1959-08,17.02201,Aug 1959
USA,1959-09,17.22834,Sep 1959
USA,1959-10,17.07359,Oct 1959
USA,1959-11,17.02201,Nov 1959
USA,1959-12,17.02201,Dec 1959
USA,1960-01,17.12517,Jan 1960
USA,1960-02,17.07359,Feb 1960
USA,1960-03,17.22834,Mar 1960
USA,1960-04,17.22834,Apr 1960
USA,1960-05,17.17675,May 1960
USA,1960-06,17.17675,Jun 1960
USA,1960-07,17.27992,Jul 1960
USA,1960-08,17.22834,Aug 1960
USA,1960-09,17.22834,Sep 1960
USA,1960-10,17.38308,Oct 1960
USA,1960-11,17.38308,Nov 1960
USA,1960-12,17.3315,Dec 1960
USA,1961-01,17.38308,Jan 1961
USA,1961-02,17.38308,Feb 1961
USA,1961-03,17.3315,Mar 1961
USA,1961-04,17.17675,Apr 1961
USA,1961-05,17.12517,May 1961
USA,1961-06,17.12517,Jun 1961
USA,1961-07,17.17675,Jul 1961
USA,1961-08,17.22834,Aug 1961
USA,1961-09,17.17675,Sep 1961
USA,1961-10,17.17675,Oct 1961
USA,1961-11,17.22834,Nov 1961
USA,1961-12,17.22834,Dec 1961
USA,1962-01,17.3315,Jan 1962
USA,1962-02,17.3315,Feb 1962
USA,1962-03,17.27992,Mar 1962
USA,1962-04,17.22834,Apr 1962
USA,1962-05,17.17675,May 1962
USA,1962-06,17.17675,Jun 1962
USA,1962-07,17.22834,Jul 1962
USA,1962-08,17.27992,Aug 1962
USA,1962-09,17.43466,Sep 1962
USA,1962-10,17.3315,Oct 1962
USA,1962-11,17.3315,Nov 1962
USA,1962-12,17.27992,Dec 1962
USA,1963-01,17.27992,Jan 1963
USA,1963-02,17.22834,Feb 1963
USA,1963-03,17.17675,Mar 1963
USA,1963-04,17.12517,Apr 1963
USA,1963-05,17.17675,May 1963
USA,1963-06,17.22834,Jun 1963
USA,1963-07,17.27992,Jul 1963
USA,1963-08,17.22834,Aug 1963
USA,1963-09,17.22834,Sep 1963
USA,1963-10,17.27992,Oct 1963
USA,1963-11,17.27992,Nov 1963
USA,1963-12,17.22834,Dec 1963
USA,1964-01,17.3315,Jan 1964
USA,1964-02,17.27992,Feb 1964
USA,1964-03,17.22834,Mar 1964
USA,1964-04,17.22834,Apr 1964
USA,1964-05,17.22834,May 1964
USA,1964-06,17.27992,Jun 1964
USA,1964-07,17.3315,Jul 1964
USA,1964-08,17.3315,Aug 1964
USA,1964-09,17.3315,Sep 1964
USA,1964-10,17.3315,Oct 1964
USA,1964-11,17.3315,Nov 1964
USA,1964-12,17.3315,Dec 1964
USA,1965-01,17.38308,Jan 1965
USA,1965-02,17.38308,Feb 1965
USA,1965-03,17.38308,Mar 1965
USA,1965-04,17.48624,Apr 1965
USA,1965-05,17.53783,May 1965
USA,1965-06,17.64099,Jun 1965
USA,1965-07,17.64099,Jul 1965
USA,1965-08,17.64099,Aug 1965
USA,1965-09,17.69257,Sep 1965
USA,1965-10,17.74415,Oct 1965
USA,1965-11,17.79574,Nov 1965
USA,1965-12,17.8989,Dec 1965
USA,1966-01,17.95048,Jan 1966
USA,1966-02,18.05364,Feb 1966
USA,1966-03,18.05364,Mar 1966
USA,1966-04,18.05364,Apr 1966
USA,1966-05,18.05364,May 1966
USA,1966-06,18.05364,Jun 1966
USA,1966-07,18.15681,Jul 1966
USA,1966-08,18.25997,Aug 1966
USA,1966-09,18.36314,Sep 1966
USA,1966-10,18.31155,Oct 1966
USA,1966-11,18.31155,Nov 1966
USA,1966-12,18.25997,Dec 1966
USA,1967-01,18.31155,Jan 1967
USA,1967-02,18.25997,Feb 1967
USA,1967-03,18.20839,Mar 1967
USA,1967-04,18.15681,Apr 1967
USA,1967-05,18.25997,May 1967
USA,1967-06,18.41472,Jun 1967
USA,1967-07,18.4663,Jul 1967
USA,1967-08,18.41472,Aug 1967
USA,1967-09,18.4663,Sep 1967
USA,1967-10,18.4663,Oct 1967
USA,1967-11,18.4663,Nov 1967
USA,1967-12,18.56946,Dec 1967
USA,1968-01,18.62105,Jan 1968
USA,1968-02,18.72421,Feb 1968
USA,1968-03,18.72421,Mar 1968
USA,1968-04,18.72421,Apr 1968
USA,1968-05,18.82737,May 1968
USA,1968-06,18.93054,Jun 1968
USA,1968-07,18.98212,Jul 1968
USA,1968-08,18.93054,Aug 1968
USA,1968-09,19.0337,Sep 1968
USA,1968-10,19.0337,Oct 1968
USA,1968-11,19.13686,Nov 1968
USA,1968-12,19.13686,Dec 1968
USA,1969-01,19.24003,Jan 1969
USA,1969-02,19.24003,Feb 1969
USA,1969-03,19.34319,Mar 1969
USA,1969-04,19.34319,Apr 1969
USA,1969-05,19.49794,May 1969
USA,1969-06,19.6011,Jun 1969
USA,1969-07,19.70426,Jul 1969
USA,1969-08,19.65268,Aug 1969
USA,1969-09,19.70426,Sep 1969
USA,1969-10,19.80743,Oct 1969
USA,1969-11,19.96217,Nov 1969
USA,1969-12,20.06534,Dec 1969
USA,1970-01,20.1685,Jan 1970
USA,1970-02,20.1685,Feb 1970
USA,1970-03,20.22008,Mar 1970
USA,1970-04,20.11692,Apr 1970
USA,1970-05,20.1685,May 1970
USA,1970-06,20.22008,Jun 1970
USA,1970-07,20.32325,Jul 1970
USA,1970-08,20.22008,Aug 1970
USA,1970-09,20.32325,Sep 1970
USA,1970-10,20.37483,Oct 1970
USA,1970-11,20.47799,Nov 1970
USA,1970-12,20.47799,Dec 1970
USA,1971-01,20.63274,Jan 1971
USA,1971-02,20.7359,Feb 1971
USA,1971-03,20.78748,Mar 1971
USA,1971-04,20.78748,Apr 1971
USA,1971-05,20.89065,May 1971
USA,1971-06,20.94223,Jun 1971
USA,1971-07,20.94223,Jul 1971
USA,1971-08,20.99381,Aug 1971
USA,1971-09,20.94223,Sep 1971
USA,1971-10,20.94223,Oct 1971
USA,1971-11,20.99381,Nov 1971
USA,1971-12,21.14856,Dec 1971
USA,1972-01,21.25172,Jan 1972
USA,1972-02,21.35488,Feb 1972
USA,1972-03,21.35488,Mar 1972
USA,1972-04,21.3033,Apr 1972
USA,1972-05,21.40647,May 1972
USA,1972-06,21.50963,Jun 1972
USA,1972-07,21.66437,Jul 1972
USA,1972-08,21.66437,Aug 1972
USA,1972-09,21.71596,Sep 1972
USA,1972-10,21.61279,Oct 1972
USA,1972-11,21.76754,Nov 1972
USA,1972-12,21.97387,Dec 1972
USA,1973-01,22.23178,Jan 1973
USA,1973-02,22.54127,Feb 1973
USA,1973-03,22.90234,Mar 1973
USA,1973-04,23.05708,Apr 1973
USA,1973-05,23.21183,May 1973
USA,1973-06,23.41816,Jun 1973
USA,1973-07,23.46974,Jul 1973
USA,1973-08,24.24347,Aug 1973
USA,1973-09,24.1403,Sep 1973
USA,1973-10,24.1403,Oct 1973
USA,1973-11,24.24347,Nov 1973
USA,1973-12,24.55296,Dec 1973
USA,1974-01,25.2751,Jan 1974
USA,1974-02,25.73934,Feb 1974
USA,1974-03,25.89408,Mar 1974
USA,1974-04,26.10041,Apr 1974
USA,1974-05,26.4099,May 1974
USA,1974-06,26.46148,Jun 1974
USA,1974-07,27.23521,Jul 1974
USA,1974-08,27.69945,Aug 1974
USA,1974-09,27.95736,Sep 1974
USA,1974-10,28.52476,Oct 1974
USA,1974-11,28.989,Nov 1974
USA,1974-12,29.04058,Dec 1974
USA,1975-01,29.29849,Jan 1975
USA,1975-02,29.29849,Feb 1975
USA,1975-03,29.19532,Mar 1975
USA,1975-04,29.40165,Apr 1975
USA,1975-05,29.60798,May 1975
USA,1975-06,29.86589,Jun 1975
USA,1975-07,30.22696,Jul 1975
USA,1975-08,30.27854,Aug 1975
USA,1975-09,30.53645,Sep 1975
USA,1975-10,30.89752,Oct 1975
USA,1975-11,30.89752,Nov 1975
USA,1975-12,30.94911,Dec 1975
USA,1976-01,31.00069,Jan 1976
USA,1976-02,30.89752,Feb 1976
USA,1976-03,30.89752,Mar 1976
USA,1976-04,31.10385,Apr 1976
USA,1976-05,31.15543,May 1976
USA,1976-06,31.2586,Jun 1976
USA,1976-07,31.36176,Jul 1976
USA,1976-08,31.31018,Aug 1976
USA,1976-09,31.41334,Sep 1976
USA,1976-10,31.77442,Oct 1976
USA,1976-11,31.87758,Nov 1976
USA,1976-12,32.13549,Dec 1976
USA,1977-01,32.29023,Jan 1977
USA,1977-02,32.59972,Feb 1977
USA,1977-03,32.80605,Mar 1977
USA,1977-04,33.06396,Apr 1977
USA,1977-05,33.32187,May 1977
USA,1977-06,33.37345,Jun 1977
USA,1977-07,33.5282,Jul 1977
USA,1977-08,33.5282,Aug 1977
USA,1977-09,33.68295,Sep 1977
USA,1977-10,34.04402,Oct 1977
USA,1977-11,34.14718,Nov 1977
USA,1977-12,34.30193,Dec 1977
USA,1978-01,34.61142,Jan 1978
USA,1978-02,34.86933,Feb 1978
USA,1978-03,34.97249,Mar 1978
USA,1978-04,35.43673,Apr 1978
USA,1978-05,35.74622,May 1978
USA,1978-06,36.00413,Jun 1978
USA,1978-07,36.31362,Jul 1978
USA,1978-08,36.21045,Aug 1978
USA,1978-09,36.46836,Sep 1978
USA,1978-10,36.9326,Oct 1978
USA,1978-11,37.08735,Nov 1978
USA,1978-12,37.5,Dec 1978
USA,1979-01,38.01582,Jan 1979
USA,1979-02,38.48006,Feb 1979
USA,1979-03,38.73796,Mar 1979
USA,1979-04,39.15062,Apr 1979
USA,1979-05,39.40853,May 1979
USA,1979-06,39.56327,Jun 1979
USA,1979-07,39.97593,Jul 1979
USA,1979-08,40.23384,Aug 1979
USA,1979-09,40.85282,Sep 1979
USA,1979-10,41.52338,Oct 1979
USA,1979-11,41.88446,Nov 1979
USA,1979-12,42.297110000000004,Dec 1979
USA,1980-01,43.07084,Jan 1980
USA,1980-02,43.68982,Feb 1980
USA,1980-03,44.10247,Mar 1980
USA,1980-04,44.51513,Apr 1980
USA,1980-05,44.72146,May 1980
USA,1980-06,45.03095,Jun 1980
USA,1980-07,45.80468,Jul 1980
USA,1980-08,46.21733,Aug 1980
USA,1980-09,46.21733,Sep 1980
USA,1980-10,46.93948,Oct 1980
USA,1980-11,47.09422,Nov 1980
USA,1980-12,47.30055,Dec 1980
USA,1981-01,47.97112,Jan 1981
USA,1981-02,48.38377,Feb 1981
USA,1981-03,48.89959,Mar 1981
USA,1981-04,49.36382,Apr 1981
USA,1981-05,49.57015,May 1981
USA,1981-06,49.7249,Jun 1981
USA,1981-07,49.98281,Jul 1981
USA,1981-08,49.87964,Aug 1981
USA,1981-09,49.87964,Sep 1981
USA,1981-10,50.44704,Oct 1981
USA,1981-11,50.49862,Nov 1981
USA,1981-12,50.65337,Dec 1981
USA,1982-01,51.06602,Jan 1982
USA,1982-02,51.06602,Feb 1982
USA,1982-03,50.96286,Mar 1982
USA,1982-04,50.96286,Apr 1982
USA,1982-05,51.06602,May 1982
USA,1982-06,51.4271,Jun 1982
USA,1982-07,51.78817,Jul 1982
USA,1982-08,51.89133,Aug 1982
USA,1982-09,51.68501,Sep 1982
USA,1982-10,52.20082,Oct 1982
USA,1982-11,52.35557,Nov 1982
USA,1982-12,52.45874,Dec 1982
USA,1983-01,52.20082,Jan 1983
USA,1983-02,52.20082,Feb 1983
USA,1983-03,52.09766,Mar 1983
USA,1983-04,52.04608,Apr 1983
USA,1983-05,52.25241,May 1983
USA,1983-06,52.40715,Jun 1983
USA,1983-07,52.51031,Jul 1983
USA,1983-08,52.61348,Aug 1983
USA,1983-09,52.40715,Sep 1983
USA,1983-10,52.87139,Oct 1983
USA,1983-11,52.71664,Nov 1983
USA,1983-12,52.76823,Dec 1983
USA,1984-01,53.23246,Jan 1984
USA,1984-02,53.43879,Feb 1984
USA,1984-03,53.54195,Mar 1984
USA,1984-04,53.54195,Apr 1984
USA,1984-05,53.49037,May 1984
USA,1984-06,53.49037,Jun 1984
USA,1984-07,53.74828,Jul 1984
USA,1984-08,53.54195,Aug 1984
USA,1984-09,53.23246,Sep 1984
USA,1984-10,53.59354,Oct 1984
USA,1984-11,53.74828,Nov 1984
USA,1984-12,53.64512,Dec 1984
USA,1985-01,53.6967,Jan 1985
USA,1985-02,53.74828,Feb 1985
USA,1985-03,53.6967,Mar 1985
USA,1985-04,53.85144,Apr 1985
USA,1985-05,54.05777,May 1985
USA,1985-06,54.05777,Jun 1985
USA,1985-07,54.21252,Jul 1985
USA,1985-08,53.95461,Aug 1985
USA,1985-09,53.28404,Sep 1985
USA,1985-10,54.16093,Oct 1985
USA,1985-11,54.47042,Nov 1985
USA,1985-12,54.62517,Dec 1985
USA,1986-01,54.41885,Jan 1986
USA,1986-02,53.64512,Feb 1986
USA,1986-03,52.92297,Mar 1986
USA,1986-04,52.76823,Apr 1986
USA,1986-05,53.07772,May 1986
USA,1986-06,53.18088,Jun 1986
USA,1986-07,52.87139,Jul 1986
USA,1986-08,52.97455,Aug 1986
USA,1986-09,52.81981,Sep 1986
USA,1986-10,53.43879,Oct 1986
USA,1986-11,53.43879,Nov 1986
USA,1986-12,53.38721,Dec 1986
USA,1987-01,53.64512,Jan 1987
USA,1987-02,53.6967,Feb 1987
USA,1987-03,53.79986,Mar 1987
USA,1987-04,54.21252,Apr 1987
USA,1987-05,54.36726,May 1987
USA,1987-06,54.41885,Jun 1987
USA,1987-07,54.67675,Jul 1987
USA,1987-08,54.62517,Aug 1987
USA,1987-09,54.52201,Sep 1987
USA,1987-10,54.77992,Oct 1987
USA,1987-11,54.8315,Nov 1987
USA,1987-12,54.57359,Dec 1987
USA,1988-01,54.8315,Jan 1988
USA,1988-02,54.72834,Feb 1988
USA,1988-03,54.8315,Mar 1988
USA,1988-04,55.19257,Apr 1988
USA,1988-05,55.45048,May 1988
USA,1988-06,55.55365,Jun 1988
USA,1988-07,56.01788,Jul 1988
USA,1988-08,56.06946,Aug 1988
USA,1988-09,56.01788,Sep 1988
USA,1988-10,56.43054,Oct 1988
USA,1988-11,56.63686,Nov 1988
USA,1988-12,56.74003,Dec 1988
USA,1989-01,57.30743,Jan 1989
USA,1989-02,57.61692,Feb 1989
USA,1989-03,57.82325,Mar 1989
USA,1989-04,58.28748,Apr 1989
USA,1989-05,58.90646,May 1989
USA,1989-06,58.95805,Jun 1989
USA,1989-07,58.85488,Jul 1989
USA,1989-08,58.49381,Aug 1989
USA,1989-09,58.59697,Sep 1989
USA,1989-10,59.26754,Oct 1989
USA,1989-11,59.26754,Nov 1989
USA,1989-12,59.52545,Dec 1989
USA,1990-01,60.66025,Jan 1990
USA,1990-02,60.55708,Feb 1990
USA,1990-03,60.45392,Mar 1990
USA,1990-04,60.45392,Apr 1990
USA,1990-05,60.71183,May 1990
USA,1990-06,60.76341,Jun 1990
USA,1990-07,60.96974,Jul 1990
USA,1990-08,61.53714,Aug 1990
USA,1990-09,62.10454,Sep 1990
USA,1990-10,63.08459,Oct 1990
USA,1990-11,63.39408,Nov 1990
USA,1990-12,62.92985,Dec 1990
USA,1991-01,63.08459,Jan 1991
USA,1991-02,62.62036,Feb 1991
USA,1991-03,62.36245,Mar 1991
USA,1991-04,62.46561,Apr 1991
USA,1991-05,62.82669,May 1991
USA,1991-06,62.87827,Jun 1991
USA,1991-07,62.72352,Jul 1991
USA,1991-08,62.7751,Aug 1991
USA,1991-09,62.62036,Sep 1991
USA,1991-10,63.03301,Oct 1991
USA,1991-11,63.08459,Nov 1991
USA,1991-12,62.87827,Dec 1991
USA,1992-01,62.82669,Jan 1992
USA,1992-02,62.98143,Feb 1992
USA,1992-03,63.03301,Mar 1992
USA,1992-04,63.13618,Apr 1992
USA,1992-05,63.54883,May 1992
USA,1992-06,63.9099,Jun 1992
USA,1992-07,63.80674,Jul 1992
USA,1992-08,63.75516,Aug 1992
USA,1992-09,63.60041,Sep 1992
USA,1992-10,64.16782,Oct 1992
USA,1992-11,63.96149,Nov 1992
USA,1992-12,63.85832,Dec 1992
USA,1993-01,64.06465,Jan 1993
USA,1993-02,64.2194,Feb 1993
USA,1993-03,64.32256,Mar 1993
USA,1993-04,64.73521,Apr 1993
USA,1993-05,64.88996,May 1993
USA,1993-06,64.73521,Jun 1993
USA,1993-07,64.63205,Jul 1993
USA,1993-08,64.06465,Aug 1993
USA,1993-09,63.85832,Sep 1993
USA,1993-10,64.27097,Oct 1993
USA,1993-11,64.2194,Nov 1993
USA,1993-12,64.01307,Dec 1993
USA,1994-01,64.2194,Jan 1994
USA,1994-02,64.37414,Feb 1994
USA,1994-03,64.42572,Mar 1994
USA,1994-04,64.4773,Apr 1994
USA,1994-05,64.63205,May 1994
USA,1994-06,64.7868,Jun 1994
USA,1994-07,64.99313,Jul 1994
USA,1994-08,65.25103,Aug 1994
USA,1994-09,64.7868,Sep 1994
USA,1994-10,64.88996,Oct 1994
USA,1994-11,65.0447,Nov 1994
USA,1994-12,65.09628,Dec 1994
USA,1995-01,65.30261,Jan 1995
USA,1995-02,65.45736,Feb 1995
USA,1995-03,65.56052,Mar 1995
USA,1995-04,65.81844,Apr 1995
USA,1995-05,66.07634,May 1995
USA,1995-06,66.12792,Jun 1995
USA,1995-07,66.12792,Jul 1995
USA,1995-08,66.07634,Aug 1995
USA,1995-09,65.97318,Sep 1995
USA,1995-10,66.38583,Oct 1995
USA,1995-11,66.38583,Nov 1995
USA,1995-12,66.59216,Dec 1995
USA,1996-01,66.7469,Jan 1996
USA,1996-02,66.7469,Feb 1996
USA,1996-03,67.10798,Mar 1996
USA,1996-04,67.36589,Apr 1996
USA,1996-05,67.62379,May 1996
USA,1996-06,67.93329,Jun 1996
USA,1996-07,67.83012,Jul 1996
USA,1996-08,68.03645,Aug 1996
USA,1996-09,67.98487,Sep 1996
USA,1996-10,68.4491,Oct 1996
USA,1996-11,68.39752,Nov 1996
USA,1996-12,68.4491,Dec 1996
USA,1997-01,68.39752,Jan 1997
USA,1997-02,68.1912,Feb 1997
USA,1997-03,68.13962,Mar 1997
USA,1997-04,67.88171,Apr 1997
USA,1997-05,67.88171,May 1997
USA,1997-06,67.88171,Jun 1997
USA,1997-07,67.72696,Jul 1997
USA,1997-08,67.93329,Aug 1997
USA,1997-09,67.98487,Sep 1997
USA,1997-10,68.24277,Oct 1997
USA,1997-11,67.93329,Nov 1997
USA,1997-12,67.62379,Dec 1997
USA,1998-01,67.21114,Jan 1998
USA,1998-02,67.15956,Feb 1998
USA,1998-03,67.10798,Mar 1998
USA,1998-04,67.26273,Apr 1998
USA,1998-05,67.36589,May 1998
USA,1998-06,67.41747,Jun 1998
USA,1998-07,67.57221,Jul 1998
USA,1998-08,67.41747,Aug 1998
USA,1998-09,67.36589,Sep 1998
USA,1998-10,67.77854,Oct 1998
USA,1998-11,67.52063,Nov 1998
USA,1998-12,67.62379,Dec 1998
USA,1999-01,67.77854,Jan 1999
USA,1999-02,67.46905,Feb 1999
USA,1999-03,67.62379,Mar 1999
USA,1999-04,68.03645,Apr 1999
USA,1999-05,68.29436,May 1999
USA,1999-06,68.4491,Jun 1999
USA,1999-07,68.55227,Jul 1999
USA,1999-08,68.96493,Aug 1999
USA,1999-09,69.48074,Sep 1999
USA,1999-10,69.68707,Oct 1999
USA,1999-11,69.58391,Nov 1999
USA,1999-12,69.58391,Dec 1999
USA,2000-01,69.48074,Jan 2000
USA,2000-02,70.15131,Feb 2000
USA,2000-03,70.56396,Mar 2000
USA,2000-04,70.51238,Apr 2000
USA,2000-05,70.82187,May 2000
USA,2000-06,71.49243,Jun 2000
USA,2000-07,71.49243,Jul 2000
USA,2000-08,71.28611,Aug 2000
USA,2000-09,71.90509,Sep 2000
USA,2000-10,72.26616,Oct 2000
USA,2000-11,72.21458,Nov 2000
USA,2000-12,72.05984,Dec 2000
USA,2001-01,72.83356,Jan 2001
USA,2001-02,72.93673,Feb 2001
USA,2001-03,72.67882,Mar 2001
USA,2001-04,73.14305,Apr 2001
USA,2001-05,73.60729,May 2001
USA,2001-06,73.34938,Jun 2001
USA,2001-07,72.47249,Jul 2001
USA,2001-08,72.67882,Aug 2001
USA,2001-09,73.03989,Sep 2001
USA,2001-10,72.05984,Oct 2001
USA,2001-11,71.33769,Nov 2001
USA,2001-12,70.87345,Dec 2001
USA,2002-01,70.87345,Jan 2002
USA,2002-02,71.0282,Feb 2002
USA,2002-03,71.54401,Mar 2002
USA,2002-04,71.5956,Apr 2002
USA,2002-05,71.49243,May 2002
USA,2002-06,71.69876,Jun 2002
USA,2002-07,71.5956,Jul 2002
USA,2002-08,71.5956,Aug 2002
USA,2002-09,71.75034,Sep 2002
USA,2002-10,72.57565,Oct 2002
USA,2002-11,72.05984,Nov 2002
USA,2002-12,71.69876,Dec 2002
USA,2003-01,72.62724,Jan 2003
USA,2003-02,73.40096,Feb 2003
USA,2003-03,74.38102,Mar 2003
USA,2003-04,73.2978,Apr 2003
USA,2003-05,73.24622,May 2003
USA,2003-06,73.76204,Jun 2003
USA,2003-07,73.76204,Jul 2003
USA,2003-08,74.12311,Aug 2003
USA,2003-09,74.27785,Sep 2003
USA,2003-10,75.05158,Oct 2003
USA,2003-11,74.53577,Nov 2003
USA,2003-12,74.53577,Dec 2003
USA,2004-01,75,Jan 2004
USA,2004-02,74.94842,Feb 2004
USA,2004-03,75.46423,Mar 2004
USA,2004-04,75.98006,Apr 2004
USA,2004-05,76.80537,May 2004
USA,2004-06,76.7022,Jun 2004
USA,2004-07,76.59904,Jul 2004
USA,2004-08,76.59904,Aug 2004
USA,2004-09,76.7022,Sep 2004
USA,2004-10,78.4044,Oct 2004
USA,2004-11,78.24966,Nov 2004
USA,2004-12,77.68226,Dec 2004
USA,2005-01,78.09491,Jan 2005
USA,2005-02,78.45599,Feb 2005
USA,2005-03,79.22971,Mar 2005
USA,2005-04,79.64236,Apr 2005
USA,2005-05,79.59078,May 2005
USA,2005-06,79.5392,Jun 2005
USA,2005-07,80.20976,Jul 2005
USA,2005-08,80.62242,Aug 2005
USA,2005-09,81.96355,Sep 2005
USA,2005-10,82.99519,Oct 2005
USA,2005-11,81.65406,Nov 2005
USA,2005-12,81.86038,Dec 2005
USA,2006-01,82.47937,Jan 2006
USA,2006-02,81.49931,Feb 2006
USA,2006-03,82.06671,Mar 2006
USA,2006-04,82.89202,Apr 2006
USA,2006-05,83.14993,May 2006
USA,2006-06,83.45942,Jun 2006
USA,2006-07,83.40784,Jul 2006
USA,2006-08,83.71733,Aug 2006
USA,2006-09,82.68569,Sep 2006
USA,2006-10,81.96355,Oct 2006
USA,2006-11,82.42779,Nov 2006
USA,2006-12,82.78886,Dec 2006
USA,2007-01,82.58253,Jan 2007
USA,2007-02,83.45942,Feb 2007
USA,2007-03,84.64581,Mar 2007
USA,2007-04,85.57428,Apr 2007
USA,2007-05,86.39959,May 2007
USA,2007-06,86.24484,Jun 2007
USA,2007-07,86.91541,Jul 2007
USA,2007-08,85.67744,Aug 2007
USA,2007-09,86.34801,Sep 2007
USA,2007-10,86.96699,Oct 2007
USA,2007-11,88.41128,Nov 2007
USA,2007-12,87.89546,Dec 2007
USA,2008-01,88.72077,Jan 2008
USA,2008-02,88.87552,Feb 2008
USA,2008-03,90.31981,Mar 2008
USA,2008-04,91.04195,Apr 2008
USA,2008-05,92.74416,May 2008
USA,2008-06,94.08528,Jun 2008
USA,2008-07,95.47799,Jul 2008
USA,2008-08,93.98212,Aug 2008
USA,2008-09,93.98212,Sep 2008
USA,2008-10,91.50619,Oct 2008
USA,2008-11,88.72077,Nov 2008
USA,2008-12,87.07015,Dec 2008
USA,2009-01,87.89546,Jan 2009
USA,2009-02,87.63755,Feb 2009
USA,2009-03,87.2249,Mar 2009
USA,2009-04,87.84388,Apr 2009
USA,2009-05,88.25653,May 2009
USA,2009-06,89.90715,Jun 2009
USA,2009-07,88.9271,Jul 2009
USA,2009-08,89.85557,Aug 2009
USA,2009-09,89.33975,Sep 2009
USA,2009-10,89.64925,Oct 2009
USA,2009-11,90.6293,Nov 2009
USA,2009-12,90.78404,Dec 2009
USA,2010-01,91.81568,Jan 2010
USA,2010-02,91.24828,Feb 2010
USA,2010-03,92.38308,Mar 2010
USA,2010-04,92.58941,Apr 2010
USA,2010-05,92.79574,May 2010
USA,2010-06,92.3315,Jun 2010
USA,2010-07,92.58941,Jul 2010
USA,2010-08,92.84732,Aug 2010
USA,2010-09,92.84732,Sep 2010
USA,2010-10,93.4663,Oct 2010
USA,2010-11,93.67263,Nov 2010
USA,2010-12,94.18845,Dec 2010
USA,2011-01,95.1685,Jan 2011
USA,2011-02,96.3033,Feb 2011
USA,2011-03,97.64443,Mar 2011
USA,2011-04,98.83081,Apr 2011
USA,2011-05,99.39821,May 2011
USA,2011-06,98.83081,Jun 2011
USA,2011-07,99.24347,Jul 2011
USA,2011-08,98.93398,Aug 2011
USA,2011-09,99.44979,Sep 2011
USA,2011-10,98.98556,Oct 2011
USA,2011-11,98.98556,Nov 2011
USA,2011-12,98.62448,Dec 2011
USA,2012-01,99.08872,Jan 2012
USA,2012-02,99.55296,Feb 2012
USA,2012-03,100.3267,Mar 2012
USA,2012-04,100.5846,Apr 2012
USA,2012-05,99.96561,May 2012
USA,2012-06,99.50137,Jun 2012
