location,time,cpi_total,date
SWE,2005-04,0.2576582,Apr 2005
SWE,2005-05,0.07853497,May 2005
SWE,2005-06,0.5521494,Jun 2005
SWE,2005-07,0.330353,Jul 2005
SWE,2005-08,0.6435145,Aug 2005
SWE,2005-09,0.5995932,Sep 2005
SWE,2005-10,0.4803928,Oct 2005
SWE,2005-11,0.8160052,Nov 2005
SWE,2005-12,0.8841954,Dec 2005
SWE,2006-01,0.6117529,Jan 2006
SWE,2006-02,0.6088825,Feb 2006
SWE,2006-03,1.122431,Mar 2006
SWE,2006-04,1.484866,Apr 2006
SWE,2006-05,1.573034,May 2006
SWE,2006-06,1.50829,Jun 2006
SWE,2006-07,1.710748,Jul 2006
SWE,2006-08,1.582425,Aug 2006
SWE,2006-09,1.479405,Sep 2006
SWE,2006-10,1.310338,Oct 2006
SWE,2006-11,1.682701,Nov 2006
SWE,2006-12,1.635796,Dec 2006
SWE,2007-01,1.938553,Jan 2007
SWE,2007-02,1.975792,Feb 2007
SWE,2007-03,1.923009,Mar 2007
SWE,2007-04,1.923889,Apr 2007
SWE,2007-05,1.657536,May 2007
SWE,2007-06,1.851201,Jun 2007
SWE,2007-07,1.864949,Jul 2007
SWE,2007-08,1.76876,Aug 2007
SWE,2007-09,2.188505,Sep 2007
SWE,2007-10,2.719614,Oct 2007
SWE,2007-11,3.253849,Nov 2007
SWE,2007-12,3.452851,Dec 2007
SWE,2008-01,3.196379,Jan 2008
SWE,2008-02,3.103508,Feb 2008
SWE,2008-03,3.409288,Mar 2008
SWE,2008-04,3.34035,Apr 2008
SWE,2008-05,3.858643,May 2008
SWE,2008-06,4.18348,Jun 2008
SWE,2008-07,4.134858,Jul 2008
SWE,2008-08,4.343319,Aug 2008
SWE,2008-09,4.372221,Sep 2008
SWE,2008-10,3.985026,Oct 2008
SWE,2008-11,2.471682,Nov 2008
SWE,2008-12,0.9010529,Dec 2008
SWE,2009-01,1.27839,Jan 2009
SWE,2009-02,0.8837273,Feb 2009
SWE,2009-03,0.2146499,Mar 2009
SWE,2009-04,-0.07012389,Apr 2009
SWE,2009-05,-0.7184434,May 2009
SWE,2009-06,-0.9500794,Jun 2009
SWE,2009-07,-1.20414,Jul 2009
SWE,2009-08,-1.168952,Aug 2009
SWE,2009-09,-1.87164,Sep 2009
SWE,2009-10,-1.780338,Oct 2009
SWE,2009-11,-0.9932027,Nov 2009
SWE,2009-12,0.5752701,Dec 2009
SWE,2010-01,0.3122063,Jan 2010
SWE,2010-02,0.8927673,Feb 2010
SWE,2010-03,0.8467202,Mar 2010
SWE,2010-04,0.7050725,Apr 2010
SWE,2010-05,1.152467,May 2010
SWE,2010-06,0.9257712,Jun 2010
SWE,2010-07,1.081154,Jul 2010
SWE,2010-08,0.877869,Aug 2010
SWE,2010-09,1.416308,Sep 2010
SWE,2010-10,1.486072,Oct 2010
SWE,2010-11,1.846359,Nov 2010
SWE,2010-12,2.337801,Dec 2010
SWE,2011-01,2.45641,Jan 2011
SWE,2011-02,2.464988,Feb 2011
SWE,2011-03,2.913749,Mar 2011
SWE,2011-04,3.341408,Apr 2011
SWE,2011-05,3.341834,May 2011
SWE,2011-06,3.079674,Jun 2011
SWE,2011-07,3.348281,Jul 2011
SWE,2011-08,3.37463,Aug 2011
SWE,2011-09,3.227825,Sep 2011
SWE,2011-10,2.902357,Oct 2011
SWE,2011-11,2.804411,Nov 2011
SWE,2011-12,2.287645,Dec 2011
SWE,2012-01,1.861832,Jan 2012
SWE,2012-02,1.91546,Feb 2012
SWE,2012-03,1.512367,Mar 2012
SWE,2012-04,1.300411,Apr 2012
SWE,2012-05,1.02878,May 2012
SWE,2012-06,1.018376,Jun 2012
SWE,2012-07,0.674959,Jul 2012
SWE,2012-08,0.7454294,Aug 2012
SWE,2012-09,0.4466992,Sep 2012
SWE,2012-10,0.373301,Oct 2012
SWE,2012-11,-0.1082251,Nov 2012
SWE,2012-12,-0.05400597,Dec 2012
SWE,2013-01,0.04810005,Jan 2013
SWE,2013-02,-0.1688328,Feb 2013
SWE,2013-03,-0.0476493,Mar 2013
SWE,2013-04,-0.4627722,Apr 2013
SWE,2013-05,-0.2188878,May 2013
SWE,2013-06,-0.1462872,Jun 2013
SWE,2013-07,0.1021613,Jul 2013
SWE,2013-08,0.09248924,Aug 2013
SWE,2013-09,0.07623646,Sep 2013
SWE,2013-10,-0.06039607,Oct 2013
SWE,2013-11,0.1210885,Nov 2013
SWE,2013-12,0.1366772,Dec 2013
SWE,2014-01,-0.1955128,Jan 2014
SWE,2014-02,-0.2201729,Feb 2014
SWE,2014-03,-0.6260925,Mar 2014
SWE,2014-04,-0.04458173,Apr 2014
SWE,2014-05,-0.155783,May 2014
SWE,2014-06,0.2261219,Jun 2014
SWE,2014-07,0.03827141,Jul 2014
SWE,2014-08,-0.1561305,Aug 2014
SWE,2014-09,-0.3808919,Sep 2014
SWE,2014-10,-0.1208651,Oct 2014
SWE,2014-11,-0.2036919,Nov 2014
SWE,2014-12,-0.3142458,Dec 2014
SWE,2015-01,-0.20553,Jan 2015
SWE,2015-02,0.07355293,Feb 2015
SWE,2015-03,0.1631061,Mar 2015
SWE,2015-04,-0.2325656,Apr 2015
SWE,2015-05,0.06049992,May 2015
SWE,2015-06,-0.4353352,Jun 2015
SWE,2015-07,-0.07651354,Jul 2015
SWE,2015-08,-0.1723313,Aug 2015
SWE,2015-09,0.06691094,Sep 2015
SWE,2015-10,0.08598179,Oct 2015
SWE,2015-11,0.06059446,Nov 2015
SWE,2015-12,0.0509473,Dec 2015
SWE,2016-01,0.765889,Jan 2016
SWE,2016-02,0.3866679,Feb 2016
SWE,2016-03,0.8014305,Mar 2016
SWE,2016-04,0.7919275,Apr 2016
SWE,2016-05,0.6269094,May 2016
SWE,2016-06,1.024479,Jun 2016
SWE,2016-07,1.052867,Jul 2016
SWE,2016-08,1.141268,Aug 2016
SWE,2016-09,0.9074699,Sep 2016
SWE,2016-10,1.180438,Oct 2016
SWE,2016-11,1.386454,Nov 2016
SWE,2016-12,1.740874,Dec 2016
SWE,2017-01,1.395586,Jan 2017
SWE,2017-02,1.779461,Feb 2017
SWE,2017-03,1.260691,Mar 2017
SWE,2017-04,1.869218,Apr 2017
SWE,2017-05,1.748838,May 2017
SWE,2017-06,1.715423,Jun 2017
SWE,2017-07,2.197455,Jul 2017
SWE,2017-08,2.149314,Aug 2017
SWE,2017-09,2.11732,Sep 2017
SWE,2017-10,1.691824,Oct 2017
SWE,2017-11,1.867337,Nov 2017
SWE,2017-12,1.736111,Dec 2017
SWE,2018-01,1.577953,Jan 2018
SWE,2018-02,1.607606,Feb 2018
SWE,2018-03,1.901902,Mar 2018
SWE,2018-04,1.729178,Apr 2018
SWE,2018-05,1.902157,May 2018
SWE,2018-06,2.06541,Jun 2018
SWE,2018-07,2.051345,Jul 2018
SWE,2018-08,1.995792,Aug 2018
SWE,2018-09,2.323713,Sep 2018
SWE,2018-10,2.269775,Oct 2018
SWE,2018-11,1.962721,Nov 2018
SWE,2018-12,2.041632,Dec 2018
SWE,2019-01,1.875911,Jan 2019
SWE,2019-02,1.893065,Feb 2019
SWE,2019-03,1.851056,Mar 2019
SWE,2019-04,2.143075,Apr 2019
SWE,2019-05,2.162508,May 2019
SWE,2019-06,1.780172,Jun 2019
SWE,2019-07,1.65592,Jul 2019
SWE,2019-08,1.444043,Aug 2019
SWE,2019-09,1.452558,Sep 2019
SWE,2019-10,1.608611,Oct 2019
SWE,2019-11,1.803874,Nov 2019
SWE,2019-12,1.750685,Dec 2019
SWE,2020-01,1.296567,Jan 2020
SWE,2020-02,1.042233,Feb 2020
SWE,2020-03,0.6389584,Mar 2020
SWE,2020-04,-0.3621562,Apr 2020
SWE,2020-05,-0.01194208,May 2020
SWE,2020-06,0.7085837,Jun 2020
SWE,2020-07,0.5270995,Jul 2020
SWE,2020-08,0.8014594,Aug 2020
SWE,2020-09,0.3929156,Sep 2020
SWE,2020-10,0.2767528,Oct 2020
SWE,2020-11,0.1902723,Nov 2020
SWE,2020-12,0.4915897,Dec 2020
SWE,2021-01,1.583439,Jan 2021
SWE,2021-02,1.357371,Feb 2021
SWE,2021-03,1.686083,Mar 2021
SWE,2021-04,2.243917,Apr 2021
SWE,2021-05,1.830343,May 2021
SWE,2021-06,1.330008,Jun 2021
SWE,2021-07,1.380454,Jul 2021
SWE,2021-08,2.052986,Aug 2021
SWE,2021-09,2.511341,Sep 2021
SWE,2021-10,2.810339,Oct 2021
SWE,2021-11,3.272997,Nov 2021
SWE,2021-12,3.869276,Dec 2021
SWE,2022-01,3.688367,Jan 2022
SWE,2022-02,4.291909,Feb 2022
SWE,2022-03,5.966897,Mar 2022
SWE,2022-04,6.360725,Apr 2022
SWE,2022-05,7.26601,May 2022
SWE,2022-06,8.681004,Jun 2022
SWE,2022-07,8.488443,Jul 2022
SWE,2022-08,9.831681,Aug 2022
SWE,2022-09,10.83762,Sep 2022
SWE,2022-10,10.85325,Oct 2022
SWE,2022-11,11.46453,Nov 2022
SWE,2022-12,12.33864,Dec 2022
SWE,2023-01,11.67846,Jan 2023
SWE,2023-02,11.95271,Feb 2023
SWE,2023-03,10.63924,Mar 2023
SWE,2023-04,10.4718,Apr 2023
SWE,2023-05,9.66869,May 2023
SWE,2023-06,9.311228,Jun 2023
SWE,2023-07,9.262551,Jul 2023
SWE,2023-08,7.453482,Aug 2023
SWE,2023-09,6.482086,Sep 2023
SWE,2023-10,6.51755,Oct 2023
SWE,2023-11,5.779393,Nov 2023
SWE,2023-12,4.389332,Dec 2023
AUS,1949-08,10.81081,Aug 1949
AUS,1949-11,7.894737,Nov 1949
AUS,1950-02,7.692307,Feb 1950
AUS,1950-05,7.5,May 1950
AUS,1950-08,7.317073,Aug 1950
AUS,1950-11,12.19512,Nov 1950
AUS,1951-02,14.28571,Feb 1951
AUS,1951-05,18.60465,May 1951
AUS,1951-08,20.45455,Aug 1951
AUS,1951-11,23.91304,Nov 1951
AUS,1952-02,22.91667,Feb 1952
AUS,1952-05,19.60784,May 1952
AUS,1952-08,16.98113,Aug 1952
AUS,1952-11,10.52632,Nov 1952
AUS,1953-02,6.779661,Feb 1953
AUS,1953-05,4.918033,May 1953
AUS,1953-08,4.83871,Aug 1953
AUS,1953-11,1.587302,Nov 1953
AUS,1954-02,3.174603,Feb 1954
AUS,1954-05,1.5625,May 1954
AUS,1954-08,0,Aug 1954
AUS,1954-11,1.5625,Nov 1954
AUS,1955-02,0,Feb 1955
AUS,1955-05,1.538462,May 1955
AUS,1955-08,1.538462,Aug 1955
AUS,1955-11,3.076923,Nov 1955
AUS,1956-02,3.076923,Feb 1956
AUS,1956-05,6.060606,May 1956
AUS,1956-08,7.575758,Aug 1956
AUS,1956-11,5.970149,Nov 1956
AUS,1957-02,5.970149,Feb 1957
AUS,1957-05,2.857143,May 1957
AUS,1957-08,1.408451,Aug 1957
AUS,1957-11,1.408451,Nov 1957
AUS,1958-02,1.408451,Feb 1958
AUS,1958-05,0,May 1958
AUS,1958-08,0,Aug 1958
AUS,1958-11,1.388889,Nov 1958
AUS,1959-02,1.388889,Feb 1959
AUS,1959-05,1.388889,May 1959
AUS,1959-08,2.777778,Aug 1959
AUS,1959-11,2.739726,Nov 1959
AUS,1960-02,2.739726,Feb 1960
AUS,1960-05,4.109589,May 1960
AUS,1960-08,4.054054,Aug 1960
AUS,1960-11,4,Nov 1960
AUS,1961-02,4,Feb 1961
AUS,1961-05,3.947368,May 1961
AUS,1961-08,1.298701,Aug 1961
AUS,1961-11,0,Nov 1961
AUS,1962-02,0,Feb 1962
AUS,1962-05,-1.265823,May 1962
AUS,1962-08,0,Aug 1962
AUS,1962-11,0,Nov 1962
AUS,1963-02,0,Feb 1963
AUS,1963-05,0,May 1963
AUS,1963-08,1.282051,Aug 1963
AUS,1963-11,1.282051,Nov 1963
AUS,1964-02,2.564103,Feb 1964
AUS,1964-05,2.564103,May 1964
AUS,1964-08,2.531646,Aug 1964
AUS,1964-11,3.797468,Nov 1964
AUS,1965-02,2.5,Feb 1965
AUS,1965-05,3.75,May 1965
AUS,1965-08,3.703704,Aug 1965
AUS,1965-11,3.658537,Nov 1965
AUS,1966-02,4.878049,Feb 1966
AUS,1966-05,3.614458,May 1966
AUS,1966-08,2.380952,Aug 1966
AUS,1966-11,2.352941,Nov 1966
AUS,1967-02,2.325581,Feb 1967
AUS,1967-05,3.488372,May 1967
AUS,1967-08,4.651163,Aug 1967
AUS,1967-11,3.448276,Nov 1967
AUS,1968-02,3.409091,Feb 1968
AUS,1968-05,2.247191,May 1968
AUS,1968-08,2.222222,Aug 1968
AUS,1968-11,2.222222,Nov 1968
AUS,1969-02,3.296703,Feb 1969
AUS,1969-05,3.296703,May 1969
AUS,1969-08,3.26087,Aug 1969
AUS,1969-11,3.26087,Nov 1969
AUS,1970-02,2.12766,Feb 1970
AUS,1970-05,3.191489,May 1970
AUS,1970-08,3.157895,Aug 1970
AUS,1970-11,5.263158,Nov 1970
AUS,1971-02,5.208333,Feb 1971
AUS,1971-05,5.154639,May 1971
AUS,1971-08,7.142857,Aug 1971
AUS,1971-11,7,Nov 1971
AUS,1972-02,6.930693,Feb 1972
AUS,1972-05,6.862745,May 1972
AUS,1972-08,5.714286,Aug 1972
AUS,1972-11,4.672897,Nov 1972
AUS,1973-02,5.555555,Feb 1973
AUS,1973-05,8.256881,May 1973
AUS,1973-08,9.90991,Aug 1973
AUS,1973-11,12.5,Nov 1973
AUS,1974-02,14.03509,Feb 1974
AUS,1974-05,14.40678,May 1974
AUS,1974-08,16.39344,Aug 1974
AUS,1974-11,16.66667,Nov 1974
AUS,1975-02,17.69231,Feb 1975
AUS,1975-05,17.03704,May 1975
AUS,1975-08,11.97183,Aug 1975
AUS,1975-11,14.28571,Nov 1975
AUS,1976-02,13.0719,Feb 1976
AUS,1976-05,12.02532,May 1976
AUS,1976-08,13.83648,Aug 1976
AUS,1976-11,14.28571,Nov 1976
AUS,1977-02,13.2948,Feb 1977
AUS,1977-05,13.55932,May 1977
AUS,1977-08,13.25967,Aug 1977
AUS,1977-11,9.375,Nov 1977
AUS,1978-02,8.67347,Feb 1978
AUS,1978-05,7.960199,May 1978
AUS,1978-08,7.804878,Aug 1978
AUS,1978-11,7.619048,Nov 1978
AUS,1979-02,7.981221,Feb 1979
AUS,1979-05,8.75576,May 1979
AUS,1979-08,9.502262,Aug 1979
AUS,1979-11,10.17699,Nov 1979
AUS,1980-02,10.43478,Feb 1980
AUS,1980-05,11.01695,May 1980
AUS,1980-08,9.917356,Aug 1980
AUS,1980-11,9.236948,Nov 1980
AUS,1981-02,9.448819,Feb 1981
AUS,1981-05,8.396947,May 1981
AUS,1981-08,9.022556,Aug 1981
AUS,1981-11,11.02941,Nov 1981
AUS,1982-02,10.79137,Feb 1982
AUS,1982-05,10.91549,May 1982
AUS,1982-08,12.41379,Aug 1982
AUS,1982-11,11.25828,Nov 1982
AUS,1983-02,11.36364,Feb 1983
AUS,1983-05,11.11111,May 1983
AUS,1983-08,9.202454,Aug 1983
AUS,1983-11,8.630953,Nov 1983
AUS,1984-02,5.830904,Feb 1984
AUS,1984-05,4,May 1984
AUS,1984-08,3.651685,Aug 1984
AUS,1984-11,2.465753,Nov 1984
AUS,1985-02,4.407713,Feb 1985
AUS,1985-05,6.593407,May 1985
AUS,1985-08,7.588076,Aug 1985
AUS,1985-11,8.28877,Nov 1985
AUS,1986-02,9.234829,Feb 1986
AUS,1986-05,8.505155,May 1986
AUS,1986-08,8.816121,Aug 1986
AUS,1986-11,9.62963,Nov 1986
AUS,1987-02,9.42029,Feb 1987
AUS,1987-05,9.263658,May 1987
AUS,1987-08,8.333333,Aug 1987
AUS,1987-11,7.207207,Nov 1987
AUS,1988-02,6.843267,Feb 1988
AUS,1988-05,7.173913,May 1988
AUS,1988-08,7.264957,Aug 1988
AUS,1988-11,7.563025,Nov 1988
AUS,1989-02,6.818182,Feb 1989
AUS,1989-05,7.505071,May 1989
AUS,1989-08,7.968128,Aug 1989
AUS,1989-11,7.8125,Nov 1989
AUS,1990-02,8.704062,Feb 1990
AUS,1990-05,7.735849,May 1990
AUS,1990-08,6.088561,Aug 1990
AUS,1990-11,6.884058,Nov 1990
AUS,1991-02,4.80427,Feb 1991
AUS,1991-05,3.327496,May 1991
AUS,1991-08,3.130435,Aug 1991
AUS,1991-11,1.525424,Nov 1991
AUS,1992-02,1.697793,Feb 1992
AUS,1992-05,1.186441,May 1992
AUS,1992-08,0.8431703,Aug 1992
AUS,1992-11,0.3338898,Nov 1992
AUS,1993-02,1.168614,Feb 1993
AUS,1993-05,1.842546,May 1993
AUS,1993-08,2.173913,Aug 1993
AUS,1993-11,1.830283,Nov 1993
AUS,1994-02,1.485149,Feb 1994
AUS,1994-05,1.809211,May 1994
AUS,1994-08,1.963993,Aug 1994
AUS,1994-11,2.614379,Nov 1994
AUS,1995-02,3.739837,Feb 1995
AUS,1995-05,4.523425,May 1995
AUS,1995-08,5.136436,Aug 1995
AUS,1995-11,5.095541,Nov 1995
AUS,1996-02,3.761755,Feb 1996
AUS,1996-05,3.09119,May 1996
AUS,1996-08,2.1374050000000002,Aug 1996
AUS,1996-11,1.515152,Nov 1996
AUS,1997-02,1.359517,Feb 1997
AUS,1997-05,0.2998501,May 1997
AUS,1997-08,-0.4484305,Aug 1997
AUS,1997-11,-0.2985075,Nov 1997
AUS,1998-02,-0.1490313,Feb 1998
AUS,1998-05,0.7473841,May 1998
AUS,1998-08,1.351351,Aug 1998
AUS,1998-11,1.497006,Nov 1998
AUS,1999-02,1.19403,Feb 1999
AUS,1999-05,1.038576,May 1999
AUS,1999-08,1.777778,Aug 1999
AUS,1999-11,1.917404,Nov 1999
AUS,2000-02,2.80236,Feb 2000
AUS,2000-05,3.0837,May 2000
AUS,2000-08,6.113537,Aug 2000
AUS,2000-11,5.788712,Nov 2000
AUS,2001-02,6.025825,Feb 2001
AUS,2001-05,6.125356,May 2001
AUS,2001-08,2.469136,Aug 2001
AUS,2001-11,3.146375,Nov 2001
AUS,2002-02,2.976996,Feb 2002
AUS,2002-05,2.818792,May 2002
AUS,2002-08,3.212852,Aug 2002
AUS,2002-11,2.917772,Nov 2002
AUS,2003-02,3.285151,Feb 2003
AUS,2003-05,2.610966,May 2003
AUS,2003-08,2.594034,Aug 2003
AUS,2003-11,2.448454,Nov 2003
AUS,2004-02,2.035623,Feb 2004
AUS,2004-05,2.544529,May 2004
AUS,2004-08,2.2756,Aug 2004
AUS,2004-11,2.515723,Nov 2004
AUS,2005-02,2.369077,Feb 2005
AUS,2005-05,2.48139,May 2005
AUS,2005-08,3.090235,Aug 2005
AUS,2005-11,2.822086,Nov 2005
AUS,2006-02,2.923264,Feb 2006
AUS,2006-05,3.995157,May 2006
AUS,2006-08,3.956835,Aug 2006
AUS,2006-11,3.341289,Nov 2006
AUS,2007-02,2.485207,Feb 2007
AUS,2007-05,2.09546,May 2007
AUS,2007-08,1.845444,Aug 2007
AUS,2007-11,2.886836,Nov 2007
AUS,2008-02,4.272517,Feb 2008
AUS,2008-05,4.446979,May 2008
AUS,2008-08,4.983013,Aug 2008
AUS,2008-11,3.703704,Nov 2008
AUS,2009-02,2.436323,Feb 2009
AUS,2009-05,1.419214,May 2009
AUS,2009-08,1.186624,Aug 2009
AUS,2009-11,2.056277,Nov 2009
AUS,2010-02,2.918919,Feb 2010
AUS,2010-05,3.121636,May 2010
AUS,2010-08,2.878465,Aug 2010
AUS,2010-11,2.757158,Nov 2010
AUS,2011-02,3.256303,Feb 2011
AUS,2011-05,3.549061,May 2011
AUS,2011-08,3.419689,Aug 2011
AUS,2011-11,2.992776,Nov 2011
AUS,2012-02,1.62767,Feb 2012
AUS,2012-05,1.209677,May 2012
AUS,2012-08,2.004008,Aug 2012
AUS,2012-11,2.204409,Nov 2012
AUS,2013-02,2.502502,Feb 2013
AUS,2013-05,2.390438,May 2013
AUS,2013-08,2.1611,Aug 2013
AUS,2013-11,2.745098,Nov 2013
AUS,2014-02,2.929688,Feb 2014
AUS,2014-05,3.015564,May 2014
AUS,2014-08,2.307692,Aug 2014
AUS,2014-11,1.717557,Nov 2014
AUS,2015-02,1.328273,Feb 2015
AUS,2015-05,1.510859,May 2015
AUS,2015-08,1.503759,Aug 2015
AUS,2015-11,1.688555,Nov 2015
AUS,2016-02,1.310861,Feb 2016
AUS,2016-05,1.023256,May 2016
AUS,2016-08,1.296296,Aug 2016
AUS,2016-11,1.476015,Nov 2016
AUS,2017-02,2.125693,Feb 2017
AUS,2017-05,1.933702,May 2017
AUS,2017-08,1.828154,Aug 2017
AUS,2017-11,1.909091,Nov 2017
AUS,2018-02,1.900452,Feb 2018
AUS,2018-05,2.077688,May 2018
AUS,2018-08,1.885099,Aug 2018
AUS,2018-11,1.784121,Nov 2018
AUS,2019-02,1.332149,Feb 2019
AUS,2019-05,1.59292,May 2019
AUS,2019-08,1.674009,Aug 2019
AUS,2019-11,1.840491,Nov 2019
AUS,2020-02,2.191061,Feb 2020
AUS,2020-05,-0.3484321,May 2020
AUS,2020-08,0.6932409,Aug 2020
AUS,2020-11,0.8605852,Nov 2020
AUS,2021-02,1.114923,Feb 2021
AUS,2021-05,3.846154,May 2021
AUS,2021-08,3.012048,Aug 2021
AUS,2021-11,3.498293,Nov 2021
AUS,2022-02,5.089058,Feb 2022
AUS,2022-05,6.144781,May 2022
AUS,2022-08,7.26817,Aug 2022
AUS,2022-11,7.831822,Nov 2022
AUS,2023-02,7.021792,Feb 2023
AUS,2023-05,6.026963,May 2023
AUS,2023-08,5.373832,Aug 2023
IND,1958-01,3.712871,Jan 1958
IND,1958-02,2.722772,Feb 1958
IND,1958-03,2.722772,Mar 1958
IND,1958-04,1.699029,Apr 1958
IND,1958-05,2.891566,May 1958
IND,1958-06,3.546099,Jun 1958
IND,1958-07,6.146572,Jul 1958
IND,1958-08,6.088993,Aug 1958
IND,1958-09,6.27907,Sep 1958
IND,1958-10,8.665106,Oct 1958
IND,1958-11,7.209302,Nov 1958
IND,1958-12,5.152225,Dec 1958
IND,1959-01,5.48926,Jan 1959
IND,1959-02,7.46988,Feb 1959
IND,1959-03,6.506024,Mar 1959
IND,1959-04,5.48926,Apr 1959
IND,1959-05,5.152225,May 1959
IND,1959-06,4.3379,Jun 1959
IND,1959-07,4.231626,Jul 1959
IND,1959-08,4.194261,Aug 1959
IND,1959-09,2.407002,Sep 1959
IND,1959-10,2.586207,Oct 1959
IND,1959-11,3.253796,Nov 1959
IND,1959-12,4.231626,Dec 1959
IND,1960-01,4.298643,Jan 1960
IND,1960-02,3.363229,Feb 1960
IND,1960-03,3.393665,Mar 1960
IND,1960-04,4.298643,Apr 1960
IND,1960-05,3.340757,May 1960
IND,1960-06,2.407002,Jun 1960
IND,1960-07,1.709402,Jul 1960
IND,1960-08,0.8474576,Aug 1960
IND,1960-09,0.8547009,Sep 1960
IND,1960-10,-0.8403361,Oct 1960
IND,1960-11,-1.680672,Nov 1960
IND,1960-12,0,Dec 1960
IND,1961-01,0.6507592,Jan 1961
IND,1961-02,0.6507592,Feb 1961
IND,1961-03,2.407002,Mar 1961
IND,1961-04,1.518438,Apr 1961
IND,1961-05,0.862069,May 1961
IND,1961-06,0.8547009,Jun 1961
IND,1961-07,0.8403361,Jul 1961
IND,1961-08,1.470588,Aug 1961
IND,1961-09,2.330508,Sep 1961
IND,1961-10,2.330508,Oct 1961
IND,1961-11,3.205128,Nov 1961
IND,1961-12,3.205128,Dec 1961
IND,1962-01,3.448276,Jan 1962
IND,1962-02,3.448276,Feb 1962
IND,1962-03,2.564103,Mar 1962
IND,1962-04,3.205128,Apr 1962
IND,1962-05,4.059829,May 1962
IND,1962-06,4.025424,Jun 1962
IND,1962-07,3.75,Jul 1962
IND,1962-08,3.933748,Aug 1962
IND,1962-09,3.933748,Sep 1962
IND,1962-10,4.761905,Oct 1962
IND,1962-11,3.933748,Nov 1962
IND,1962-12,2.484472,Dec 1962
IND,1963-01,2.291667,Jan 1963
IND,1963-02,1.458333,Feb 1963
IND,1963-03,2.291667,Mar 1963
IND,1963-04,2.484472,Apr 1963
IND,1963-05,2.258727,May 1963
IND,1963-06,3.05499,Jun 1963
IND,1963-07,2.409639,Jul 1963
IND,1963-08,2.390438,Aug 1963
IND,1963-09,2.988048,Sep 1963
IND,1963-10,2.964427,Oct 1963
IND,1963-11,3.784861,Nov 1963
IND,1963-12,6.868687,Dec 1963
IND,1964-01,7.739307,Jan 1964
IND,1964-02,10.0616,Feb 1964
IND,1964-03,9.979633,Mar 1964
IND,1964-04,9.89899,Apr 1964
IND,1964-05,11.44578,May 1964
IND,1964-06,11.85771,Jun 1964
IND,1964-07,14.11765,Jul 1964
IND,1964-08,14.59144,Aug 1964
IND,1964-09,16.05416,Sep 1964
IND,1964-10,18.23417,Oct 1964
IND,1964-11,18.23417,Nov 1964
IND,1964-12,17.01323,Dec 1964
IND,1965-01,17.76938,Jan 1965
IND,1965-02,14.1791,Feb 1965
IND,1965-03,11.11111,Mar 1965
IND,1965-04,11.02941,Apr 1965
IND,1965-05,9.549549,May 1965
IND,1965-06,8.833922,Jun 1965
IND,1965-07,8.934708,Jul 1965
IND,1965-08,8.998302,Aug 1965
IND,1965-09,8.333333,Sep 1965
IND,1965-10,5.519481,Oct 1965
IND,1965-11,6.006494,Nov 1965
IND,1965-12,5.49273,Dec 1965
IND,1966-01,4.815409,Jan 1966
IND,1966-02,7.352941,Feb 1966
IND,1966-03,9.5,Mar 1966
IND,1966-04,9.437086,Apr 1966
IND,1966-05,12.33553,May 1966
IND,1966-06,13.47403,Jun 1966
IND,1966-07,11.98738,Jul 1966
IND,1966-08,11.68224,Aug 1966
IND,1966-09,10.92308,Sep 1966
IND,1966-10,11.53846,Oct 1966
IND,1966-11,12.25115,Nov 1966
IND,1966-12,13.93568,Dec 1966
IND,1967-01,13.93568,Jan 1967
IND,1967-02,13.85084,Feb 1967
IND,1967-03,14.91629,Mar 1967
IND,1967-04,15.43116,Apr 1967
IND,1967-05,13.90922,May 1967
IND,1967-06,14.02003,Jun 1967
IND,1967-07,13.23944,Jul 1967
IND,1967-08,13.24965,Aug 1967
IND,1967-09,12.06657,Sep 1967
IND,1967-10,12.96552,Oct 1967
IND,1967-11,11.32333,Nov 1967
IND,1967-12,8.602151,Dec 1967
IND,1968-01,11.69355,Jan 1968
IND,1968-02,9.491979,Feb 1968
IND,1968-03,6.490066,Mar 1968
IND,1968-04,5.897772,Apr 1968
IND,1968-05,2.956298,May 1968
IND,1968-06,1.380176,Jun 1968
IND,1968-07,0,Jul 1968
IND,1968-08,1.231527,Aug 1968
IND,1968-09,2.351485,Sep 1968
IND,1968-10,1.465201,Oct 1968
IND,1968-11,-0.3676471,Nov 1968
IND,1968-12,-2.227723,Dec 1968
IND,1969-01,-5.5355,Jan 1969
IND,1969-02,-4.639805,Feb 1969
IND,1969-03,-2.363184,Mar 1969
IND,1969-04,-2.227723,Apr 1969
IND,1969-05,-0.2496879,May 1969
IND,1969-06,1.732673,Jun 1969
IND,1969-07,2.860697,Jul 1969
IND,1969-08,0.6082725,Aug 1969
IND,1969-09,0,Sep 1969
IND,1969-10,-1.083032,Oct 1969
IND,1969-11,0.6150061,Nov 1969
IND,1969-12,3.544304,Dec 1969
IND,1970-01,4.203822,Jan 1970
IND,1970-02,4.737516,Feb 1970
IND,1970-03,5.350318,Mar 1970
IND,1970-04,5.822785,Apr 1970
IND,1970-05,5.757196,May 1970
IND,1970-06,4.014598,Jun 1970
IND,1970-07,3.869407,Jul 1970
IND,1970-08,4.474002,Aug 1970
IND,1970-09,4.957678,Sep 1970
IND,1970-10,6.20438,Oct 1970
IND,1970-11,6.723716,Nov 1970
IND,1970-12,5.012225,Dec 1970
IND,1971-01,3.91198,Jan 1971
