location,time,cpi_total,date
POL,1990-01,1007.6,Jan 1990
POL,1990-02,1183.1,Feb 1990
POL,1990-03,1132.8,Mar 1990
POL,1990-04,1102.9,Apr 1990
POL,1990-05,1076.5,May 1990
POL,1990-06,1051.2,Jun 1990
POL,1990-07,994,Jul 1990
POL,1990-08,748.5,Aug 1990
POL,1990-09,558,Sep 1990
POL,1990-10,356,Oct 1990
POL,1990-11,285.9,Nov 1990
POL,1990-12,249.3,Dec 1990
POL,1991-01,94.9,Jan 1991
POL,1991-02,80,Feb 1991
POL,1991-03,81.8,Mar 1991
POL,1991-04,71,Apr 1991
POL,1991-05,67.8,May 1991
POL,1991-06,72.4,Jun 1991
POL,1991-07,68.3,Jul 1991
POL,1991-08,67.6,Aug 1991
POL,1991-09,67.1,Sep 1991
POL,1991-10,64.8,Oct 1991
POL,1991-11,62.7,Nov 1991
POL,1991-12,60.4,Dec 1991
POL,1992-01,45.4,Jan 1992
POL,1992-02,40.1,Feb 1992
POL,1992-03,38.1,Mar 1992
POL,1992-04,40.2,Apr 1992
POL,1992-05,43.2,May 1992
POL,1992-06,39,Jun 1992
POL,1992-07,41.3,Jul 1992
POL,1992-08,44.3,Aug 1992
POL,1992-09,46.5,Sep 1992
POL,1992-10,46.4,Oct 1992
POL,1992-11,45.4,Nov 1992
POL,1992-12,44.3,Dec 1992
POL,1993-01,37.5,Jan 1993
POL,1993-02,39.7,Feb 1993
POL,1993-03,39.7,Mar 1993
POL,1993-04,38.1,Apr 1993
POL,1993-05,35.8,May 1993
POL,1993-06,34.3,Jun 1993
POL,1993-07,34.8,Jul 1993
POL,1993-08,34.4,Aug 1993
POL,1993-09,31,Sep 1993
POL,1993-10,29.8,Oct 1993
POL,1993-11,33,Nov 1993
POL,1993-12,37.6,Dec 1993
POL,1994-01,32.4,Jan 1994
POL,1994-02,29.9,Feb 1994
POL,1994-03,30.2,Mar 1994
POL,1994-04,31.2,Apr 1994
POL,1994-05,31.2,May 1994
POL,1994-06,32.7,Jun 1994
POL,1994-07,32.8,Jul 1994
POL,1994-08,32.2,Aug 1994
POL,1994-09,34.6,Sep 1994
POL,1994-10,36.1,Oct 1994
POL,1994-11,33.5,Nov 1994
POL,1994-12,29.5,Dec 1994
POL,1995-01,32.3,Jan 1995
POL,1995-02,33.6,Feb 1995
POL,1995-03,33.1,Mar 1995
POL,1995-04,32.4,Apr 1995
POL,1995-05,32.3,May 1995
POL,1995-06,30.3,Jun 1995
POL,1995-07,27.6,Jul 1995
POL,1995-08,25.7,Aug 1995
POL,1995-09,24.2,Sep 1995
POL,1995-10,22.4,Oct 1995
POL,1995-11,22,Nov 1995
POL,1995-12,21.6,Dec 1995
POL,1996-01,21,Jan 1996
POL,1996-02,20.4,Feb 1996
POL,1996-03,20.4,Mar 1996
POL,1996-04,20.3,Apr 1996
POL,1996-05,19.8,May 1996
POL,1996-06,19.5,Jun 1996
POL,1996-07,20.4,Jul 1996
POL,1996-08,20.5,Aug 1996
POL,1996-09,19.5,Sep 1996
POL,1996-10,19.5,Oct 1996
POL,1996-11,19.1,Nov 1996
POL,1996-12,18.5,Dec 1996
POL,1997-01,17.8,Jan 1997
POL,1997-02,17.3,Feb 1997
POL,1997-03,16.6,Mar 1997
POL,1997-04,15.3,Apr 1997
POL,1997-05,14.6,May 1997
POL,1997-06,15.3,Jun 1997
POL,1997-07,14.9,Jul 1997
POL,1997-08,14.5,Aug 1997
POL,1997-09,13.6,Sep 1997
POL,1997-10,13.1,Oct 1997
POL,1997-11,13.2,Nov 1997
POL,1997-12,13.2,Dec 1997
POL,1998-01,13.6,Jan 1998
POL,1998-02,14.2,Feb 1998
POL,1998-03,13.9,Mar 1998
POL,1998-04,13.7,Apr 1998
POL,1998-05,13.3,May 1998
POL,1998-06,12.2,Jun 1998
POL,1998-07,11.9,Jul 1998
POL,1998-08,11.3,Aug 1998
POL,1998-09,10.6,Sep 1998
POL,1998-10,9.9,Oct 1998
POL,1998-11,9.2,Nov 1998
POL,1998-12,8.6,Dec 1998
POL,1999-01,6.9,Jan 1999
POL,1999-02,5.6,Feb 1999
POL,1999-03,6.2,Mar 1999
POL,1999-04,6.3,Apr 1999
POL,1999-05,6.4,May 1999
POL,1999-06,6.5,Jun 1999
POL,1999-07,6.3,Jul 1999
POL,1999-08,7.2,Aug 1999
POL,1999-09,8,Sep 1999
POL,1999-10,8.7,Oct 1999
POL,1999-11,9.2,Nov 1999
POL,1999-12,9.8,Dec 1999
POL,2000-01,10.1,Jan 2000
POL,2000-02,10.4,Feb 2000
POL,2000-03,10.3,Mar 2000
POL,2000-04,9.8,Apr 2000
POL,2000-05,10,May 2000
POL,2000-06,10.2,Jun 2000
POL,2000-07,11.6,Jul 2000
POL,2000-08,10.7,Aug 2000
POL,2000-09,10.3,Sep 2000
POL,2000-10,9.9,Oct 2000
POL,2000-11,9.3,Nov 2000
POL,2000-12,8.5,Dec 2000
POL,2001-01,7.4,Jan 2001
POL,2001-02,6.6,Feb 2001
POL,2001-03,6.2,Mar 2001
POL,2001-04,6.6,Apr 2001
POL,2001-05,6.9,May 2001
POL,2001-06,6.2,Jun 2001
POL,2001-07,5.2,Jul 2001
POL,2001-08,5.1,Aug 2001
POL,2001-09,4.3,Sep 2001
POL,2001-10,4,Oct 2001
POL,2001-11,3.6,Nov 2001
POL,2001-12,3.6,Dec 2001
POL,2002-01,3.4,Jan 2002
POL,2002-02,3.5,Feb 2002
POL,2002-03,3.3,Mar 2002
POL,2002-04,3,Apr 2002
POL,2002-05,1.9,May 2002
POL,2002-06,1.6,Jun 2002
POL,2002-07,1.3,Jul 2002
POL,2002-08,1.2,Aug 2002
POL,2002-09,1.3,Sep 2002
POL,2002-10,1.1,Oct 2002
POL,2002-11,0.9,Nov 2002
POL,2002-12,0.8,Dec 2002
POL,2003-01,0.5,Jan 2003
POL,2003-02,0.5,Feb 2003
POL,2003-03,0.6,Mar 2003
POL,2003-04,0.3,Apr 2003
POL,2003-05,0.4,May 2003
POL,2003-06,0.8,Jun 2003
POL,2003-07,0.8,Jul 2003
POL,2003-08,0.7,Aug 2003
POL,2003-09,0.9,Sep 2003
POL,2003-10,1.3,Oct 2003
POL,2003-11,1.6,Nov 2003
POL,2003-12,1.7,Dec 2003
POL,2004-01,1.6,Jan 2004
POL,2004-02,1.6,Feb 2004
POL,2004-03,1.7,Mar 2004
POL,2004-04,2.2,Apr 2004
POL,2004-05,3.4,May 2004
POL,2004-06,4.4,Jun 2004
POL,2004-07,4.6,Jul 2004
POL,2004-08,4.6,Aug 2004
POL,2004-09,4.4,Sep 2004
POL,2004-10,4.5,Oct 2004
POL,2004-11,4.5,Nov 2004
POL,2004-12,4.4,Dec 2004
POL,2005-01,3.7,Jan 2005
POL,2005-02,3.6,Feb 2005
POL,2005-03,3.4,Mar 2005
POL,2005-04,3,Apr 2005
POL,2005-05,2.5,May 2005
POL,2005-06,1.4,Jun 2005
POL,2005-07,1.3,Jul 2005
POL,2005-08,1.6,Aug 2005
POL,2005-09,1.8,Sep 2005
POL,2005-10,1.6,Oct 2005
POL,2005-11,1,Nov 2005
POL,2005-12,0.7,Dec 2005
POL,2006-01,0.6,Jan 2006
POL,2006-02,0.7,Feb 2006
POL,2006-03,0.4,Mar 2006
POL,2006-04,0.7,Apr 2006
POL,2006-05,0.9,May 2006
POL,2006-06,0.8,Jun 2006
POL,2006-07,1.1,Jul 2006
POL,2006-08,1.6,Aug 2006
POL,2006-09,1.6,Sep 2006
POL,2006-10,1.2,Oct 2006
POL,2006-11,1.4,Nov 2006
POL,2006-12,1.4,Dec 2006
POL,2007-01,1.6,Jan 2007
POL,2007-02,1.9,Feb 2007
POL,2007-03,2.5,Mar 2007
POL,2007-04,2.3,Apr 2007
POL,2007-05,2.3,May 2007
POL,2007-06,2.6,Jun 2007
POL,2007-07,2.3,Jul 2007
POL,2007-08,1.5,Aug 2007
POL,2007-09,2.3,Sep 2007
POL,2007-10,3,Oct 2007
POL,2007-11,3.6,Nov 2007
POL,2007-12,4,Dec 2007
POL,2008-01,4,Jan 2008
POL,2008-02,4.2,Feb 2008
POL,2008-03,4.1,Mar 2008
POL,2008-04,4,Apr 2008
POL,2008-05,4.4,May 2008
POL,2008-06,4.6,Jun 2008
POL,2008-07,4.8,Jul 2008
POL,2008-08,4.8,Aug 2008
POL,2008-09,4.5,Sep 2008
POL,2008-10,4.2,Oct 2008
POL,2008-11,3.7,Nov 2008
POL,2008-12,3.3,Dec 2008
POL,2009-01,2.8,Jan 2009
POL,2009-02,3.3,Feb 2009
POL,2009-03,3.6,Mar 2009
POL,2009-04,4,Apr 2009
POL,2009-05,3.6,May 2009
POL,2009-06,3.5,Jun 2009
POL,2009-07,3.6,Jul 2009
POL,2009-08,3.7,Aug 2009
POL,2009-09,3.4,Sep 2009
POL,2009-10,3.1,Oct 2009
POL,2009-11,3.3,Nov 2009
POL,2009-12,3.5,Dec 2009
POL,2010-01,3.5,Jan 2010
POL,2010-02,2.9,Feb 2010
POL,2010-03,2.6,Mar 2010
POL,2010-04,2.4,Apr 2010
POL,2010-05,2.2,May 2010
POL,2010-06,2.3,Jun 2010
POL,2010-07,2,Jul 2010
POL,2010-08,2,Aug 2010
POL,2010-09,2.5,Sep 2010
POL,2010-10,2.8,Oct 2010
POL,2010-11,2.7,Nov 2010
POL,2010-12,3.1,Dec 2010
POL,2011-01,3.6,Jan 2011
POL,2011-02,3.6,Feb 2011
POL,2011-03,4.3,Mar 2011
POL,2011-04,4.5,Apr 2011
POL,2011-05,5,May 2011
POL,2011-06,4.2,Jun 2011
POL,2011-07,4.1,Jul 2011
POL,2011-08,4.3,Aug 2011
POL,2011-09,3.9,Sep 2011
POL,2011-10,4.3,Oct 2011
POL,2011-11,4.8,Nov 2011
POL,2011-12,4.6,Dec 2011
POL,2012-01,4.1,Jan 2012
POL,2012-02,4.3,Feb 2012
POL,2012-03,3.9,Mar 2012
POL,2012-04,4,Apr 2012
POL,2012-05,3.6,May 2012
POL,2012-06,4.3,Jun 2012
POL,2012-07,4,Jul 2012
POL,2012-08,3.8,Aug 2012
POL,2012-09,3.8,Sep 2012
POL,2012-10,3.4,Oct 2012
POL,2012-11,2.8,Nov 2012
POL,2012-12,2.4,Dec 2012
POL,2013-01,1.7,Jan 2013
POL,2013-02,1.3,Feb 2013
POL,2013-03,1,Mar 2013
POL,2013-04,0.8,Apr 2013
POL,2013-05,0.5,May 2013
POL,2013-06,0.2,Jun 2013
POL,2013-07,1.1,Jul 2013
POL,2013-08,1.1,Aug 2013
POL,2013-09,1,Sep 2013
POL,2013-10,0.8,Oct 2013
POL,2013-11,0.6,Nov 2013
POL,2013-12,0.7,Dec 2013
POL,2014-01,0.5,Jan 2014
POL,2014-02,0.7,Feb 2014
POL,2014-03,0.7,Mar 2014
POL,2014-04,0.3,Apr 2014
POL,2014-05,0.2,May 2014
POL,2014-06,0.3,Jun 2014
POL,2014-07,-0.2,Jul 2014
POL,2014-08,-0.3,Aug 2014
POL,2014-09,-0.3,Sep 2014
POL,2014-10,-0.6,Oct 2014
POL,2014-11,-0.6,Nov 2014
POL,2014-12,-1,Dec 2014
POL,2015-01,-1.4,Jan 2015
POL,2015-02,-1.6,Feb 2015
POL,2015-03,-1.5,Mar 2015
POL,2015-04,-1.1,Apr 2015
POL,2015-05,-0.9,May 2015
POL,2015-06,-0.8,Jun 2015
POL,2015-07,-0.7,Jul 2015
POL,2015-08,-0.6,Aug 2015
POL,2015-09,-0.8,Sep 2015
POL,2015-10,-0.7,Oct 2015
POL,2015-11,-0.6,Nov 2015
POL,2015-12,-0.5,Dec 2015
POL,2016-01,-0.9,Jan 2016
POL,2016-02,-0.8,Feb 2016
POL,2016-03,-0.9,Mar 2016
POL,2016-04,-1.1,Apr 2016
POL,2016-05,-0.9,May 2016
POL,2016-06,-0.8,Jun 2016
POL,2016-07,-0.9,Jul 2016
POL,2016-08,-0.8,Aug 2016
POL,2016-09,-0.5,Sep 2016
POL,2016-10,-0.2,Oct 2016
POL,2016-11,0,Nov 2016
POL,2016-12,0.8,Dec 2016
POL,2017-01,1.7,Jan 2017
POL,2017-02,2.2,Feb 2017
POL,2017-03,2,Mar 2017
POL,2017-04,2,Apr 2017
POL,2017-05,1.9,May 2017
POL,2017-06,1.5,Jun 2017
POL,2017-07,1.7,Jul 2017
POL,2017-08,1.8,Aug 2017
POL,2017-09,2.2,Sep 2017
POL,2017-10,2.1,Oct 2017
POL,2017-11,2.5,Nov 2017
POL,2017-12,2.1,Dec 2017
POL,2018-01,1.9,Jan 2018
POL,2018-02,1.4,Feb 2018
POL,2018-03,1.3,Mar 2018
POL,2018-04,1.6,Apr 2018
POL,2018-05,1.7,May 2018
POL,2018-06,2,Jun 2018
POL,2018-07,2,Jul 2018
POL,2018-08,2,Aug 2018
POL,2018-09,1.9,Sep 2018
POL,2018-10,1.8,Oct 2018
POL,2018-11,1.3,Nov 2018
POL,2018-12,1.1,Dec 2018
POL,2019-01,0.7,Jan 2019
POL,2019-02,1.2,Feb 2019
POL,2019-03,1.7,Mar 2019
POL,2019-04,2.2,Apr 2019
POL,2019-05,2.4,May 2019
POL,2019-06,2.6,Jun 2019
POL,2019-07,2.9,Jul 2019
POL,2019-08,2.9,Aug 2019
POL,2019-09,2.6,Sep 2019
POL,2019-10,2.5,Oct 2019
POL,2019-11,2.6,Nov 2019
POL,2019-12,3.4,Dec 2019
POL,2020-01,4.3,Jan 2020
POL,2020-02,4.7,Feb 2020
POL,2020-03,4.6,Mar 2020
POL,2020-04,3.4,Apr 2020
POL,2020-05,2.9,May 2020
POL,2020-06,3.3,Jun 2020
POL,2020-07,3,Jul 2020
POL,2020-08,2.9,Aug 2020
POL,2020-09,3.2,Sep 2020
POL,2020-10,3.1,Oct 2020
POL,2020-11,3,Nov 2020
POL,2020-12,2.4,Dec 2020
POL,2021-01,2.6,Jan 2021
POL,2021-02,2.4,Feb 2021
POL,2021-03,3.2,Mar 2021
POL,2021-04,4.3,Apr 2021
POL,2021-05,4.7,May 2021
POL,2021-06,4.4,Jun 2021
POL,2021-07,5,Jul 2021
POL,2021-08,5.5,Aug 2021
POL,2021-09,5.9,Sep 2021
POL,2021-10,6.8,Oct 2021
POL,2021-11,7.8,Nov 2021
POL,2021-12,8.6,Dec 2021
POL,2022-01,9.4,Jan 2022
POL,2022-02,8.5,Feb 2022
POL,2022-03,11,Mar 2022
POL,2022-04,12.4,Apr 2022
POL,2022-05,13.9,May 2022
POL,2022-06,15.5,Jun 2022
POL,2022-07,15.6,Jul 2022
POL,2022-08,16.1,Aug 2022
POL,2022-09,17.2,Sep 2022
POL,2022-10,17.9,Oct 2022
POL,2022-11,17.5,Nov 2022
POL,2022-12,16.6,Dec 2022
POL,2023-01,16.6,Jan 2023
POL,2023-02,18.4,Feb 2023
POL,2023-03,16.1,Mar 2023
POL,2023-04,14.7,Apr 2023
POL,2023-05,13,May 2023
POL,2023-06,11.5,Jun 2023
POL,2023-07,10.8,Jul 2023
POL,2023-08,10.1,Aug 2023
POL,2023-09,8.2,Sep 2023
POL,2023-10,6.6,Oct 2023
POL,2023-11,6.6,Nov 2023
POL,2023-12,6.2,Dec 2023
CAN,1915-01,1.666667,Jan 1915
CAN,1915-02,1.666667,Feb 1915
CAN,1915-03,1.666667,Mar 1915
CAN,1915-04,1.666667,Apr 1915
CAN,1915-05,3.389831,May 1915
CAN,1915-06,1.666667,Jun 1915
CAN,1915-07,3.389831,Jul 1915
CAN,1915-08,1.666667,Aug 1915
CAN,1915-09,1.666667,Sep 1915
CAN,1915-10,0,Oct 1915
CAN,1915-11,3.278688,Nov 1915
CAN,1915-12,3.278688,Dec 1915
CAN,1916-01,4.918033,Jan 1916
CAN,1916-02,6.557377,Feb 1916
CAN,1916-03,6.557377,Mar 1916
CAN,1916-04,6.557377,Apr 1916
CAN,1916-05,6.557377,May 1916
CAN,1916-06,8.196721,Jun 1916
CAN,1916-07,8.196721,Jul 1916
CAN,1916-08,8.196721,Aug 1916
CAN,1916-09,11.47541,Sep 1916
CAN,1916-10,13.11475,Oct 1916
CAN,1916-11,12.69841,Nov 1916
CAN,1916-12,14.28571,Dec 1916
CAN,1917-01,15.625,Jan 1917
CAN,1917-02,13.84615,Feb 1917
CAN,1917-03,16.92308,Mar 1917
CAN,1917-04,16.92308,Apr 1917
CAN,1917-05,21.53846,May 1917
CAN,1917-06,21.21212,Jun 1917
CAN,1917-07,21.21212,Jul 1917
CAN,1917-08,21.21212,Aug 1917
CAN,1917-09,17.64706,Sep 1917
CAN,1917-10,18.84058,Oct 1917
CAN,1917-11,15.49296,Nov 1917
CAN,1917-12,15.27778,Dec 1917
CAN,1918-01,13.51351,Jan 1918
CAN,1918-02,14.86487,Feb 1918
CAN,1918-03,13.1579,Mar 1918
CAN,1918-04,13.1579,Apr 1918
CAN,1918-05,10.12658,May 1918
CAN,1918-06,10,Jun 1918
CAN,1918-07,11.25,Jul 1918
CAN,1918-08,15,Aug 1918
CAN,1918-09,15,Sep 1918
CAN,1918-10,13.41463,Oct 1918
CAN,1918-11,14.63415,Nov 1918
CAN,1918-12,13.25301,Dec 1918
CAN,1919-01,13.09524,Jan 1919
CAN,1919-02,10.58823,Feb 1919
CAN,1919-03,9.302325,Mar 1919
CAN,1919-04,9.302325,Apr 1919
CAN,1919-05,11.49425,May 1919
CAN,1919-06,10.22727,Jun 1919
CAN,1919-07,10.11236,Jul 1919
CAN,1919-08,8.695652,Aug 1919
CAN,1919-09,8.695652,Sep 1919
CAN,1919-10,7.526882,Oct 1919
CAN,1919-11,7.446808,Nov 1919
CAN,1919-12,8.510638,Dec 1919
CAN,1920-01,11.57895,Jan 1920
CAN,1920-02,14.89362,Feb 1920
CAN,1920-03,19.14894,Mar 1920
CAN,1920-04,20.21277,Apr 1920
CAN,1920-05,19.58763,May 1920
CAN,1920-06,21.64948,Jun 1920
CAN,1920-07,20.40816,Jul 1920
CAN,1920-08,17,Aug 1920
CAN,1920-09,15,Sep 1920
CAN,1920-10,15,Oct 1920
CAN,1920-11,11.88119,Nov 1920
CAN,1920-12,9.803922,Dec 1920
CAN,1921-01,3.773585,Jan 1921
CAN,1921-02,0,Feb 1921
CAN,1921-03,-6.25,Mar 1921
CAN,1921-04,-9.734513,Apr 1921
CAN,1921-05,-13.7931,May 1921
CAN,1921-06,-17.79661,Jun 1921
CAN,1921-07,-17.79661,Jul 1921
CAN,1921-08,-17.09402,Aug 1921
CAN,1921-09,-15.65217,Sep 1921
CAN,1921-10,-15.65217,Oct 1921
CAN,1921-11,-16.81416,Nov 1921
CAN,1921-12,-16.07143,Dec 1921
CAN,1922-01,-14.54545,Jan 1922
CAN,1922-02,-13.88889,Feb 1922
CAN,1922-03,-12.38095,Mar 1922
CAN,1922-04,-9.803922,Apr 1922
CAN,1922-05,-9,May 1922
CAN,1922-06,-6.185567,Jun 1922
CAN,1922-07,-6.185567,Jul 1922
CAN,1922-08,-5.154639,Aug 1922
CAN,1922-09,-5.154639,Sep 1922
CAN,1922-10,-5.154639,Oct 1922
CAN,1922-11,-2.12766,Nov 1922
CAN,1922-12,-2.12766,Dec 1922
CAN,1923-01,-2.12766,Jan 1923
CAN,1923-02,-1.075269,Feb 1923
CAN,1923-03,1.086957,Mar 1923
CAN,1923-04,0,Apr 1923
CAN,1923-05,1.098901,May 1923
CAN,1923-06,1.098901,Jun 1923
CAN,1923-07,0,Jul 1923
CAN,1923-08,0,Aug 1923
CAN,1923-09,0,Sep 1923
CAN,1923-10,0,Oct 1923
CAN,1923-11,0,Nov 1923
CAN,1923-12,0,Dec 1923
CAN,1924-01,0,Jan 1924
CAN,1924-02,0,Feb 1924
CAN,1924-03,-1.075269,Mar 1924
CAN,1924-04,-2.173913,Apr 1924
CAN,1924-05,-3.26087,May 1924
CAN,1924-06,-4.347826,Jun 1924
CAN,1924-07,-3.296703,Jul 1924
CAN,1924-08,-2.173913,Aug 1924
CAN,1924-09,-2.173913,Sep 1924
CAN,1924-10,-2.173913,Oct 1924
CAN,1924-11,-1.086957,Nov 1924
CAN,1924-12,-1.086957,Dec 1924
CAN,1925-01,0,Jan 1925
CAN,1925-02,0,Feb 1925
CAN,1925-03,0,Mar 1925
CAN,1925-04,1.111111,Apr 1925
CAN,1925-05,1.123595,May 1925
CAN,1925-06,2.272727,Jun 1925
CAN,1925-07,2.272727,Jul 1925
CAN,1925-08,1.111111,Aug 1925
CAN,1925-09,1.111111,Sep 1925
CAN,1925-10,2.222222,Oct 1925
CAN,1925-11,1.098901,Nov 1925
CAN,1925-12,2.197802,Dec 1925
CAN,1926-01,0,Jan 1926
CAN,1926-02,0,Feb 1926
CAN,1926-03,0,Mar 1926
CAN,1926-04,1.098901,Apr 1926
CAN,1926-05,2.222222,May 1926
CAN,1926-06,2.222222,Jun 1926
CAN,1926-07,2.222222,Jul 1926
CAN,1926-08,1.098901,Aug 1926
CAN,1926-09,1.098901,Sep 1926
CAN,1926-10,0,Oct 1926
CAN,1926-11,0,Nov 1926
CAN,1926-12,-1.075269,Dec 1926
CAN,1927-01,0,Jan 1927
CAN,1927-02,0,Feb 1927
CAN,1927-03,-1.086957,Mar 1927
CAN,1927-04,-2.173913,Apr 1927
CAN,1927-05,-2.173913,May 1927
CAN,1927-06,-2.173913,Jun 1927
CAN,1927-07,-1.086957,Jul 1927
CAN,1927-08,-2.173913,Aug 1927
CAN,1927-09,-2.173913,Sep 1927
CAN,1927-10,-2.173913,Oct 1927
CAN,1927-11,-1.086957,Nov 1927
CAN,1927-12,-1.086957,Dec 1927
CAN,1928-01,0,Jan 1928
CAN,1928-02,0,Feb 1928
CAN,1928-03,0,Mar 1928
CAN,1928-04,1.111111,Apr 1928
CAN,1928-05,0,May 1928
CAN,1928-06,0,Jun 1928
CAN,1928-07,-1.098901,Jul 1928
CAN,1928-08,2.222222,Aug 1928
CAN,1928-09,2.222222,Sep 1928
CAN,1928-10,2.222222,Oct 1928
CAN,1928-11,1.098901,Nov 1928
CAN,1928-12,1.098901,Dec 1928
CAN,1929-01,0,Jan 1929
CAN,1929-02,0,Feb 1929
CAN,1929-03,1.098901,Mar 1929
CAN,1929-04,0,Apr 1929
CAN,1929-05,2.222222,May 1929
CAN,1929-06,2.222222,Jun 1929
CAN,1929-07,2.222222,Jul 1929
CAN,1929-08,0,Aug 1929
CAN,1929-09,0,Sep 1929
CAN,1929-10,1.086957,Oct 1929
CAN,1929-11,1.086957,Nov 1929
CAN,1929-12,2.173913,Dec 1929
CAN,1930-01,2.173913,Jan 1930
CAN,1930-02,2.173913,Feb 1930
CAN,1930-03,1.086957,Mar 1930
CAN,1930-04,1.098901,Apr 1930
CAN,1930-05,0,May 1930
CAN,1930-06,0,Jun 1930
CAN,1930-07,0,Jul 1930
CAN,1930-08,0,Aug 1930
CAN,1930-09,-3.26087,Sep 1930
CAN,1930-10,-4.301075,Oct 1930
CAN,1930-11,-4.301075,Nov 1930
CAN,1930-12,-6.382979,Dec 1930
CAN,1931-01,-7.446808,Jan 1931
CAN,1931-02,-8.510638,Feb 1931
CAN,1931-03,-8.602151,Mar 1931
CAN,1931-04,-8.695652,Apr 1931
CAN,1931-05,-9.782609,May 1931
CAN,1931-06,-10.86957,Jun 1931
CAN,1931-07,-11.95652,Jul 1931
CAN,1931-08,-10.86957,Aug 1931
CAN,1931-09,-8.988764,Sep 1931
CAN,1931-10,-11.23596,Oct 1931
CAN,1931-11,-11.23596,Nov 1931
CAN,1931-12,-10.22727,Dec 1931
CAN,1932-01,-10.34483,Jan 1932
CAN,1932-02,-11.62791,Feb 1932
CAN,1932-03,-10.58823,Mar 1932
CAN,1932-04,-9.523809,Apr 1932
CAN,1932-05,-10.84337,May 1932
CAN,1932-06,-9.756098,Jun 1932
CAN,1932-07,-8.641975,Jul 1932
CAN,1932-08,-9.756098,Aug 1932
CAN,1932-09,-8.641975,Sep 1932
CAN,1932-10,-7.594937,Oct 1932
CAN,1932-11,-7.594937,Nov 1932
CAN,1932-12,-7.594937,Dec 1932
CAN,1933-01,-7.692307,Jan 1933
CAN,1933-02,-5.263158,Feb 1933
CAN,1933-03,-6.578948,Mar 1933
CAN,1933-04,-6.578948,Apr 1933
CAN,1933-05,-4.054054,May 1933
CAN,1933-06,-4.054054,Jun 1933
CAN,1933-07,-4.054054,Jul 1933
CAN,1933-08,-2.702703,Aug 1933
CAN,1933-09,-2.702703,Sep 1933
CAN,1933-10,-2.739726,Oct 1933
CAN,1933-11,-2.739726,Nov 1933
CAN,1933-12,-2.739726,Dec 1933
CAN,1934-01,0,Jan 1934
CAN,1934-02,0,Feb 1934
CAN,1934-03,2.816901,Mar 1934
CAN,1934-04,2.816901,Apr 1934
CAN,1934-05,1.408451,May 1934
CAN,1934-06,1.408451,Jun 1934
CAN,1934-07,1.408451,Jul 1934
CAN,1934-08,0,Aug 1934
CAN,1934-09,0,Sep 1934
CAN,1934-10,1.408451,Oct 1934
CAN,1934-11,1.408451,Nov 1934
CAN,1934-12,1.408451,Dec 1934
CAN,1935-01,0,Jan 1935
CAN,1935-02,0,Feb 1935
CAN,1935-03,-1.369863,Mar 1935
CAN,1935-04,-1.369863,Apr 1935
CAN,1935-05,0,May 1935
CAN,1935-06,0,Jun 1935
CAN,1935-07,0,Jul 1935
CAN,1935-08,0,Aug 1935
CAN,1935-09,1.388889,Sep 1935
CAN,1935-10,1.388889,Oct 1935
CAN,1935-11,2.777778,Nov 1935
CAN,1935-12,2.777778,Dec 1935
CAN,1936-01,2.777778,Jan 1936
CAN,1936-02,2.777778,Feb 1936
CAN,1936-03,2.777778,Mar 1936
CAN,1936-04,1.388889,Apr 1936
CAN,1936-05,1.388889,May 1936
CAN,1936-06,1.388889,Jun 1936
CAN,1936-07,2.777778,Jul 1936
CAN,1936-08,2.777778,Aug 1936
CAN,1936-09,1.369863,Sep 1936
CAN,1936-10,2.739726,Oct 1936
CAN,1936-11,1.351351,Nov 1936
CAN,1936-12,1.351351,Dec 1936
CAN,1937-01,2.702703,Jan 1937
CAN,1937-02,2.702703,Feb 1937
CAN,1937-03,2.702703,Mar 1937
CAN,1937-04,4.109589,Apr 1937
CAN,1937-05,4.109589,May 1937
CAN,1937-06,4.109589,Jun 1937
CAN,1937-07,2.702703,Jul 1937
CAN,1937-08,4.054054,Aug 1937
CAN,1937-09,4.054054,Sep 1937
CAN,1937-10,4,Oct 1937
CAN,1937-11,4,Nov 1937
CAN,1937-12,4,Dec 1937
CAN,1938-01,1.315789,Jan 1938
CAN,1938-02,1.315789,Feb 1938
CAN,1938-03,2.631579,Mar 1938
CAN,1938-04,2.631579,Apr 1938
CAN,1938-05,1.315789,May 1938
CAN,1938-06,1.315789,Jun 1938
CAN,1938-07,2.631579,Jul 1938
CAN,1938-08,1.298701,Aug 1938
CAN,1938-09,0,Sep 1938
CAN,1938-10,-2.564103,Oct 1938
CAN,1938-11,-2.564103,Nov 1938
CAN,1938-12,-2.564103,Dec 1938
CAN,1939-01,-1.298701,Jan 1939
CAN,1939-02,-1.298701,Feb 1939
CAN,1939-03,-2.564103,Mar 1939
CAN,1939-04,-2.564103,Apr 1939
CAN,1939-05,-1.298701,May 1939
CAN,1939-06,-1.298701,Jun 1939
CAN,1939-07,-2.564103,Jul 1939
CAN,1939-08,-2.564103,Aug 1939
CAN,1939-09,-1.298701,Sep 1939
CAN,1939-10,2.631579,Oct 1939
CAN,1939-11,2.631579,Nov 1939
CAN,1939-12,2.631579,Dec 1939
CAN,1940-01,2.631579,Jan 1940
CAN,1940-02,2.631579,Feb 1940
CAN,1940-03,3.947368,Mar 1940
CAN,1940-04,3.947368,Apr 1940
CAN,1940-05,3.947368,May 1940
CAN,1940-06,3.947368,Jun 1940
CAN,1940-07,5.263158,Jul 1940
CAN,1940-08,5.263158,Aug 1940
