location,time,ppi_dom_int,date
FIN,2007-04,91.2,Apr 2007
FIN,2007-05,91.7,May 2007
FIN,2007-06,92,Jun 2007
FIN,2007-07,92.6,Jul 2007
FIN,2007-08,92.9,Aug 2007
FIN,2007-09,93.4,Sep 2007
FIN,2007-10,93.9,Oct 2007
FIN,2007-11,92.7,Nov 2007
FIN,2007-12,92.1,Dec 2007
FIN,2008-01,94.5,Jan 2008
FIN,2008-02,95.5,Feb 2008
FIN,2008-03,95.6,Mar 2008
FIN,2008-04,96,Apr 2008
FIN,2008-05,96.9,May 2008
FIN,2008-06,97.4,Jun 2008
FIN,2008-07,98.4,Jul 2008
FIN,2008-08,98.5,Aug 2008
FIN,2008-09,99.7,Sep 2008
FIN,2008-10,99,Oct 2008
FIN,2008-11,96.9,Nov 2008
FIN,2008-12,94.8,Dec 2008
FIN,2009-01,92.3,Jan 2009
FIN,2009-02,91,Feb 2009
FIN,2009-03,89,Mar 2009
FIN,2009-04,88.7,Apr 2009
FIN,2009-05,86.5,May 2009
FIN,2009-06,86.1,Jun 2009
FIN,2009-07,85.5,Jul 2009
FIN,2009-08,85.9,Aug 2009
FIN,2009-09,86,Sep 2009
FIN,2009-10,86.5,Oct 2009
FIN,2009-11,87.1,Nov 2009
FIN,2009-12,87.7,Dec 2009
FIN,2010-01,88.7,Jan 2010
FIN,2010-02,89.3,Feb 2010
FIN,2010-03,90.3,Mar 2010
FIN,2010-04,91.7,Apr 2010
FIN,2010-05,92.9,May 2010
FIN,2010-06,94.2,Jun 2010
FIN,2010-07,95.8,Jul 2010
FIN,2010-08,96,Aug 2010
FIN,2010-09,97.1,Sep 2010
FIN,2010-10,97.1,Oct 2010
FIN,2010-11,95.9,Nov 2010
FIN,2010-12,96.5,Dec 2010
FIN,2011-01,97.3,Jan 2011
FIN,2011-02,98.1,Feb 2011
FIN,2011-03,99.1,Mar 2011
FIN,2011-04,99.5,Apr 2011
FIN,2011-05,100.5,May 2011
FIN,2011-06,100.6,Jun 2011
FIN,2011-07,100.9,Jul 2011
FIN,2011-08,101,Aug 2011
FIN,2011-09,100.2,Sep 2011
FIN,2011-10,99.9,Oct 2011
FIN,2011-11,99,Nov 2011
FIN,2011-12,98.7,Dec 2011
FIN,2012-01,98.8,Jan 2012
FIN,2012-02,99.8,Feb 2012
FIN,2012-03,100.2,Mar 2012
FIN,2012-04,100.2,Apr 2012
FIN,2012-05,100.8,May 2012
FIN,2012-06,100.8,Jun 2012
FIN,2012-07,100.7,Jul 2012
FIN,2012-08,100.8,Aug 2012
FIN,2012-09,100.6,Sep 2012
FIN,2012-10,100.3,Oct 2012
FIN,2012-11,100.2,Nov 2012
FIN,2012-12,100.4,Dec 2012
FIN,2013-01,100.6,Jan 2013
FIN,2013-02,100.8,Feb 2013
FIN,2013-03,101.5,Mar 2013
FIN,2013-04,101.3,Apr 2013
FIN,2013-05,101.7,May 2013
FIN,2013-06,101.6,Jun 2013
FIN,2013-07,100.8,Jul 2013
FIN,2013-08,101,Aug 2013
FIN,2013-09,100.8,Sep 2013
FIN,2013-10,100.5,Oct 2013
FIN,2013-11,100.3,Nov 2013
FIN,2013-12,100.2,Dec 2013
FIN,2014-01,100.4,Jan 2014
FIN,2014-02,100.4,Feb 2014
FIN,2014-03,100.3,Mar 2014
FIN,2014-04,100.3,Apr 2014
FIN,2014-05,100.5,May 2014
FIN,2014-06,100.6,Jun 2014
FIN,2014-07,100.9,Jul 2014
FIN,2014-08,101,Aug 2014
FIN,2014-09,101.1,Sep 2014
FIN,2014-10,100.9,Oct 2014
FIN,2014-11,101,Nov 2014
FIN,2014-12,100.8,Dec 2014
FIN,2015-01,100.4,Jan 2015
FIN,2015-02,100.6,Feb 2015
FIN,2015-03,100.6,Mar 2015
FIN,2015-04,100.9,Apr 2015
FIN,2015-05,101,May 2015
FIN,2015-06,100.4,Jun 2015
FIN,2015-07,100.1,Jul 2015
FIN,2015-08,100,Aug 2015
FIN,2015-09,99.3,Sep 2015
FIN,2015-10,99,Oct 2015
FIN,2015-11,98.9,Nov 2015
FIN,2015-12,98.8,Dec 2015
FIN,2016-01,98.6,Jan 2016
FIN,2016-02,97.8,Feb 2016
FIN,2016-03,97.6,Mar 2016
FIN,2016-04,97.3,Apr 2016
FIN,2016-05,97.3,May 2016
FIN,2016-06,96.9,Jun 2016
FIN,2016-07,97,Jul 2016
FIN,2016-08,97.1,Aug 2016
FIN,2016-09,97.4,Sep 2016
FIN,2016-10,97.4,Oct 2016
FIN,2016-11,97.8,Nov 2016
FIN,2016-12,98.2,Dec 2016
FIN,2017-01,98.9,Jan 2017
FIN,2017-02,99.1,Feb 2017
FIN,2017-03,99.9,Mar 2017
FIN,2017-04,100.2,Apr 2017
FIN,2017-05,100.6,May 2017
FIN,2017-06,100.3,Jun 2017
FIN,2017-07,100.1,Jul 2017
FIN,2017-08,100.2,Aug 2017
FIN,2017-09,100.4,Sep 2017
FIN,2017-10,100.7,Oct 2017
FIN,2017-11,101,Nov 2017
FIN,2017-12,101.4,Dec 2017
FIN,2018-01,101.7,Jan 2018
FIN,2018-02,102.1,Feb 2018
FIN,2018-03,102.5,Mar 2018
FIN,2018-04,102.7,Apr 2018
FIN,2018-05,103.2,May 2018
FIN,2018-06,104.1,Jun 2018
FIN,2018-07,104,Jul 2018
FIN,2018-08,104.7,Aug 2018
FIN,2018-09,104.7,Sep 2018
FIN,2018-10,105,Oct 2018
FIN,2018-11,105.5,Nov 2018
FIN,2018-12,105.8,Dec 2018
FIN,2019-01,105.7,Jan 2019
FIN,2019-02,105.7,Feb 2019
FIN,2019-03,105.4,Mar 2019
FIN,2019-04,105.6,Apr 2019
FIN,2019-05,105.2,May 2019
FIN,2019-06,105.2,Jun 2019
FIN,2019-07,104.8,Jul 2019
FIN,2019-08,104.4,Aug 2019
FIN,2019-09,103.8,Sep 2019
FIN,2019-10,103.4,Oct 2019
FIN,2019-11,102.6,Nov 2019
FIN,2019-12,102.1,Dec 2019
FIN,2020-01,101.5,Jan 2020
FIN,2020-02,101.3,Feb 2020
FIN,2020-03,100.7,Mar 2020
FIN,2020-04,100.6,Apr 2020
FIN,2020-05,101,May 2020
FIN,2020-06,101.4,Jun 2020
FIN,2020-07,101,Jul 2020
FIN,2020-08,100.7,Aug 2020
FIN,2020-09,100.5,Sep 2020
FIN,2020-10,100.7,Oct 2020
FIN,2020-11,101.2,Nov 2020
FIN,2020-12,101.1,Dec 2020
FIN,2021-01,102.1,Jan 2021
FIN,2021-02,103.1,Feb 2021
FIN,2021-03,104.2,Mar 2021
FIN,2021-04,106.3,Apr 2021
FIN,2021-05,110.7,May 2021
FIN,2021-06,111.7,Jun 2021
FIN,2021-07,117.3,Jul 2021
FIN,2021-08,121.2,Aug 2021
FIN,2021-09,123.2,Sep 2021
FIN,2021-10,123.4,Oct 2021
FIN,2021-11,125,Nov 2021
FIN,2021-12,125.2,Dec 2021
FIN,2022-01,127.2,Jan 2022
FIN,2022-02,128.4,Feb 2022
FIN,2022-03,130.9,Mar 2022
FIN,2022-04,136.7,Apr 2022
FIN,2022-05,141.9,May 2022
FIN,2022-06,143.9,Jun 2022
FIN,2022-07,144.5,Jul 2022
FIN,2022-08,144.8,Aug 2022
FIN,2022-09,144.2,Sep 2022
FIN,2022-10,143.7,Oct 2022
FIN,2022-11,142.1,Nov 2022
FIN,2022-12,141.3,Dec 2022
FRA,1980-01,48.38927,Jan 1980
FRA,1980-02,48.5454,Feb 1980
FRA,1980-03,48.63322,Mar 1980
FRA,1980-04,49.53094,Apr 1980
FRA,1980-05,49.53094,May 1980
FRA,1980-06,49.53094,Jun 1980
FRA,1980-07,50.27254,Jul 1980
FRA,1980-08,50.27254,Aug 1980
FRA,1980-09,50.36036,Sep 1980
FRA,1980-10,50.7702,Oct 1980
FRA,1980-11,50.93608,Nov 1980
FRA,1980-12,50.7702,Dec 1980
FRA,1981-01,52.74128,Jan 1981
FRA,1981-02,52.81935,Feb 1981
FRA,1981-03,52.90717,Mar 1981
FRA,1981-04,54.13666,Apr 1981
FRA,1981-05,54.3806,May 1981
FRA,1981-06,54.62455,Jun 1981
FRA,1981-07,56.3517,Jul 1981
FRA,1981-08,56.43951,Aug 1981
FRA,1981-09,56.59564,Sep 1981
FRA,1981-10,57.83489,Oct 1981
FRA,1981-11,57.83489,Nov 1981
FRA,1981-12,58.32278,Dec 1981
FRA,1982-01,60.21581,Jan 1982
FRA,1982-02,60.29387,Feb 1982
FRA,1982-03,60.7037,Mar 1982
FRA,1982-04,61.53312,Apr 1982
FRA,1982-05,61.53312,May 1982
FRA,1982-06,61.61119,Jun 1982
FRA,1982-07,61.53312,Jul 1982
FRA,1982-08,61.61119,Aug 1982
FRA,1982-09,61.68925,Sep 1982
FRA,1982-10,62.9285,Oct 1982
FRA,1982-11,63.00656,Nov 1982
FRA,1982-12,63.00656,Dec 1982
FRA,1983-01,64.64588,Jan 1983
FRA,1983-02,64.81177,Feb 1983
FRA,1983-03,65.14353,Mar 1983
FRA,1983-04,66.12908,Apr 1983
FRA,1983-05,66.12908,May 1983
FRA,1983-06,66.37302,Jun 1983
FRA,1983-07,67.69034,Jul 1983
FRA,1983-08,67.85622,Aug 1983
FRA,1983-09,67.93429,Sep 1983
FRA,1983-10,69.00765,Oct 1983
FRA,1983-11,69.25159,Nov 1983
FRA,1983-12,69.32966,Dec 1983
FRA,1984-01,71.0568,Jan 1984
FRA,1984-02,71.14462,Feb 1984
FRA,1984-03,71.38857,Mar 1984
FRA,1984-04,72.45218,Apr 1984
FRA,1984-05,72.54,May 1984
FRA,1984-06,72.54,Jun 1984
FRA,1984-07,73.60361,Jul 1984
FRA,1984-08,73.60361,Aug 1984
FRA,1984-09,73.76949,Sep 1984
FRA,1984-10,74.17932,Oct 1984
FRA,1984-11,74.17932,Nov 1984
FRA,1984-12,74.34521,Dec 1984
FRA,1985-01,75.49664,Jan 1985
FRA,1985-02,75.66252,Feb 1985
FRA,1985-03,75.66252,Mar 1985
FRA,1985-04,76.48218,Apr 1985
FRA,1985-05,76.56024,May 1985
FRA,1985-06,76.39436,Jun 1985
FRA,1985-07,77.05789,Jul 1985
FRA,1985-08,76.97007,Aug 1985
FRA,1985-09,76.89201,Sep 1985
FRA,1985-10,76.31629,Oct 1985
FRA,1985-11,76.23824,Nov 1985
FRA,1985-12,76.07235,Dec 1985
FRA,1986-01,76.23824,Jan 1986
FRA,1986-02,76.07235,Feb 1986
FRA,1986-03,75.98453,Mar 1986
FRA,1986-04,75.74058,Apr 1986
FRA,1986-05,75.66252,May 1986
FRA,1986-06,75.24293,Jun 1986
FRA,1986-07,74.92092,Jul 1986
FRA,1986-08,74.92092,Aug 1986
FRA,1986-09,74.92092,Sep 1986
FRA,1986-10,74.58915,Oct 1986
FRA,1986-11,74.51109,Nov 1986
FRA,1986-12,74.51109,Dec 1986
FRA,1987-01,74.8331,Jan 1987
FRA,1987-02,74.8331,Feb 1987
FRA,1987-03,74.8331,Mar 1987
FRA,1987-04,75.16486,Apr 1987
FRA,1987-05,75.08681,May 1987
FRA,1987-06,75.08681,Jun 1987
FRA,1987-07,75.49664,Jul 1987
FRA,1987-08,75.574700000000007,Aug 1987
FRA,1987-09,75.66252,Sep 1987
FRA,1987-10,76.07235,Oct 1987
FRA,1987-11,76.23824,Nov 1987
FRA,1987-12,76.31629,Dec 1987
FRA,1988-01,76.97007,Jan 1988
FRA,1988-02,77.22378,Feb 1988
FRA,1988-03,77.30184,Mar 1988
FRA,1988-04,77.78973,Apr 1988
FRA,1988-05,77.87756,May 1988
FRA,1988-06,78.04344,Jun 1988
FRA,1988-07,79.27293,Jul 1988
FRA,1988-08,79.43881,Aug 1988
FRA,1988-09,79.6047,Sep 1988
FRA,1988-10,80.83419,Oct 1988
FRA,1988-11,81.00008,Nov 1988
FRA,1988-12,81.07813,Dec 1988
FRA,1989-01,82.6394,Jan 1989
FRA,1989-02,82.6394,Feb 1989
FRA,1989-03,82.72722,Mar 1989
FRA,1989-04,83.21511,Apr 1989
FRA,1989-05,83.21511,May 1989
FRA,1989-06,82.72722,Jun 1989
FRA,1989-07,82.56133,Jul 1989
FRA,1989-08,82.6394,Aug 1989
FRA,1989-09,82.6394,Sep 1989
FRA,1989-10,82.39545,Oct 1989
FRA,1989-11,82.06368,Nov 1989
FRA,1989-12,81.81973,Dec 1989
FRA,1990-01,82.06368,Jan 1990
FRA,1990-02,81.98562,Feb 1990
FRA,1990-03,82.06368,Mar 1990
FRA,1990-04,82.06368,Apr 1990
FRA,1990-05,81.98562,May 1990
FRA,1990-06,81.74167,Jun 1990
FRA,1990-07,82.06368,Jul 1990
FRA,1990-08,81.8978,Aug 1990
FRA,1990-09,82.22956,Sep 1990
FRA,1990-10,82.80527,Oct 1990
FRA,1990-11,82.80527,Nov 1990
FRA,1990-12,82.56133,Dec 1990
FRA,1991-01,82.6394,Jan 1991
FRA,1991-02,82.30762,Feb 1991
FRA,1991-03,81.98562,Mar 1991
FRA,1991-04,81.57579,Apr 1991
FRA,1991-05,81.4099,May 1991
FRA,1991-06,81.24402,Jun 1991
FRA,1991-07,81.00008,Jul 1991
FRA,1991-08,81.07813,Aug 1991
FRA,1991-09,81.00008,Sep 1991
FRA,1991-10,80.59024,Oct 1991
FRA,1991-11,80.42435,Nov 1991
FRA,1991-12,80.33654,Dec 1991
FRA,1992-01,80.42435,Jan 1992
FRA,1992-02,80.59024,Feb 1992
FRA,1992-03,80.6683,Mar 1992
FRA,1992-04,80.6683,Apr 1992
FRA,1992-05,80.75613,May 1992
FRA,1992-06,80.6683,Jun 1992
FRA,1992-07,80.50242,Jul 1992
FRA,1992-08,80.50242,Aug 1992
FRA,1992-09,80.25848,Sep 1992
FRA,1992-10,79.6047,Oct 1992
FRA,1992-11,79.35099,Nov 1992
FRA,1992-12,79.10705,Dec 1992
FRA,1993-01,79.02898,Jan 1993
FRA,1993-02,78.8631,Feb 1993
FRA,1993-03,78.61916,Mar 1993
FRA,1993-04,78.61916,Apr 1993
FRA,1993-05,78.53133,May 1993
FRA,1993-06,78.36545,Jun 1993
FRA,1993-07,78.36545,Jul 1993
FRA,1993-08,78.28738,Aug 1993
FRA,1993-09,78.1215,Sep 1993
FRA,1993-10,78.04344,Oct 1993
FRA,1993-11,77.95562,Nov 1993
FRA,1993-12,77.87756,Dec 1993
FRA,1994-01,78.04344,Jan 1994
FRA,1994-02,78.1215,Feb 1994
FRA,1994-03,78.1215,Mar 1994
FRA,1994-04,78.20932,Apr 1994
FRA,1994-05,78.45327,May 1994
FRA,1994-06,78.69721,Jun 1994
FRA,1994-07,79.10705,Jul 1994
FRA,1994-08,79.43881,Aug 1994
FRA,1994-09,79.9267,Sep 1994
FRA,1994-10,80.59024,Oct 1994
FRA,1994-11,81.00008,Nov 1994
FRA,1994-12,81.4099,Dec 1994
FRA,1995-01,80.6,Jan 1995
FRA,1995-02,80.9,Feb 1995
FRA,1995-03,81.1,Mar 1995
FRA,1995-04,81.4,Apr 1995
FRA,1995-05,81.7,May 1995
FRA,1995-06,81.8,Jun 1995
FRA,1995-07,82,Jul 1995
FRA,1995-08,82.1,Aug 1995
FRA,1995-09,82,Sep 1995
FRA,1995-10,81.8,Oct 1995
FRA,1995-11,81.6,Nov 1995
FRA,1995-12,81.4,Dec 1995
FRA,1996-01,81.3,Jan 1996
FRA,1996-02,81.2,Feb 1996
FRA,1996-03,81,Mar 1996
FRA,1996-04,80.7,Apr 1996
FRA,1996-05,80.5,May 1996
FRA,1996-06,80.3,Jun 1996
FRA,1996-07,80.1,Jul 1996
FRA,1996-08,80.1,Aug 1996
FRA,1996-09,80,Sep 1996
FRA,1996-10,79.9,Oct 1996
FRA,1996-11,79.8,Nov 1996
FRA,1996-12,79.8,Dec 1996
FRA,1997-01,79.8,Jan 1997
FRA,1997-02,79.8,Feb 1997
FRA,1997-03,79.7,Mar 1997
FRA,1997-04,79.8,Apr 1997
FRA,1997-05,79.8,May 1997
FRA,1997-06,79.8,Jun 1997
FRA,1997-07,79.8,Jul 1997
FRA,1997-08,79.8,Aug 1997
FRA,1997-09,79.8,Sep 1997
FRA,1997-10,79.8,Oct 1997
FRA,1997-11,79.7,Nov 1997
FRA,1997-12,79.6,Dec 1997
FRA,1998-01,79.8,Jan 1998
FRA,1998-02,79.7,Feb 1998
FRA,1998-03,79.8,Mar 1998
FRA,1998-04,79.7,Apr 1998
FRA,1998-05,79.6,May 1998
FRA,1998-06,79.4,Jun 1998
FRA,1998-07,79.2,Jul 1998
FRA,1998-08,79.2,Aug 1998
FRA,1998-09,79,Sep 1998
FRA,1998-10,78.6,Oct 1998
FRA,1998-11,78.5,Nov 1998
FRA,1998-12,78.3,Dec 1998
FRA,1999-01,78.2,Jan 1999
FRA,1999-02,78,Feb 1999
FRA,1999-03,77.9,Mar 1999
FRA,1999-04,77.9,Apr 1999
FRA,1999-05,77.9,May 1999
FRA,1999-06,77.8,Jun 1999
FRA,1999-07,78.1,Jul 1999
FRA,1999-08,78.2,Aug 1999
FRA,1999-09,78.4,Sep 1999
FRA,1999-10,78.8,Oct 1999
FRA,1999-11,79,Nov 1999
FRA,1999-12,79.1,Dec 1999
FRA,2000-01,79.7,Jan 2000
FRA,2000-02,80.1,Feb 2000
FRA,2000-03,80.4,Mar 2000
FRA,2000-04,81,Apr 2000
FRA,2000-05,81.4,May 2000
FRA,2000-06,81.6,Jun 2000
FRA,2000-07,82,Jul 2000
FRA,2000-08,82.2,Aug 2000
FRA,2000-09,82.4,Sep 2000
FRA,2000-10,82.9,Oct 2000
FRA,2000-11,83,Nov 2000
FRA,2000-12,83.2,Dec 2000
FRA,2001-01,83.7,Jan 2001
FRA,2001-02,83.8,Feb 2001
FRA,2001-03,83.8,Mar 2001
FRA,2001-04,83.7,Apr 2001
FRA,2001-05,83.7,May 2001
FRA,2001-06,83.6,Jun 2001
FRA,2001-07,83.4,Jul 2001
FRA,2001-08,83.4,Aug 2001
FRA,2001-09,83.3,Sep 2001
FRA,2001-10,83.1,Oct 2001
FRA,2001-11,83.1,Nov 2001
FRA,2001-12,82.9,Dec 2001
FRA,2002-01,82.9,Jan 2002
FRA,2002-02,82.9,Feb 2002
FRA,2002-03,82.9,Mar 2002
FRA,2002-04,82.9,Apr 2002
FRA,2002-05,83,May 2002
FRA,2002-06,82.9,Jun 2002
FRA,2002-07,83.1,Jul 2002
FRA,2002-08,83.2,Aug 2002
FRA,2002-09,83.1,Sep 2002
FRA,2002-10,83,Oct 2002
FRA,2002-11,82.9,Nov 2002
FRA,2002-12,83,Dec 2002
FRA,2003-01,83.1,Jan 2003
FRA,2003-02,83.2,Feb 2003
FRA,2003-03,83.3,Mar 2003
FRA,2003-04,83.5,Apr 2003
FRA,2003-05,83.4,May 2003
FRA,2003-06,83.3,Jun 2003
FRA,2003-07,83,Jul 2003
FRA,2003-08,82.9,Aug 2003
FRA,2003-09,82.9,Sep 2003
FRA,2003-10,82.9,Oct 2003
FRA,2003-11,83.1,Nov 2003
FRA,2003-12,83.2,Dec 2003
FRA,2004-01,83.6,Jan 2004
FRA,2004-02,84.1,Feb 2004
FRA,2004-03,84.5,Mar 2004
FRA,2004-04,85.1,Apr 2004
FRA,2004-05,85.3,May 2004
FRA,2004-06,85.4,Jun 2004
FRA,2004-07,85.7,Jul 2004
FRA,2004-08,85.9,Aug 2004
FRA,2004-09,86,Sep 2004
FRA,2004-10,86.2,Oct 2004
FRA,2004-11,86.4,Nov 2004
FRA,2004-12,86.3,Dec 2004
FRA,2005-01,86.9,Jan 2005
FRA,2005-02,87.1,Feb 2005
FRA,2005-03,87.4,Mar 2005
FRA,2005-04,87.6,Apr 2005
FRA,2005-05,87.5,May 2005
FRA,2005-06,87.2,Jun 2005
FRA,2005-07,87.1,Jul 2005
FRA,2005-08,87.2,Aug 2005
FRA,2005-09,87.2,Sep 2005
FRA,2005-10,87.8,Oct 2005
FRA,2005-11,88.2,Nov 2005
FRA,2005-12,88.2,Dec 2005
FRA,2006-01,89,Jan 2006
FRA,2006-02,89.4,Feb 2006
FRA,2006-03,89.7,Mar 2006
FRA,2006-04,90.5,Apr 2006
FRA,2006-05,91.3,May 2006
FRA,2006-06,91.6,Jun 2006
FRA,2006-07,92.3,Jul 2006
FRA,2006-08,92.7,Aug 2006
FRA,2006-09,93,Sep 2006
FRA,2006-10,93.3,Oct 2006
FRA,2006-11,93.5,Nov 2006
FRA,2006-12,93.5,Dec 2006
FRA,2007-01,94.2,Jan 2007
FRA,2007-02,94.4,Feb 2007
FRA,2007-03,94.7,Mar 2007
FRA,2007-04,95.6,Apr 2007
FRA,2007-05,95.9,May 2007
FRA,2007-06,96,Jun 2007
FRA,2007-07,96.4,Jul 2007
FRA,2007-08,96.6,Aug 2007
FRA,2007-09,96.6,Sep 2007
FRA,2007-10,96.8,Oct 2007
FRA,2007-11,96.7,Nov 2007
FRA,2007-12,96.6,Dec 2007
FRA,2008-01,97.6,Jan 2008
FRA,2008-02,98.4,Feb 2008
FRA,2008-03,98.7,Mar 2008
FRA,2008-04,99.4,Apr 2008
FRA,2008-05,100,May 2008
FRA,2008-06,100.7,Jun 2008
FRA,2008-07,101.9,Jul 2008
FRA,2008-08,102.1,Aug 2008
FRA,2008-09,102.2,Sep 2008
FRA,2008-10,101.2,Oct 2008
FRA,2008-11,99.9,Nov 2008
FRA,2008-12,98.8,Dec 2008
FRA,2009-01,97.3,Jan 2009
FRA,2009-02,96.5,Feb 2009
FRA,2009-03,96.1,Mar 2009
FRA,2009-04,95.7,Apr 2009
FRA,2009-05,95.5,May 2009
FRA,2009-06,95.2,Jun 2009
FRA,2009-07,95.2,Jul 2009
FRA,2009-08,95.4,Aug 2009
FRA,2009-09,95.4,Sep 2009
FRA,2009-10,95.2,Oct 2009
FRA,2009-11,95.1,Nov 2009
FRA,2009-12,95,Dec 2009
FRA,2010-01,95.7,Jan 2010
FRA,2010-02,95.9,Feb 2010
FRA,2010-03,96.1,Mar 2010
FRA,2010-04,96.6,Apr 2010
FRA,2010-05,97.2,May 2010
FRA,2010-06,97.2,Jun 2010
FRA,2010-07,97.6,Jul 2010
FRA,2010-08,98,Aug 2010
FRA,2010-09,98.7,Sep 2010
FRA,2010-10,99.3,Oct 2010
FRA,2010-11,99.5,Nov 2010
FRA,2010-12,99.9,Dec 2010
FRA,2011-01,101.4,Jan 2011
FRA,2011-02,102.1,Feb 2011
FRA,2011-03,102.6,Mar 2011
FRA,2011-04,103.2,Apr 2011
FRA,2011-05,103.5,May 2011
FRA,2011-06,103.5,Jun 2011
FRA,2011-07,103.6,Jul 2011
FRA,2011-08,103.9,Aug 2011
FRA,2011-09,103.7,Sep 2011
FRA,2011-10,103.4,Oct 2011
FRA,2011-11,103,Nov 2011
FRA,2011-12,102.9,Dec 2011
FRA,2012-01,103.2,Jan 2012
FRA,2012-02,103.5,Feb 2012
FRA,2012-03,103.8,Mar 2012
FRA,2012-04,103.9,Apr 2012
FRA,2012-05,103.8,May 2012
FRA,2012-06,103.6,Jun 2012
FRA,2012-07,103.1,Jul 2012
FRA,2012-08,103.8,Aug 2012
FRA,2012-09,104.3,Sep 2012
FRA,2012-10,104.6,Oct 2012
FRA,2012-11,104.4,Nov 2012
FRA,2012-12,104.3,Dec 2012
FRA,2013-01,104.5,Jan 2013
FRA,2013-02,104.4,Feb 2013
FRA,2013-03,104.2,Mar 2013
FRA,2013-04,104,Apr 2013
FRA,2013-05,103.2,May 2013
FRA,2013-06,103.3,Jun 2013
FRA,2013-07,103.1,Jul 2013
FRA,2013-08,102.9,Aug 2013
FRA,2013-09,102.4,Sep 2013
FRA,2013-10,102,Oct 2013
FRA,2013-11,101.9,Nov 2013
FRA,2013-12,102.1,Dec 2013
FRA,2014-01,102.4,Jan 2014
FRA,2014-02,102,Feb 2014
FRA,2014-03,101.8,Mar 2014
FRA,2014-04,101.9,Apr 2014
FRA,2014-05,102.1,May 2014
FRA,2014-06,102,Jun 2014
FRA,2014-07,102.1,Jul 2014
FRA,2014-08,102,Aug 2014
FRA,2014-09,101.7,Sep 2014
FRA,2014-10,101.7,Oct 2014
FRA,2014-11,101.3,Nov 2014
FRA,2014-12,100.7,Dec 2014
FRA,2015-01,100,Jan 2015
FRA,2015-02,99.8,Feb 2015
FRA,2015-03,100.3,Mar 2015
FRA,2015-04,100.9,Apr 2015
FRA,2015-05,101.1,May 2015
FRA,2015-06,101,Jun 2015
FRA,2015-07,101,Jul 2015
FRA,2015-08,100.2,Aug 2015
FRA,2015-09,99.5,Sep 2015
FRA,2015-10,99,Oct 2015
FRA,2015-11,98.7,Nov 2015
FRA,2015-12,98.4,Dec 2015
FRA,2016-01,97.9,Jan 2016
FRA,2016-02,97.3,Feb 2016
FRA,2016-03,97,Mar 2016
FRA,2016-04,97,Apr 2016
FRA,2016-05,97.2,May 2016
FRA,2016-06,97.6,Jun 2016
FRA,2016-07,97.6,Jul 2016
FRA,2016-08,97.3,Aug 2016
FRA,2016-09,97.4,Sep 2016
FRA,2016-10,97.7,Oct 2016
FRA,2016-11,98,Nov 2016
FRA,2016-12,98.1,Dec 2016
FRA,2017-01,98.9,Jan 2017
FRA,2017-02,99.8,Feb 2017
FRA,2017-03,100.1,Mar 2017
FRA,2017-04,100.6,Apr 2017
FRA,2017-05,100.6,May 2017
FRA,2017-06,100.4,Jun 2017
FRA,2017-07,99.9,Jul 2017
FRA,2017-08,100.1,Aug 2017
FRA,2017-09,100.4,Sep 2017
FRA,2017-10,100.7,Oct 2017
FRA,2017-11,100.6,Nov 2017
FRA,2017-12,100.7,Dec 2017
FRA,2018-01,101.5,Jan 2018
FRA,2018-02,101.8,Feb 2018
FRA,2018-03,102,Mar 2018
FRA,2018-04,102.3,Apr 2018
FRA,2018-05,103,May 2018
FRA,2018-06,103.1,Jun 2018
FRA,2018-07,103.3,Jul 2018
FRA,2018-08,103.4,Aug 2018
FRA,2018-09,103.6,Sep 2018
FRA,2018-10,103.6,Oct 2018
FRA,2018-11,103.5,Nov 2018
FRA,2018-12,103,Dec 2018
FRA,2019-01,103.2,Jan 2019
FRA,2019-02,103.2,Feb 2019
FRA,2019-03,103.4,Mar 2019
FRA,2019-04,103.5,Apr 2019
FRA,2019-05,103.5,May 2019
FRA,2019-06,103.1,Jun 2019
FRA,2019-07,102.7,Jul 2019
FRA,2019-08,102.7,Aug 2019
FRA,2019-09,102.5,Sep 2019
FRA,2019-10,102.2,Oct 2019
FRA,2019-11,101.9,Nov 2019
FRA,2019-12,101.7,Dec 2019
FRA,2020-01,101.6,Jan 2020
FRA,2020-02,101.3,Feb 2020
FRA,2020-03,100.5,Mar 2020
FRA,2020-04,99.6,Apr 2020
FRA,2020-05,99.3,May 2020
FRA,2020-06,99.7,Jun 2020
FRA,2020-07,99.8,Jul 2020
FRA,2020-08,99.8,Aug 2020
FRA,2020-09,99.8,Sep 2020
FRA,2020-10,100,Oct 2020
FRA,2020-11,100.2,Nov 2020
FRA,2020-12,100.7,Dec 2020
FRA,2021-01,101.9,Jan 2021
FRA,2021-02,103.3,Feb 2021
FRA,2021-03,104.6,Mar 2021
FRA,2021-04,106.1,Apr 2021
FRA,2021-05,107.3,May 2021
FRA,2021-06,108.4,Jun 2021
FRA,2021-07,110.4,Jul 2021
FRA,2021-08,111.6,Aug 2021
FRA,2021-09,112.8,Sep 2021
FRA,2021-10,114.6,Oct 2021
FRA,2021-11,116.3,Nov 2021
FRA,2021-12,117.1,Dec 2021
FRA,2022-01,121.8,Jan 2022
FRA,2022-02,123.6,Feb 2022
FRA,2022-03,127,Mar 2022
FRA,2022-04,131.7,Apr 2022
FRA,2022-05,133.8,May 2022
FRA,2022-06,135.1,Jun 2022
FRA,2022-07,135.6,Jul 2022
FRA,2022-08,135.9,Aug 2022
FRA,2022-09,136.1,Sep 2022
