location,time,ppi_dom_int,date
LUX,2011-02,102.7,Feb 2011
LUX,2011-03,104,Mar 2011
LUX,2011-04,104.4,Apr 2011
LUX,2011-05,102.9,May 2011
LUX,2011-06,102.4,Jun 2011
LUX,2011-07,101.9,Jul 2011
LUX,2011-08,101.4,Aug 2011
LUX,2011-09,101.8,Sep 2011
LUX,2011-10,101.2,Oct 2011
LUX,2011-11,99.1,Nov 2011
LUX,2011-12,100.1,Dec 2011
LUX,2012-01,99.9,Jan 2012
LUX,2012-02,100.3,Feb 2012
LUX,2012-03,100.9,Mar 2012
LUX,2012-04,101.1,Apr 2012
LUX,2012-05,100.6,May 2012
LUX,2012-06,99.5,Jun 2012
LUX,2012-07,98.6,Jul 2012
LUX,2012-08,98.4,Aug 2012
LUX,2012-09,98.6,Sep 2012
LUX,2012-10,98.5,Oct 2012
LUX,2012-11,98.2,Nov 2012
LUX,2012-12,97.3,Dec 2012
LUX,2013-01,99.8,Jan 2013
LUX,2013-02,99.9,Feb 2013
LUX,2013-03,99.5,Mar 2013
LUX,2013-04,98.1,Apr 2013
LUX,2013-05,97.3,May 2013
LUX,2013-06,97.1,Jun 2013
LUX,2013-07,94.8,Jul 2013
LUX,2013-08,96.2,Aug 2013
LUX,2013-09,96.3,Sep 2013
LUX,2013-10,96.7,Oct 2013
LUX,2013-11,96.5,Nov 2013
LUX,2013-12,96.6,Dec 2013
LUX,2014-01,97,Jan 2014
LUX,2014-02,96.7,Feb 2014
LUX,2014-03,95.4,Mar 2014
LUX,2014-04,95.4,Apr 2014
LUX,2014-05,96.1,May 2014
LUX,2014-06,96.1,Jun 2014
LUX,2014-07,96.8,Jul 2014
LUX,2014-08,97,Aug 2014
LUX,2014-09,98.5,Sep 2014
LUX,2014-10,99,Oct 2014
LUX,2014-11,99.3,Nov 2014
LUX,2014-12,100.1,Dec 2014
LUX,2015-01,98.8,Jan 2015
LUX,2015-02,100.9,Feb 2015
LUX,2015-03,99.8,Mar 2015
LUX,2015-04,99.8,Apr 2015
LUX,2015-05,101.3,May 2015
LUX,2015-06,101.2,Jun 2015
LUX,2015-07,101.6,Jul 2015
LUX,2015-08,101.1,Aug 2015
LUX,2015-09,100.8,Sep 2015
LUX,2015-10,100.4,Oct 2015
LUX,2015-11,97.8,Nov 2015
LUX,2015-12,96.5,Dec 2015
LUX,2016-01,101.2,Jan 2016
LUX,2016-02,96.3,Feb 2016
LUX,2016-03,94.5,Mar 2016
LUX,2016-04,97,Apr 2016
LUX,2016-05,98.2,May 2016
LUX,2016-06,101.9,Jun 2016
LUX,2016-07,103.4,Jul 2016
LUX,2016-08,103.1,Aug 2016
LUX,2016-09,100.3,Sep 2016
LUX,2016-10,98.9,Oct 2016
LUX,2016-11,98.3,Nov 2016
LUX,2016-12,100.6,Dec 2016
LUX,2017-01,108,Jan 2017
LUX,2017-02,103.6,Feb 2017
LUX,2017-03,103.5,Mar 2017
LUX,2017-04,103,Apr 2017
LUX,2017-05,101.6,May 2017
LUX,2017-06,102.1,Jun 2017
LUX,2017-07,101.8,Jul 2017
LUX,2017-08,102.6,Aug 2017
LUX,2017-09,106.6,Sep 2017
LUX,2017-10,108.5,Oct 2017
LUX,2017-11,107.9,Nov 2017
LUX,2017-12,109.6,Dec 2017
LUX,2018-01,109.7,Jan 2018
LUX,2018-02,112.1,Feb 2018
LUX,2018-03,111.1,Mar 2018
LUX,2018-04,112.1,Apr 2018
LUX,2018-05,114.2,May 2018
LUX,2018-06,111.4,Jun 2018
LUX,2018-07,110.4,Jul 2018
LUX,2018-08,109.7,Aug 2018
LUX,2018-09,111.4,Sep 2018
LUX,2018-10,112.3,Oct 2018
LUX,2018-11,112.7,Nov 2018
LUX,2018-12,113,Dec 2018
LUX,2019-01,112.4,Jan 2019
LUX,2019-02,111.9,Feb 2019
LUX,2019-03,114.4,Mar 2019
LUX,2019-04,115.1,Apr 2019
LUX,2019-05,111.7,May 2019
LUX,2019-06,110.5,Jun 2019
LUX,2019-07,110.9,Jul 2019
LUX,2019-08,111.7,Aug 2019
LUX,2019-09,110,Sep 2019
LUX,2019-10,108.8,Oct 2019
LUX,2019-11,107.3,Nov 2019
LUX,2019-12,107.3,Dec 2019
LUX,2020-01,109.4,Jan 2020
LUX,2020-02,109.5,Feb 2020
LUX,2020-03,108.7,Mar 2020
LUX,2020-04,108.8,Apr 2020
LUX,2020-05,108.1,May 2020
LUX,2020-06,108.1,Jun 2020
LUX,2020-07,106.9,Jul 2020
LUX,2020-08,107.5,Aug 2020
LUX,2020-09,107,Sep 2020
LUX,2020-10,107.2,Oct 2020
LUX,2020-11,108.6,Nov 2020
LUX,2020-12,111.1,Dec 2020
LUX,2021-01,112.4,Jan 2021
LUX,2021-02,120.8,Feb 2021
LUX,2021-03,124.3,Mar 2021
LUX,2021-04,125.5,Apr 2021
LUX,2021-05,126.5,May 2021
LUX,2021-06,133,Jun 2021
LUX,2021-07,139,Jul 2021
LUX,2021-08,146.9,Aug 2021
LUX,2021-09,148.9,Sep 2021
LUX,2021-10,151.4,Oct 2021
LUX,2021-11,154.3,Nov 2021
LUX,2021-12,155.5,Dec 2021
LUX,2022-01,151.6,Jan 2022
LUX,2022-02,159.3,Feb 2022
LUX,2022-03,159.7,Mar 2022
LUX,2022-04,182.2,Apr 2022
LUX,2022-05,199.8,May 2022
LUX,2022-06,191.3,Jun 2022
LUX,2022-07,185.6,Jul 2022
LUX,2022-08,177.8,Aug 2022
LUX,2022-09,184.1,Sep 2022
LUX,2022-10,178.5,Oct 2022
LUX,2022-11,167.4,Nov 2022
LUX,2022-12,167.3,Dec 2022
NLD,1985-01,72.24487,Jan 1985
NLD,1985-02,72.43804,Feb 1985
NLD,1985-03,72.45736,Mar 1985
NLD,1985-04,72.85336,Apr 1985
NLD,1985-05,73.01755,May 1985
NLD,1985-06,72.8437,Jun 1985
NLD,1985-07,72.66019,Jul 1985
NLD,1985-08,72.37044,Aug 1985
NLD,1985-09,71.79093,Sep 1985
NLD,1985-10,71.54947,Oct 1985
NLD,1985-11,70.93134,Nov 1985
NLD,1985-12,70.68987,Dec 1985
NLD,1986-01,70.70919,Jan 1986
NLD,1986-02,70.18764,Feb 1986
NLD,1986-03,69.70471,Mar 1986
NLD,1986-04,68.64229,Apr 1986
NLD,1986-05,68.63263,May 1986
NLD,1986-06,68.13039,Jun 1986
NLD,1986-07,67.70543,Jul 1986
NLD,1986-08,67.3867,Aug 1986
NLD,1986-09,66.9231,Sep 1986
NLD,1986-10,66.84583,Oct 1986
NLD,1986-11,66.46915,Nov 1986
NLD,1986-12,66.57539,Dec 1986
NLD,1987-01,66.33393,Jan 1987
NLD,1987-02,66.25667,Feb 1987
NLD,1987-03,66.12144,Mar 1987
NLD,1987-04,66.49812,Apr 1987
NLD,1987-05,66.30495,May 1987
NLD,1987-06,66.42086,Jun 1987
NLD,1987-07,66.65266,Jul 1987
NLD,1987-08,66.38223,Aug 1987
NLD,1987-09,66.44018,Sep 1987
NLD,1987-10,66.19872,Oct 1987
NLD,1987-11,66.32427,Nov 1987
NLD,1987-12,66.25667,Dec 1987
NLD,1988-01,66.49812,Jan 1988
NLD,1988-02,66.7589,Feb 1988
NLD,1988-03,66.88446,Mar 1988
NLD,1988-04,67.24182,Apr 1988
NLD,1988-05,67.23216,May 1988
NLD,1988-06,68.04347,Jun 1988
NLD,1988-07,68.85477,Jul 1988
NLD,1988-08,69.13487,Aug 1988
NLD,1988-09,69.20248,Sep 1988
NLD,1988-10,69.59847,Oct 1988
NLD,1988-11,69.65643,Nov 1988
NLD,1988-12,69.84959,Dec 1988
NLD,1989-01,70.68021,Jan 1989
NLD,1989-02,70.97962,Feb 1989
NLD,1989-03,70.93134,Mar 1989
NLD,1989-04,71.2404,Apr 1989
NLD,1989-05,71.18245,May 1989
NLD,1989-06,70.84441,Jun 1989
NLD,1989-07,70.31319,Jul 1989
NLD,1989-08,70.12968,Aug 1989
NLD,1989-09,69.62745,Sep 1989
NLD,1989-10,69.29906,Oct 1989
NLD,1989-11,69.30872,Nov 1989
NLD,1989-12,69.01897,Dec 1989
NLD,1990-01,69.04794,Jan 1990
NLD,1990-02,69.09624,Feb 1990
NLD,1990-03,68.86443,Mar 1990
NLD,1990-04,68.46844,Apr 1990
NLD,1990-05,68.45878,May 1990
NLD,1990-06,68.30424,Jun 1990
NLD,1990-07,68.0821,Jul 1990
NLD,1990-08,67.99518,Aug 1990
NLD,1990-09,68.16903,Sep 1990
NLD,1990-10,68.84512,Oct 1990
NLD,1990-11,69.03828,Nov 1990
NLD,1990-12,68.92239,Dec 1990
NLD,1991-01,69.49223,Jan 1991
NLD,1991-02,69.29906,Feb 1991
NLD,1991-03,69.25077,Mar 1991
NLD,1991-04,69.18316,Apr 1991
NLD,1991-05,69.33769,May 1991
NLD,1991-06,69.46326,Jun 1991
NLD,1991-07,69.27009,Jul 1991
NLD,1991-08,69.30872,Aug 1991
NLD,1991-09,69.34735,Sep 1991
NLD,1991-10,69.28941,Oct 1991
NLD,1991-11,69.16384,Nov 1991
NLD,1991-12,68.88375,Dec 1991
NLD,1992-01,69.22179,Jan 1992
NLD,1992-02,69.24111,Feb 1992
NLD,1992-03,69.33769,Mar 1992
NLD,1992-04,69.33769,Apr 1992
NLD,1992-05,69.36667,May 1992
NLD,1992-06,69.21214,Jun 1992
NLD,1992-07,69.24111,Jul 1992
NLD,1992-08,69.02863,Aug 1992
NLD,1992-09,68.88375,Sep 1992
NLD,1992-10,68.57468,Oct 1992
NLD,1992-11,68.4781,Nov 1992
NLD,1992-12,68.35254,Dec 1992
NLD,1993-01,68.53605,Jan 1993
NLD,1993-02,68.88375,Feb 1993
NLD,1993-03,68.71956,Mar 1993
NLD,1993-04,68.52639,Apr 1993
NLD,1993-05,68.40083,May 1993
NLD,1993-06,68.35254,Jun 1993
NLD,1993-07,68.25595,Jul 1993
NLD,1993-08,68.09176,Aug 1993
NLD,1993-09,67.89859,Sep 1993
NLD,1993-10,67.86962,Oct 1993
NLD,1993-11,67.68611,Nov 1993
NLD,1993-12,67.74406,Dec 1993
NLD,1994-01,67.84064,Jan 1994
NLD,1994-02,67.91791,Feb 1994
NLD,1994-03,67.9662,Mar 1994
NLD,1994-04,68.35254,Apr 1994
NLD,1994-05,68.60366,May 1994
NLD,1994-06,68.71956,Jun 1994
NLD,1994-07,69.26043,Jul 1994
NLD,1994-08,69.51155,Aug 1994
NLD,1994-09,69.41496,Sep 1994
NLD,1994-10,70.11037,Oct 1994
NLD,1994-11,70.29388,Nov 1994
NLD,1994-12,70.70919,Dec 1994
NLD,1995-01,72.93063,Jan 1995
NLD,1995-02,73.21072,Feb 1995
NLD,1995-03,73.28799,Mar 1995
NLD,1995-04,72.42838,Apr 1995
NLD,1995-05,71.84888,May 1995
NLD,1995-06,71.49152,Jun 1995
NLD,1995-07,71.13416,Jul 1995
NLD,1995-08,70.98928,Aug 1995
NLD,1995-09,70.69953,Sep 1995
NLD,1995-10,70.41943,Oct 1995
NLD,1995-11,70.27456,Nov 1995
NLD,1995-12,70.1973,Dec 1995
NLD,1996-01,70.56432,Jan 1996
NLD,1996-02,70.56432,Feb 1996
NLD,1996-03,70.69953,Mar 1996
NLD,1996-04,70.69953,Apr 1996
NLD,1996-05,70.84441,May 1996
NLD,1996-06,70.7768,Jun 1996
NLD,1996-07,70.7768,Jul 1996
NLD,1996-08,70.48705,Aug 1996
NLD,1996-09,70.63192,Sep 1996
NLD,1996-10,70.7768,Oct 1996
NLD,1996-11,70.69953,Nov 1996
NLD,1996-12,70.84441,Dec 1996
NLD,1997-01,71.34664,Jan 1997
NLD,1997-02,71.42391,Feb 1997
NLD,1997-03,71.6364,Mar 1997
NLD,1997-04,71.92615,Apr 1997
NLD,1997-05,72.13863,May 1997
NLD,1997-06,72.20625,Jun 1997
NLD,1997-07,72.28351,Jul 1997
NLD,1997-08,72.49599,Aug 1997
NLD,1997-09,72.20625,Sep 1997
NLD,1997-10,72.42838,Oct 1997
NLD,1997-11,72.20625,Nov 1997
NLD,1997-12,72.13863,Dec 1997
NLD,1998-01,72.28351,Jan 1998
NLD,1998-02,72.20625,Feb 1998
NLD,1998-03,71.84888,Mar 1998
NLD,1998-04,71.34664,Apr 1998
NLD,1998-05,71.27904,May 1998
NLD,1998-06,70.92168,Jun 1998
NLD,1998-07,70.48705,Jul 1998
NLD,1998-08,70.27456,Aug 1998
NLD,1998-09,69.77232,Sep 1998
NLD,1998-10,68.91273,Oct 1998
NLD,1998-11,68.76785,Nov 1998
NLD,1998-12,68.4781,Dec 1998
NLD,1999-01,68.26561,Jan 1999
NLD,1999-02,67.90825,Feb 1999
NLD,1999-03,68.05313,Mar 1999
NLD,1999-04,67.83099,Apr 1999
NLD,1999-05,68.26561,May 1999
NLD,1999-06,68.26561,Jun 1999
NLD,1999-07,69.0576,Jul 1999
NLD,1999-08,69.19282,Aug 1999
NLD,1999-09,69.69506,Sep 1999
NLD,1999-10,70.48705,Oct 1999
NLD,1999-11,70.92168,Nov 1999
NLD,1999-12,71.42391,Dec 1999
NLD,2000-01,72.1,Jan 2000
NLD,2000-02,72.4,Feb 2000
NLD,2000-03,72.3,Mar 2000
NLD,2000-04,74,Apr 2000
NLD,2000-05,74.4,May 2000
NLD,2000-06,74.6,Jun 2000
NLD,2000-07,75.9,Jul 2000
NLD,2000-08,76.2,Aug 2000
NLD,2000-09,76.5,Sep 2000
NLD,2000-10,77.5,Oct 2000
NLD,2000-11,77.8,Nov 2000
NLD,2000-12,77.3,Dec 2000
NLD,2001-01,77.6,Jan 2001
NLD,2001-02,77.7,Feb 2001
NLD,2001-03,77.7,Mar 2001
NLD,2001-04,77.2,Apr 2001
NLD,2001-05,77.4,May 2001
NLD,2001-06,77.1,Jun 2001
NLD,2001-07,76.5,Jul 2001
NLD,2001-08,76.2,Aug 2001
NLD,2001-09,76.2,Sep 2001
NLD,2001-10,75.6,Oct 2001
NLD,2001-11,74.7,Nov 2001
NLD,2001-12,75,Dec 2001
NLD,2002-01,74.3,Jan 2002
NLD,2002-02,74.4,Feb 2002
NLD,2002-03,74.7,Mar 2002
NLD,2002-04,76.1,Apr 2002
NLD,2002-05,76,May 2002
NLD,2002-06,76.1,Jun 2002
NLD,2002-07,76.6,Jul 2002
NLD,2002-08,76.7,Aug 2002
NLD,2002-09,76.7,Sep 2002
NLD,2002-10,76.5,Oct 2002
NLD,2002-11,76.2,Nov 2002
NLD,2002-12,76.1,Dec 2002
NLD,2003-01,77.3,Jan 2003
NLD,2003-02,78.3,Feb 2003
NLD,2003-03,78.4,Mar 2003
NLD,2003-04,78.4,Apr 2003
NLD,2003-05,77.6,May 2003
NLD,2003-06,77.2,Jun 2003
NLD,2003-07,76,Jul 2003
NLD,2003-08,75.8,Aug 2003
NLD,2003-09,76.2,Sep 2003
NLD,2003-10,76.7,Oct 2003
NLD,2003-11,76.8,Nov 2003
NLD,2003-12,76.8,Dec 2003
NLD,2004-01,77.8,Jan 2004
NLD,2004-02,78.2,Feb 2004
NLD,2004-03,78.6,Mar 2004
NLD,2004-04,79.8,Apr 2004
NLD,2004-05,79.9,May 2004
NLD,2004-06,80,Jun 2004
NLD,2004-07,81.4,Jul 2004
NLD,2004-08,81.7,Aug 2004
NLD,2004-09,82,Sep 2004
NLD,2004-10,82.9,Oct 2004
NLD,2004-11,82.6,Nov 2004
NLD,2004-12,82.1,Dec 2004
NLD,2005-01,80.7,Jan 2005
NLD,2005-02,80.9,Feb 2005
NLD,2005-03,82.3,Mar 2005
NLD,2005-04,82.5,Apr 2005
NLD,2005-05,81.7,May 2005
NLD,2005-06,82.2,Jun 2005
NLD,2005-07,82.6,Jul 2005
NLD,2005-08,83.5,Aug 2005
NLD,2005-09,84.5,Sep 2005
NLD,2005-10,85.7,Oct 2005
NLD,2005-11,84.6,Nov 2005
NLD,2005-12,84.3,Dec 2005
NLD,2006-01,86.2,Jan 2006
NLD,2006-02,86.2,Feb 2006
NLD,2006-03,86.7,Mar 2006
NLD,2006-04,88.1,Apr 2006
NLD,2006-05,88.2,May 2006
NLD,2006-06,88.8,Jun 2006
NLD,2006-07,90.6,Jul 2006
NLD,2006-08,90.7,Aug 2006
NLD,2006-09,89.4,Sep 2006
NLD,2006-10,89.8,Oct 2006
NLD,2006-11,89.6,Nov 2006
NLD,2006-12,89.8,Dec 2006
NLD,2007-01,91.8,Jan 2007
NLD,2007-02,92.2,Feb 2007
NLD,2007-03,92.8,Mar 2007
NLD,2007-04,94.7,Apr 2007
NLD,2007-05,95.4,May 2007
NLD,2007-06,95.6,Jun 2007
NLD,2007-07,96.6,Jul 2007
NLD,2007-08,96.4,Aug 2007
NLD,2007-09,97.3,Sep 2007
NLD,2007-10,97.8,Oct 2007
NLD,2007-11,99.5,Nov 2007
NLD,2007-12,99.9,Dec 2007
NLD,2008-01,100.4,Jan 2008
NLD,2008-02,101.4,Feb 2008
NLD,2008-03,102,Mar 2008
NLD,2008-04,103.2,Apr 2008
NLD,2008-05,105.4,May 2008
NLD,2008-06,106.9,Jun 2008
NLD,2008-07,108.9,Jul 2008
NLD,2008-08,107.7,Aug 2008
NLD,2008-09,107,Sep 2008
NLD,2008-10,102.4,Oct 2008
NLD,2008-11,98.9,Nov 2008
NLD,2008-12,93.6,Dec 2008
NLD,2009-01,90.5,Jan 2009
NLD,2009-02,90.8,Feb 2009
NLD,2009-03,90,Mar 2009
NLD,2009-04,89.3,Apr 2009
NLD,2009-05,90.2,May 2009
NLD,2009-06,90.5,Jun 2009
NLD,2009-07,90.2,Jul 2009
NLD,2009-08,91.1,Aug 2009
NLD,2009-09,91,Sep 2009
NLD,2009-10,91,Oct 2009
NLD,2009-11,91.6,Nov 2009
NLD,2009-12,91.9,Dec 2009
NLD,2010-01,91.8,Jan 2010
NLD,2010-02,93.1,Feb 2010
NLD,2010-03,94.4,Mar 2010
NLD,2010-04,96.4,Apr 2010
NLD,2010-05,96.9,May 2010
NLD,2010-06,96.6,Jun 2010
NLD,2010-07,96.2,Jul 2010
NLD,2010-08,96.3,Aug 2010
NLD,2010-09,97.6,Sep 2010
NLD,2010-10,98.8,Oct 2010
NLD,2010-11,99.9,Nov 2010
NLD,2010-12,101.9,Dec 2010
NLD,2011-01,104.9,Jan 2011
NLD,2011-02,106.8,Feb 2011
NLD,2011-03,109.3,Mar 2011
NLD,2011-04,110.9,Apr 2011
NLD,2011-05,110.1,May 2011
NLD,2011-06,110.4,Jun 2011
NLD,2011-07,110.6,Jul 2011
NLD,2011-08,110.3,Aug 2011
NLD,2011-09,110.5,Sep 2011
NLD,2011-10,108.3,Oct 2011
NLD,2011-11,108.7,Nov 2011
NLD,2011-12,108.8,Dec 2011
NLD,2012-01,104.1,Jan 2012
NLD,2012-02,105.5,Feb 2012
NLD,2012-03,106.3,Mar 2012
NLD,2012-04,106.9,Apr 2012
NLD,2012-05,107.4,May 2012
NLD,2012-06,106.2,Jun 2012
NLD,2012-07,105.4,Jul 2012
NLD,2012-08,106.4,Aug 2012
NLD,2012-09,108,Sep 2012
NLD,2012-10,108.1,Oct 2012
NLD,2012-11,108.1,Nov 2012
NLD,2012-12,108.1,Dec 2012
NLD,2013-01,108.4,Jan 2013
NLD,2013-02,108.8,Feb 2013
NLD,2013-03,108.5,Mar 2013
NLD,2013-04,107.7,Apr 2013
NLD,2013-05,106.8,May 2013
NLD,2013-06,106.2,Jun 2013
NLD,2013-07,106.2,Jul 2013
NLD,2013-08,106.1,Aug 2013
NLD,2013-09,105.7,Sep 2013
NLD,2013-10,104.9,Oct 2013
NLD,2013-11,104.6,Nov 2013
NLD,2013-12,105,Dec 2013
NLD,2014-01,105.5,Jan 2014
NLD,2014-02,105.2,Feb 2014
NLD,2014-03,105.1,Mar 2014
NLD,2014-04,105.2,Apr 2014
NLD,2014-05,105.4,May 2014
NLD,2014-06,105.5,Jun 2014
NLD,2014-07,105.8,Jul 2014
NLD,2014-08,105.4,Aug 2014
NLD,2014-09,104.6,Sep 2014
NLD,2014-10,104.4,Oct 2014
NLD,2014-11,102.7,Nov 2014
NLD,2014-12,100.6,Dec 2014
NLD,2015-01,98,Jan 2015
NLD,2015-02,97.2,Feb 2015
NLD,2015-03,99.4,Mar 2015
NLD,2015-04,101.3,Apr 2015
NLD,2015-05,102.6,May 2015
NLD,2015-06,103.2,Jun 2015
NLD,2015-07,102.8,Jul 2015
NLD,2015-08,101.5,Aug 2015
NLD,2015-09,99.5,Sep 2015
NLD,2015-10,98.5,Oct 2015
NLD,2015-11,97.9,Nov 2015
NLD,2015-12,98.1,Dec 2015
NLD,2016-01,96.8,Jan 2016
NLD,2016-02,95.7,Feb 2016
NLD,2016-03,95.4,Mar 2016
NLD,2016-04,96.1,Apr 2016
NLD,2016-05,97.1,May 2016
NLD,2016-06,97.6,Jun 2016
NLD,2016-07,97.7,Jul 2016
NLD,2016-08,97.6,Aug 2016
NLD,2016-09,98,Sep 2016
NLD,2016-10,98.8,Oct 2016
NLD,2016-11,99.1,Nov 2016
NLD,2016-12,99.7,Dec 2016
NLD,2017-01,101.4,Jan 2017
NLD,2017-02,103,Feb 2017
NLD,2017-03,103.9,Mar 2017
NLD,2017-04,104,Apr 2017
NLD,2017-05,103,May 2017
NLD,2017-06,102.1,Jun 2017
NLD,2017-07,101.3,Jul 2017
NLD,2017-08,101.4,Aug 2017
NLD,2017-09,102.7,Sep 2017
NLD,2017-10,103.1,Oct 2017
NLD,2017-11,103.4,Nov 2017
NLD,2017-12,103.6,Dec 2017
NLD,2018-01,104.3,Jan 2018
NLD,2018-02,104.7,Feb 2018
NLD,2018-03,104.7,Mar 2018
NLD,2018-04,105.3,Apr 2018
NLD,2018-05,105.8,May 2018
NLD,2018-06,107.1,Jun 2018
NLD,2018-07,107.1,Jul 2018
NLD,2018-08,107.3,Aug 2018
NLD,2018-09,108.1,Sep 2018
NLD,2018-10,108.3,Oct 2018
NLD,2018-11,107.3,Nov 2018
NLD,2018-12,105.3,Dec 2018
NLD,2019-01,105.6,Jan 2019
NLD,2019-02,105.6,Feb 2019
NLD,2019-03,106.5,Mar 2019
NLD,2019-04,107.3,Apr 2019
NLD,2019-05,108.2,May 2019
NLD,2019-06,107.5,Jun 2019
NLD,2019-07,106,Jul 2019
NLD,2019-08,106.2,Aug 2019
NLD,2019-09,105.6,Sep 2019
NLD,2019-10,106,Oct 2019
NLD,2019-11,105.1,Nov 2019
NLD,2019-12,105.9,Dec 2019
NLD,2020-01,106.5,Jan 2020
NLD,2020-02,106.3,Feb 2020
NLD,2020-03,104.1,Mar 2020
NLD,2020-04,99.9,Apr 2020
NLD,2020-05,98.9,May 2020
NLD,2020-06,100.2,Jun 2020
NLD,2020-07,101.4,Jul 2020
NLD,2020-08,101.7,Aug 2020
NLD,2020-09,101.5,Sep 2020
NLD,2020-10,101.9,Oct 2020
NLD,2020-11,102.3,Nov 2020
NLD,2020-12,103.2,Dec 2020
NLD,2021-01,106.3,Jan 2021
NLD,2021-02,108.7,Feb 2021
NLD,2021-03,112.2,Mar 2021
NLD,2021-04,115.8,Apr 2021
NLD,2021-05,117.4,May 2021
NLD,2021-06,117.7,Jun 2021
NLD,2021-07,121.1,Jul 2021
NLD,2021-08,122.7,Aug 2021
NLD,2021-09,123.6,Sep 2021
NLD,2021-10,127.2,Oct 2021
NLD,2021-11,130,Nov 2021
NLD,2021-12,131.3,Dec 2021
NLD,2022-01,135.5,Jan 2022
NLD,2022-02,139.7,Feb 2022
NLD,2022-03,143.3,Mar 2022
NLD,2022-04,153.2,Apr 2022
NLD,2022-05,154.4,May 2022
NLD,2022-06,155.7,Jun 2022
NLD,2022-07,157.8,Jul 2022
NLD,2022-08,153.9,Aug 2022
NLD,2022-09,152.9,Sep 2022
NLD,2022-10,153.3,Oct 2022
NLD,2022-11,151.5,Nov 2022
NLD,2022-12,149.4,Dec 2022
NOR,1995-01,63.56192,Jan 1995
NOR,1995-02,64.25282,Feb 1995
NOR,1995-03,64.46008,Mar 1995
NOR,1995-04,64.59826,Apr 1995
NOR,1995-05,64.46008,May 1995
NOR,1995-06,64.59826,Jun 1995
NOR,1995-07,65.22006,Jul 1995
NOR,1995-08,65.15097,Aug 1995
NOR,1995-09,65.15097,Sep 1995
NOR,1995-10,65.28915,Oct 1995
NOR,1995-11,65.56551,Nov 1995
NOR,1995-12,65.15097,Dec 1995
NOR,1996-01,65.56551,Jan 1996
NOR,1996-02,65.28915,Feb 1996
NOR,1996-03,64.73643,Mar 1996
NOR,1996-04,64.18372,Apr 1996
NOR,1996-05,63.28557,May 1996
NOR,1996-06,63.14739,Jun 1996
NOR,1996-07,63.42375,Jul 1996
NOR,1996-08,63.63101,Aug 1996
NOR,1996-09,63.0783,Sep 1996
NOR,1996-10,63.0783,Oct 1996
NOR,1996-11,63.14739,Nov 1996
NOR,1996-12,63.42375,Dec 1996
NOR,1997-01,63.28557,Jan 1997
NOR,1997-02,62.87103,Feb 1997
NOR,1997-03,63.21648,Mar 1997
NOR,1997-04,63.42375,Apr 1997
NOR,1997-05,63.90737,May 1997
NOR,1997-06,64.46008,Jun 1997
NOR,1997-07,64.52917,Jul 1997
NOR,1997-08,64.39099,Aug 1997
NOR,1997-09,64.59826,Sep 1997
NOR,1997-10,64.46008,Oct 1997
NOR,1997-11,64.59826,Nov 1997
NOR,1997-12,64.66735,Dec 1997
NOR,1998-01,65.01279,Jan 1998
NOR,1998-02,64.80553,Feb 1998
NOR,1998-03,64.80553,Mar 1998
NOR,1998-04,65.08189,Apr 1998
NOR,1998-05,65.35824,May 1998
NOR,1998-06,65.15097,Jun 1998
NOR,1998-07,65.08189,Jul 1998
NOR,1998-08,65.01279,Aug 1998
NOR,1998-09,65.22006,Sep 1998
NOR,1998-10,65.28915,Oct 1998
NOR,1998-11,65.56551,Nov 1998
NOR,1998-12,65.49641,Dec 1998
NOR,1999-01,65.6346,Jan 1999
NOR,1999-02,65.70368,Feb 1999
NOR,1999-03,65.70368,Mar 1999
NOR,1999-04,65.56551,Apr 1999
NOR,1999-05,65.6346,May 1999
NOR,1999-06,65.42733,Jun 1999
NOR,1999-07,65.28915,Jul 1999
NOR,1999-08,65.91095,Aug 1999
NOR,1999-09,65.91095,Sep 1999
NOR,1999-10,66.25639,Oct 1999
NOR,1999-11,66.60184,Nov 1999
NOR,1999-12,67.36182,Dec 1999
NOR,2000-01,67.5,Jan 2000
NOR,2000-02,67.6,Feb 2000
NOR,2000-03,68.1,Mar 2000
NOR,2000-04,68.2,Apr 2000
NOR,2000-05,68.8,May 2000
NOR,2000-06,69.5,Jun 2000
NOR,2000-07,69,Jul 2000
NOR,2000-08,69.3,Aug 2000
NOR,2000-09,69.3,Sep 2000
NOR,2000-10,69.7,Oct 2000
NOR,2000-11,69.8,Nov 2000
NOR,2000-12,70,Dec 2000
NOR,2001-01,70.2,Jan 2001
NOR,2001-02,70.7,Feb 2001
NOR,2001-03,70.7,Mar 2001
NOR,2001-04,70.7,Apr 2001
NOR,2001-05,70.8,May 2001
NOR,2001-06,70.6,Jun 2001
NOR,2001-07,70.4,Jul 2001
NOR,2001-08,70,Aug 2001
NOR,2001-09,69.9,Sep 2001
NOR,2001-10,69.5,Oct 2001
NOR,2001-11,69.3,Nov 2001
NOR,2001-12,69.5,Dec 2001
NOR,2002-01,70.6,Jan 2002
NOR,2002-02,70.6,Feb 2002
NOR,2002-03,70.7,Mar 2002
NOR,2002-04,70.6,Apr 2002
NOR,2002-05,70.5,May 2002
NOR,2002-06,70.6,Jun 2002
NOR,2002-07,70.4,Jul 2002
NOR,2002-08,70.3,Aug 2002
NOR,2002-09,70.3,Sep 2002
NOR,2002-10,70.3,Oct 2002
NOR,2002-11,70.3,Nov 2002
NOR,2002-12,70.2,Dec 2002
NOR,2003-01,70.5,Jan 2003
