location,time,cpi_goods,date
HUN,2008-01,7.319486,Jan 2008
HUN,2008-02,7.324219,Feb 2008
HUN,2008-03,6.96999,Mar 2008
HUN,2008-04,7.135969,Apr 2008
HUN,2008-05,7.758621,May 2008
HUN,2008-06,7.545368,Jun 2008
HUN,2008-07,7.478427,Jul 2008
HUN,2008-08,7.211538,Aug 2008
HUN,2008-09,6.17284,Sep 2008
HUN,2008-10,5.357143,Oct 2008
HUN,2008-11,4.193849,Nov 2008
HUN,2008-12,3.156917,Dec 2008
HUN,2009-01,2.949309,Jan 2009
HUN,2009-02,2.820746,Feb 2009
HUN,2009-03,2.714932,Mar 2009
HUN,2009-04,3.060306,Apr 2009
HUN,2009-05,3.822222,May 2009
HUN,2009-06,3.6412079999999998,Jun 2009
HUN,2009-07,4.638715,Jul 2009
HUN,2009-08,4.394619,Aug 2009
HUN,2009-09,4.382826,Sep 2009
HUN,2009-10,4.192685,Oct 2009
HUN,2009-11,4.830054,Nov 2009
HUN,2009-12,5.40054,Dec 2009
HUN,2010-01,6.714414,Jan 2010
HUN,2010-02,5.575221,Feb 2010
HUN,2010-03,5.903084,Mar 2010
HUN,2010-04,5.58952,Apr 2010
HUN,2010-05,4.79452,May 2010
HUN,2010-06,5.141388,Jun 2010
HUN,2010-07,4.433078,Jul 2010
HUN,2010-08,4.123711,Aug 2010
HUN,2010-09,4.113111,Sep 2010
HUN,2010-10,4.708904,Oct 2010
HUN,2010-11,4.948805,Nov 2010
HUN,2010-12,5.636209,Dec 2010
HUN,2011-01,4.697987,Jan 2011
HUN,2011-02,5.11316,Feb 2011
HUN,2011-03,5.740433,Mar 2011
HUN,2011-04,5.955335,Apr 2011
HUN,2011-05,4.820261,May 2011
HUN,2011-06,4.07498,Jun 2011
HUN,2011-07,3.510204,Jul 2011
HUN,2011-08,4.290429,Aug 2011
HUN,2011-09,4.115226,Sep 2011
HUN,2011-10,4.578904,Oct 2011
HUN,2011-11,5.04065,Nov 2011
HUN,2011-12,4.688763,Dec 2011
HUN,2012-01,5.849359,Jan 2012
HUN,2012-02,6.539075,Feb 2012
HUN,2012-03,6.215578,Mar 2012
HUN,2012-04,6.401249,Apr 2012
HUN,2012-05,5.923616,May 2012
HUN,2012-06,6.264683,Jun 2012
HUN,2012-07,6.545742,Jul 2012
HUN,2012-08,6.962025,Aug 2012
HUN,2012-09,7.588933,Sep 2012
HUN,2012-10,6.802189,Oct 2012
HUN,2012-11,5.572755,Nov 2012
HUN,2012-12,5.173745,Dec 2012
HUN,2013-01,3.936412,Jan 2013
HUN,2013-02,2.39521,Feb 2013
HUN,2013-03,1.407407,Mar 2013
HUN,2013-04,0.7336757,Apr 2013
HUN,2013-05,0.6622517,May 2013
HUN,2013-06,0.9579956,Jun 2013
HUN,2013-07,0.8882309,Jul 2013
HUN,2013-08,0.443787,Aug 2013
HUN,2013-09,0.2939015,Sep 2013
HUN,2013-10,-0.5856515,Oct 2013
HUN,2013-11,-0.6598241,Nov 2013
HUN,2013-12,-1.248164,Dec 2013
HUN,2014-01,-1.675164,Jan 2014
HUN,2014-02,-1.096491,Feb 2014
HUN,2014-03,-0.9495983,Mar 2014
HUN,2014-04,-1.165331,Apr 2014
HUN,2014-05,-1.096491,May 2014
HUN,2014-06,-1.240876,Jun 2014
HUN,2014-07,-0.8804109,Jul 2014
HUN,2014-08,-1.104566,Aug 2014
HUN,2014-09,-1.538462,Sep 2014
HUN,2014-10,-1.472754,Oct 2014
HUN,2014-11,-1.845019,Nov 2014
HUN,2014-12,-2.081784,Dec 2014
HUN,2015-01,-2.888889,Jan 2015
HUN,2015-02,-2.512934,Feb 2015
HUN,2015-03,-1.917404,Mar 2015
HUN,2015-04,-1.621223,Apr 2015
HUN,2015-05,-0.3695492,May 2015
HUN,2015-06,-0.1478197,Jun 2015
HUN,2015-07,-0.4441155,Jul 2015
HUN,2015-08,-0.893522,Aug 2015
HUN,2015-09,-1.5625,Sep 2015
HUN,2015-10,-0.7473841,Oct 2015
HUN,2015-11,-0.07518797,Nov 2015
HUN,2015-12,0.4555809,Dec 2015
HUN,2016-01,0.5339435,Jan 2016
HUN,2016-02,-0.3790751,Feb 2016
HUN,2016-03,-1.052632,Mar 2016
HUN,2016-04,-0.5243446,Apr 2016
HUN,2016-05,-1.038576,May 2016
HUN,2016-06,-1.110289,Jun 2016
HUN,2016-07,-1.189591,Jul 2016
HUN,2016-08,-0.8264463,Aug 2016
HUN,2016-09,0.1511716,Sep 2016
HUN,2016-10,0.6777108,Oct 2016
HUN,2016-11,0.6019564,Nov 2016
HUN,2016-12,1.587302,Dec 2016
HUN,2017-01,2.655539,Jan 2017
HUN,2017-02,3.348554,Feb 2017
HUN,2017-03,3.039514,Mar 2017
HUN,2017-04,2.334337,Apr 2017
HUN,2017-05,2.248876,May 2017
HUN,2017-06,1.968563,Jun 2017
HUN,2017-07,2.144469,Jul 2017
HUN,2017-08,2.840909,Aug 2017
HUN,2017-09,2.732075,Sep 2017
HUN,2017-10,2.318624,Oct 2017
HUN,2017-11,3.066567,Nov 2017
HUN,2017-12,2.380952,Dec 2017
HUN,2018-01,2.365114,Jan 2018
HUN,2018-02,1.988218,Feb 2018
HUN,2018-03,2.138643,Mar 2018
HUN,2018-04,2.649007,Apr 2018
HUN,2018-05,3.079179,May 2018
HUN,2018-06,3.501431,Jun 2018
HUN,2018-07,3.941068,Jul 2018
HUN,2018-08,3.867403,Aug 2018
HUN,2018-09,4.246253,Sep 2018
HUN,2018-10,4.459064,Oct 2018
HUN,2018-11,3.265602,Nov 2018
HUN,2018-12,2.688953,Dec 2018
HUN,2019-01,2.310469,Jan 2019
HUN,2019-02,2.960289,Feb 2019
HUN,2019-03,3.754513,Mar 2019
HUN,2019-04,4.014337,Apr 2019
HUN,2019-05,3.98293,May 2019
HUN,2019-06,3.120567,Jun 2019
HUN,2019-07,3.047484,Jul 2019
HUN,2019-08,2.836879,Aug 2019
HUN,2019-09,2.184637,Sep 2019
HUN,2019-10,2.309307,Oct 2019
HUN,2019-11,2.951511,Nov 2019
HUN,2019-12,4.03397,Dec 2019
HUN,2020-01,4.869442,Jan 2020
HUN,2020-02,4.347826,Feb 2020
HUN,2020-03,3.61865,Mar 2020
HUN,2020-04,1.791868,Apr 2020
HUN,2020-05,1.573187,May 2020
HUN,2020-06,2.61348,Jun 2020
HUN,2020-07,3.713893,Jul 2020
HUN,2020-08,3.724138,Aug 2020
HUN,2020-09,3.517241,Sep 2020
HUN,2020-10,3.009576,Oct 2020
HUN,2020-11,2.662116,Nov 2020
HUN,2020-12,2.789116,Dec 2020
HUN,2021-01,2.759085,Jan 2021
HUN,2021-02,3.494624,Feb 2021
HUN,2021-03,4.432505,Mar 2021
HUN,2021-04,6.228842,Apr 2021
HUN,2021-05,6.262626,May 2021
HUN,2021-06,5.764075,Jun 2021
HUN,2021-07,5.172414,Jul 2021
HUN,2021-08,5.585106,Aug 2021
HUN,2021-09,6.195869,Sep 2021
HUN,2021-10,7.370518,Oct 2021
HUN,2021-11,8.37766,Nov 2021
HUN,2021-12,8.074123,Dec 2021
HUN,2022-01,8.644401,Jan 2022
HUN,2022-02,9.025974,Feb 2022
HUN,2022-03,9.131833,Mar 2022
HUN,2022-04,10.19758,Apr 2022
HUN,2022-05,11.66033,May 2022
HUN,2022-06,13.43473,Jun 2022
HUN,2022-07,15.76293,Jul 2022
HUN,2022-08,17.82116,Aug 2022
HUN,2022-09,23.96487,Sep 2022
HUN,2022-10,25.23191,Oct 2022
HUN,2022-11,26.74847,Nov 2022
HUN,2022-12,29.33252,Dec 2022
HUN,2023-01,30.37975,Jan 2023
HUN,2023-02,29.60095,Feb 2023
HUN,2023-03,28.57985,Mar 2023
HUN,2023-04,26.37363,Apr 2023
HUN,2023-05,22.75823,May 2023
HUN,2023-06,20.78212,Jun 2023
HUN,2023-07,17.32026,Jul 2023
HUN,2023-08,16.19455,Aug 2023
HUN,2023-09,10.47571,Sep 2023
HUN,2023-10,7.45679,Oct 2023
HUN,2023-11,5.130687,Nov 2023
HUN,2023-12,2.035985,Dec 2023
CAN,1962-01,0,Jan 1962
CAN,1962-02,0,Feb 1962
CAN,1962-03,0,Mar 1962
CAN,1962-04,0,Apr 1962
CAN,1962-05,0,May 1962
CAN,1962-06,0.5714286,Jun 1962
CAN,1962-07,1.714286,Jul 1962
CAN,1962-08,1.714286,Aug 1962
CAN,1962-09,1.142857,Sep 1962
CAN,1962-10,1.714286,Oct 1962
CAN,1962-11,1.714286,Nov 1962
CAN,1962-12,1.714286,Dec 1962
CAN,1963-01,1.714286,Jan 1963
CAN,1963-02,2.285714,Feb 1963
CAN,1963-03,2.285714,Mar 1963
CAN,1963-04,2.285714,Apr 1963
CAN,1963-05,2.285714,May 1963
CAN,1963-06,2.272727,Jun 1963
CAN,1963-07,1.685393,Jul 1963
CAN,1963-08,1.685393,Aug 1963
CAN,1963-09,1.694915,Sep 1963
CAN,1963-10,1.685393,Oct 1963
CAN,1963-11,1.685393,Nov 1963
CAN,1963-12,1.685393,Dec 1963
CAN,1964-01,1.685393,Jan 1964
CAN,1964-02,1.117318,Feb 1964
CAN,1964-03,1.117318,Mar 1964
CAN,1964-04,1.675978,Apr 1964
CAN,1964-05,1.675978,May 1964
CAN,1964-06,1.111111,Jun 1964
CAN,1964-07,1.104972,Jul 1964
CAN,1964-08,0.5524862,Aug 1964
CAN,1964-09,1.111111,Sep 1964
CAN,1964-10,0.5524862,Oct 1964
CAN,1964-11,0.5524862,Nov 1964
CAN,1964-12,0.5524862,Dec 1964
CAN,1965-01,0.5524862,Jan 1965
CAN,1965-02,0.5524862,Feb 1965
CAN,1965-03,0.5524862,Mar 1965
CAN,1965-04,0.5494506,Apr 1965
CAN,1965-05,1.648352,May 1965
CAN,1965-06,2.197802,Jun 1965
CAN,1965-07,2.185792,Jul 1965
CAN,1965-08,2.197802,Aug 1965
CAN,1965-09,2.197802,Sep 1965
CAN,1965-10,2.197802,Oct 1965
CAN,1965-11,2.747253,Nov 1965
CAN,1965-12,2.747253,Dec 1965
CAN,1966-01,3.296703,Jan 1966
CAN,1966-02,4.395605,Feb 1966
CAN,1966-03,4.395605,Mar 1966
CAN,1966-04,4.918033,Apr 1966
CAN,1966-05,3.783784,May 1966
CAN,1966-06,3.763441,Jun 1966
CAN,1966-07,3.743315,Jul 1966
CAN,1966-08,4.301075,Aug 1966
CAN,1966-09,4.301075,Sep 1966
CAN,1966-10,4.301075,Oct 1966
CAN,1966-11,3.743315,Nov 1966
CAN,1966-12,3.743315,Dec 1966
CAN,1967-01,3.191489,Jan 1967
CAN,1967-02,2.105263,Feb 1967
CAN,1967-03,2.105263,Mar 1967
CAN,1967-04,1.5625,Apr 1967
CAN,1967-05,2.083333,May 1967
CAN,1967-06,2.072539,Jun 1967
CAN,1967-07,2.57732,Jul 1967
CAN,1967-08,3.092783,Aug 1967
CAN,1967-09,2.57732,Sep 1967
CAN,1967-10,2.57732,Oct 1967
CAN,1967-11,2.57732,Nov 1967
CAN,1967-12,3.092783,Dec 1967
CAN,1968-01,3.608248,Jan 1968
CAN,1968-02,3.608248,Feb 1968
CAN,1968-03,4.123711,Mar 1968
CAN,1968-04,4.615385,Apr 1968
CAN,1968-05,4.081633,May 1968
CAN,1968-06,3.553299,Jun 1968
CAN,1968-07,3.517588,Jul 1968
CAN,1968-08,3,Aug 1968
CAN,1968-09,3.517588,Sep 1968
CAN,1968-10,4.020101,Oct 1968
CAN,1968-11,4.020101,Nov 1968
CAN,1968-12,3.5,Dec 1968
CAN,1969-01,2.985075,Jan 1969
CAN,1969-02,2.985075,Feb 1969
CAN,1969-03,2.475248,Mar 1969
CAN,1969-04,2.45098,Apr 1969
CAN,1969-05,2.941176,May 1969
CAN,1969-06,4.411765,Jun 1969
CAN,1969-07,3.398058,Jul 1969
CAN,1969-08,3.398058,Aug 1969
CAN,1969-09,2.912621,Sep 1969
CAN,1969-10,2.415459,Oct 1969
CAN,1969-11,2.898551,Nov 1969
CAN,1969-12,3.381643,Dec 1969
CAN,1970-01,3.381643,Jan 1970
CAN,1970-02,3.864734,Feb 1970
CAN,1970-03,3.864734,Mar 1970
CAN,1970-04,2.870813,Apr 1970
CAN,1970-05,2.380952,May 1970
CAN,1970-06,1.877934,Jun 1970
CAN,1970-07,2.347418,Jul 1970
CAN,1970-08,1.408451,Aug 1970
CAN,1970-09,1.415094,Sep 1970
CAN,1970-10,1.415094,Oct 1970
CAN,1970-11,0.4694836,Nov 1970
CAN,1970-12,-0.4672897,Dec 1970
CAN,1971-01,-0.4672897,Jan 1971
CAN,1971-02,-0.4651163,Feb 1971
CAN,1971-03,0,Mar 1971
CAN,1971-04,1.395349,Apr 1971
CAN,1971-05,1.860465,May 1971
CAN,1971-06,1.382488,Jun 1971
CAN,1971-07,1.376147,Jul 1971
CAN,1971-08,2.777778,Aug 1971
CAN,1971-09,2.325581,Sep 1971
CAN,1971-10,2.325581,Oct 1971
CAN,1971-11,3.271028,Nov 1971
CAN,1971-12,4.694836,Dec 1971
CAN,1972-01,5.164319,Jan 1972
CAN,1972-02,5.607477,Feb 1972
CAN,1972-03,5.116279,Mar 1972
CAN,1972-04,4.12844,Apr 1972
CAN,1972-05,3.652968,May 1972
CAN,1972-06,3.636364,Jun 1972
CAN,1972-07,4.072398,Jul 1972
CAN,1972-08,4.054054,Aug 1972
CAN,1972-09,5.454545,Sep 1972
CAN,1972-10,5.454545,Oct 1972
CAN,1972-11,4.977376,Nov 1972
CAN,1972-12,4.484305,Dec 1972
CAN,1973-01,5.803571,Jan 1973
CAN,1973-02,5.752213,Feb 1973
CAN,1973-03,5.752213,Mar 1973
CAN,1973-04,7.488987,Apr 1973
CAN,1973-05,7.929515,May 1973
CAN,1973-06,8.77193,Jun 1973
CAN,1973-07,9.130435,Jul 1973
CAN,1973-08,10.38961,Aug 1973
CAN,1973-09,10.34483,Sep 1973
CAN,1973-10,10.77586,Oct 1973
CAN,1973-11,11.63793,Nov 1973
CAN,1973-12,12.01717,Dec 1973
CAN,1974-01,10.97046,Jan 1974
CAN,1974-02,11.29707,Feb 1974
CAN,1974-03,12.97071,Mar 1974
CAN,1974-04,10.65574,Apr 1974
CAN,1974-05,12.65306,May 1974
CAN,1974-06,13.70968,Jun 1974
CAN,1974-07,12.749,Jul 1974
CAN,1974-08,11.764709999999999,Aug 1974
CAN,1974-09,12.5,Sep 1974
CAN,1974-10,12.84047,Oct 1974
CAN,1974-11,13.89961,Nov 1974
CAN,1974-12,13.7931,Dec 1974
CAN,1975-01,13.30798,Jan 1975
CAN,1975-02,13.1579,Feb 1975
CAN,1975-03,11.85185,Mar 1975
CAN,1975-04,11.85185,Apr 1975
CAN,1975-05,10.86957,May 1975
CAN,1975-06,9.929078,Jun 1975
CAN,1975-07,11.66078,Jul 1975
CAN,1975-08,11.57895,Aug 1975
CAN,1975-09,10.41667,Sep 1975
CAN,1975-10,10.34483,Oct 1975
CAN,1975-11,8.81356,Nov 1975
CAN,1975-12,8.080808,Dec 1975
CAN,1976-01,8.053691,Jan 1976
CAN,1976-02,6.976744,Feb 1976
CAN,1976-03,6.622517,Mar 1976
CAN,1976-04,6.953642,Apr 1976
CAN,1976-05,6.862745,May 1976
CAN,1976-06,5.483871,Jun 1976
CAN,1976-07,3.481013,Jul 1976
CAN,1976-08,2.830189,Aug 1976
CAN,1976-09,3.144654,Sep 1976
CAN,1976-10,2.8125,Oct 1976
CAN,1976-11,2.803738,Nov 1976
CAN,1976-12,3.115265,Dec 1976
CAN,1977-01,3.726708,Jan 1977
CAN,1977-02,4.968944,Feb 1977
CAN,1977-03,5.900621,Mar 1977
CAN,1977-04,6.501548,Apr 1977
CAN,1977-05,6.116208,May 1977
CAN,1977-06,7.033639,Jun 1977
CAN,1977-07,7.95107,Jul 1977
CAN,1977-08,8.256881,Aug 1977
CAN,1977-09,8.841463,Sep 1977
CAN,1977-10,9.118541,Oct 1977
CAN,1977-11,10,Nov 1977
CAN,1977-12,10.57402,Dec 1977
CAN,1978-01,9.880239,Jan 1978
CAN,1978-02,9.171597,Feb 1978
CAN,1978-03,9.67742,Mar 1978
CAN,1978-04,9.302325,Apr 1978
CAN,1978-05,10.37464,May 1978
CAN,1978-06,10.57143,Jun 1978
CAN,1978-07,11.89802,Jul 1978
CAN,1978-08,11.01695,Aug 1978
CAN,1978-09,9.523809,Sep 1978
CAN,1978-10,10.58496,Oct 1978
CAN,1978-11,9.917356,Nov 1978
CAN,1978-12,9.562841,Dec 1978
CAN,1979-01,10.35422,Jan 1979
CAN,1979-02,11.11111,Feb 1979
CAN,1979-03,11.49733,Mar 1979
CAN,1979-04,11.96809,Apr 1979
CAN,1979-05,10.70496,May 1979
CAN,1979-06,9.819121,Jun 1979
CAN,1979-07,8.607594,Jul 1979
CAN,1979-08,9.414759,Aug 1979
CAN,1979-09,11.2532,Sep 1979
CAN,1979-10,10.32746,Oct 1979
CAN,1979-11,10.77694,Nov 1979
CAN,1979-12,11.47132,Dec 1979
CAN,1980-01,10.8642,Jan 1980
CAN,1980-02,10.73171,Feb 1980
CAN,1980-03,9.832134,Mar 1980
CAN,1980-04,9.501187,Apr 1980
CAN,1980-05,10.37736,May 1980
CAN,1980-06,11.764709999999999,Jun 1980
CAN,1980-07,11.42191,Jul 1980
CAN,1980-08,12.32558,Aug 1980
CAN,1980-09,11.95402,Sep 1980
CAN,1980-10,12.32877,Oct 1980
CAN,1980-11,13.12217,Nov 1980
CAN,1980-12,12.75168,Dec 1980
CAN,1981-01,13.58575,Jan 1981
CAN,1981-02,13.43612,Feb 1981
CAN,1981-03,14.19214,Mar 1981
CAN,1981-04,14.09978,Apr 1981
CAN,1981-05,13.24786,May 1981
CAN,1981-06,13.68421,Jun 1981
CAN,1981-07,13.80753,Jul 1981
CAN,1981-08,13.45756,Aug 1981
CAN,1981-09,13.14168,Sep 1981
CAN,1981-10,12.60163,Oct 1981
CAN,1981-11,11.6,Nov 1981
CAN,1981-12,10.9127,Dec 1981
CAN,1982-01,9.803922,Jan 1982
CAN,1982-02,10.09709,Feb 1982
CAN,1982-03,10.13384,Mar 1982
CAN,1982-04,9.885932,Apr 1982
CAN,1982-05,10.9434,May 1982
CAN,1982-06,10,Jun 1982
CAN,1982-07,9.191176,Jul 1982
CAN,1982-08,8.759124,Aug 1982
CAN,1982-09,8.892922,Sep 1982
CAN,1982-10,8.303249,Oct 1982
CAN,1982-11,8.602151,Nov 1982
CAN,1982-12,8.22898,Dec 1982
CAN,1983-01,7.5,Jan 1983
CAN,1983-02,6.70194,Feb 1983
CAN,1983-03,6.423611,Mar 1983
CAN,1983-04,6.055363,Apr 1983
CAN,1983-05,4.251701,May 1983
CAN,1983-06,5.050505,Jun 1983
CAN,1983-07,5.387206,Jul 1983
CAN,1983-08,5.369128,Aug 1983
CAN,1983-09,4.5,Sep 1983
CAN,1983-10,5.166667,Oct 1983
CAN,1983-11,4.125412,Nov 1983
CAN,1983-12,4.628099,Dec 1983
CAN,1984-01,5.980066,Jan 1984
CAN,1984-02,6.446281,Feb 1984
CAN,1984-03,5.220228,Mar 1984
CAN,1984-04,5.38336,Apr 1984
CAN,1984-05,5.38336,May 1984
CAN,1984-06,4.00641,Jun 1984
CAN,1984-07,4.313099,Jul 1984
CAN,1984-08,3.66242,Aug 1984
CAN,1984-09,3.827751,Sep 1984
CAN,1984-10,3.486529,Oct 1984
CAN,1984-11,4.278923,Nov 1984
CAN,1984-12,3.949447,Dec 1984
CAN,1985-01,4.075235,Jan 1985
CAN,1985-02,3.571429,Feb 1985
CAN,1985-03,3.565892,Mar 1985
CAN,1985-04,3.71517,Apr 1985
CAN,1985-05,3.869969,May 1985
CAN,1985-06,4.31433,Jun 1985
CAN,1985-07,3.675344,Jul 1985
CAN,1985-08,3.993856,Aug 1985
CAN,1985-09,3.993856,Sep 1985
CAN,1985-10,3.828484,Oct 1985
CAN,1985-11,3.647416,Nov 1985
CAN,1985-12,4.407295,Dec 1985
CAN,1986-01,4.216867,Jan 1986
CAN,1986-02,4.047976,Feb 1986
CAN,1986-03,3.592814,Mar 1986
CAN,1986-04,3.283582,Apr 1986
CAN,1986-05,3.42772,May 1986
CAN,1986-06,2.511078,Jun 1986
CAN,1986-07,2.95421,Jul 1986
CAN,1986-08,3.249631,Aug 1986
CAN,1986-09,3.397341,Sep 1986
CAN,1986-10,3.539823,Oct 1986
CAN,1986-11,3.812317,Nov 1986
CAN,1986-12,3.056769,Dec 1986
CAN,1987-01,2.890173,Jan 1987
CAN,1987-02,3.025937,Feb 1987
CAN,1987-03,3.757226,Mar 1987
CAN,1987-04,4.190752,Apr 1987
CAN,1987-05,4.466859,May 1987
CAN,1987-06,4.899136,Jun 1987
CAN,1987-07,5.021521,Jul 1987
CAN,1987-08,4.291845,Aug 1987
CAN,1987-09,4.142857,Sep 1987
CAN,1987-10,4.273504,Oct 1987
CAN,1987-11,3.954802,Nov 1987
CAN,1987-12,3.813559,Dec 1987
CAN,1988-01,3.932584,Jan 1988
CAN,1988-02,3.636364,Feb 1988
CAN,1988-03,3.203343,Mar 1988
CAN,1988-04,3.467406,Apr 1988
CAN,1988-05,3.724138,May 1988
CAN,1988-06,3.434066,Jun 1988
CAN,1988-07,3.415301,Jul 1988
CAN,1988-08,3.978052,Aug 1988
CAN,1988-09,3.978052,Sep 1988
CAN,1988-10,3.551913,Oct 1988
CAN,1988-11,3.396739,Nov 1988
CAN,1988-12,3.401361,Dec 1988
CAN,1989-01,3.243243,Jan 1989
CAN,1989-02,3.91363,Feb 1989
CAN,1989-03,4.183536,Mar 1989
CAN,1989-04,3.753351,Apr 1989
CAN,1989-05,4.521276,May 1989
CAN,1989-06,4.780877,Jun 1989
CAN,1989-07,4.755614,Jul 1989
CAN,1989-08,4.353562,Aug 1989
CAN,1989-09,4.353562,Sep 1989
CAN,1989-10,4.617414,Oct 1989
CAN,1989-11,4.730618,Nov 1989
CAN,1989-12,4.342105,Dec 1989
CAN,1990-01,5.235602,Jan 1990
CAN,1990-02,4.935065,Feb 1990
CAN,1990-03,4.92228,Mar 1990
CAN,1990-04,4.392765,Apr 1990
CAN,1990-05,3.180662,May 1990
CAN,1990-06,3.422053,Jun 1990
CAN,1990-07,3.152585,Jul 1990
CAN,1990-08,3.286978,Aug 1990
CAN,1990-09,3.286978,Sep 1990
CAN,1990-10,3.909205,Oct 1990
CAN,1990-11,4.265997,Nov 1990
CAN,1990-12,4.539722,Dec 1990
CAN,1991-01,5.970149,Jan 1991
CAN,1991-02,4.950495,Feb 1991
CAN,1991-03,5.555555,Mar 1991
CAN,1991-04,5.693069,Apr 1991
CAN,1991-05,5.918619,May 1991
CAN,1991-06,6.004902,Jun 1991
CAN,1991-07,5.623472,Jul 1991
CAN,1991-08,5.630355,Aug 1991
CAN,1991-09,5.140759,Sep 1991
CAN,1991-10,3.640777,Oct 1991
CAN,1991-11,3.249098,Nov 1991
CAN,1991-12,2.6538,Dec 1991
CAN,1992-01,0.7042254,Jan 1992
CAN,1992-02,1.179245,Feb 1992
CAN,1992-03,0.8187134,Mar 1992
CAN,1992-04,0.9367682,Apr 1992
CAN,1992-05,0.3492433,May 1992
CAN,1992-06,0.1156069,Jun 1992
CAN,1992-07,0.3472222,Jul 1992
CAN,1992-08,0.3476246,Aug 1992
CAN,1992-09,0.4656577,Sep 1992
CAN,1992-10,0.9367682,Oct 1992
CAN,1992-11,1.282051,Nov 1992
CAN,1992-12,2.115159,Dec 1992
CAN,1993-01,1.864802,Jan 1993
CAN,1993-02,2.331002,Feb 1993
CAN,1993-03,1.62413,Mar 1993
CAN,1993-04,1.508121,Apr 1993
CAN,1993-05,1.740139,May 1993
CAN,1993-06,1.501155,Jun 1993
CAN,1993-07,1.384083,Jul 1993
CAN,1993-08,1.270208,Aug 1993
CAN,1993-09,1.622248,Sep 1993
CAN,1993-10,1.740139,Oct 1993
CAN,1993-11,1.841197,Nov 1993
CAN,1993-12,1.726122,Dec 1993
CAN,1994-01,1.258581,Jan 1994
CAN,1994-02,-1.138952,Feb 1994
CAN,1994-03,-1.141553,Mar 1994
CAN,1994-04,-1.028571,Apr 1994
CAN,1994-05,-1.710376,May 1994
CAN,1994-06,-1.478953,Jun 1994
CAN,1994-07,-1.365188,Jul 1994
CAN,1994-08,-1.026226,Aug 1994
CAN,1994-09,-1.254276,Sep 1994
CAN,1994-10,-1.596351,Oct 1994
CAN,1994-11,-1.581921,Nov 1994
CAN,1994-12,-1.470588,Dec 1994
CAN,1995-01,-0.7909604,Jan 1995
CAN,1995-02,1.612903,Feb 1995
CAN,1995-03,2.078522,Mar 1995
CAN,1995-04,2.424942,Apr 1995
CAN,1995-05,3.016241,May 1995
CAN,1995-06,2.424942,Jun 1995
CAN,1995-07,2.191465,Jul 1995
CAN,1995-08,1.612903,Aug 1995
CAN,1995-09,1.963048,Sep 1995
CAN,1995-10,2.201622,Oct 1995
CAN,1995-11,1.722158,Nov 1995
CAN,1995-12,1.722158,Dec 1995
CAN,1996-01,1.025057,Jan 1996
CAN,1996-02,0.9070294,Feb 1996
CAN,1996-03,1.131222,Mar 1996
CAN,1996-04,1.352875,Apr 1996
CAN,1996-05,1.576577,May 1996
CAN,1996-06,1.578354,Jun 1996
CAN,1996-07,1.128668,Jul 1996
CAN,1996-08,1.70068,Aug 1996
CAN,1996-09,1.698754,Sep 1996
CAN,1996-10,2.380952,Oct 1996
CAN,1996-11,2.595937,Nov 1996
CAN,1996-12,2.595937,Dec 1996
CAN,1997-01,2.70575,Jan 1997
CAN,1997-02,2.696629,Feb 1997
CAN,1997-03,2.348993,Mar 1997
CAN,1997-04,1.446051,Apr 1997
CAN,1997-05,1.108647,May 1997
CAN,1997-06,1.331854,Jun 1997
CAN,1997-07,1.5625,Jul 1997
CAN,1997-08,1.672241,Aug 1997
CAN,1997-09,1.447662,Sep 1997
CAN,1997-10,1.10742,Oct 1997
CAN,1997-11,0.550055,Nov 1997
CAN,1997-12,0.330033,Dec 1997
CAN,1998-01,0.7683864,Jan 1998
CAN,1998-02,0.2188184,Feb 1998
CAN,1998-03,0,Mar 1998
CAN,1998-04,0.1096491,Apr 1998
CAN,1998-05,0.4385965,May 1998
CAN,1998-06,0.4381161,Jun 1998
CAN,1998-07,0.3296703,Jul 1998
CAN,1998-08,0.1096491,Aug 1998
CAN,1998-09,-0.3293085,Sep 1998
CAN,1998-10,0,Oct 1998
CAN,1998-11,0.3282276,Nov 1998
CAN,1998-12,0.1096491,Dec 1998
CAN,1999-01,0,Jan 1999
CAN,1999-02,0.1091703,Feb 1999
CAN,1999-03,0.7650273,Mar 1999
CAN,1999-04,1.642935,Apr 1999
CAN,1999-05,1.528384,May 1999
CAN,1999-06,1.417666,Jun 1999
CAN,1999-07,1.971522,Jul 1999
CAN,1999-08,2.409639,Aug 1999
CAN,1999-09,3.193833,Sep 1999
CAN,1999-10,2.957284,Oct 1999
CAN,1999-11,2.399127,Nov 1999
CAN,1999-12,3.066813,Dec 1999
CAN,2000-01,2.396514,Jan 2000
CAN,2000-02,3.271538,Feb 2000
CAN,2000-03,3.904555,Mar 2000
CAN,2000-04,2.262931,Apr 2000
CAN,2000-05,2.473118,May 2000
CAN,2000-06,3.44086,Jun 2000
CAN,2000-07,3.437164,Jul 2000
CAN,2000-08,2.566845,Aug 2000
CAN,2000-09,3.094984,Sep 2000
CAN,2000-10,3.085106,Oct 2000
CAN,2000-11,4.046858,Nov 2000
CAN,2000-12,3.931987,Dec 2000
CAN,2001-01,3.191489,Jan 2001
CAN,2001-02,2.851109,Feb 2001
CAN,2001-03,2.400835,Mar 2001
CAN,2001-04,4.425711,Apr 2001
CAN,2001-05,5.351521,May 2001
CAN,2001-06,4.054054,Jun 2001
CAN,2001-07,2.699896,Jul 2001
