location,time,ppi_dom_fin_stage,date
MEX,2006-05,68.22875,May 2006
MEX,2006-06,68.87181,Jun 2006
MEX,2006-07,69.26209,Jul 2006
MEX,2006-08,69.80509,Aug 2006
MEX,2006-09,70.04851,Sep 2006
MEX,2006-10,70.08888,Oct 2006
MEX,2006-11,70.07191,Nov 2006
MEX,2006-12,70.29134,Dec 2006
MEX,2007-01,70.51603,Jan 2007
MEX,2007-02,70.84663,Feb 2007
MEX,2007-03,71.21351,Mar 2007
MEX,2007-04,71.34399,Apr 2007
MEX,2007-05,70.95429,May 2007
MEX,2007-06,71.08829,Jun 2007
MEX,2007-07,71.42006,Jul 2007
MEX,2007-08,72.00519,Aug 2007
MEX,2007-09,72.56049,Sep 2007
MEX,2007-10,72.73427,Oct 2007
MEX,2007-11,73.01864,Nov 2007
MEX,2007-12,73.03152,Dec 2007
MEX,2008-01,73.69037,Jan 2008
MEX,2008-02,74.58504,Feb 2008
MEX,2008-03,75.31119,Mar 2008
MEX,2008-04,76.13798,Apr 2008
MEX,2008-05,76.57858,May 2008
MEX,2008-06,77.17834,Jun 2008
MEX,2008-07,77.89045,Jul 2008
MEX,2008-08,78.21929,Aug 2008
MEX,2008-09,78.38489,Sep 2008
MEX,2008-10,79.14848,Oct 2008
MEX,2008-11,80.10635,Nov 2008
MEX,2008-12,80.38428,Dec 2008
MEX,2009-01,80.45216,Jan 2009
MEX,2009-02,80.77808,Feb 2009
MEX,2009-03,81.20991,Mar 2009
MEX,2009-04,81.24443,Apr 2009
MEX,2009-05,80.82196,May 2009
MEX,2009-06,80.70435,Jun 2009
MEX,2009-07,80.83015,Jul 2009
MEX,2009-08,81.15842,Aug 2009
MEX,2009-09,81.62886,Sep 2009
MEX,2009-10,81.46912,Oct 2009
MEX,2009-11,81.73477,Nov 2009
MEX,2009-12,81.92493,Dec 2009
MEX,2010-01,82.70082,Jan 2010
MEX,2010-02,83.56155,Feb 2010
MEX,2010-03,84.13966,Mar 2010
MEX,2010-04,83.90327,Apr 2010
MEX,2010-05,83.56506,May 2010
MEX,2010-06,83.4691,Jun 2010
MEX,2010-07,83.56916,Jul 2010
MEX,2010-08,83.83891,Aug 2010
MEX,2010-09,83.94013,Sep 2010
MEX,2010-10,84.25494,Oct 2010
MEX,2010-11,84.76575,Nov 2010
MEX,2010-12,85.24556,Dec 2010
MEX,2011-01,85.97522,Jan 2011
MEX,2011-02,86.83653,Feb 2011
MEX,2011-03,87.27012,Mar 2011
MEX,2011-04,87.07234,Apr 2011
MEX,2011-05,86.75696,May 2011
MEX,2011-06,87.14724,Jun 2011
MEX,2011-07,87.8769,Jul 2011
MEX,2011-08,88.10452,Aug 2011
MEX,2011-09,88.45209,Sep 2011
MEX,2011-10,89.19988,Oct 2011
MEX,2011-11,90.30228,Nov 2011
MEX,2011-12,91.12907,Dec 2011
MEX,2012-01,92.0723,Jan 2012
MEX,2012-02,92.27592,Feb 2012
MEX,2012-03,92.23672,Mar 2012
MEX,2012-04,92.15188,Apr 2012
MEX,2012-05,92.19342,May 2012
MEX,2012-06,92.79143,Jun 2012
MEX,2012-07,92.83392,Jul 2012
MEX,2012-08,92.84764,Aug 2012
MEX,2012-09,93.18311,Sep 2012
MEX,2012-10,93.29138,Oct 2012
MEX,2012-11,93.73376,Nov 2012
MEX,2012-12,93.70994,Dec 2012
MEX,2013-01,93.79096,Jan 2013
MEX,2013-02,93.93013,Feb 2013
MEX,2013-03,94.30889,Mar 2013
MEX,2013-04,94.18271,Apr 2013
MEX,2013-05,93.84344,May 2013
MEX,2013-06,93.65144,Jun 2013
MEX,2013-07,93.19365,Jul 2013
MEX,2013-08,93.16621,Aug 2013
MEX,2013-09,93.61864,Sep 2013
MEX,2013-10,93.7819,Oct 2013
MEX,2013-11,94.27814,Nov 2013
MEX,2013-12,94.59851,Dec 2013
MEX,2014-01,95.28481,Jan 2014
MEX,2014-02,95.73856,Feb 2014
MEX,2014-03,95.94617,Mar 2014
MEX,2014-04,95.93073,Apr 2014
MEX,2014-05,96.16441,May 2014
MEX,2014-06,95.64725,Jun 2014
MEX,2014-07,96.09813,Jul 2014
MEX,2014-08,96.60989,Aug 2014
MEX,2014-09,96.82342,Sep 2014
MEX,2014-10,96.89185,Oct 2014
MEX,2014-11,97.44333,Nov 2014
MEX,2014-12,98.14831,Dec 2014
MEX,2015-01,98.88602,Jan 2015
MEX,2015-02,99.05981,Feb 2015
MEX,2015-03,99.47713,Mar 2015
MEX,2015-04,99.5607,Apr 2015
MEX,2015-05,99.04268,May 2015
MEX,2015-06,99.48882,Jun 2015
MEX,2015-07,99.8932,Jul 2015
MEX,2015-08,100.188,Aug 2015
MEX,2015-09,100.49,Sep 2015
MEX,2015-10,100.8077,Oct 2015
MEX,2015-11,101.4515,Nov 2015
MEX,2015-12,101.6545,Dec 2015
MEX,2016-01,102.5062,Jan 2016
MEX,2016-02,103.3495,Feb 2016
MEX,2016-03,103.8487,Mar 2016
MEX,2016-04,104.1484,Apr 2016
MEX,2016-05,104.5405,May 2016
MEX,2016-06,105.1744,Jun 2016
MEX,2016-07,105.5152,Jul 2016
MEX,2016-08,105.946,Aug 2016
MEX,2016-09,107.0491,Sep 2016
MEX,2016-10,107.4785,Oct 2016
MEX,2016-11,108.6985,Nov 2016
MEX,2016-12,109.4331,Dec 2016
MEX,2017-01,111.8149,Jan 2017
MEX,2017-02,113.3025,Feb 2017
MEX,2017-03,113.8624,Mar 2017
MEX,2017-04,113.8407,Apr 2017
MEX,2017-05,114.1179,May 2017
MEX,2017-06,114.0504,Jun 2017
MEX,2017-07,113.9653,Jul 2017
MEX,2017-08,114.0758,Aug 2017
MEX,2017-09,114.2427,Sep 2017
MEX,2017-10,114.9351,Oct 2017
MEX,2017-11,116.2222,Nov 2017
MEX,2017-12,116.4938,Dec 2017
MEX,2018-01,117.9961,Jan 2018
MEX,2018-02,118.8654,Feb 2018
MEX,2018-03,119.4204,Mar 2018
MEX,2018-04,119.6743,Apr 2018
MEX,2018-05,120.7156,May 2018
MEX,2018-06,121.619,Jun 2018
MEX,2018-07,121.4603,Jul 2018
MEX,2018-08,121.8608,Aug 2018
MEX,2018-09,122.5633,Sep 2018
MEX,2018-10,122.9097,Oct 2018
MEX,2018-11,124.4196,Nov 2018
MEX,2018-12,124.946,Dec 2018
MEX,2019-01,125.1739,Jan 2019
MEX,2019-02,125.1789,Feb 2019
MEX,2019-03,125.2783,Mar 2019
MEX,2019-04,125.6548,Apr 2019
MEX,2019-05,125.7887,May 2019
MEX,2019-06,126.2351,Jun 2019
MEX,2019-07,126.3506,Jul 2019
MEX,2019-08,125.1138,Aug 2019
MEX,2019-09,125.8739,Sep 2019
MEX,2019-10,125.79,Oct 2019
MEX,2019-11,126.1897,Nov 2019
MEX,2019-12,126.1048,Dec 2019
MEX,2020-01,125.8831,Jan 2020
MEX,2020-02,126.9364,Feb 2020
MEX,2020-03,129.0943,Mar 2020
MEX,2020-04,130.8989,Apr 2020
MEX,2020-05,130.0206,May 2020
MEX,2020-06,129.9416,Jun 2020
MEX,2020-07,130.9373,Jul 2020
MEX,2020-08,131.2111,Aug 2020
MEX,2020-09,131.2766,Sep 2020
MEX,2020-10,131.7648,Oct 2020
MEX,2020-11,132.3304,Nov 2020
MEX,2020-12,132.5888,Dec 2020
MEX,2021-01,134.5814,Jan 2021
MEX,2021-02,136.2061,Feb 2021
MEX,2021-03,138.1414,Mar 2021
MEX,2021-04,138.9948,Apr 2021
MEX,2021-05,139.9236,May 2021
MEX,2021-06,141.2768,Jun 2021
MEX,2021-07,142.3664,Jul 2021
MEX,2021-08,143.3166,Aug 2021
MEX,2021-09,144.041,Sep 2021
MEX,2021-10,145.0775,Oct 2021
MEX,2021-11,146.5729,Nov 2021
MEX,2021-12,147.882,Dec 2021
MEX,2022-01,150.0215,Jan 2022
MEX,2022-02,151.7182,Feb 2022
MEX,2022-03,153.7023,Mar 2022
MEX,2022-04,156.1553,Apr 2022
MEX,2022-05,157.6147,May 2022
MEX,2022-06,158.9028,Jun 2022
MEX,2022-07,160.449,Jul 2022
MEX,2022-08,161.0479,Aug 2022
MEX,2022-09,160.9173,Sep 2022
MEX,2022-10,161.0681,Oct 2022
MEX,2022-11,160.837,Nov 2022
MEX,2022-12,161.0387,Dec 2022
MEX,2023-01,163.3004,Jan 2023
