location,time,cpi_services,date
USA,1989-10,4.980843,Oct 1989
USA,1989-11,5.053599,Nov 1989
USA,1989-12,5.110602,Dec 1989
USA,1990-01,5.147615,Jan 1990
USA,1990-02,5.350414,Feb 1990
USA,1990-03,5.488722,Mar 1990
USA,1990-04,5.397301,Apr 1990
USA,1990-05,5.373134,May 1990
USA,1990-06,5.399408,Jun 1990
USA,1990-07,5.301915,Jul 1990
USA,1990-08,5.502568,Aug 1990
USA,1990-09,5.839416,Sep 1990
USA,1990-10,6.131387,Oct 1990
USA,1990-11,6.413994,Nov 1990
USA,1990-12,6.240929,Dec 1990
USA,1991-01,6.551476,Jan 1991
USA,1991-02,6.509299,Feb 1991
USA,1991-03,6.200998,Mar 1991
USA,1991-04,5.832148,Apr 1991
USA,1991-05,5.807365,May 1991
USA,1991-06,5.543859,Jun 1991
USA,1991-07,5.804196,Jul 1991
USA,1991-08,5.632823,Aug 1991
USA,1991-09,5.586207,Sep 1991
USA,1991-10,5.295736,Oct 1991
USA,1991-11,5,Nov 1991
USA,1991-12,5.122951,Dec 1991
USA,1992-01,4.459459,Jan 1992
USA,1992-02,4.163868,Feb 1992
USA,1992-03,4.362416,Mar 1992
USA,1992-04,4.83871,Apr 1992
USA,1992-05,4.618474,May 1992
USA,1992-06,4.454787,Jun 1992
USA,1992-07,4.296101,Jul 1992
USA,1992-08,4.213298,Aug 1992
USA,1992-09,3.984324,Sep 1992
USA,1992-10,4.310908,Oct 1992
USA,1992-11,4.56621,Nov 1992
USA,1992-12,4.418454,Dec 1992
USA,1993-01,4.527814,Jan 1993
USA,1993-02,4.448743,Feb 1993
USA,1993-03,4.501608,Mar 1993
USA,1993-04,4.358974,Apr 1993
USA,1993-05,4.670506,May 1993
USA,1993-06,4.837683,Jun 1993
USA,1993-07,4.816223,Jul 1993
USA,1993-08,4.864182,Aug 1993
USA,1993-09,4.899498,Sep 1993
USA,1993-10,4.633688,Oct 1993
USA,1993-11,4.429195,Nov 1993
USA,1993-12,4.41817,Dec 1993
USA,1994-01,4.084158,Jan 1994
USA,1994-02,4.259259,Feb 1994
USA,1994-03,4.184616,Mar 1994
USA,1994-04,4.054054,Apr 1994
USA,1994-05,3.606357,May 1994
USA,1994-06,3.521554,Jun 1994
USA,1994-07,3.385731,Jul 1994
USA,1994-08,3.433735,Aug 1994
USA,1994-09,3.113772,Sep 1994
USA,1994-10,3.052065,Oct 1994
USA,1994-11,2.986858,Nov 1994
USA,1994-12,2.920143,Dec 1994
USA,1995-01,3.448276,Jan 1995
USA,1995-02,3.433985,Feb 1995
USA,1995-03,3.425871,Mar 1995
USA,1995-04,3.600945,Apr 1995
USA,1995-05,3.716814,May 1995
USA,1995-06,3.753666,Jun 1995
USA,1995-07,3.684211,Jul 1995
USA,1995-08,3.610949,Aug 1995
USA,1995-09,3.542392,Sep 1995
USA,1995-10,3.716609,Oct 1995
USA,1995-11,3.596288,Nov 1995
USA,1995-12,3.358425,Dec 1995
USA,1996-01,2.988506,Jan 1996
USA,1996-02,3.148254,Feb 1996
USA,1996-03,3.026842,Mar 1996
USA,1996-04,2.905983,Apr 1996
USA,1996-05,3.185438,May 1996
USA,1996-06,3.109101,Jun 1996
USA,1996-07,3.271291,Jul 1996
USA,1996-08,3.260259,Aug 1996
USA,1996-09,3.533371,Sep 1996
USA,1996-10,3.359462,Oct 1996
USA,1996-11,3.471445,Nov 1996
USA,1996-12,3.753501,Dec 1996
USA,1997-01,3.738839,Jan 1997
USA,1997-02,3.440622,Feb 1997
USA,1997-03,3.492239,Mar 1997
USA,1997-04,3.433001,Apr 1997
USA,1997-05,3.031974,May 1997
USA,1997-06,3.125,Jun 1997
USA,1997-07,3.113053,Jul 1997
USA,1997-08,2.721829,Aug 1997
USA,1997-09,2.654388,Sep 1997
USA,1997-10,2.816901,Oct 1997
USA,1997-11,2.705628,Nov 1997
USA,1997-12,2.321814,Dec 1997
USA,1998-01,2.151695,Jan 1998
USA,1998-02,1.984979,Feb 1998
USA,1998-03,2.088913,Mar 1998
USA,1998-04,2.141328,Apr 1998
USA,1998-05,2.247191,May 1998
USA,1998-06,2.126529,Jun 1998
USA,1998-07,2.012712,Jul 1998
USA,1998-08,2.119767,Aug 1998
USA,1998-09,1.846966,Sep 1998
USA,1998-10,1.475237,Oct 1998
USA,1998-11,1.527924,Nov 1998
USA,1998-12,1.741425,Dec 1998
USA,1999-01,1.790416,Jan 1999
USA,1999-02,1.946344,Feb 1999
USA,1999-03,1.888772,Mar 1999
USA,1999-04,1.939203,Apr 1999
USA,1999-05,1.88383,May 1999
USA,1999-06,1.821968,Jun 1999
USA,1999-07,2.024922,Jul 1999
USA,1999-08,2.179554,Aug 1999
USA,1999-09,2.227979,Sep 1999
USA,1999-10,2.492212,Oct 1999
USA,1999-11,2.698495,Nov 1999
USA,1999-12,2.697095,Dec 1999
USA,2000-01,2.741852,Jan 2000
USA,2000-02,2.786378,Feb 2000
USA,2000-03,2.935118,Mar 2000
USA,2000-04,2.930591,Apr 2000
USA,2000-05,3.184386,May 2000
USA,2000-06,3.732106,Jun 2000
USA,2000-07,3.918575,Jul 2000
USA,2000-08,4.113763,Aug 2000
USA,2000-09,4.257476,Sep 2000
USA,2000-10,4.255319,Oct 2000
USA,2000-11,4.042446,Nov 2000
USA,2000-12,4.494949,Dec 2000
USA,2001-01,5.740181,Jan 2001
USA,2001-02,5.672691,Feb 2001
USA,2001-03,5.352676,Mar 2001
USA,2001-04,5.194805,Apr 2001
USA,2001-05,5.226481,May 2001
USA,2001-06,5.125678,Jun 2001
USA,2001-07,4.652302,Jul 2001
USA,2001-08,4.390244,Aug 2001
USA,2001-09,3.986388,Sep 2001
USA,2001-10,3.498542,Oct 2001
USA,2001-11,3.593978,Nov 2001
USA,2001-12,3.044949,Dec 2001
USA,2002-01,1.857143,Jan 2002
USA,2002-02,1.805226,Feb 2002
USA,2002-03,1.994302,Mar 2002
USA,2002-04,2.136752,Apr 2002
USA,2002-05,2.17597,May 2002
USA,2002-06,1.969058,Jun 2002
USA,2002-07,2.292934,Jul 2002
USA,2002-08,2.570093,Aug 2002
USA,2002-09,2.8518,Sep 2002
USA,2002-10,3.239437,Oct 2002
USA,2002-11,3.23488,Nov 2002
USA,2002-12,3.424015,Dec 2002
USA,2003-01,3.599813,Jan 2003
USA,2003-02,3.966402,Feb 2003
USA,2003-03,4.469274,Mar 2003
USA,2003-04,4.416551,Apr 2003
USA,2003-05,4.398148,May 2003
USA,2003-06,4.45977,Jun 2003
USA,2003-07,4.300091,Jul 2003
USA,2003-08,4.05467,Aug 2003
USA,2003-09,4.181818,Sep 2003
USA,2003-10,4.001819,Oct 2003
USA,2003-11,3.633061,Nov 2003
USA,2003-12,3.582767,Dec 2003
USA,2004-01,3.655235,Jan 2004
USA,2004-02,3.500898,Feb 2004
USA,2004-03,2.807487,Mar 2004
USA,2004-04,2.894034,Apr 2004
USA,2004-05,2.749446,May 2004
USA,2004-06,3.080986,Jun 2004
USA,2004-07,3.070175,Jul 2004
USA,2004-08,3.152364,Aug 2004
USA,2004-09,2.923211,Sep 2004
USA,2004-10,2.798426,Oct 2004
USA,2004-11,3.593339,Nov 2004
USA,2004-12,3.54641,Dec 2004
USA,2005-01,3.352199,Jan 2005
USA,2005-02,3.20902,Feb 2005
USA,2005-03,3.381014,Mar 2005
USA,2005-04,3.764604,Apr 2005
USA,2005-05,3.884333,May 2005
USA,2005-06,3.501281,Jun 2005
USA,2005-07,3.659575,Jul 2005
USA,2005-08,3.777589,Aug 2005
USA,2005-09,4.620602,Sep 2005
USA,2005-10,5.572097,Oct 2005
USA,2005-11,5.541455,Nov 2005
USA,2005-12,5.200846,Dec 2005
USA,2006-01,5.812974,Jan 2006
USA,2006-02,5.462185,Feb 2006
USA,2006-03,5.199162,Mar 2006
USA,2006-04,4.670559,Apr 2006
USA,2006-05,4.61155,May 2006
USA,2006-06,4.744225,Jun 2006
USA,2006-07,4.515599,Jul 2006
USA,2006-08,4.458078,Aug 2006
USA,2006-09,3.808752,Sep 2006
USA,2006-10,2.497986,Oct 2006
USA,2006-11,2.044088,Nov 2006
USA,2006-12,2.451768,Dec 2006
USA,2007-01,1.976115,Jan 2007
USA,2007-02,2.449004,Feb 2007
USA,2007-03,2.775608,Mar 2007
USA,2007-04,2.892829,Apr 2007
USA,2007-05,2.963463,May 2007
USA,2007-06,3.063017,Jun 2007
USA,2007-07,3.018068,Jul 2007
USA,2007-08,2.814409,Aug 2007
USA,2007-09,2.749024,Sep 2007
USA,2007-10,3.423349,Oct 2007
USA,2007-11,3.534564,Nov 2007
USA,2007-12,3.556689,Dec 2007
USA,2008-01,3.570759,Jan 2008
USA,2008-02,3.502666,Feb 2008
USA,2008-03,3.762836,Mar 2008
USA,2008-04,4.160907,Apr 2008
USA,2008-05,4.707593,May 2008
USA,2008-06,5.167821,Jun 2008
USA,2008-07,5.985116,Jul 2008
USA,2008-08,6.10005,Aug 2008
USA,2008-09,5.459594,Sep 2008
USA,2008-10,5.012371,Oct 2008
USA,2008-11,4.48636,Nov 2008
USA,2008-12,4.320253,Dec 2008
USA,2009-01,4.114417,Jan 2009
USA,2009-02,3.977021,Feb 2009
USA,2009-03,3.303845,Mar 2009
USA,2009-04,2.50737,Apr 2009
USA,2009-05,1.58767,May 2009
USA,2009-06,0.9364099,Jun 2009
USA,2009-07,0.2751977,Jul 2009
USA,2009-08,0.3915924,Aug 2009
USA,2009-09,0.9289844,Sep 2009
USA,2009-10,1.175547,Oct 2009
USA,2009-11,1.666152,Nov 2009
USA,2009-12,1.643607,Dec 2009
USA,2010-01,1.630181,Jan 2010
USA,2010-02,1.695822,Feb 2010
USA,2010-03,2.130916,Mar 2010
USA,2010-04,2.574415,Apr 2010
USA,2010-05,2.815318,May 2010
USA,2010-06,2.733848,Jun 2010
USA,2010-07,2.687383,Jul 2010
USA,2010-08,2.530596,Aug 2010
USA,2010-09,2.300549,Sep 2010
USA,2010-10,2.161727,Oct 2010
USA,2010-11,1.947403,Nov 2010
USA,2010-12,1.995384,Dec 2010
USA,2011-01,1.981263,Jan 2011
USA,2011-02,2.172816,Feb 2011
USA,2011-03,2.047489,Mar 2011
USA,2011-04,2.036762,Apr 2011
USA,2011-05,2.163708,May 2011
USA,2011-06,2.049262,Jun 2011
USA,2011-07,1.999385,Jul 2011
USA,2011-08,2.125708,Aug 2011
USA,2011-09,2.323821,Sep 2011
USA,2011-10,2.372999,Oct 2011
USA,2011-11,2.373304,Nov 2011
USA,2011-12,2.454104,Dec 2011
USA,2012-01,2.437022,Jan 2012
USA,2012-02,2.03758,Feb 2012
USA,2012-03,2.016475,Mar 2012
USA,2012-04,2.049464,Apr 2012
USA,2012-05,1.938372,May 2012
USA,2012-06,2.174652,Jun 2012
USA,2012-07,1.973209,Jul 2012
USA,2012-08,1.857815,Aug 2012
USA,2012-09,1.882707,Sep 2012
USA,2012-10,2.003318,Oct 2012
USA,2012-11,2.178674,Nov 2012
USA,2012-12,2.2654,Dec 2012
USA,2013-01,2.408369,Jan 2013
USA,2013-02,2.765451,Feb 2013
USA,2013-03,2.701388,Mar 2013
USA,2013-04,2.536949,Apr 2013
USA,2013-05,2.688873,May 2013
USA,2013-06,2.508133,Jun 2013
USA,2013-07,2.639711,Jul 2013
USA,2013-08,2.503754,Aug 2013
USA,2013-09,2.549001,Sep 2013
USA,2013-10,2.516246,Oct 2013
USA,2013-11,2.362287,Nov 2013
USA,2013-12,2.129296,Dec 2013
USA,2014-01,2.401344,Jan 2014
USA,2014-02,2.492291,Feb 2014
USA,2014-03,2.991942,Mar 2014
USA,2014-04,2.899221,Apr 2014
USA,2014-05,3.221607,May 2014
USA,2014-06,3.189749,Jun 2014
USA,2014-07,3.03061,Jul 2014
USA,2014-08,2.698481,Aug 2014
USA,2014-09,2.353018,Sep 2014
USA,2014-10,2.317275,Oct 2014
USA,2014-11,2.131486,Nov 2014
USA,2014-12,2.207,Dec 2014
USA,2015-01,2.01043,Jan 2015
USA,2015-02,1.719008,Feb 2015
USA,2015-03,1.247064,Mar 2015
USA,2015-04,1.567937,Apr 2015
USA,2015-05,1.112618,May 2015
USA,2015-06,1.189922,Jun 2015
USA,2015-07,1.172087,Jul 2015
USA,2015-08,1.282114,Aug 2015
USA,2015-09,1.391784,Sep 2015
USA,2015-10,1.591812,Oct 2015
USA,2015-11,1.814232,Nov 2015
USA,2015-12,1.639809,Dec 2015
USA,2016-01,1.655323,Jan 2016
USA,2016-02,1.900838,Feb 2016
USA,2016-03,2.022751,Mar 2016
USA,2016-04,1.994754,Apr 2016
USA,2016-05,2.278935,May 2016
USA,2016-06,2.275125,Jun 2016
USA,2016-07,2.330443,Jul 2016
USA,2016-08,2.596118,Aug 2016
USA,2016-09,2.536911,Sep 2016
USA,2016-10,2.326274,Oct 2016
USA,2016-11,2.262461,Nov 2016
USA,2016-12,2.446984,Dec 2016
USA,2017-01,2.548875,Jan 2017
USA,2017-02,2.70461,Feb 2017
USA,2017-03,2.194802,Mar 2017
USA,2017-04,2.115162,Apr 2017
USA,2017-05,1.965799,May 2017
USA,2017-06,1.812811,Jun 2017
USA,2017-07,1.674758,Jul 2017
USA,2017-08,1.643887,Aug 2017
USA,2017-09,1.752792,Sep 2017
USA,2017-10,1.953987,Oct 2017
USA,2017-11,1.861842,Nov 2017
USA,2017-12,1.877378,Dec 2017
USA,2018-01,1.77564,Jan 2018
USA,2018-02,1.855257,Feb 2018
USA,2018-03,2.341299,Mar 2018
USA,2018-04,2.184721,Apr 2018
USA,2018-05,2.280531,May 2018
USA,2018-06,2.20425,Jun 2018
USA,2018-07,2.269355,Jul 2018
USA,2018-08,2.136752,Aug 2018
USA,2018-09,2.083506,Sep 2018
USA,2018-10,2.058436,Oct 2018
USA,2018-11,2.030799,Nov 2018
USA,2018-12,2.245833,Dec 2018
USA,2019-01,2.06863,Jan 2019
USA,2019-02,1.718448,Feb 2019
USA,2019-03,1.72649,Mar 2019
USA,2019-04,1.852458,Apr 2019
USA,2019-05,1.589916,May 2019
USA,2019-06,1.605141,Jun 2019
USA,2019-07,1.753026,Jul 2019
USA,2019-08,1.884649,Aug 2019
USA,2019-09,1.950793,Sep 2019
USA,2019-10,2.21825,Oct 2019
USA,2019-11,2.421732,Nov 2019
USA,2019-12,2.094571,Dec 2019
USA,2020-01,2.347705,Jan 2020
USA,2020-02,2.53995,Feb 2020
USA,2020-03,2.003899,Mar 2020
USA,2020-04,1.008938,Apr 2020
USA,2020-05,0.6217377,May 2020
USA,2020-06,0.7592893,Jun 2020
USA,2020-07,1.369402,Jul 2020
USA,2020-08,1.316977,Aug 2020
USA,2020-09,1.224334,Sep 2020
USA,2020-10,0.87882,Oct 2020
USA,2020-11,1.146919,Nov 2020
USA,2020-12,1.093833,Dec 2020
USA,2021-01,0.6808638,Jan 2021
USA,2021-02,0.6800045,Feb 2021
USA,2021-03,1.453455,Mar 2021
USA,2021-04,3.107072,Apr 2021
USA,2021-05,3.879997,May 2021
USA,2021-06,4.044263,Jun 2021
USA,2021-07,3.673476,Jul 2021
USA,2021-08,3.509967,Aug 2021
USA,2021-09,3.553419,Sep 2021
USA,2021-10,4.234995,Oct 2021
USA,2021-11,4.074756,Nov 2021
USA,2021-12,4.299149,Dec 2021
USA,2022-01,5.218977,Jan 2022
USA,2022-02,5.473613,Feb 2022
USA,2022-03,5.950005,Mar 2022
USA,2022-04,6.320085,Apr 2022
USA,2022-05,6.866814,May 2022
USA,2022-06,7.51944,Jun 2022
USA,2022-07,7.167541,Jul 2022
USA,2022-08,7.747358,Aug 2022
USA,2022-09,8.413298,Sep 2022
USA,2022-10,7.888989,Oct 2022
USA,2022-11,7.572949,Nov 2022
USA,2022-12,7.71345,Dec 2022
USA,2023-01,7.082317,Jan 2023
USA,2023-02,6.522133,Feb 2023
USA,2023-03,5.461722,Mar 2023
USA,2023-04,4.43975,Apr 2023
USA,2023-05,3.298912,May 2023
USA,2023-06,2.367912,Jun 2023
USA,2023-07,2.443571,Jul 2023
USA,2023-08,2.413998,Aug 2023
USA,2023-09,2.153978,Sep 2023
USA,2023-10,2.430631,Oct 2023
USA,2023-11,3.038454,Nov 2023
USA,2023-12,2.981905,Dec 2023
ISR,1971-01,12.00799,Jan 1971
ISR,1971-02,11.42513,Feb 1971
ISR,1971-03,11.80479,Mar 1971
ISR,1971-04,12.015930000000001,Apr 1971
ISR,1971-05,11.63457,May 1971
ISR,1971-06,11.55676,Jun 1971
ISR,1971-07,12.20227,Jul 1971
ISR,1971-08,12.68958,Aug 1971
ISR,1971-09,11.63002,Sep 1971
ISR,1971-10,-4.312144,Oct 1971
ISR,1971-11,12.76768,Nov 1971
ISR,1971-12,13.07868,Dec 1971
ISR,1972-01,12.39047,Jan 1972
ISR,1972-02,12.97159,Feb 1972
ISR,1972-03,13.08894,Mar 1972
ISR,1972-04,13.32153,Apr 1972
ISR,1972-05,14.47035,May 1972
ISR,1972-06,14.6401,Jun 1972
ISR,1972-07,14.86855,Jul 1972
ISR,1972-08,14.20187,Aug 1972
ISR,1972-09,11.40283,Sep 1972
ISR,1972-10,28.26291,Oct 1972
ISR,1972-11,9.580351,Nov 1972
ISR,1972-12,9.992121,Dec 1972
ISR,1973-01,10.63297,Jan 1973
ISR,1973-02,12.18009,Feb 1973
ISR,1973-03,13.27142,Mar 1973
ISR,1973-04,14.58022,Apr 1973
ISR,1973-05,13.99561,May 1973
ISR,1973-06,14.48882,Jun 1973
ISR,1973-07,14.57107,Jul 1973
ISR,1973-08,14.79013,Aug 1973
ISR,1973-09,16.49469,Sep 1973
ISR,1973-10,16.54405,Oct 1973
ISR,1973-11,16.3296,Nov 1973
ISR,1973-12,17.02444,Dec 1973
ISR,1974-01,18.23302,Jan 1974
ISR,1974-02,22.95953,Feb 1974
ISR,1974-03,25.95363,Mar 1974
ISR,1974-04,30.51318,Apr 1974
ISR,1974-05,30.82495,May 1974
ISR,1974-06,30.91973,Jun 1974
ISR,1974-07,32.08521,Jul 1974
ISR,1974-08,33.14074,Aug 1974
ISR,1974-09,33.31241,Sep 1974
ISR,1974-10,34.67374,Oct 1974
ISR,1974-11,42.98186,Nov 1974
ISR,1974-12,51.65046,Dec 1974
ISR,1975-01,51.94294,Jan 1975
ISR,1975-02,44.71351,Feb 1975
ISR,1975-03,42.1308,Mar 1975
ISR,1975-04,37.82552,Apr 1975
ISR,1975-05,37.58826,May 1975
ISR,1975-06,37.46844,Jun 1975
ISR,1975-07,36.31457,Jul 1975
ISR,1975-08,35.77308,Aug 1975
ISR,1975-09,36.60487,Sep 1975
ISR,1975-10,39.78529,Oct 1975
ISR,1975-11,33.18819,Nov 1975
ISR,1975-12,24.7478,Dec 1975
ISR,1976-01,23.32797,Jan 1976
ISR,1976-02,23.47436,Feb 1976
ISR,1976-03,24.35306,Mar 1976
ISR,1976-04,30.22195,Apr 1976
ISR,1976-05,31.35313,May 1976
ISR,1976-06,32.25813,Jun 1976
ISR,1976-07,39.04644,Jul 1976
ISR,1976-08,39.71626,Aug 1976
ISR,1976-09,40.09026,Sep 1976
ISR,1976-10,39.27256,Oct 1976
ISR,1976-11,41.22633,Nov 1976
ISR,1976-12,43.13414,Dec 1976
ISR,1977-01,42.34861,Jan 1977
ISR,1977-02,42.12326,Feb 1977
ISR,1977-03,40.12158,Mar 1977
ISR,1977-04,34.62223,Apr 1977
ISR,1977-05,35.50032,May 1977
ISR,1977-06,35.17622,Jun 1977
ISR,1977-07,30.10194,Jul 1977
ISR,1977-08,34.73435,Aug 1977
ISR,1977-09,36.55987,Sep 1977
ISR,1977-10,36.45837,Oct 1977
ISR,1977-11,43.52422,Nov 1977
ISR,1977-12,44.10334,Dec 1977
ISR,1978-01,48.52561,Jan 1978
ISR,1978-02,49.3757,Feb 1978
ISR,1978-03,50.57476,Mar 1978
ISR,1978-04,54.24947,Apr 1978
ISR,1978-05,55.46088,May 1978
ISR,1978-06,56.7073,Jun 1978
ISR,1978-07,56.85555,Jul 1978
ISR,1978-08,52.12459,Aug 1978
ISR,1978-09,48.22631,Sep 1978
ISR,1978-10,48.05289,Oct 1978
ISR,1978-11,40.71382,Nov 1978
ISR,1978-12,41.75488,Dec 1978
ISR,1979-01,41.80381,Jan 1979
ISR,1979-02,42.58638,Feb 1979
ISR,1979-03,43.94773,Mar 1979
ISR,1979-04,47.73427,Apr 1979
ISR,1979-05,52.91475,May 1979
ISR,1979-06,57.34429,Jun 1979
ISR,1979-07,60.85508,Jul 1979
ISR,1979-08,64.29231,Aug 1979
ISR,1979-09,78.04886,Sep 1979
ISR,1979-10,83.01379,Oct 1979
ISR,1979-11,88.77905,Nov 1979
ISR,1979-12,100.7894,Dec 1979
ISR,1980-01,107.92,Jan 1980
ISR,1980-02,111.7279,Feb 1980
ISR,1980-03,113.5227,Mar 1980
ISR,1980-04,117.7762,Apr 1980
ISR,1980-05,124.5358,May 1980
ISR,1980-06,126.5224,Jun 1980
ISR,1980-07,129.4744,Jul 1980
ISR,1980-08,133.9757,Aug 1980
ISR,1980-09,137.7359,Sep 1980
ISR,1980-10,142.8501,Oct 1980
ISR,1980-11,146.0942,Nov 1980
ISR,1980-12,134.8645,Dec 1980
ISR,1981-01,137.5252,Jan 1981
ISR,1981-02,135.3462,Feb 1981
ISR,1981-03,137.6617,Mar 1981
ISR,1981-04,145.9124,Apr 1981
ISR,1981-05,134.1145,May 1981
ISR,1981-06,130.7438,Jun 1981
ISR,1981-07,130.5316,Jul 1981
ISR,1981-08,125.2894,Aug 1981
ISR,1981-09,120.65,Sep 1981
ISR,1981-10,115.0656,Oct 1981
ISR,1981-11,109.579,Nov 1981
ISR,1981-12,108.5634,Dec 1981
ISR,1982-01,106.0952,Jan 1982
ISR,1982-02,111.2546,Feb 1982
ISR,1982-03,111.2346,Mar 1982
ISR,1982-04,110.6123,Apr 1982
ISR,1982-05,111.759,May 1982
ISR,1982-06,115.1136,Jun 1982
ISR,1982-07,121.1816,Jul 1982
ISR,1982-08,125.8323,Aug 1982
ISR,1982-09,126.883,Sep 1982
ISR,1982-10,129.4698,Oct 1982
ISR,1982-11,130.4258,Nov 1982
ISR,1982-12,132.1523,Dec 1982
ISR,1983-01,131.7622,Jan 1983
ISR,1983-02,132.46,Feb 1983
ISR,1983-03,133.0748,Mar 1983
ISR,1983-04,140.8672,Apr 1983
ISR,1983-05,142.0835,May 1983
ISR,1983-06,139.0086,Jun 1983
ISR,1983-07,133.2608,Jul 1983
ISR,1983-08,137.3391,Aug 1983
ISR,1983-09,137.0616,Sep 1983
ISR,1983-10,155.0032,Oct 1983
ISR,1983-11,176.6261,Nov 1983
ISR,1983-12,191.8557,Dec 1983
ISR,1984-01,212.4153,Jan 1984
ISR,1984-02,222.6049,Feb 1984
ISR,1984-03,235.4647,Mar 1984
ISR,1984-04,248.5367,Apr 1984
ISR,1984-05,274.2559,May 1984
ISR,1984-06,302.2002,Jun 1984
ISR,1984-07,335.3719,Jul 1984
ISR,1984-08,370.2492,Aug 1984
ISR,1984-09,419.167,Sep 1984
ISR,1984-10,414.6838,Oct 1984
ISR,1984-11,457.7084,Nov 1984
ISR,1984-12,424.7874,Dec 1984
ISR,1985-01,378.6623,Jan 1985
ISR,1985-02,409.5109,Feb 1985
ISR,1985-03,420.3536,Mar 1985
ISR,1985-04,404.9776,Apr 1985
ISR,1985-05,382.7905,May 1985
ISR,1985-06,411.4452,Jun 1985
ISR,1985-07,484.4991,Jul 1985
ISR,1985-08,432.9287,Aug 1985
ISR,1985-09,349.5532,Sep 1985
ISR,1985-10,302.1488,Oct 1985
ISR,1985-11,228.6207,Nov 1985
ISR,1985-12,220.1188,Dec 1985
ISR,1986-01,208.3333,Jan 1986
ISR,1986-02,169.0476,Feb 1986
ISR,1986-03,148.9362,Mar 1986
ISR,1986-04,121.4286,Apr 1986
ISR,1986-05,106.5574,May 1986
ISR,1986-06,78.08219,Jun 1986
ISR,1986-07,39.58333,Jul 1986
ISR,1986-08,33.33333,Aug 1986
ISR,1986-09,33.65385,Sep 1986
ISR,1986-10,33.01887,Oct 1986
ISR,1986-11,32.40741,Nov 1986
ISR,1986-12,32.72727,Dec 1986
ISR,1987-01,36.03604,Jan 1987
ISR,1987-02,37.16814,Feb 1987
ISR,1987-03,33.33333,Mar 1987
ISR,1987-04,29.03226,Apr 1987
ISR,1987-05,28.57143,May 1987
ISR,1987-06,27.69231,Jun 1987
ISR,1987-07,25.37313,Jul 1987
ISR,1987-08,25.73529,Aug 1987
ISR,1987-09,25.17986,Sep 1987
ISR,1987-10,25.53192,Oct 1987
ISR,1987-11,24.47552,Nov 1987
ISR,1987-12,22.60274,Dec 1987
ISR,1988-01,21.19205,Jan 1988
ISR,1988-02,30.96774,Feb 1988
ISR,1988-03,20.51282,Mar 1988
ISR,1988-04,20,Apr 1988
ISR,1988-05,20.37037,May 1988
ISR,1988-06,18.6747,Jun 1988
ISR,1988-07,19.04762,Jul 1988
ISR,1988-08,17.54386,Aug 1988
ISR,1988-09,17.24138,Sep 1988
ISR,1988-10,16.38418,Oct 1988
ISR,1988-11,16.85393,Nov 1988
ISR,1988-12,17.87709,Dec 1988
ISR,1989-01,20.21858,Jan 1989
ISR,1989-02,10.83744,Feb 1989
ISR,1989-03,21.2766,Mar 1989
ISR,1989-04,20.3125,Apr 1989
ISR,1989-05,19.48718,May 1989
ISR,1989-06,20.81218,Jun 1989
ISR,1989-07,22,Jul 1989
ISR,1989-08,22.88557,Aug 1989
ISR,1989-09,22.54902,Sep 1989
ISR,1989-10,22.3301,Oct 1989
ISR,1989-11,21.63461,Nov 1989
ISR,1989-12,21.32701,Dec 1989
ISR,1990-01,19.09091,Jan 1990
ISR,1990-02,17.77778,Feb 1990
ISR,1990-03,17.98246,Mar 1990
ISR,1990-04,18.61472,Apr 1990
ISR,1990-05,18.45494,May 1990
ISR,1990-06,17.22689,Jun 1990
ISR,1990-07,17.21312,Jul 1990
ISR,1990-08,17.00405,Aug 1990
ISR,1990-09,16.8,Sep 1990
ISR,1990-10,17.06349,Oct 1990
ISR,1990-11,16.99605,Nov 1990
ISR,1990-12,16.40625,Dec 1990
ISR,1991-01,16.03053,Jan 1991
ISR,1991-02,16.22642,Feb 1991
ISR,1991-03,17.10037,Mar 1991
ISR,1991-04,17.88321,Apr 1991
ISR,1991-05,18.47826,May 1991
ISR,1991-06,18.99642,Jun 1991
ISR,1991-07,17.83217,Jul 1991
ISR,1991-08,17.99308,Aug 1991
ISR,1991-09,18.49315,Sep 1991
ISR,1991-10,18.98305,Oct 1991
ISR,1991-11,18.58108,Nov 1991
ISR,1991-12,17.78523,Dec 1991
ISR,1992-01,16.77632,Jan 1992
ISR,1992-02,17.20779,Feb 1992
ISR,1992-03,15.87302,Mar 1992
ISR,1992-04,14.24149,Apr 1992
ISR,1992-05,13.76147,May 1992
ISR,1992-06,13.25301,Jun 1992
ISR,1992-07,12.75964,Jul 1992
ISR,1992-08,12.60997,Aug 1992
ISR,1992-09,13.87283,Sep 1992
ISR,1992-10,12.82051,Oct 1992
ISR,1992-11,13.39031,Nov 1992
ISR,1992-12,13.96011,Dec 1992
ISR,1993-01,13.23944,Jan 1993
ISR,1993-02,12.18837,Feb 1993
ISR,1993-03,13.15069,Mar 1993
ISR,1993-04,13.00813,Apr 1993
ISR,1993-05,12.36559,May 1993
ISR,1993-06,11.70213,Jun 1993
ISR,1993-07,11.8421,Jul 1993
ISR,1993-08,11.45833,Aug 1993
ISR,1993-09,10.15228,Sep 1993
ISR,1993-10,10.35354,Oct 1993
ISR,1993-11,10.05025,Nov 1993
ISR,1993-12,9.75,Dec 1993
ISR,1994-01,10.19901,Jan 1994
ISR,1994-02,10.37037,Feb 1994
ISR,1994-03,9.443099,Mar 1994
ISR,1994-04,9.592326,Apr 1994
