location,time,cpi_services,date
CAN,2021-07,1.308263,Jul 2021
CAN,2021-08,1.607271,Aug 2021
CAN,2021-09,2.011889,Sep 2021
CAN,2021-10,2.394227,Oct 2021
CAN,2021-11,1.82846,Nov 2021
CAN,2021-12,2.096498,Dec 2021
CAN,2022-01,1.994184,Jan 2022
CAN,2022-02,2.37562,Feb 2022
CAN,2022-03,2.733783,Mar 2022
CAN,2022-04,2.957496,Apr 2022
CAN,2022-05,4.132695,May 2022
CAN,2022-06,4.657937,Jun 2022
CAN,2022-07,5.432348,Jul 2022
CAN,2022-08,4.737658,Aug 2022
CAN,2022-09,4.7582,Sep 2022
CAN,2022-10,4.864272,Oct 2022
CAN,2022-11,5.186145,Nov 2022
CAN,2022-12,5.053895,Dec 2022
CAN,2023-01,4.550747,Jan 2023
CAN,2023-02,4.647591,Feb 2023
CAN,2023-03,4.807325,Mar 2023
CAN,2023-04,4.339863,Apr 2023
CAN,2023-05,3.866226,May 2023
CAN,2023-06,3.203687,Jun 2023
CAN,2023-07,3.141538,Jul 2023
CAN,2023-08,3.268042,Aug 2023
CAN,2023-09,2.625956,Sep 2023
CAN,2023-10,2.793625,Oct 2023
CAN,2023-11,2.889569,Nov 2023
CAN,2023-12,2.338324,Dec 2023
SVK,1999-01,12.73137,Jan 1999
SVK,1999-02,14.37644,Feb 1999
SVK,1999-03,14.70699,Mar 1999
SVK,1999-04,15.29562,Apr 1999
SVK,1999-05,15.18637,May 1999
SVK,1999-06,15.69385,Jun 1999
SVK,1999-07,34.87901,Jul 1999
SVK,1999-08,35.40799,Aug 1999
SVK,1999-09,35.63114,Sep 1999
SVK,1999-10,33.8816,Oct 1999
SVK,1999-11,33.79948,Nov 1999
SVK,1999-12,33.58793,Dec 1999
SVK,2000-01,30.39104,Jan 2000
SVK,2000-02,39.13517,Feb 2000
SVK,2000-03,38.61988,Mar 2000
SVK,2000-04,38.09219,Apr 2000
SVK,2000-05,37.98434,May 2000
SVK,2000-06,37.70503,Jun 2000
SVK,2000-07,18.3782,Jul 2000
SVK,2000-08,18.25916,Aug 2000
SVK,2000-09,17.65074,Sep 2000
SVK,2000-10,17.21147,Oct 2000
SVK,2000-11,17.12157,Nov 2000
SVK,2000-12,17.10828,Dec 2000
SVK,2001-01,17.51133,Jan 2001
SVK,2001-02,15.06642,Feb 2001
SVK,2001-03,14.74088,Mar 2001
SVK,2001-04,13.9072,Apr 2001
SVK,2001-05,13.79371,May 2001
SVK,2001-06,13.52214,Jun 2001
SVK,2001-07,13.93229,Jul 2001
SVK,2001-08,13.84133,Aug 2001
SVK,2001-09,13.79783,Sep 2001
SVK,2001-10,13.57664,Oct 2001
SVK,2001-11,13.54403,Nov 2001
SVK,2001-12,13.73877,Dec 2001
SVK,2002-01,10.85557,Jan 2002
SVK,2002-02,4.417931,Feb 2002
SVK,2002-03,4.419768,Mar 2002
SVK,2002-04,5.104129,Apr 2002
SVK,2002-05,5.65647,May 2002
SVK,2002-06,5.701839,Jun 2002
SVK,2002-07,5.244174,Jul 2002
SVK,2002-08,6.878035,Aug 2002
SVK,2002-09,7.034735,Sep 2002
SVK,2002-10,6.941774,Oct 2002
SVK,2002-11,7.033483,Nov 2002
SVK,2002-12,8.775829,Dec 2002
SVK,2003-01,10.18305,Jan 2003
SVK,2003-02,11.08611,Feb 2003
SVK,2003-03,11.76881,Mar 2003
SVK,2003-04,12.49225,Apr 2003
SVK,2003-05,12.29935,May 2003
SVK,2003-06,11.62229,Jun 2003
SVK,2003-07,11.78591,Jul 2003
SVK,2003-08,10.80714,Aug 2003
SVK,2003-09,11.60379,Sep 2003
SVK,2003-10,12.01793,Oct 2003
SVK,2003-11,11.79506,Nov 2003
SVK,2003-12,9.885904,Dec 2003
SVK,2004-01,11.1499,Jan 2004
SVK,2004-02,11.7759,Feb 2004
SVK,2004-03,11.51855,Mar 2004
SVK,2004-04,10.92175,Apr 2004
SVK,2004-05,10.98476,May 2004
SVK,2004-06,11.94489,Jun 2004
SVK,2004-07,11.69138,Jul 2004
SVK,2004-08,10.99721,Aug 2004
SVK,2004-09,10.81145,Sep 2004
SVK,2004-10,10.81154,Oct 2004
SVK,2004-11,10.97376,Nov 2004
SVK,2004-12,11.16189,Dec 2004
SVK,2005-01,6.824209,Jan 2005
SVK,2005-02,5.600994,Feb 2005
SVK,2005-03,5.488177,Mar 2005
SVK,2005-04,5.437744,Apr 2005
SVK,2005-05,5.170722,May 2005
SVK,2005-06,5.041859,Jun 2005
SVK,2005-07,4.542281,Jul 2005
SVK,2005-08,4.404906,Aug 2005
SVK,2005-09,3.718802,Sep 2005
SVK,2005-10,3.862386,Oct 2005
SVK,2005-11,3.833964,Nov 2005
SVK,2005-12,3.504601,Dec 2005
SVK,2006-01,5.568498,Jan 2006
SVK,2006-02,5.628495,Feb 2006
SVK,2006-03,5.37084,Mar 2006
SVK,2006-04,5.223811,Apr 2006
SVK,2006-05,5.45966,May 2006
SVK,2006-06,5.237608,Jun 2006
SVK,2006-07,6.132503,Jul 2006
SVK,2006-08,6.276029,Aug 2006
SVK,2006-09,5.691674,Sep 2006
SVK,2006-10,5.291572,Oct 2006
SVK,2006-11,5.285974,Nov 2006
SVK,2006-12,5.320995,Dec 2006
SVK,2007-01,7.75991,Jan 2007
SVK,2007-02,7.6081,Feb 2007
SVK,2007-03,7.72647,Mar 2007
SVK,2007-04,7.529633,Apr 2007
SVK,2007-05,7.264804,May 2007
SVK,2007-06,7.414621,Jun 2007
SVK,2007-07,6.992391,Jul 2007
SVK,2007-08,7.177826,Aug 2007
SVK,2007-09,7.901086,Sep 2007
SVK,2007-10,8.124541,Oct 2007
SVK,2007-11,8.711179,Nov 2007
SVK,2007-12,8.888816,Dec 2007
SVK,2008-01,5.913098,Jan 2008
SVK,2008-02,6.135564,Feb 2008
SVK,2008-03,6.144768,Mar 2008
SVK,2008-04,6.186318,Apr 2008
SVK,2008-05,6.299613,May 2008
SVK,2008-06,6.369461,Jun 2008
SVK,2008-07,6.439484,Jul 2008
SVK,2008-08,6.542905,Aug 2008
SVK,2008-09,7.68722,Sep 2008
SVK,2008-10,7.844996,Oct 2008
SVK,2008-11,7.731985,Nov 2008
SVK,2008-12,7.685371,Dec 2008
SVK,2009-01,4.176777,Jan 2009
SVK,2009-02,3.956069,Feb 2009
SVK,2009-03,3.876904,Mar 2009
SVK,2009-04,3.962512,Apr 2009
SVK,2009-05,3.893753,May 2009
SVK,2009-06,4.013648,Jun 2009
SVK,2009-07,4.105185,Jul 2009
SVK,2009-08,3.795547,Aug 2009
SVK,2009-09,2.579742,Sep 2009
SVK,2009-10,2.391597,Oct 2009
SVK,2009-11,2.002317,Nov 2009
SVK,2009-12,1.827426,Dec 2009
SVK,2010-01,1.418111,Jan 2010
SVK,2010-02,1.447407,Feb 2010
SVK,2010-03,1.438706,Mar 2010
SVK,2010-04,1.602152,Apr 2010
SVK,2010-05,1.641392,May 2010
SVK,2010-06,1.341535,Jun 2010
SVK,2010-07,1.057046,Jul 2010
SVK,2010-08,1.059554,Aug 2010
SVK,2010-09,1.100354,Sep 2010
SVK,2010-10,1.004736,Oct 2010
SVK,2010-11,0.8378533,Nov 2010
SVK,2010-12,0.8599827,Dec 2010
SVK,2011-01,4.764435,Jan 2011
SVK,2011-02,4.736849,Feb 2011
SVK,2011-03,4.977184,Mar 2011
SVK,2011-04,4.987115,Apr 2011
SVK,2011-05,5.066372,May 2011
SVK,2011-06,5.115663,Jun 2011
SVK,2011-07,5.269544,Jul 2011
SVK,2011-08,5.097714,Aug 2011
SVK,2011-09,5.552836,Sep 2011
SVK,2011-10,5.520415,Oct 2011
SVK,2011-11,7.170703,Nov 2011
SVK,2011-12,7.159441,Dec 2011
SVK,2012-01,1.988325,Jan 2012
SVK,2012-02,1.991821,Feb 2012
SVK,2012-03,1.854297,Mar 2012
SVK,2012-04,1.767751,Apr 2012
SVK,2012-05,1.592887,May 2012
SVK,2012-06,1.825444,Jun 2012
SVK,2012-07,1.772752,Jul 2012
SVK,2012-08,1.985267,Aug 2012
SVK,2012-09,1.841649,Sep 2012
SVK,2012-10,1.949753,Oct 2012
SVK,2012-11,0.5248184,Nov 2012
SVK,2012-12,0.3986132,Dec 2012
SVK,2013-01,4.518839,Jan 2013
SVK,2013-02,4.480764,Feb 2013
SVK,2013-03,4.46342,Mar 2013
SVK,2013-04,4.451819,Apr 2013
SVK,2013-05,4.457047,May 2013
SVK,2013-06,3.458073,Jun 2013
SVK,2013-07,3.421035,Jul 2013
SVK,2013-08,3.298504,Aug 2013
SVK,2013-09,2.930838,Sep 2013
SVK,2013-10,2.746346,Oct 2013
SVK,2013-11,2.608459,Nov 2013
SVK,2013-12,2.903998,Dec 2013
SVK,2014-01,0.2695791,Jan 2014
SVK,2014-02,0.1931679,Feb 2014
SVK,2014-03,0.1388421,Mar 2014
SVK,2014-04,0.1061629,Apr 2014
SVK,2014-05,0.07623699,May 2014
SVK,2014-06,0.8014461,Jun 2014
SVK,2014-07,0.6579092,Jul 2014
SVK,2014-08,0.630227,Aug 2014
SVK,2014-09,0.674408,Sep 2014
SVK,2014-10,0.6655229,Oct 2014
SVK,2014-11,0.2313163,Nov 2014
SVK,2014-12,-0.2092847,Dec 2014
SVK,2015-01,0.6651489,Jan 2015
SVK,2015-02,0.5858523,Feb 2015
SVK,2015-03,0.5234845,Mar 2015
SVK,2015-04,0.5138611,Apr 2015
SVK,2015-05,0.6021436,May 2015
SVK,2015-06,0.6023728,Jun 2015
SVK,2015-07,0.6517166,Jul 2015
SVK,2015-08,0.7901933,Aug 2015
SVK,2015-09,0.5829346,Sep 2015
SVK,2015-10,0.6545364,Oct 2015
SVK,2015-11,1.07283,Nov 2015
SVK,2015-12,1.302943,Dec 2015
SVK,2016-01,1.480566,Jan 2016
SVK,2016-02,1.719839,Feb 2016
SVK,2016-03,1.690535,Mar 2016
SVK,2016-04,1.752218,Apr 2016
SVK,2016-05,1.679767,May 2016
SVK,2016-06,1.648997,Jun 2016
SVK,2016-07,1.517619,Jul 2016
SVK,2016-08,1.56035,Aug 2016
SVK,2016-09,1.726026,Sep 2016
SVK,2016-10,1.792034,Oct 2016
SVK,2016-11,1.90397,Nov 2016
SVK,2016-12,1.916658,Dec 2016
SVK,2017-01,1.287719,Jan 2017
SVK,2017-02,1.106215,Feb 2017
SVK,2017-03,1.270909,Mar 2017
SVK,2017-04,1.185886,Apr 2017
SVK,2017-05,1.292948,May 2017
SVK,2017-06,1.253635,Jun 2017
SVK,2017-07,1.640738,Jul 2017
SVK,2017-08,1.608656,Aug 2017
SVK,2017-09,1.548817,Sep 2017
SVK,2017-10,1.492739,Oct 2017
SVK,2017-11,1.580829,Nov 2017
SVK,2017-12,1.587016,Dec 2017
SVK,2018-01,3.006245,Jan 2018
SVK,2018-02,3.290923,Feb 2018
SVK,2018-03,3.09426,Mar 2018
SVK,2018-04,4.208999,Apr 2018
SVK,2018-05,3.317424,May 2018
SVK,2018-06,3.11055,Jun 2018
SVK,2018-07,3.38975,Jul 2018
SVK,2018-08,4.063241,Aug 2018
SVK,2018-09,3.262227,Sep 2018
SVK,2018-10,3.221318,Oct 2018
SVK,2018-11,3.292719,Nov 2018
SVK,2018-12,2.79102,Dec 2018
SVK,2019-01,1.66116,Jan 2019
SVK,2019-02,1.710536,Feb 2019
SVK,2019-03,2.162323,Mar 2019
SVK,2019-04,0.9076571,Apr 2019
SVK,2019-05,1.906318,May 2019
SVK,2019-06,2.309372,Jun 2019
SVK,2019-07,2.458144,Jul 2019
SVK,2019-08,2.586206,Aug 2019
SVK,2019-09,3.43446,Sep 2019
SVK,2019-10,2.774295,Oct 2019
SVK,2019-11,2.815826,Nov 2019
SVK,2019-12,3.172167,Dec 2019
SVK,2020-01,0.09233861,Jan 2020
SVK,2020-02,-0.04497942,Feb 2020
SVK,2020-03,-0.2041477,Mar 2020
SVK,2020-04,-0.001533826,Apr 2020
SVK,2020-05,-0.1231548,May 2020
SVK,2020-06,-0.06921925,Jun 2020
SVK,2020-07,-0.3721482,Jul 2020
SVK,2020-08,-0.9196654,Aug 2020
SVK,2020-09,-0.8741004,Sep 2020
SVK,2020-10,-0.4102916,Oct 2020
SVK,2020-11,-0.3579458,Nov 2020
SVK,2020-12,-0.4894383,Dec 2020
SVK,2021-01,4.151392,Jan 2021
SVK,2021-02,4.013707,Feb 2021
SVK,2021-03,3.768182,Mar 2021
SVK,2021-04,3.586472,Apr 2021
SVK,2021-05,4.027963,May 2021
SVK,2021-06,4.14378,Jun 2021
SVK,2021-07,4.350995,Jul 2021
SVK,2021-08,4.392385,Aug 2021
SVK,2021-09,6.494066,Sep 2021
SVK,2021-10,7.015246,Oct 2021
SVK,2021-11,7.002296,Nov 2021
SVK,2021-12,7.32656,Dec 2021
SVK,2022-01,5.983095,Jan 2022
SVK,2022-02,6.493903,Feb 2022
SVK,2022-03,8.420562,Mar 2022
SVK,2022-04,9.94452,Apr 2022
SVK,2022-05,10.03702,May 2022
SVK,2022-06,10.24452,Jun 2022
SVK,2022-07,10.28653,Jul 2022
SVK,2022-08,11.09157,Aug 2022
SVK,2022-09,9.2143,Sep 2022
SVK,2022-10,9.064982,Oct 2022
SVK,2022-11,9.600266,Nov 2022
SVK,2022-12,9.675756,Dec 2022
SVK,2023-01,13.65322,Jan 2023
SVK,2023-02,14.49322,Feb 2023
SVK,2023-03,14.10205,Mar 2023
SVK,2023-04,13.6802,Apr 2023
SVK,2023-05,11.6902,May 2023
SVK,2023-06,11.47471,Jun 2023
SVK,2023-07,10.17842,Jul 2023
SVK,2023-08,9.706735,Aug 2023
SVK,2023-09,9.888592,Sep 2023
SVK,2023-10,9.97799,Oct 2023
SVK,2023-11,9.048615,Nov 2023
COL,2000-01,9.671848,Jan 2000
COL,2000-02,10.06938,Feb 2000
COL,2000-03,10.54094,Mar 2000
COL,2000-04,10.13935,Apr 2000
COL,2000-05,10.27372,May 2000
COL,2000-06,9.896496,Jun 2000
COL,2000-07,9.272596,Jul 2000
COL,2000-08,9.266893,Aug 2000
COL,2000-09,9.73991,Sep 2000
COL,2000-10,9.760029,Oct 2000
COL,2000-11,9.74826,Nov 2000
COL,2000-12,9.989335,Dec 2000
COL,2001-01,9.291339,Jan 2001
COL,2001-02,8.347529,Feb 2001
COL,2001-03,8.262108,Mar 2001
COL,2001-04,8.806393,Apr 2001
COL,2001-05,8.489161,May 2001
COL,2001-06,8.658295,Jun 2001
COL,2001-07,8.551656,Jul 2001
COL,2001-08,8.185696,Aug 2001
COL,2001-09,8.009153,Sep 2001
COL,2001-10,7.945831,Oct 2001
COL,2001-11,7.857491,Nov 2001
COL,2001-12,7.514544,Dec 2001
COL,2002-01,7.620877,Jan 2002
COL,2002-02,7.484277,Feb 2002
COL,2002-03,6.749226,Mar 2002
COL,2002-04,6.24235,Apr 2002
COL,2002-05,6.223307,May 2002
COL,2002-06,5.930657,Jun 2002
COL,2002-07,5.859138,Jul 2002
COL,2002-08,5.792267,Aug 2002
COL,2002-09,5.765738,Sep 2002
COL,2002-10,5.728537,Oct 2002
COL,2002-11,5.656108,Nov 2002
COL,2002-12,5.636555,Dec 2002
COL,2003-01,6.590301,Jan 2003
COL,2003-02,6.290228,Feb 2003
COL,2003-03,6.308005,Mar 2003
COL,2003-04,6.134793,Apr 2003
COL,2003-05,6.131534,May 2003
COL,2003-06,6.20155,Jun 2003
COL,2003-07,6.065386,Jul 2003
COL,2003-08,6.664756,Aug 2003
COL,2003-09,6.896552,Sep 2003
COL,2003-10,6.862044,Oct 2003
COL,2003-11,6.923626,Nov 2003
COL,2003-12,6.972112,Dec 2003
COL,2004-01,6.099093,Jan 2004
COL,2004-02,6.069364,Feb 2004
COL,2004-03,6.38385,Mar 2004
COL,2004-04,6.282225,Apr 2004
COL,2004-05,6.196726,May 2004
COL,2004-06,6.555826,Jun 2004
COL,2004-07,6.840611,Jul 2004
COL,2004-08,6.342381,Aug 2004
COL,2004-09,6.143756,Sep 2004
COL,2004-10,6.060201,Oct 2004
COL,2004-11,6.395194,Nov 2004
COL,2004-12,6.624102,Dec 2004
COL,2005-01,6.669298,Jan 2005
COL,2005-02,6.409757,Feb 2005
COL,2005-03,5.987947,Mar 2005
COL,2005-04,5.859824,Apr 2005
COL,2005-05,5.988024,May 2005
COL,2005-06,5.873398,Jun 2005
COL,2005-07,5.833228,Jul 2005
COL,2005-08,5.900935,Aug 2005
COL,2005-09,5.989912,Sep 2005
COL,2005-10,6.180625,Oct 2005
COL,2005-11,5.9355,Nov 2005
COL,2005-12,5.663672,Dec 2005
COL,2006-01,5.191762,Jan 2006
COL,2006-02,4.99939,Feb 2006
COL,2006-03,4.8391,Mar 2006
COL,2006-04,4.799807,Apr 2006
COL,2006-05,4.664022,May 2006
COL,2006-06,4.672897,Jun 2006
COL,2006-07,4.913917,Jul 2006
COL,2006-08,5.035199,Aug 2006
COL,2006-09,5.008923,Sep 2006
COL,2006-10,4.442861,Oct 2006
COL,2006-11,4.750059,Nov 2006
COL,2006-12,4.828807,Dec 2006
COL,2007-01,5.357562,Jan 2007
COL,2007-02,5.690396,Feb 2007
COL,2007-03,5.758135,Mar 2007
COL,2007-04,5.960875,Apr 2007
COL,2007-05,6.052601,May 2007
COL,2007-06,5.860806,Jun 2007
COL,2007-07,5.925926,Jul 2007
COL,2007-08,6.066114,Aug 2007
COL,2007-09,6.004985,Sep 2007
COL,2007-10,6.380801,Oct 2007
COL,2007-11,6.264842,Nov 2007
COL,2007-12,6.363329,Dec 2007
COL,2008-01,6.286859,Jan 2008
COL,2008-02,6.263048,Feb 2008
COL,2008-03,6.273868,Mar 2008
COL,2008-04,6.135969,Apr 2008
COL,2008-05,6.248646,May 2008
COL,2008-06,6.358131,Jun 2008
COL,2008-07,6.433567,Jul 2008
COL,2008-08,6.115455,Aug 2008
COL,2008-09,6.006841,Sep 2008
COL,2008-10,6.468513,Oct 2008
COL,2008-11,5.927423,Nov 2008
COL,2008-12,5.887336,Dec 2008
COL,2009-01,5.443886,Jan 2009
COL,2009-02,5.532003,Feb 2009
COL,2009-03,5.23614,Mar 2009
COL,2009-04,5.075207,Apr 2009
COL,2009-05,4.800734,May 2009
COL,2009-06,4.768198,Jun 2009
COL,2009-07,4.366724,Jul 2009
COL,2009-08,4.400485,Aug 2009
COL,2009-09,4.416213,Sep 2009
COL,2009-10,4.026913,Oct 2009
COL,2009-11,4.169178,Nov 2009
COL,2009-12,3.96,Dec 2009
COL,2010-01,4.368546,Jan 2010
COL,2010-02,3.919263,Feb 2010
COL,2010-03,3.6,Mar 2010
COL,2010-04,3.564125,Apr 2010
COL,2010-05,3.676327,May 2010
COL,2010-06,3.648714,Jun 2010
COL,2010-07,3.496368,Jul 2010
COL,2010-08,3.480278,Aug 2010
COL,2010-09,3.427964,Sep 2010
COL,2010-10,3.475239,Oct 2010
COL,2010-11,3.54904,Nov 2010
COL,2010-12,3.607157,Dec 2010
COL,2011-01,3.614916,Jan 2011
COL,2011-02,3.714878,Feb 2011
COL,2011-03,3.851587,Mar 2011
COL,2011-04,3.930418,Apr 2011
COL,2011-05,3.949343,May 2011
COL,2011-06,4.166276,Jun 2011
COL,2011-07,4.257907,Jul 2011
COL,2011-08,3.961136,Aug 2011
COL,2011-09,4.042573,Sep 2011
COL,2011-10,4.10486,Oct 2011
COL,2011-11,4.265624,Nov 2011
COL,2011-12,4.502831,Dec 2011
COL,2012-01,4.149835,Jan 2012
COL,2012-02,4.081818,Feb 2012
COL,2012-03,4.107726,Mar 2012
COL,2012-04,4.21605,Apr 2012
COL,2012-05,4.169299,May 2012
COL,2012-06,4.026604,Jun 2012
COL,2012-07,4.2007,Jul 2012
COL,2012-08,4.268512,Aug 2012
COL,2012-09,4.298277,Sep 2012
COL,2012-10,4.310422,Oct 2012
COL,2012-11,4.162572,Nov 2012
COL,2012-12,3.935679,Dec 2012
COL,2013-01,3.578984,Jan 2013
COL,2013-02,3.476286,Feb 2013
COL,2013-03,3.553697,Mar 2013
COL,2013-04,3.437799,Apr 2013
COL,2013-05,3.525946,May 2013
COL,2013-06,3.628823,Jun 2013
COL,2013-07,3.635111,Jul 2013
COL,2013-08,3.731793,Aug 2013
COL,2013-09,3.733976,Sep 2013
COL,2013-10,3.634021,Oct 2013
COL,2013-11,3.593174,Nov 2013
COL,2013-12,3.649885,Dec 2013
COL,2014-01,3.787234,Jan 2014
COL,2014-02,3.849076,Feb 2014
COL,2014-03,3.793422,Mar 2014
COL,2014-04,3.759966,Apr 2014
COL,2014-05,3.740586,May 2014
COL,2014-06,3.526763,Jun 2014
COL,2014-07,3.100324,Jul 2014
COL,2014-08,3.198737,Aug 2014
COL,2014-09,3.176578,Sep 2014
COL,2014-10,3.365664,Oct 2014
COL,2014-11,3.460265,Nov 2014
COL,2014-12,3.612073,Dec 2014
COL,2015-01,3.690037,Jan 2015
COL,2015-02,4.145921,Feb 2015
COL,2015-03,4.146115,Mar 2015
COL,2015-04,4.320222,Apr 2015
COL,2015-05,4.265389,May 2015
COL,2015-06,4.376125,Jun 2015
COL,2015-07,4.3819,Jul 2015
COL,2015-08,4.461907,Aug 2015
COL,2015-09,4.787153,Sep 2015
COL,2015-10,4.757525,Oct 2015
COL,2015-11,4.751766,Nov 2015
COL,2015-12,4.807408,Dec 2015
COL,2016-01,5.11337,Jan 2016
COL,2016-02,5.709877,Feb 2016
COL,2016-03,6.031233,Mar 2016
COL,2016-04,6.155615,Apr 2016
COL,2016-05,6.111366,May 2016
COL,2016-06,6.285758,Jun 2016
COL,2016-07,6.559255,Jul 2016
COL,2016-08,6.705273,Aug 2016
COL,2016-09,6.537732,Sep 2016
COL,2016-10,6.486527,Oct 2016
COL,2016-11,6.305694,Nov 2016
COL,2016-12,6.299272,Dec 2016
COL,2017-01,6.716751,Jan 2017
COL,2017-02,6.686131,Feb 2017
COL,2017-03,6.6894,Mar 2017
COL,2017-04,6.802426,Apr 2017
COL,2017-05,6.725294,May 2017
COL,2017-06,6.646092,Jun 2017
COL,2017-07,6.427804,Jul 2017
COL,2017-08,6.141102,Aug 2017
COL,2017-09,5.880259,Sep 2017
COL,2017-10,5.78577,Oct 2017
COL,2017-11,5.917454,Nov 2017
COL,2017-12,6.257946,Dec 2017
COL,2018-01,5.743361,Jan 2018
COL,2018-02,5.370827,Feb 2018
COL,2018-03,5.052703,Mar 2018
COL,2018-04,4.550372,Apr 2018
COL,2018-05,4.626503,May 2018
COL,2018-06,4.569621,Jun 2018
COL,2018-07,4.497711,Jul 2018
COL,2018-08,4.420075,Aug 2018
COL,2018-09,4.444295,Sep 2018
COL,2018-10,4.36068,Oct 2018
COL,2018-11,4.325956,Nov 2018
COL,2018-12,3.788886,Dec 2018
COL,2019-01,3.68427,Jan 2019
COL,2019-02,3.088524,Feb 2019
COL,2019-03,3.007507,Mar 2019
COL,2019-04,3.309529,Apr 2019
COL,2019-05,3.333004,May 2019
COL,2019-06,3.276882,Jun 2019
COL,2019-07,3.524552,Jul 2019
COL,2019-08,3.664683,Aug 2019
COL,2019-09,3.785649,Sep 2019
COL,2019-10,3.901856,Oct 2019
COL,2019-11,3.922503,Nov 2019
COL,2019-12,3.991744,Dec 2019
COL,2020-01,3.823764,Jan 2020
COL,2020-02,3.702507,Feb 2020
COL,2020-03,3.772298,Mar 2020
COL,2020-04,3.135906,Apr 2020
COL,2020-05,2.706611,May 2020
COL,2020-06,2.407992,Jun 2020
COL,2020-07,2.420128,Jul 2020
COL,2020-08,2.314721,Aug 2020
COL,2020-09,2.363249,Sep 2020
COL,2020-10,2.310854,Oct 2020
COL,2020-11,2.116587,Nov 2020
COL,2020-12,1.67834,Dec 2020
COL,2021-01,1.313669,Jan 2021
COL,2021-02,1.195668,Feb 2021
COL,2021-03,1.094301,Mar 2021
COL,2021-04,1.538062,Apr 2021
COL,2021-05,1.818905,May 2021
COL,2021-06,1.990938,Jun 2021
COL,2021-07,2.154633,Jul 2021
COL,2021-08,2.483671,Aug 2021
COL,2021-09,2.331217,Sep 2021
COL,2021-10,1.967763,Oct 2021
COL,2021-11,2.267421,Nov 2021
COL,2021-12,2.599266,Dec 2021
COL,2022-01,3.454292,Jan 2022
COL,2022-02,4.110612,Feb 2022
COL,2022-03,4.531255,Mar 2022
COL,2022-04,4.991801,Apr 2022
COL,2022-05,5.524621,May 2022
COL,2022-06,5.919827,Jun 2022
COL,2022-07,5.96028,Jul 2022
COL,2022-08,6.177298,Aug 2022
COL,2022-09,6.615624,Sep 2022
COL,2022-10,7.405785,Oct 2022
COL,2022-11,7.641464,Nov 2022
COL,2022-12,8.162157,Dec 2022
COL,2023-01,9.127874,Jan 2023
COL,2023-02,9.748671,Feb 2023
COL,2023-03,10.08599,Mar 2023
COL,2023-04,10.31148,Apr 2023
COL,2023-05,10.24735,May 2023
COL,2023-06,10.09562,Jun 2023
COL,2023-07,10.19959,Jul 2023
COL,2023-08,10.08239,Aug 2023
COL,2023-09,10.05862,Sep 2023
COL,2023-10,9.915161,Oct 2023
COL,2023-11,9.804662,Nov 2023
USA,1983-12,4.8,Dec 1983
USA,1984-01,4.965243,Jan 1984
USA,1984-02,5.247525,Feb 1984
USA,1984-03,5.133267,Mar 1984
USA,1984-04,5.11811,Apr 1984
USA,1984-05,5.18591,May 1984
USA,1984-06,5.452775,Jun 1984
USA,1984-07,5.7226,Jul 1984
USA,1984-08,5.990338,Aug 1984
USA,1984-09,6.046065,Sep 1984
USA,1984-10,5.837321,Oct 1984
USA,1984-11,5.539637,Nov 1984
USA,1984-12,5.534351,Dec 1984
USA,1985-01,5.108799,Jan 1985
USA,1985-02,4.703669,Feb 1985
USA,1985-03,5.070423,Mar 1985
USA,1985-04,5.05618,Apr 1985
USA,1985-05,4.930233,May 1985
USA,1985-06,4.98615,Jun 1985
USA,1985-07,4.770642,Jul 1985
USA,1985-08,4.37557,Aug 1985
USA,1985-09,4.072398,Sep 1985
USA,1985-10,4.068716,Oct 1985
USA,1985-11,4.253394,Nov 1985
USA,1985-12,4.339964,Dec 1985
USA,1986-01,4.590459,Jan 1986
USA,1986-02,4.941599,Feb 1986
USA,1986-03,4.647006,Mar 1986
USA,1986-04,4.634581,Apr 1986
USA,1986-05,4.432624,May 1986
USA,1986-06,4.837291,Jun 1986
USA,1986-07,4.640981,Jul 1986
USA,1986-08,4.628821,Aug 1986
USA,1986-09,4.521739,Sep 1986
USA,1986-10,4.344049,Oct 1986
USA,1986-11,4.166667,Nov 1986
USA,1986-12,4.159445,Dec 1986
USA,1987-01,3.958692,Jan 1987
USA,1987-02,3.681507,Feb 1987
USA,1987-03,3.586678,Mar 1987
USA,1987-04,3.577513,Apr 1987
USA,1987-05,3.650255,May 1987
USA,1987-06,3.355705,Jun 1987
USA,1987-07,3.514644,Jul 1987
USA,1987-08,3.672788,Aug 1987
USA,1987-09,3.91015,Sep 1987
USA,1987-10,3.746878,Oct 1987
USA,1987-11,3.833333,Nov 1987
USA,1987-12,3.660566,Dec 1987
USA,1988-01,3.725166,Jan 1988
USA,1988-02,3.88109,Feb 1988
USA,1988-03,3.874691,Mar 1988
USA,1988-04,4.029605,Apr 1988
USA,1988-05,4.095004,May 1988
USA,1988-06,4.220779,Jun 1988
USA,1988-07,4.203719,Jul 1988
USA,1988-08,4.186796,Aug 1988
USA,1988-09,4.323459,Sep 1988
USA,1988-10,4.735153,Oct 1988
USA,1988-11,4.815409,Nov 1988
USA,1988-12,5.216693,Dec 1988
USA,1989-01,5.426975,Jan 1989
USA,1989-02,5.484897,Feb 1989
USA,1989-03,5.555555,Mar 1989
USA,1989-04,5.454545,Apr 1989
USA,1989-05,5.428796,May 1989
USA,1989-06,5.29595,Jun 1989
USA,1989-07,5.352987,Jul 1989
USA,1989-08,5.332303,Aug 1989
USA,1989-09,5.14198,Sep 1989
