location,time,ppi_dom_manufact_food,date
AUT,2000-01,80.38519,Jan 2000
AUT,2000-02,80.29322,Feb 2000
AUT,2000-03,80.0173,Mar 2000
AUT,2000-04,79.6494,Apr 2000
AUT,2000-05,80.20124,May 2000
AUT,2000-06,80.38519,Jun 2000
AUT,2000-07,79.46545,Jul 2000
AUT,2000-08,80.29322,Aug 2000
AUT,2000-09,79.92532,Sep 2000
AUT,2000-10,80.20124,Oct 2000
AUT,2000-11,79.83334,Nov 2000
AUT,2000-12,80.38519,Dec 2000
AUT,2001-01,81.12098,Jan 2001
AUT,2001-02,81.21296,Feb 2001
AUT,2001-03,81.02901,Mar 2001
AUT,2001-04,80.84506,Apr 2001
AUT,2001-05,81.02901,May 2001
AUT,2001-06,81.85677,Jun 2001
AUT,2001-07,81.7648,Jul 2001
AUT,2001-08,81.48888,Aug 2001
AUT,2001-09,81.48888,Sep 2001
AUT,2001-10,81.7648,Oct 2001
AUT,2001-11,81.94875,Nov 2001
AUT,2001-12,82.04072,Dec 2001
AUT,2002-01,82.40862,Jan 2002
AUT,2002-02,81.58085,Feb 2002
AUT,2002-03,81.3969,Mar 2002
AUT,2002-04,81.30493,Apr 2002
AUT,2002-05,81.85677,May 2002
AUT,2002-06,81.21296,Jun 2002
AUT,2002-07,80.93703,Jul 2002
AUT,2002-08,81.21296,Aug 2002
AUT,2002-09,81.21296,Sep 2002
AUT,2002-10,80.93703,Oct 2002
AUT,2002-11,80.93703,Nov 2002
AUT,2002-12,81.02901,Dec 2002
AUT,2003-01,80.93703,Jan 2003
AUT,2003-02,81.12098,Feb 2003
AUT,2003-03,80.38519,Mar 2003
AUT,2003-04,80.38519,Apr 2003
AUT,2003-05,79.83334,May 2003
AUT,2003-06,80.38519,Jun 2003
AUT,2003-07,80.38519,Jul 2003
AUT,2003-08,80.84506,Aug 2003
AUT,2003-09,81.21296,Sep 2003
AUT,2003-10,81.21296,Oct 2003
AUT,2003-11,80.93703,Nov 2003
AUT,2003-12,81.30493,Dec 2003
AUT,2004-01,81.3969,Jan 2004
AUT,2004-02,81.48888,Feb 2004
AUT,2004-03,81.21296,Mar 2004
AUT,2004-04,81.21296,Apr 2004
AUT,2004-05,81.21296,May 2004
AUT,2004-06,81.58085,Jun 2004
AUT,2004-07,81.7648,Jul 2004
AUT,2004-08,81.67283,Aug 2004
AUT,2004-09,81.94875,Sep 2004
AUT,2004-10,81.85677,Oct 2004
AUT,2004-11,81.94875,Nov 2004
AUT,2004-12,82.1327,Dec 2004
AUT,2005-01,82.68454,Jan 2005
AUT,2005-02,82.50059,Feb 2005
AUT,2005-03,82.59257,Mar 2005
AUT,2005-04,82.22467,Apr 2005
AUT,2005-05,82.1327,May 2005
AUT,2005-06,82.59257,Jun 2005
AUT,2005-07,82.31664,Jul 2005
AUT,2005-08,82.68454,Aug 2005
AUT,2005-09,82.59257,Sep 2005
AUT,2005-10,82.50059,Oct 2005
AUT,2005-11,82.50059,Nov 2005
AUT,2005-12,82.68454,Dec 2005
AUT,2006-01,82.86848,Jan 2006
AUT,2006-02,82.96046,Feb 2006
AUT,2006-03,83.32835,Mar 2006
AUT,2006-04,83.23638,Apr 2006
AUT,2006-05,83.32835,May 2006
AUT,2006-06,83.51231,Jun 2006
AUT,2006-07,83.69625,Jul 2006
AUT,2006-08,84.06415,Aug 2006
AUT,2006-09,83.97218,Sep 2006
AUT,2006-10,83.8802,Oct 2006
AUT,2006-11,83.97218,Nov 2006
AUT,2006-12,84.24809,Dec 2006
AUT,2007-01,84.15612,Jan 2007
AUT,2007-02,84.79993,Feb 2007
AUT,2007-03,85.16783,Mar 2007
AUT,2007-04,85.2598,Apr 2007
AUT,2007-05,85.44376,May 2007
AUT,2007-06,85.71967,Jun 2007
AUT,2007-07,86.54744,Jul 2007
AUT,2007-08,87.00731,Aug 2007
AUT,2007-09,88.29494,Sep 2007
AUT,2007-10,89.30666,Oct 2007
AUT,2007-11,89.58258,Nov 2007
AUT,2007-12,89.76653,Dec 2007
AUT,2008-01,90.22639,Jan 2008
AUT,2008-02,90.41035,Feb 2008
AUT,2008-03,90.77824,Mar 2008
AUT,2008-04,92.06588,Apr 2008
AUT,2008-05,92.61772,May 2008
AUT,2008-06,93.16956,Jun 2008
AUT,2008-07,93.53746,Jul 2008
AUT,2008-08,93.99733,Aug 2008
AUT,2008-09,93.62943,Sep 2008
AUT,2008-10,92.80167,Oct 2008
AUT,2008-11,92.06588,Nov 2008
AUT,2008-12,91.78996,Dec 2008
AUT,2009-01,91.88193,Jan 2009
AUT,2009-02,91.78996,Feb 2009
AUT,2009-03,91.05416,Mar 2009
AUT,2009-04,92.06588,Apr 2009
AUT,2009-05,91.60601,May 2009
AUT,2009-06,91.42206,Jun 2009
AUT,2009-07,91.60601,Jul 2009
AUT,2009-08,91.42206,Aug 2009
AUT,2009-09,91.14613,Sep 2009
AUT,2009-10,90.77824,Oct 2009
AUT,2009-11,90.77824,Nov 2009
AUT,2009-12,91.14613,Dec 2009
AUT,2010-01,91.60601,Jan 2010
AUT,2010-02,91.69798,Feb 2010
AUT,2010-03,91.60601,Mar 2010
AUT,2010-04,91.60601,Apr 2010
AUT,2010-05,91.05416,May 2010
AUT,2010-06,91.23811,Jun 2010
AUT,2010-07,91.69798,Jul 2010
AUT,2010-08,91.9739,Aug 2010
AUT,2010-09,91.9739,Sep 2010
AUT,2010-10,92.3418,Oct 2010
AUT,2010-11,93.16956,Nov 2010
AUT,2010-12,93.72141,Dec 2010
AUT,2011-01,94.27325,Jan 2011
AUT,2011-02,94.8251,Feb 2011
AUT,2011-03,95.37694,Mar 2011
AUT,2011-04,95.74483,Apr 2011
AUT,2011-05,95.92878,May 2011
AUT,2011-06,96.11272,Jun 2011
AUT,2011-07,96.29668,Jul 2011
AUT,2011-08,96.38865,Aug 2011
AUT,2011-09,96.57259,Sep 2011
AUT,2011-10,96.94049,Oct 2011
AUT,2011-11,97.03247,Nov 2011
AUT,2011-12,97.30839,Dec 2011
AUT,2012-01,97.49234,Jan 2012
AUT,2012-02,97.76826,Feb 2012
AUT,2012-03,98.04418,Mar 2012
AUT,2012-04,98.59602,Apr 2012
AUT,2012-05,98.22813,May 2012
AUT,2012-06,98.3201,Jun 2012
AUT,2012-07,98.59602,Jul 2012
AUT,2012-08,99.23984,Aug 2012
AUT,2012-09,100.1596,Sep 2012
AUT,2012-10,100.8034,Oct 2012
AUT,2012-11,100.9873,Nov 2012
AUT,2012-12,101.0793,Dec 2012
AUT,2013-01,101.3552,Jan 2013
AUT,2013-02,101.2633,Feb 2013
AUT,2013-03,101.6312,Mar 2013
AUT,2013-04,101.6312,Apr 2013
AUT,2013-05,101.6312,May 2013
AUT,2013-06,101.5392,Jun 2013
AUT,2013-07,101.4472,Jul 2013
AUT,2013-08,101.7231,Aug 2013
AUT,2013-09,101.7231,Sep 2013
AUT,2013-10,101.9071,Oct 2013
AUT,2013-11,101.5392,Nov 2013
AUT,2013-12,101.3552,Dec 2013
AUT,2014-01,101.1713,Jan 2014
AUT,2014-02,101.2633,Feb 2014
AUT,2014-03,101.2633,Mar 2014
AUT,2014-04,101.2633,Apr 2014
AUT,2014-05,101.0793,May 2014
AUT,2014-06,101.0793,Jun 2014
AUT,2014-07,101.1713,Jul 2014
AUT,2014-08,100.8034,Aug 2014
AUT,2014-09,100.6194,Sep 2014
AUT,2014-10,100.0676,Oct 2014
AUT,2014-11,100.0676,Nov 2014
AUT,2014-12,99.97563,Dec 2014
AUT,2015-01,99.79169,Jan 2015
AUT,2015-02,99.89168,Feb 2015
AUT,2015-03,100.3916,Mar 2015
AUT,2015-04,100.3916,Apr 2015
AUT,2015-05,100.2916,May 2015
AUT,2015-06,99.99167,Jun 2015
AUT,2015-07,99.6917,Jul 2015
AUT,2015-08,99.79169,Aug 2015
AUT,2015-09,100.0917,Sep 2015
AUT,2015-10,99.99167,Oct 2015
AUT,2015-11,99.89168,Nov 2015
AUT,2015-12,99.79169,Dec 2015
AUT,2016-01,99.89168,Jan 2016
AUT,2016-02,99.6917,Feb 2016
AUT,2016-03,99.29173,Mar 2016
AUT,2016-04,99.19173,Apr 2016
AUT,2016-05,99.49171,May 2016
AUT,2016-06,99.5917,Jun 2016
AUT,2016-07,99.89168,Jul 2016
AUT,2016-08,99.99167,Aug 2016
AUT,2016-09,99.99167,Sep 2016
AUT,2016-10,100.1917,Oct 2016
AUT,2016-11,100.1917,Nov 2016
AUT,2016-12,100.3916,Dec 2016
AUT,2017-01,100.1917,Jan 2017
AUT,2017-02,100.4916,Feb 2017
AUT,2017-03,100.4916,Mar 2017
AUT,2017-04,100.8916,Apr 2017
AUT,2017-05,101.1916,May 2017
AUT,2017-06,101.7915,Jun 2017
AUT,2017-07,102.1915,Jul 2017
AUT,2017-08,102.3915,Aug 2017
AUT,2017-09,102.5915,Sep 2017
AUT,2017-10,102.5915,Oct 2017
AUT,2017-11,102.2915,Nov 2017
AUT,2017-12,101.9915,Dec 2017
AUT,2018-01,101.9915,Jan 2018
AUT,2018-02,102.2915,Feb 2018
AUT,2018-03,102.0915,Mar 2018
AUT,2018-04,102.1915,Apr 2018
AUT,2018-05,102.2915,May 2018
AUT,2018-06,102.2915,Jun 2018
AUT,2018-07,102.5915,Jul 2018
AUT,2018-08,102.7914,Aug 2018
AUT,2018-09,102.6914,Sep 2018
AUT,2018-10,102.4915,Oct 2018
AUT,2018-11,102.3915,Nov 2018
AUT,2018-12,102.1915,Dec 2018
AUT,2019-01,102.4915,Jan 2019
AUT,2019-02,102.3915,Feb 2019
AUT,2019-03,102.7914,Mar 2019
AUT,2019-04,103.3914,Apr 2019
AUT,2019-05,103.3914,May 2019
AUT,2019-06,103.6914,Jun 2019
AUT,2019-07,103.7914,Jul 2019
AUT,2019-08,103.8913,Aug 2019
AUT,2019-09,104.0913,Sep 2019
AUT,2019-10,103.8913,Oct 2019
AUT,2019-11,104.2913,Nov 2019
AUT,2019-12,104.9912,Dec 2019
AUT,2020-01,104.8913,Jan 2020
AUT,2020-02,105.2912,Feb 2020
AUT,2020-03,105.3912,Mar 2020
AUT,2020-04,105.0912,Apr 2020
AUT,2020-05,104.7913,May 2020
AUT,2020-06,104.7913,Jun 2020
AUT,2020-07,104.8913,Jul 2020
AUT,2020-08,104.9912,Aug 2020
AUT,2020-09,104.5913,Sep 2020
AUT,2020-10,104.6913,Oct 2020
AUT,2020-11,104.9912,Nov 2020
AUT,2020-12,104.8913,Dec 2020
AUT,2021-01,105.3912,Jan 2021
AUT,2021-02,105.7912,Feb 2021
AUT,2021-03,106.5911,Mar 2021
AUT,2021-04,107.2911,Apr 2021
AUT,2021-05,107.891,May 2021
AUT,2021-06,107.991,Jun 2021
AUT,2021-07,108.091,Jul 2021
AUT,2021-08,108.491,Aug 2021
AUT,2021-09,108.7909,Sep 2021
AUT,2021-10,109.4909,Oct 2021
AUT,2021-11,109.6909,Nov 2021
AUT,2021-12,111.2907,Dec 2021
AUT,2022-01,111.8483,Jan 2022
AUT,2022-02,113.1451,Feb 2022
AUT,2022-03,116.0629,Mar 2022
AUT,2022-04,118.6565,Apr 2022
AUT,2022-05,119.7371,May 2022
AUT,2022-06,120.4936,Jun 2022
AUT,2022-07,121.142,Jul 2022
AUT,2022-08,121.4662,Aug 2022
AUT,2022-09,122.6549,Sep 2022
AUT,2022-10,123.8436,Oct 2022
AUT,2022-11,123.6275,Nov 2022
AUT,2022-12,124.7082,Dec 2022
BEL,1980-01,54.13319,Jan 1980
BEL,1980-02,54.13319,Feb 1980
BEL,1980-03,54.16042,Mar 1980
BEL,1980-04,54.20581,Apr 1980
BEL,1980-05,53.92439,May 1980
BEL,1980-06,53.89715,Jun 1980
BEL,1980-07,54.32383,Jul 1980
BEL,1980-08,54.40553,Aug 1980
BEL,1980-09,54.76866,Sep 1980
BEL,1980-10,54.93206,Oct 1980
BEL,1980-11,55.64924,Nov 1980
BEL,1980-12,55.92159,Dec 1980
BEL,1981-01,56.28471,Jan 1981
BEL,1981-02,56.82941,Feb 1981
BEL,1981-03,57.01097,Mar 1981
BEL,1981-04,57.28331,Apr 1981
BEL,1981-05,57.55566,May 1981
BEL,1981-06,57.3741,Jun 1981
BEL,1981-07,58.28191,Jul 1981
BEL,1981-08,58.8266,Aug 1981
BEL,1981-09,59.46208,Sep 1981
BEL,1981-10,59.64364,Oct 1981
BEL,1981-11,60.09755,Nov 1981
BEL,1981-12,60.55146,Dec 1981
BEL,1982-01,61.09615,Jan 1982
BEL,1982-02,61.55006,Feb 1982
BEL,1982-03,61.8224,Mar 1982
BEL,1982-04,61.91319,Apr 1982
BEL,1982-05,62.27631,May 1982
BEL,1982-06,63.00257,Jun 1982
BEL,1982-07,63.72882,Jul 1982
BEL,1982-08,63.72882,Aug 1982
BEL,1982-09,64.81821,Sep 1982
BEL,1982-10,65.18133,Oct 1982
BEL,1982-11,65.99837,Nov 1982
BEL,1982-12,66.54306,Dec 1982
BEL,1983-01,66.54306,Jan 1983
BEL,1983-02,66.63384,Feb 1983
BEL,1983-03,66.54306,Mar 1983
BEL,1983-04,66.63384,Apr 1983
BEL,1983-05,66.72462,May 1983
BEL,1983-06,67.63244,Jun 1983
BEL,1983-07,67.99557,Jul 1983
BEL,1983-08,69.08495,Aug 1983
BEL,1983-09,69.90199,Sep 1983
BEL,1983-10,70.17433,Oct 1983
BEL,1983-11,70.17433,Nov 1983
BEL,1983-12,70.17433,Dec 1983
BEL,1984-01,70.8098,Jan 1984
BEL,1984-02,70.71902,Feb 1984
BEL,1984-03,70.71902,Mar 1984
BEL,1984-04,70.62823,Apr 1984
BEL,1984-05,71.35449,May 1984
BEL,1984-06,71.44527,Jun 1984
BEL,1984-07,71.35449,Jul 1984
BEL,1984-08,71.35449,Aug 1984
BEL,1984-09,71.8084,Sep 1984
BEL,1984-10,72.62543,Oct 1984
BEL,1984-11,72.98856,Nov 1984
BEL,1984-12,73.53326,Dec 1984
BEL,1985-01,74.07795,Jan 1985
BEL,1985-02,74.16873,Feb 1985
BEL,1985-03,74.07795,Mar 1985
BEL,1985-04,74.16873,Apr 1985
BEL,1985-05,74.16873,May 1985
BEL,1985-06,74.07795,Jun 1985
BEL,1985-07,74.44107,Jul 1985
BEL,1985-08,74.16873,Aug 1985
BEL,1985-09,74.07795,Sep 1985
BEL,1985-10,74.62263,Oct 1985
BEL,1985-11,74.98576,Nov 1985
BEL,1985-12,74.89498,Dec 1985
BEL,1986-01,74.8042,Jan 1986
BEL,1986-02,74.62263,Feb 1986
BEL,1986-03,74.16873,Mar 1986
BEL,1986-04,73.89639,Apr 1986
BEL,1986-05,74.07795,May 1986
BEL,1986-06,74.25951,Jun 1986
BEL,1986-07,74.16873,Jul 1986
BEL,1986-08,73.8056,Aug 1986
BEL,1986-09,73.71482,Sep 1986
BEL,1986-10,73.53326,Oct 1986
BEL,1986-11,73.07935,Nov 1986
BEL,1986-12,72.71622,Dec 1986
BEL,1987-01,72.62543,Jan 1987
BEL,1987-02,72.53465,Feb 1987
BEL,1987-03,72.26231,Mar 1987
BEL,1987-04,71.98997,Apr 1987
BEL,1987-05,71.71762,May 1987
BEL,1987-06,71.62684,Jun 1987
BEL,1987-07,71.35449,Jul 1987
BEL,1987-08,71.35449,Aug 1987
BEL,1987-09,71.44527,Sep 1987
BEL,1987-10,71.53606,Oct 1987
BEL,1987-11,71.71762,Nov 1987
BEL,1987-12,72.08075,Dec 1987
BEL,1988-01,72.35309,Jan 1988
BEL,1988-02,72.26231,Feb 1988
BEL,1988-03,72.35309,Mar 1988
BEL,1988-04,72.08075,Apr 1988
BEL,1988-05,72.35309,May 1988
BEL,1988-06,73.07935,Jun 1988
BEL,1988-07,73.44247,Jul 1988
BEL,1988-08,73.71482,Aug 1988
BEL,1988-09,73.8056,Sep 1988
BEL,1988-10,73.71482,Oct 1988
BEL,1988-11,74.25951,Nov 1988
BEL,1988-12,74.53185,Dec 1988
BEL,1989-01,74.62263,Jan 1989
BEL,1989-02,74.62263,Feb 1989
BEL,1989-03,74.71342,Mar 1989
BEL,1989-04,74.71342,Apr 1989
BEL,1989-05,74.62263,May 1989
BEL,1989-06,75.16733,Jun 1989
BEL,1989-07,75.34889,Jul 1989
BEL,1989-08,75.89359,Aug 1989
BEL,1989-09,76.34749,Sep 1989
BEL,1989-10,76.16592,Oct 1989
BEL,1989-11,75.89359,Nov 1989
BEL,1989-12,75.07655,Dec 1989
BEL,1990-01,73.98717,Jan 1990
BEL,1990-02,74.07795,Feb 1990
BEL,1990-03,73.71482,Mar 1990
BEL,1990-04,74.62263,Apr 1990
BEL,1990-05,74.25951,May 1990
BEL,1990-06,74.62263,Jun 1990
BEL,1990-07,74.62263,Jul 1990
BEL,1990-08,74.16873,Aug 1990
BEL,1990-09,74.35029,Sep 1990
BEL,1990-10,74.25951,Oct 1990
BEL,1990-11,74.25951,Nov 1990
BEL,1990-12,74.25951,Dec 1990
BEL,1991-01,74.89498,Jan 1991
BEL,1991-02,75.34889,Feb 1991
BEL,1991-03,75.25811,Mar 1991
BEL,1991-04,75.43967,Apr 1991
BEL,1991-05,75.62124,May 1991
BEL,1991-06,75.8028,Jun 1991
BEL,1991-07,75.34889,Jul 1991
BEL,1991-08,75.8028,Aug 1991
BEL,1991-09,76.52905,Sep 1991
BEL,1991-10,76.61983,Oct 1991
BEL,1991-11,77.16453,Nov 1991
BEL,1991-12,77.43687,Dec 1991
BEL,1992-01,77.98157,Jan 1992
BEL,1992-02,77.98157,Feb 1992
BEL,1992-03,77.89079,Mar 1992
BEL,1992-04,77.61844,Apr 1992
BEL,1992-05,77.61844,May 1992
BEL,1992-06,77.8,Jun 1992
BEL,1992-07,77.52766,Jul 1992
BEL,1992-08,77.43687,Aug 1992
BEL,1992-09,77.43687,Sep 1992
BEL,1992-10,77.25531,Oct 1992
BEL,1992-11,77.34609,Nov 1992
BEL,1992-12,76.71062,Dec 1992
BEL,1993-01,76.8014,Jan 1993
BEL,1993-02,76.43827,Feb 1993
BEL,1993-03,76.89218,Mar 1993
BEL,1993-04,76.52905,Apr 1993
BEL,1993-05,76.61983,May 1993
BEL,1993-06,76.52905,Jun 1993
BEL,1993-07,76.8014,Jul 1993
BEL,1993-08,76.43827,Aug 1993
BEL,1993-09,76.43827,Sep 1993
BEL,1993-10,76.52905,Oct 1993
BEL,1993-11,77.25531,Nov 1993
BEL,1993-12,77.52766,Dec 1993
BEL,1994-01,76.98296,Jan 1994
BEL,1994-02,76.98296,Feb 1994
BEL,1994-03,76.98296,Mar 1994
BEL,1994-04,77.25531,Apr 1994
BEL,1994-05,77.70922,May 1994
BEL,1994-06,78.16312,Jun 1994
BEL,1994-07,77.89079,Jul 1994
BEL,1994-08,77.98157,Aug 1994
BEL,1994-09,78.16312,Sep 1994
BEL,1994-10,77.98157,Oct 1994
BEL,1994-11,77.8,Nov 1994
BEL,1994-12,77.25531,Dec 1994
BEL,1995-01,77.43687,Jan 1995
BEL,1995-02,77.89079,Feb 1995
BEL,1995-03,77.8,Mar 1995
BEL,1995-04,77.34609,Apr 1995
BEL,1995-05,77.43687,May 1995
BEL,1995-06,77.8,Jun 1995
BEL,1995-07,77.43687,Jul 1995
BEL,1995-08,77.98157,Aug 1995
BEL,1995-09,78.43547,Sep 1995
BEL,1995-10,78.52625,Oct 1995
BEL,1995-11,78.52625,Nov 1995
BEL,1995-12,78.7986,Dec 1995
BEL,1996-01,78.70782,Jan 1996
BEL,1996-02,78.7986,Feb 1996
BEL,1996-03,78.43547,Mar 1996
BEL,1996-04,78.61703,Apr 1996
BEL,1996-05,78.61703,May 1996
BEL,1996-06,78.88938,Jun 1996
BEL,1996-07,78.88938,Jul 1996
BEL,1996-08,79.16173,Aug 1996
BEL,1996-09,79.43407,Sep 1996
BEL,1996-10,79.25251,Oct 1996
BEL,1996-11,78.70782,Nov 1996
BEL,1996-12,78.7986,Dec 1996
BEL,1997-01,79.07095,Jan 1997
BEL,1997-02,79.61564,Feb 1997
BEL,1997-03,80.06954,Mar 1997
BEL,1997-04,80.25111,Apr 1997
BEL,1997-05,81.43127,May 1997
BEL,1997-06,80.70502,Jun 1997
BEL,1997-07,80.43267,Jul 1997
BEL,1997-08,80.7958,Aug 1997
BEL,1997-09,81.24971,Sep 1997
BEL,1997-10,80.97736,Oct 1997
BEL,1997-11,80.7958,Nov 1997
BEL,1997-12,80.43267,Dec 1997
BEL,1998-01,80.25111,Jan 1998
BEL,1998-02,80.06954,Feb 1998
BEL,1998-03,79.61564,Mar 1998
BEL,1998-04,79.16173,Apr 1998
BEL,1998-05,79.16173,May 1998
BEL,1998-06,78.88938,Jun 1998
BEL,1998-07,78.61703,Jul 1998
BEL,1998-08,78.61703,Aug 1998
BEL,1998-09,78.16312,Sep 1998
BEL,1998-10,77.8,Oct 1998
BEL,1998-11,77.52766,Nov 1998
BEL,1998-12,77.98157,Dec 1998
BEL,1999-01,78.07234,Jan 1999
BEL,1999-02,77.98157,Feb 1999
BEL,1999-03,77.52766,Mar 1999
BEL,1999-04,77.8,Apr 1999
BEL,1999-05,77.8,May 1999
BEL,1999-06,77.89079,Jun 1999
BEL,1999-07,77.25531,Jul 1999
BEL,1999-08,77.52766,Aug 1999
BEL,1999-09,77.43687,Sep 1999
BEL,1999-10,77.43687,Oct 1999
BEL,1999-11,77.61844,Nov 1999
BEL,1999-12,77.89079,Dec 1999
BEL,2000-01,78.25391,Jan 2000
BEL,2000-02,76.8,Feb 2000
BEL,2000-03,76.9,Mar 2000
BEL,2000-04,76.7,Apr 2000
BEL,2000-05,77,May 2000
BEL,2000-06,77.4,Jun 2000
BEL,2000-07,77.9,Jul 2000
BEL,2000-08,78.2,Aug 2000
BEL,2000-09,78.4,Sep 2000
BEL,2000-10,79.2,Oct 2000
BEL,2000-11,79.4,Nov 2000
BEL,2000-12,79.5,Dec 2000
BEL,2001-01,79.2,Jan 2001
BEL,2001-02,79.2,Feb 2001
BEL,2001-03,79.3,Mar 2001
BEL,2001-04,79.2,Apr 2001
BEL,2001-05,79.2,May 2001
BEL,2001-06,79.6,Jun 2001
BEL,2001-07,79.1,Jul 2001
BEL,2001-08,79.1,Aug 2001
BEL,2001-09,79.2,Sep 2001
BEL,2001-10,77.7,Oct 2001
BEL,2001-11,76.9,Nov 2001
BEL,2001-12,76.9,Dec 2001
BEL,2002-01,77.4,Jan 2002
BEL,2002-02,77.4,Feb 2002
BEL,2002-03,78.8,Mar 2002
BEL,2002-04,78.4,Apr 2002
BEL,2002-05,78.8,May 2002
BEL,2002-06,79.7,Jun 2002
BEL,2002-07,79.4,Jul 2002
BEL,2002-08,79.8,Aug 2002
BEL,2002-09,80.9,Sep 2002
BEL,2002-10,81,Oct 2002
BEL,2002-11,79.9,Nov 2002
BEL,2002-12,79.5,Dec 2002
BEL,2003-01,78.4,Jan 2003
BEL,2003-02,78.3,Feb 2003
BEL,2003-03,78.6,Mar 2003
BEL,2003-04,78.3,Apr 2003
BEL,2003-05,79.4,May 2003
BEL,2003-06,80,Jun 2003
BEL,2003-07,80.7,Jul 2003
BEL,2003-08,80.2,Aug 2003
BEL,2003-09,80.2,Sep 2003
BEL,2003-10,79.9,Oct 2003
BEL,2003-11,79,Nov 2003
BEL,2003-12,79.4,Dec 2003
BEL,2004-01,79.7,Jan 2004
BEL,2004-02,79.4,Feb 2004
BEL,2004-03,79.7,Mar 2004
BEL,2004-04,80,Apr 2004
BEL,2004-05,80,May 2004
BEL,2004-06,80.6,Jun 2004
BEL,2004-07,81.1,Jul 2004
BEL,2004-08,81.6,Aug 2004
BEL,2004-09,82.2,Sep 2004
BEL,2004-10,81.6,Oct 2004
BEL,2004-11,82.2,Nov 2004
BEL,2004-12,82,Dec 2004
BEL,2005-01,82.6,Jan 2005
BEL,2005-02,83,Feb 2005
BEL,2005-03,83.2,Mar 2005
BEL,2005-04,83,Apr 2005
BEL,2005-05,83.8,May 2005
BEL,2005-06,84.3,Jun 2005
BEL,2005-07,84.5,Jul 2005
BEL,2005-08,84,Aug 2005
BEL,2005-09,83.6,Sep 2005
BEL,2005-10,82.6,Oct 2005
BEL,2005-11,81.7,Nov 2005
BEL,2005-12,81.5,Dec 2005
BEL,2006-01,82.3,Jan 2006
BEL,2006-02,82.3,Feb 2006
BEL,2006-03,81.7,Mar 2006
BEL,2006-04,82.4,Apr 2006
BEL,2006-05,83.9,May 2006
BEL,2006-06,84.6,Jun 2006
BEL,2006-07,84.9,Jul 2006
BEL,2006-08,85.1,Aug 2006
BEL,2006-09,85.1,Sep 2006
BEL,2006-10,85.1,Oct 2006
BEL,2006-11,85,Nov 2006
BEL,2006-12,85.4,Dec 2006
BEL,2007-01,86.2,Jan 2007
BEL,2007-02,86.5,Feb 2007
BEL,2007-03,86.9,Mar 2007
BEL,2007-04,87.1,Apr 2007
BEL,2007-05,87.5,May 2007
BEL,2007-06,88.6,Jun 2007
BEL,2007-07,89,Jul 2007
BEL,2007-08,88.8,Aug 2007
BEL,2007-09,88.3,Sep 2007
BEL,2007-10,88.1,Oct 2007
BEL,2007-11,87.9,Nov 2007
BEL,2007-12,88,Dec 2007
BEL,2008-01,89.5,Jan 2008
BEL,2008-02,89.7,Feb 2008
BEL,2008-03,90.8,Mar 2008
BEL,2008-04,90.3,Apr 2008
BEL,2008-05,91.1,May 2008
BEL,2008-06,91,Jun 2008
BEL,2008-07,91,Jul 2008
BEL,2008-08,90.7,Aug 2008
BEL,2008-09,91.6,Sep 2008
BEL,2008-10,90.8,Oct 2008
BEL,2008-11,90.5,Nov 2008
BEL,2008-12,89.9,Dec 2008
BEL,2009-01,90.2,Jan 2009
BEL,2009-02,90.5,Feb 2009
BEL,2009-03,90.2,Mar 2009
BEL,2009-04,90.1,Apr 2009
BEL,2009-05,89.6,May 2009
BEL,2009-06,90.3,Jun 2009
BEL,2009-07,90.3,Jul 2009
BEL,2009-08,89.7,Aug 2009
BEL,2009-09,89.4,Sep 2009
BEL,2009-10,89.1,Oct 2009
BEL,2009-11,89.5,Nov 2009
BEL,2009-12,89.7,Dec 2009
BEL,2010-01,89.3,Jan 2010
BEL,2010-02,89.1,Feb 2010
BEL,2010-03,88.9,Mar 2010
BEL,2010-04,89,Apr 2010
BEL,2010-05,89.4,May 2010
BEL,2010-06,89.9,Jun 2010
BEL,2010-07,90.6,Jul 2010
BEL,2010-08,91.5,Aug 2010
BEL,2010-09,92.2,Sep 2010
BEL,2010-10,92.7,Oct 2010
BEL,2010-11,93.3,Nov 2010
BEL,2010-12,93.8,Dec 2010
BEL,2011-01,95.5,Jan 2011
BEL,2011-02,96.2,Feb 2011
BEL,2011-03,96.5,Mar 2011
BEL,2011-04,96.7,Apr 2011
BEL,2011-05,97.1,May 2011
BEL,2011-06,96.9,Jun 2011
BEL,2011-07,96.7,Jul 2011
BEL,2011-08,96.3,Aug 2011
BEL,2011-09,96.1,Sep 2011
BEL,2011-10,95.9,Oct 2011
BEL,2011-11,95.7,Nov 2011
BEL,2011-12,95.7,Dec 2011
BEL,2012-01,95.8,Jan 2012
BEL,2012-02,98,Feb 2012
BEL,2012-03,98.9,Mar 2012
BEL,2012-04,99.7,Apr 2012
BEL,2012-05,99.4,May 2012
BEL,2012-06,99.8,Jun 2012
BEL,2012-07,100,Jul 2012
BEL,2012-08,100.9,Aug 2012
BEL,2012-09,101.8,Sep 2012
BEL,2012-10,102.5,Oct 2012
BEL,2012-11,102.5,Nov 2012
BEL,2012-12,102.7,Dec 2012
BEL,2013-01,103.7,Jan 2013
BEL,2013-02,103.9,Feb 2013
BEL,2013-03,104,Mar 2013
BEL,2013-04,104.3,Apr 2013
BEL,2013-05,105.4,May 2013
BEL,2013-06,105.5,Jun 2013
BEL,2013-07,105.6,Jul 2013
BEL,2013-08,105.5,Aug 2013
BEL,2013-09,105.1,Sep 2013
